GEOID10,MAZ_NODE,TAZ_NODE
060133131021017,425682,400418
060133131021018,423044,400418
060133131021019,425682,400418
060133131021020,425682,400418
060133131021021,425682,400418
060133131021022,417338,400418
060133131021023,415058,400418
060133131021024,422865,400418
060133131021025,423838,400418
060133131021026,423838,400418
060133131021027,426421,400418
060133131021028,414112,400418
060133131021029,427719,400418
060133131021030,423838,400418
060133131021031,423044,400418
060133131021032,425593,400418
060133131021033,425593,400418
060133131021034,423044,400418
060133131021035,425682,400418
060133131022000,422237,400417
060133131022001,422237,400417
060133131022002,424149,400417
060133131022003,426884,400417
060133131022004,424149,400417
060133131022005,422237,400417
060133131022006,427407,400417
060133131022007,422676,400417
060133131022008,422237,400417
060133131022009,410948,400417
060133131022010,410948,400417
060133131022011,422237,400417
060133131022012,410940,400417
060133131022013,410940,400417
060133131022014,410940,400417
060133131022015,410940,400417
060133131022016,426884,400417
060133131022017,426884,400417
060133131022018,422676,400417
060133131022019,427407,400417
060133131031000,420180,400419
060133131031001,420180,400419
060133131031002,420180,400419
060133131031003,420180,400419
060133131031004,427209,400419
060133131031005,427209,400419
060133131031006,420180,400419
060133131031007,420180,400419
060133131031008,420180,400419
060133131031009,420180,400419
060133131031010,420180,400419
060133131031011,420180,400419
060133131031012,427562,400419
060133131031013,410938,400419
060133131031014,410938,400419
060133131031015,420180,400419
060133131031016,425590,400419
060133131031017,427562,400419
060133131031018,427562,400419
060133131031019,412452,400419
060133131031020,419969,400419
060133131031021,415060,400419
060133131031022,425590,400419
060133131031023,419969,400419
060133131031024,427914,400419
060133131031025,425590,400419
060133131031026,419969,400419
060133131031027,425590,400419
060133131031028,425590,400419
060133131031029,425590,400419
060133131031030,427914,400419
060133131031031,427562,400419
060133131031032,416133,400419
060133131031033,416133,400419
060133131031034,416133,400419
060133131031035,416133,400419
060133131031036,416424,400419
060133131031037,416424,400419
060133131031038,416133,400419
060133131031039,416424,400419
060133131031040,416424,400419
060133131031041,416424,400419
060133131031042,416424,400419
060133131031043,419969,400419
060133131031044,416669,400419
060133131031045,416133,400419
060133131031046,423351,400419
060133131031047,423351,400419
060133131031048,423351,400419
060133131031049,426106,400419
060133131031050,426106,400419
060133131031051,426106,400419
060133131031052,426106,400419
060133131031053,426106,400419
060133131031054,423336,400419
060133131031055,423336,400419
060133131031056,426106,400419
060133131031057,425676,400419
060133131031058,417188,400419
060133131031059,424055,400419
060133131031060,424055,400419
060133131031061,424055,400419
060133131031062,423336,400419
060133131031063,417188,400419
060133131031064,424055,400419
060133131031065,417188,400419
060133131031066,426106,400419
060133131031067,415875,400419
060133131031068,415596,400419
060133131031069,423351,400419
060133131031070,415596,400419
060133131031071,416669,400419
060133131031072,416669,400419
060133131031073,423351,400419
060133131031074,415875,400419
060133131031075,415060,400419
060133131031076,427914,400419
060133131031077,426106,400419
060133131031078,426106,400419
060133131032000,422563,400419
060133131032001,422563,400419
060133131032002,415208,400419
060133131032003,415208,400419
060133131032004,413968,400419
060133131032005,413968,400419
060133131032006,418761,400419
060133131032007,418761,400419
060133131032008,413968,400419
060133131032009,413968,400419
060133131032010,413968,400419
060133131032011,427583,400419
060133131032012,422563,400419
060133131032013,419343,400419
060133131032014,419343,400419
060133131032015,419343,400419
060133131032016,419343,400419
060133131032017,411904,400419
060133131032018,411904,400419
060133131032019,410099,400419
060133131032020,413968,400419
060133131032021,413968,400419
060133131033000,413973,400441
060133131033001,425582,400441
060133131033002,418767,400441
060133131033003,418767,400441
060133131033004,419346,400441
060133131033005,419346,400441
060133131033006,425581,400441
060133131033007,425581,400441
060133131033008,425581,400441
060133131033009,413973,400441
060133131033010,425148,400441
060133131033011,419346,400441
060133131033012,425148,400441
060133132031000,416673,400216
060133132031001,420184,400216
060133132031002,420184,400216
060133132031003,415577,400216
060133132031004,426417,400216
060133132031005,426417,400216
060133132031006,417336,400216
060133132031007,417336,400216
060133132031008,410359,400216
060133132031009,415577,400216
060133132031010,426417,400216
060133132031011,417336,400216
060133132031012,417336,400216
060133132031013,417336,400216
060133132031014,423634,400216
060133132031015,415053,400216
060133132031016,426417,400216
060133132031017,417336,400216
060133132031018,411901,400216
060133132031019,411901,400216
060133132031020,420184,400216
060133132031021,415053,400216
060133132031022,417336,400216
060133132031023,415053,400216
060133132031024,415053,400216
060133132032000,425951,400246
060133132032001,425951,400246
060133132032002,424750,400246
060133132032003,427233,400246
060133132032004,427233,400246
060133132032005,424750,400246
060133132032006,424750,400246
060133132032007,425951,400246
060133132033000,421403,400042
060133132033001,421403,400042
060133132033002,421403,400042
060133132033003,421403,400042
060133132033004,421403,400042
060133132033005,421403,400042
060133132033006,421403,400042
060133132033007,421403,400042
060133132033008,417844,400607
060133132033009,417844,400607
060133132033010,417844,400607
060133132033011,417844,400607
060133132033012,421403,400042
060133132033013,417844,400607
060133132033014,412852,400607
060133132033015,412852,400607
060133132033016,423632,400607
060133132033017,423632,400607
060133132041000,416663,400445
060133132041001,427036,400445
060133132041002,416663,400445
060133132041003,424153,400445
060133132041004,424153,400445
060133132041005,427036,400445
060133132041006,416663,400445
060133132041007,424153,400445
060133132041008,413411,400445
060133132041009,424758,400445
060133132041010,424758,400445
060133132041011,416663,400445
060133132041012,424563,400445
060133132041013,425155,400445
060133132041014,424563,400445
060133132041015,424563,400445
060133132041016,415199,400445
060133132041017,413412,400445
060133132041018,424153,400445
060133132041019,427411,400445
060133132041020,413412,400445
060133132041021,427411,400445
060133132041022,427411,400445
060133132041023,414682,400445
060133132041024,424757,400445
060133132041025,424757,400445
060133132041026,424566,400445
060133132041027,415199,400445
060133132041028,415202,400445
060133132041029,424566,400445
060133132042000,410361,400091
060133132042001,410361,400091
060133132042002,410361,400091
060133132042003,410361,400091
060133132042004,410361,400091
060133132042005,410361,400091
060133132042006,425831,400091
060133132042007,425831,400091
060133132042008,425831,400091
060133132042009,425831,400091
060133132042010,425831,400091
060133132042011,425831,400091
060133132042012,416419,400091
060133132042013,416419,400091
060133132042014,416419,400091
060133132042015,416419,400091
060133132042016,415877,400091
060133132042017,415877,400091
060133132042018,415877,400091
060133132042019,415877,400091
060133132042020,415877,400091
060133132042021,415877,400091
060133132042022,422438,400091
060133132042023,416419,400091
060133132042024,422440,400091
060133132042025,416419,400091
060133132042026,410947,400091
060133132042027,416419,400091
060133132042028,415877,400091
060133132042029,410947,400091
060133132042030,411911,400091
060133132042031,411911,400091
060133132042032,425831,400091
060133132042033,425831,400091
060133132043000,414683,400446
060133132043001,414683,400446
060133132043002,427559,400446
060133132043003,427559,400446
060133132043004,427559,400446
060133132043005,424760,400446
060133132043006,427559,400446
060133132043007,424760,400446
060133132043008,424567,400446
060133132043009,423836,400446
060133132043010,424565,400446
060133132043011,424565,400446
060133132051000,426416,400618
060133132051001,426416,400618
060133132051002,426416,400618
060133132051003,426416,400618
060133132051004,426416,400618
060133132051005,426416,400618
060133132051006,426416,400618
060133132051007,426416,400618
060133132051008,426416,400618
060133132051009,426416,400618
060133132051010,426416,400618
060133132051011,426416,400618
060133132051012,426416,400618
060133132051013,426416,400618
060133132061000,426876,400003
060133132061001,426876,400003
060133132061002,412855,400003
060133132061003,412855,400003
060133132061004,414835,400003
060133132061005,426876,400003
060133132061006,426876,400003
060133132061007,422559,400003
060133132061008,426876,400003
060133132061009,414835,400003
060133132061010,422559,400003
060133132061011,422425,400003
060133132061012,422559,400003
060133132061013,422559,400003
060133132061014,422559,400003
060133132061015,422559,400003
060133132061016,422559,400003
060133132061017,422425,400003
060133132062000,414674,400443
060133132062001,427561,400443
060133132062002,423835,400443
060133132062003,412858,400443
060133132062004,427032,400443
060133132062005,424934,400443
060133132062006,423834,400443
060133132062007,427030,400443
060133132062008,414669,400443
060133132062009,419000,400443
060133132062010,414674,400443
060133132062011,414674,400443
060133132062012,427561,400443
060133132062013,414674,400443
060133132062014,415337,400443
060133132062015,415337,400443
060133132062016,419000,400443
060133132062017,424756,400443
060133132062018,424154,400443
060133132062019,415337,400443
060133132062020,415337,400443
060133132062021,427561,400443
060133132062022,427561,400443
060133132062023,427561,400443
060133132062024,427561,400443
060133132062025,415337,400443
060133132063000,416118,400442
060133132063001,416117,400442
060133132063002,421810,400442
060133132063003,421810,400442
060133132063004,421810,400442
060133132063005,413709,400442
060133132063006,416117,400442
060133132063007,416118,400442
060133132063008,415196,400442
060133132063009,427558,400442
060133132063010,413410,400442
060133132063011,427558,400442
060133132063012,421810,400442
060133141021000,0,0
060133141021001,427374,400045
060133141021002,427374,400045
060133141021003,427374,400045
060133141021004,410090,400045
060133141021005,410090,400045
060133141021006,427374,400045
060133141021007,411336,400045
060133141021008,426704,400045
060133141021009,426704,400045
060133141021010,426704,400045
060133141021011,426704,400045
060133141021012,426704,400045
060133141021013,426704,400045
060133141021014,426704,400045
060133141021015,411336,400045
060133141021016,411336,400045
060133141021017,411336,400045
060133141021018,410090,400045
060133141021019,418489,400045
060133141021020,418488,400045
060133141021021,421021,400045
060133141021022,410088,400045
060133141021023,418490,400045
060133141021024,421021,400045
060133141021025,418488,400045
060133141021026,421021,400045
060133141021027,421021,400045
060133141022000,417342,400046
060133141022001,413148,400046
060133141022002,426870,400046
060133141022003,413148,400046
060133141022004,410096,400046
060133141022005,424765,400046
060133141022006,424765,400046
060133141022007,424765,400046
060133141022008,423635,400046
060133141022009,423635,400046
060133141022010,424929,400046
060133141023000,427744,400464
060133141023001,428236,400464
060133141023002,423636,400464
060133141023003,427744,400464
060133141023004,412854,400464
060133141023005,414826,400464
060133141023006,418491,400464
060133141023007,411341,400464
060133141023008,422122,400464
060133141023009,418491,400464
060133141023010,427744,400464
060133141023011,427744,400464
060133141023012,427744,400464
060133141023013,427744,400464
060133141023014,427744,400464
060133141023015,427744,400464
060133141023016,427744,400464
060133141023017,427744,400464
060133141023018,427744,400464
060133141023019,427744,400464
060133141023020,427744,400464
060133141023021,422122,400464
060133141023022,427744,400464
060133141031000,427877,400220
060133141031001,427877,400220
060133141031002,424745,400220
060133141031003,423052,400220
060133141031004,424744,400220
060133141031005,418226,400220
060133141031006,410095,400220
060133141031007,410095,400220
060133141031008,424745,400220
060133141031009,427877,400220
060133141031010,411344,400220
060133141031011,411344,400220
060133141031012,410095,400220
060133141031013,411344,400220
060133141031014,410095,400220
060133141032000,427024,400550
060133141032001,427024,400550
060133141032002,427024,400550
060133141032003,427024,400550
060133141032004,422424,400550
060133141032005,418986,400550
060133141032006,416405,400550
060133141032007,423176,400550
060133141032008,427024,400550
060133141032009,416405,400550
060133141032010,422424,400550
060133141032011,423176,400550
060133141032012,427024,400550
060133141032013,418986,400550
060133141032014,418986,400550
060133141033000,0,0
060133141033001,0,0
060133141033002,422567,400551
060133141033003,422567,400551
060133141033004,422567,400551
060133141033005,422567,400551
060133141033006,422567,400551
060133141033007,422567,400551
060133141033008,422567,400551
060133141033009,414119,400551
060133141033010,422567,400551
060133141033011,422567,400551
060133141033012,419748,400551
060133141033013,428050,400551
060133141033014,428050,400551
060133141033015,428050,400551
060133141033016,414821,400551
060133141033017,414821,400551
060133141033018,414821,400551
060133141033019,428050,400551
060133141033020,428050,400551
060133141033021,423631,400551
060133141033022,423631,400551
060133141033023,414285,400551
060133141033024,421019,400551
060133141033025,421019,400551
060133141033026,414285,400551
060133141033027,421019,400551
060133141033028,421019,400551
060133141033029,428050,400551
060133141033030,421422,400551
060133141033031,416115,400551
060133141033032,423631,400551
060133141033033,418223,400551
060133141033034,418223,400551
060133141033035,419748,400551
060133141033036,427226,400551
060133141033037,421422,400551
060133141033038,421422,400551
060133141033039,428050,400551
060133141033040,414119,400551
060133141033041,415583,400551
060133141033042,414119,400551
060133141033043,415583,400551
060133141033044,417328,400551
060133141033045,415583,400551
060133141041000,412845,400581
060133141041001,412845,400581
060133141041002,412845,400581
060133141041003,425563,400581
060133141041004,418220,400581
060133141041005,418220,400581
060133141041006,426887,400581
060133141041007,418220,400581
060133141041008,418220,400581
060133141041009,418220,400581
060133141041010,418221,400581
060133141041011,418221,400581
060133141041012,418221,400581
060133141041013,416815,400581
060133141041014,416815,400581
060133141041015,416815,400581
060133141041016,426887,400581
060133141041017,411499,400581
060133141041018,411499,400581
060133141041019,425152,400581
060133141041020,425152,400581
060133141041021,424920,400581
060133141041022,424920,400581
060133141041023,424920,400581
060133141041024,414115,400581
060133141041025,416815,400581
060133141041026,416815,400581
060133141041027,416815,400581
060133141041028,424920,400581
060133141041029,414115,400581
060133141041030,422868,400581
060133141041031,422868,400581
060133141041032,416815,400581
060133141042000,423828,400582
060133141042001,427225,400582
060133141042002,421405,400582
060133141042003,421405,400582
060133141042004,421405,400582
060133141042005,421405,400582
060133141042006,416406,400582
060133141042007,412847,400582
060133141042008,416954,400582
060133141042009,412847,400582
060133141042010,421011,400582
060133141042011,412846,400582
060133141042012,421011,400582
060133141042013,422871,400582
060133141042014,422871,400582
060133141042015,412846,400582
060133141042016,412846,400582
060133141042017,412846,400582
060133141042018,412847,400582
060133141042019,416643,400582
060133141042020,416643,400582
060133141042021,412846,400582
060133141042022,412846,400582
060133141043000,418487,400219
060133141043001,410087,400219
060133141043002,410087,400219
060133141043003,423840,400219
060133141043004,423840,400219
060133141043005,427228,400219
060133141043006,412851,400219
060133141043007,421401,400219
060133141043008,423840,400219
060133141043009,427228,400219
060133141043010,424746,400219
060133141043011,423837,400219
060133141043012,417335,400219
060133141043013,426548,400219
060133141043014,426548,400219
060133141043015,426548,400219
060133141043016,426548,400219
060133141043017,426548,400219
060133141043018,415594,400219
060133141043019,423837,400219
060133141044000,412614,400218
060133141044001,423340,400218
060133141044002,423340,400218
060133141044003,419962,400218
060133141044004,419962,400218
060133141044005,415867,400218
060133141044006,415867,400218
060133141044007,423340,400218
060133141044008,423341,400218
060133141044009,426414,400218
060133141044010,423341,400218
060133141044011,423340,400218
060133141044012,412614,400218
060133141044013,412614,400218
060133141044014,413149,400218
060133141044015,426414,400218
060133141044016,426414,400218
060133141044017,423340,400218
060133141044018,414830,400218
060133141044019,414830,400218
060133142001000,419349,400489
060133142001001,425654,400489
060133142001002,427588,400489
060133142001003,425653,400489
060133142001004,414531,400489
060133142001005,425656,400489
060133142001006,414280,400489
060133142001007,419350,400489
060133142001008,414532,400489
060133142001009,414532,400489
060133142002000,414822,400488
060133142002001,414822,400488
060133142002002,417859,400488
060133142002003,417859,400488
060133142002004,417859,400488
060133142002005,417859,400488
060133142002006,417859,400488
060133142002007,417859,400488
060133142002008,422126,400488
060133142002009,422126,400488
060133142002010,422126,400488
060133142002011,417333,400488
060133142002012,414822,400488
060133142002013,414822,400488
060133142002014,414822,400488
060133142002015,414822,400488
060133142002016,414822,400488
060133142002017,414822,400488
060133142002018,417859,400488
060133142002019,417333,400488
060133142002020,425825,400488
060133142002021,425825,400488
060133142002022,415880,400488
060133142002023,426104,400488
060133142002024,423819,400488
060133142002025,419353,400488
060133142002026,415880,400488
060133142002027,423819,400488
060133142002028,417333,400488
060133142002029,417333,400488
060133142002030,425825,400488
060133142002031,417859,400488
060133142002032,417859,400488
060133142002033,417859,400488
060133142003000,0,0
060133142003001,0,0
060133142003002,425833,400469
060133142003003,0,0
060133142003004,0,0
060133142003005,0,0
060133142003006,425833,400469
060133142003007,426242,400469
060133142003008,426242,400469
060133142003009,425833,400469
060133142003010,425833,400469
060133142003011,425833,400469
060133142003012,425833,400469
060133142003013,428090,400469
060133142003014,428090,400469
060133142003015,427738,400469
060133142003016,415741,400469
060133142003017,415741,400469
060133142003018,415741,400469
060133142003019,415741,400469
060133142003020,415741,400469
060133142003021,0,0
060133142003022,426242,400469
060133142003023,426242,400469
060133142003024,427738,400469
060133142003025,427738,400469
060133142003026,410649,400469
060133142003027,427738,400469
060133142003028,414281,400469
060133142003029,414281,400469
060133142003030,414281,400469
060133142003031,414281,400469
060133142003032,414281,400469
060133142003033,420407,400469
060133142003034,414528,400469
060133142003035,414281,400469
060133142003036,414527,400469
060133142003037,418340,400469
060133142003038,414529,400469
060133142003039,414277,400469
060133142003040,414528,400469
060133142003041,416955,400469
060133142003042,416955,400469
060133142003043,416955,400469
060133142003044,414527,400469
060133142003045,413006,400469
060133142003046,414278,400469
060133142003047,414527,400469
060133142003048,414277,400469
060133142003049,420176,400469
060133142003050,414281,400469
060133142003051,414281,400469
060133142003052,414281,400469
060133150001000,0,0
060133150001001,0,0
060133150001002,0,0
060133150001003,0,0
060133150001004,428270,400512
060133150001005,0,0
060133150001006,428270,400512
060133150001007,0,0
060133150001008,0,0
060133150001009,0,0
060133150001010,0,0
060133150001011,421859,400491
060133150001012,421859,400491
060133150001013,421859,400491
060133150001014,421859,400491
060133150001015,421859,400491
060133150001016,421859,400491
060133150001017,421859,400491
060133150001018,417375,400491
060133150001019,419110,400491
060133150001020,417376,400491
060133150001021,417376,400491
060133150001022,417376,400491
060133150001023,425229,400491
060133150001024,425229,400491
060133150001025,425229,400491
060133150001026,426800,400491
060133150001027,425229,400491
060133150001028,425229,400491
060133150001029,0,0
060133150001030,0,0
060133150001031,0,0
060133150001032,0,0
060133150001033,411969,400512
060133150001034,413079,400491
060133150001035,0,0
060133150001036,412091,400491
060133150001037,0,0
060133150001038,412091,400491
060133150001039,411690,400491
060133150001040,0,0
060133150001041,422319,400491
060133150001042,411226,400491
060133150001043,411226,400491
060133150001044,418689,400491
060133150001045,418689,400491
060133150001046,425229,400491
060133150001047,421185,400491
060133150001048,421185,400491
060133150001049,421185,400491
060133150001050,417765,400491
060133150001051,410542,400491
060133150001052,411689,400491
060133150001053,411689,400491
060133150001054,411689,400491
060133150001055,410545,400491
060133150001056,410545,400491
060133150001057,418689,400491
060133150001058,418689,400491
060133150001059,417765,400491
060133150001060,411689,400491
060133150001061,411689,400491
060133150001062,417540,400491
060133150001063,417540,400491
060133150001064,412340,400491
060133150001065,410542,400491
060133150001066,411254,400491
060133150001067,411254,400491
060133150001068,417540,400491
060133150001069,417540,400491
060133150001070,417540,400491
060133150001071,410536,400491
060133150001072,410535,400491
060133150001073,410535,400491
060133150001074,422060,400491
060133150001075,410535,400491
060133150001076,420765,400491
060133150001077,420765,400491
060133150001078,420271,400491
060133150001079,419833,400491
060133150001080,419135,400491
060133150001081,419135,400491
060133150001082,419833,400491
060133150001083,419833,400491
060133150001084,419833,400491
060133150001085,420639,400491
060133150001086,420639,400491
060133150001087,410119,400491
060133150001088,410119,400491
060133150001089,420283,400491
060133150001090,411525,400491
060133150001091,410119,400491
060133150001092,410119,400491
060133150001093,420283,400491
060133150001094,416020,400491
060133150001095,416020,400491
060133150001096,416020,400491
060133150001097,416020,400491
060133150001098,421185,400491
060133150001099,421184,400491
060133150001100,421184,400491
060133150001101,421185,400491
060133150001102,0,0
060133150001103,417532,400491
060133150001104,416427,400491
060133150001105,0,0
060133150001106,416427,400491
060133150001107,416427,400491
060133150001108,416020,400491
060133150001109,416427,400491
060133150001110,416427,400491
060133150001111,416427,400491
060133150001112,420639,400491
060133150001113,413441,400491
060133150001114,410119,400491
060133150001115,417378,400491
060133150001116,417378,400491
060133150001117,410118,400491
060133150001118,410118,400491
060133150001119,410118,400491
060133150001120,410118,400491
060133150001121,410118,400491
060133150001122,410118,400491
060133150001123,410118,400491
060133150001124,410118,400491
060133150001125,410118,400491
060133150001126,410118,400491
060133150001127,419578,400491
060133150001128,419578,400491
060133150001129,413441,400491
060133150001130,425224,400491
060133150001131,414565,400491
060133150001132,410149,400491
060133150001133,410149,400491
060133150001134,421029,400491
060133150001135,410118,400491
060133150001136,410118,400491
060133150001137,425224,400491
060133150001138,425224,400491
060133150001139,419579,400491
060133150001140,419579,400491
060133150001141,411097,400491
060133150001142,419579,400491
060133150001143,421188,400491
060133150001144,421188,400491
060133150001145,420260,400491
060133150001146,420260,400491
060133150001147,420260,400491
060133150001148,420260,400491
060133150001149,420271,400491
060133150001150,421188,400491
060133150001151,419579,400491
060133150001152,416553,400491
060133150001153,420260,400491
060133150001154,420271,400491
060133150001155,420271,400491
060133150001156,419833,400491
060133150001157,419833,400491
060133150001158,419833,400491
060133150001159,420639,400491
060133150001160,420639,400491
060133150001161,417893,400491
060133150001162,424799,400491
060133150001163,424799,400491
060133150001164,417893,400491
060133150001165,420260,400491
060133150001166,420260,400491
060133150001167,410408,400491
060133150001168,410408,400491
060133150001169,421188,400491
060133150001170,421188,400491
060133150001171,419579,400491
060133150001172,411097,400491
060133150001173,419579,400491
060133150001174,416554,400491
060133150001175,417755,400491
060133150001176,419579,400491
060133150001177,421188,400491
060133150001178,411965,400491
060133150001179,417755,400491
060133150001180,411097,400491
060133150001181,419579,400491
060133150001182,419579,400491
060133150001183,419579,400491
060133150001184,417898,400491
060133150001185,417898,400491
060133150001186,419579,400491
060133150001187,417898,400491
060133150001188,411965,400491
060133150001189,419579,400491
060133150001190,420260,400491
060133150001191,420260,400491
060133150001192,410118,400491
060133150001193,410118,400491
060133150001194,410118,400491
060133150001195,420283,400491
060133150001196,420283,400491
060133150001197,411525,400491
060133150001198,410118,400491
060133150001199,410118,400491
060133150001200,417378,400491
060133150001201,410119,400491
060133150001202,416020,400491
060133150001203,422060,400491
060133150001204,420765,400491
060133150001205,422060,400491
060133150001206,412669,400491
060133150001207,412669,400491
060133150001208,412669,400491
060133150001209,411689,400491
060133150001210,416023,400491
060133150001211,410543,400491
060133150001212,410543,400491
060133150001213,420639,400491
060133150001214,421859,400491
060133150001215,412342,400491
060133150001216,412342,400491
060133150001217,412342,400491
060133150001218,412342,400491
060133150001219,412342,400491
060133150001220,417374,400491
060133150001221,417374,400491
060133150001222,412091,400491
060133150001223,412342,400491
060133150001224,412342,400491
060133150001225,419833,400491
060133150001226,0,0
060133150001227,0,0
060133150001228,410118,400491
060133150001229,410118,400491
060133150001230,418689,400491
060133150001231,418689,400491
060133150001232,418689,400491
060133150001233,418689,400491
060133150001234,418689,400491
060133150001235,418689,400491
060133150001236,417540,400491
060133150002000,418691,400506
060133150002001,418691,400506
060133150002002,418691,400506
060133150002003,418691,400506
060133150002004,418691,400506
060133150002005,412215,400506
060133150002006,412215,400506
060133150002007,411687,400506
060133150002008,411687,400506
060133150002009,421204,400506
060133150002010,417535,400506
060133150002011,417535,400506
060133150002012,421490,400506
060133150002013,421490,400506
060133150002014,425874,400506
060133150002015,417535,400506
060133150002016,417535,400506
060133150002017,416333,400506
060133150002018,425875,400506
060133150002019,411687,400506
060133150002020,412215,400506
060133150002021,425456,400506
060133150002022,421204,400506
060133150002023,425456,400506
060133150002024,425456,400506
060133150002025,414344,400506
060133150002026,416333,400506
060133150002027,412345,400506
060133150002028,412345,400506
060133150002029,416333,400506
060133150002030,425874,400506
060133150002031,413995,400506
060133150002032,425874,400506
060133150002033,425874,400506
060133150002034,425874,400506
060133150002035,425874,400506
060133150002036,414344,400506
060133150002037,414344,400506
060133150002038,411692,400506
060133150002039,423728,400506
060133150002040,412215,400506
060133150002041,412215,400506
060133150002042,412215,400506
060133150002043,412215,400506
060133150002044,416286,400506
060133150002045,416286,400506
060133150002046,416428,400506
060133150002047,416286,400506
060133150002048,412215,400506
060133150002049,416286,400506
060133150002050,412215,400506
060133150002051,412214,400506
060133150002052,424225,400506
060133150002053,413082,400506
060133150002054,424225,400506
060133150002055,422456,400506
060133150002056,422456,400506
060133150002057,422456,400506
060133150002058,422456,400506
060133150002059,411256,400506
060133150002060,411256,400506
060133150002061,411256,400506
060133150002062,422456,400506
060133150002063,422456,400506
060133150002064,422456,400506
060133150002065,422456,400506
060133150002066,422456,400506
060133150002067,422456,400506
060133150002068,422456,400506
060133150002069,422456,400506
060133150002070,422456,400506
060133150002071,412215,400506
060133150002072,412215,400506
060133150002073,415260,400506
060133150002074,415260,400506
060133150002075,412214,400506
060133150002076,411686,400506
060133150002077,425874,400506
060133150002078,411686,400506
060133150002079,425874,400506
060133150002080,411686,400506
060133150002081,414344,400506
060133150002082,411686,400506
060133150002083,415260,400506
060133150002084,411692,400506
060133150002085,412215,400506
060133150002086,415260,400506
060133150002087,425874,400506
060133150002088,425874,400506
060133150002089,425874,400506
060133150002090,412215,400506
060133150002091,412215,400506
060133150002092,416286,400506
060133160001000,0,0
060133160001001,419569,400007
060133160001002,419569,400007
060133160001003,419569,400007
060133160001004,419569,400007
060133160001005,0,0
060133160001006,0,0
060133160001007,417198,400007
060133160001008,417198,400007
060133160001009,427278,400007
060133160001010,419569,400007
060133160001011,412348,400007
060133160001012,413856,400007
060133160001013,413856,400007
060133160001014,414156,400007
060133160001015,423218,400007
060133160001016,413856,400007
060133160001017,420451,400007
060133160001018,420450,400007
060133160001019,414423,400007
060133160001020,427278,400007
060133160001021,427444,400007
060133160001022,414156,400007
060133160001023,415625,400007
060133160001024,420451,400007
060133160001025,420451,400007
060133160001026,414423,400007
060133160001027,415626,400007
060133160001028,416995,400007
060133160001029,419860,400007
060133160001030,419860,400007
060133160001031,419860,400007
060133160001032,413856,400007
060133160001033,427444,400007
060133160001034,418888,400007
060133160001035,427278,400007
060133160001036,414152,400007
060133160001037,417198,400007
060133160001038,427440,400007
060133160001039,414154,400007
060133160001040,414154,400007
060133160001041,418888,400007
060133160001042,422292,400007
060133160001043,415625,400007
060133160001044,415625,400007
060133160001045,415626,400007
060133160001046,427614,400007
060133160001047,427614,400007
060133160001048,427614,400007
060133160001049,416992,400007
060133160001050,416992,400007
060133160001051,416992,400007
060133160001052,416993,400007
060133160001053,416993,400007
060133160001054,415102,400007
060133160001055,414422,400007
060133160001056,414157,400007
060133160001057,415099,400007
060133160001058,418889,400007
060133160001059,414157,400007
060133160001060,414157,400007
060133160001061,418889,400007
060133160001062,422292,400007
060133160001063,415102,400007
060133160001064,415102,400007
060133170001000,414426,400060
060133170001001,414426,400060
060133170001002,427616,400060
060133170001003,412349,400060
060133170001004,412349,400060
060133170001005,414426,400060
060133170001006,414426,400060
060133170001007,412349,400060
060133170001008,419149,400060
060133170001009,427619,400060
060133170001010,427619,400060
060133170001011,415631,400060
060133170001012,427619,400060
060133170001013,412530,400060
060133170001014,419149,400060
060133170001015,427616,400060
060133170001016,427616,400060
060133170001017,415233,400060
060133170001018,427619,400060
060133170001019,427619,400060
060133170001020,427619,400060
060133170001021,427619,400060
060133170001022,423223,400060
060133170001023,427619,400060
060133170001024,427619,400060
060133170001025,427616,400060
060133170001026,412458,400060
060133170001027,427616,400060
060133170001028,415631,400060
060133170001029,427619,400060
060133170001030,415631,400060
060133170001031,427619,400060
060133170001032,417525,400060
060133170001033,423223,400060
060133170001034,423223,400060
060133170001035,423223,400060
060133170001036,420454,400060
060133170001037,420454,400060
060133170001038,420454,400060
060133170001039,427619,400060
060133170001040,412458,400060
060133170001041,412349,400060
060133170001042,414425,400060
060133170001043,414425,400060
060133170001044,414425,400060
060133170001045,417525,400060
060133170001046,417525,400060
060133170001047,427791,400060
060133170001048,415233,400060
060133170002000,420453,400008
060133170002001,420453,400008
060133170002002,420453,400008
060133170002003,417863,400008
060133170002004,415239,400008
060133170002005,415239,400008
060133170002006,417863,400008
060133170002007,415243,400008
060133170002008,415612,400008
060133170002009,415612,400008
060133170002010,415612,400008
060133170002011,415612,400008
060133170002012,415244,400008
060133170002013,415244,400008
060133170002014,415245,400008
060133170002015,415612,400008
060133170002016,423227,400008
060133170002017,415245,400008
060133170002018,415246,400008
060133170002019,415245,400008
060133170002020,420459,400008
060133170002021,420459,400008
060133170002022,420459,400008
060133170002023,417863,400008
060133170002024,417863,400008
060133170002025,415239,400008
060133170002026,420459,400008
060133170002027,415246,400008
060133170002028,423227,400008
060133170002029,423227,400008
060133180001000,421310,400050
060133180001001,421310,400050
060133180001002,421310,400050
060133180001003,416162,400050
060133180001004,416706,400050
060133180001005,416706,400050
060133180001006,416162,400050
060133180001007,415247,400050
060133180001008,415247,400050
060133180001009,423225,400050
060133180001010,415100,400050
060133180001011,419868,400050
060133180001012,419868,400050
060133180001013,419868,400050
