GEOID10,MAZ_NODE,TAZ_NODE
6.0014E+13,333931,300115
6.0014E+13,333931,300115
6.0014E+13,313990,300115
6.0014E+13,313990,300115
6.0014E+13,313990,300115
6.0014E+13,319391,301090
6.0014E+13,310265,301091
6.0014E+13,329702,301090
6.0014E+13,315559,301090
6.0014E+13,319391,301090
6.0014E+13,333933,300115
6.0014E+13,318678,301090
6.0014E+13,315559,301090
6.0014E+13,330912,300115
6.0014E+13,324319,300115
6.0014E+13,330913,300115
6.0014E+13,330912,300115
6.0014E+13,330912,300115
6.0014E+13,324319,300115
6.0014E+13,313991,300115
6.0014E+13,330913,300115
6.0014E+13,330913,300115
6.0014E+13,330913,300115
6.0014E+13,330913,300115
6.0014E+13,330913,300115
6.0014E+13,330912,300115
6.0014E+13,330912,300115
6.0014E+13,318127,300115
6.0014E+13,318127,300115
6.0014E+13,318127,300115
6.0014E+13,318127,300115
6.0014E+13,311972,300115
6.0014E+13,311972,300115
6.0014E+13,311972,300115
6.0014E+13,311972,300115
6.0014E+13,330913,300115
6.0014E+13,318127,300115
6.0014E+13,318127,300115
6.0014E+13,318127,300115
6.0014E+13,318127,300115
6.0014E+13,323575,300115
6.0014E+13,311972,300115
6.0014E+13,318127,300115
6.0014E+13,311972,300115
6.0014E+13,314618,301089
6.0014E+13,330915,301089
6.0014E+13,330915,301089
6.0014E+13,316179,301089
6.0014E+13,318677,301089
6.0014E+13,322352,301089
6.0014E+13,330914,300115
6.0014E+13,322353,301090
6.0014E+13,325211,301090
6.0014E+13,332430,301090
6.0014E+13,324322,301089
6.0014E+13,332431,301090
6.0014E+13,324323,301090
6.0014E+13,316178,301090
6.0014E+13,332429,301090
6.0014E+13,324321,301090
6.0014E+13,332428,300115
6.0014E+13,317912,300568
6.0014E+13,317912,300568
6.0014E+13,331592,300568
6.0014E+13,316494,300568
6.0014E+13,316494,300568
6.0014E+13,331105,300568
6.0014E+13,331592,300568
6.0014E+13,317912,300568
6.0014E+13,316495,300568
6.0014E+13,333928,300568
6.0014E+13,317913,300568
6.0014E+13,317912,300568
6.0014E+13,317914,300568
6.0014E+13,332422,300568
6.0014E+13,333935,300568
6.0014E+13,324531,300568
6.0014E+13,314446,300466
6.0014E+13,314446,300466
6.0014E+13,314631,300466
6.0014E+13,314631,300466
6.0014E+13,314631,300466
6.0014E+13,314631,300466
6.0014E+13,314446,300466
6.0014E+13,330910,300466
6.0014E+13,313988,300466
6.0014E+13,313988,300466
6.0014E+13,313988,300466
6.0014E+13,313988,300466
6.0014E+13,313988,300466
6.0014E+13,313988,300466
6.0014E+13,333936,300466
6.0014E+13,333936,300466
6.0014E+13,324532,300466
6.0014E+13,324527,300466
6.0014E+13,315434,300466
6.0014E+13,318676,300466
6.0014E+13,324527,300466
6.0014E+13,326560,300123
6.0014E+13,327457,300123
6.0014E+13,330835,300123
6.0014E+13,329863,300123
6.0014E+13,327457,300123
6.0014E+13,327457,300123
6.0014E+13,329863,300123
6.0014E+13,330835,300123
6.0014E+13,327457,300123
6.0014E+13,327439,300123
6.0014E+13,327439,300123
6.0014E+13,311956,300123
6.0014E+13,316169,300123
6.0014E+13,331106,300123
6.0014E+13,331106,300123
6.0014E+13,331106,300123
6.0014E+13,327439,300123
6.0014E+13,322344,300123
6.0014E+13,322344,300123
6.0014E+13,322344,300123
6.0014E+13,322326,300118
6.0014E+13,316851,300118
6.0014E+13,316851,300118
6.0014E+13,331103,300118
6.0014E+13,317557,300118
6.0014E+13,331103,300118
6.0014E+13,327886,300118
6.0014E+13,333420,300118
6.0014E+13,333420,300118
6.0014E+13,317557,300118
6.0014E+13,317557,300118
6.0014E+13,327886,300118
6.0014E+13,322325,300118
6.0014E+13,331104,300118
6.0014E+13,311955,300118
6.0014E+13,311955,300118
6.0014E+13,331122,300118
6.0014E+13,331122,300118
6.0014E+13,319910,300118
6.0014E+13,316493,300118
6.0014E+13,316493,300118
6.0014E+13,316293,300118
6.0014E+13,319910,300118
6.0014E+13,316293,300118
6.0014E+13,315548,300118
6.0014E+13,316293,300118
6.0014E+13,316293,300118
6.0014E+13,316293,300118
6.0014E+13,317557,300118
6.0014E+13,320997,300093
6.0014E+13,320997,300093
6.0014E+13,320998,300093
6.0014E+13,320999,300093
6.0014E+13,315588,300093
6.0014E+13,327618,300093
6.0014E+13,310480,300093
6.0014E+13,324825,300093
6.0014E+13,332905,300094
6.0014E+13,316849,300094
6.0014E+13,316849,300094
6.0014E+13,316850,300094
6.0014E+13,320823,300094
6.0014E+13,320823,300094
6.0014E+13,324122,300094
6.0014E+13,324122,300094
6.0014E+13,324522,300288
6.0014E+13,324522,300288
6.0014E+13,324522,300288
6.0014E+13,327619,300288
6.0014E+13,327619,300288
6.0014E+13,315589,300288
6.0014E+13,315589,300288
6.0014E+13,315589,300288
6.0014E+13,330905,300288
6.0014E+13,324522,300288
6.0014E+13,332423,300288
6.0014E+13,333929,300288
6.0014E+13,323930,300288
6.0014E+13,323930,300288
6.0014E+13,333930,300018
6.0014E+13,333930,300018
6.0014E+13,315591,300018
6.0014E+13,315591,300018
6.0014E+13,315592,300018
6.0014E+13,315592,300018
6.0014E+13,333930,300018
6.0014E+13,324828,300018
6.0014E+13,324828,300018
6.0014E+13,315592,300018
6.0014E+13,324828,300018
6.0014E+13,310662,300018
6.0014E+13,310662,300018
6.0014E+13,316235,300282
6.0014E+13,316235,300282
6.0014E+13,315574,300282
6.0014E+13,314009,300282
6.0014E+13,314009,300282
6.0014E+13,318696,300282
6.0014E+13,315574,300282
6.0014E+13,314009,300282
6.0014E+13,314009,300282
6.0014E+13,314009,300282
6.0014E+13,314636,300282
6.0014E+13,314636,300282
6.0014E+13,312479,300282
6.0014E+13,312479,300282
6.0014E+13,312479,300282
6.0014E+13,312479,300282
6.0014E+13,312479,300282
6.0014E+13,312479,300282
6.0014E+13,314636,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,314009,300282
6.0014E+13,314009,300282
6.0014E+13,314009,300282
6.0014E+13,314009,300282
6.0014E+13,315574,300282
6.0014E+13,311595,300282
6.0014E+13,311595,300282
6.0014E+13,317741,300282
6.0014E+13,318696,300282
6.0014E+13,317741,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,314785,300282
6.0014E+13,312275,301084
6.0014E+13,312275,301084
6.0014E+13,319576,300241
6.0014E+13,319576,300241
6.0014E+13,316853,300241
6.0014E+13,316853,300241
6.0014E+13,316853,300241
6.0014E+13,314423,300241
6.0014E+13,314423,300241
6.0014E+13,324127,300241
6.0014E+13,325046,300241
6.0014E+13,316853,300241
6.0014E+13,325046,300241
6.0014E+13,332906,300241
6.0014E+13,315121,301084
6.0014E+13,315121,301084
6.0014E+13,311596,301085
6.0014E+13,311596,301085
6.0014E+13,315576,300241
6.0014E+13,325046,300241
6.0014E+13,325046,300241
6.0014E+13,311596,301085
6.0014E+13,327797,301085
6.0014E+13,327800,301085
6.0014E+13,316853,300241
6.0014E+13,311596,301085
6.0014E+13,321001,301086
6.0014E+13,321001,301086
6.0014E+13,321000,300166
6.0014E+13,310477,300166
6.0014E+13,318878,300166
6.0014E+13,318878,300166
6.0014E+13,318878,300166
6.0014E+13,318878,300166
6.0014E+13,315578,300166
6.0014E+13,315578,300166
6.0014E+13,315578,300166
6.0014E+13,315578,300166
6.0014E+13,327615,300166
6.0014E+13,327801,300166
6.0014E+13,310659,301086
6.0014E+13,310659,301086
6.0014E+13,315578,300166
6.0014E+13,318891,301087
6.0014E+13,318891,301087
6.0014E+13,318891,301087
6.0014E+13,312276,300167
6.0014E+13,310661,301087
6.0014E+13,310478,300167
6.0014E+13,312276,300167
6.0014E+13,310478,300167
6.0014E+13,310478,300167
6.0014E+13,310476,300167
6.0014E+13,310661,301087
6.0014E+13,315590,300167
6.0014E+13,327616,300167
6.0014E+13,328503,300167
6.0014E+13,328503,300167
6.0014E+13,328503,300167
6.0014E+13,310476,300167
6.0014E+13,310476,300167
6.0014E+13,310476,300167
6.0014E+13,310476,300167
6.0014E+13,310476,300167
6.0014E+13,330061,301087
6.0014E+13,327799,300167
6.0014E+13,324826,300167
6.0014E+13,324826,300167
6.0014E+13,330061,301087
6.0014E+13,330061,301087
6.0014E+13,328503,300167
6.0014E+13,328503,300167
6.0014E+13,328503,300167
6.0014E+13,328503,300167
6.0014E+13,325014,300339
6.0014E+13,325014,300339
6.0014E+13,325014,300339
6.0014E+13,333082,300339
6.0014E+13,333082,300339
6.0014E+13,330646,300339
6.0014E+13,321651,300339
6.0014E+13,330925,300339
6.0014E+13,330925,300339
6.0014E+13,330925,300339
6.0014E+13,326831,300339
6.0014E+13,326831,300339
6.0014E+13,325024,300339
6.0014E+13,333082,300339
6.0014E+13,333082,300339
6.0014E+13,331474,300339
6.0014E+13,325024,300339
6.0014E+13,325024,300339
6.0014E+13,315566,300339
6.0014E+13,333082,300339
6.0014E+13,333082,300339
6.0014E+13,333082,300339
6.0014E+13,330925,300339
6.0014E+13,331474,300339
6.0014E+13,331474,300339
6.0014E+13,320090,300339
6.0014E+13,310278,300339
6.0014E+13,325680,300339
6.0014E+13,330925,300339
6.0014E+13,326831,300339
6.0014E+13,332231,300766
6.0014E+13,325878,300766
6.0014E+13,314453,300766
6.0014E+13,314453,300766
6.0014E+13,310269,300766
6.0014E+13,310269,300766
6.0014E+13,332227,300766
6.0014E+13,332227,300766
6.0014E+13,314453,300766
6.0014E+13,314453,300766
6.0014E+13,332227,300766
6.0014E+13,332227,300766
6.0014E+13,314453,300766
6.0014E+13,332231,300766
6.0014E+13,310279,300234
6.0014E+13,320968,300234
6.0014E+13,333750,300234
6.0014E+13,319586,300234
6.0014E+13,319586,300234
6.0014E+13,319586,300234
6.0014E+13,310272,300234
6.0014E+13,333099,300234
6.0014E+13,320089,300234
6.0014E+13,319406,300234
6.0014E+13,325679,300234
6.0014E+13,325679,300234
6.0014E+13,310277,300234
6.0014E+13,310277,300234
6.0014E+13,333752,300234
6.0014E+13,332230,300234
6.0014E+13,325679,300234
6.0014E+13,319406,300234
6.0014E+13,319406,300234
6.0014E+13,320089,300234
6.0014E+13,320089,300234
6.0014E+13,320824,300126
6.0014E+13,320824,300126
6.0014E+13,316912,300126
6.0014E+13,314465,300126
6.0014E+13,314465,300126
6.0014E+13,310281,300126
6.0014E+13,320826,300126
6.0014E+13,320824,300126
6.0014E+13,320826,300126
6.0014E+13,325684,300126
6.0014E+13,325682,300126
6.0014E+13,325881,300126
6.0014E+13,332233,300126
6.0014E+13,315577,300126
6.0014E+13,325685,300126
6.0014E+13,311597,300825
6.0014E+13,325683,300825
6.0014E+13,325678,300825
6.0014E+13,325880,300825
6.0014E+13,316688,300825
6.0014E+13,316688,300825
6.0014E+13,332234,300825
6.0014E+13,333944,300825
6.0014E+13,333944,300825
6.0014E+13,332234,300825
6.0014E+13,332234,300825
6.0014E+13,332234,300825
6.0014E+13,332234,300825
6.0014E+13,325686,300825
6.0014E+13,310275,300825
6.0014E+13,326176,300825
6.0014E+13,326176,300825
6.0014E+13,314794,300715
6.0014E+13,314794,300715
6.0014E+13,314794,300715
6.0014E+13,314794,300715
6.0014E+13,316298,300715
6.0014E+13,314794,300715
6.0014E+13,314794,300715
6.0014E+13,316298,300715
6.0014E+13,316298,300715
6.0014E+13,316298,300715
6.0014E+13,314786,300715
6.0014E+13,314786,300715
6.0014E+13,314786,300715
6.0014E+13,314644,300715
6.0014E+13,314786,300715
6.0014E+13,314786,300715
6.0014E+13,330939,300715
6.0014E+13,316298,300715
6.0014E+13,316298,300715
6.0014E+13,330939,300715
6.0014E+13,314794,300715
6.0014E+13,310004,300716
6.0014E+13,310004,300716
6.0014E+13,310004,300716
6.0014E+13,325242,300716
6.0014E+13,325242,300716
6.0014E+13,332214,300716
6.0014E+13,332214,300716
6.0014E+13,333053,300716
6.0014E+13,333053,300716
6.0014E+13,318694,300716
6.0014E+13,318694,300716
6.0014E+13,310004,300716
6.0014E+13,310004,300716
6.0014E+13,310004,300716
6.0014E+13,310004,300716
6.0014E+13,310004,300716
6.0014E+13,313122,300127
6.0014E+13,313122,300127
6.0014E+13,313122,300127
6.0014E+13,333054,300127
6.0014E+13,321502,300127
6.0014E+13,321502,300127
6.0014E+13,321503,300127
6.0014E+13,321503,300127
6.0014E+13,321504,300127
6.0014E+13,321504,300127
6.0014E+13,313122,300127
6.0014E+13,313122,300127
6.0014E+13,313122,300127
6.0014E+13,314915,300127
6.0014E+13,314915,300127
6.0014E+13,314915,300127
6.0014E+13,321504,300127
6.0014E+13,325984,300127
6.0014E+13,325984,300127
6.0014E+13,325846,300127
6.0014E+13,321503,300127
6.0014E+13,324297,300127
6.0014E+13,324297,300127
6.0014E+13,333055,300127
6.0014E+13,316914,300022
6.0014E+13,316914,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,316914,300022
6.0014E+13,316914,300022
6.0014E+13,315290,300022
6.0014E+13,315290,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,311321,300022
6.0014E+13,315290,300022
6.0014E+13,315290,300022
6.0014E+13,315446,300016
6.0014E+13,313134,300016
6.0014E+13,313134,300016
6.0014E+13,315438,300016
6.0014E+13,315446,300016
6.0014E+13,313134,300016
6.0014E+13,313315,300016
6.0014E+13,313814,300016
6.0014E+13,330678,300016
6.0014E+13,313962,300016
6.0014E+13,330678,300016
6.0014E+13,313814,300016
6.0014E+13,313814,300016
6.0014E+13,313315,300016
6.0014E+13,313315,300016
6.0014E+13,313962,300016
6.0014E+13,313962,300016
6.0014E+13,328511,300023
6.0014E+13,328511,300023
6.0014E+13,328511,300023
6.0014E+13,314797,300023
6.0014E+13,314646,300023
6.0014E+13,316972,300023
6.0014E+13,316972,300023
6.0014E+13,318662,300023
6.0014E+13,316971,300023
6.0014E+13,316971,300023
6.0014E+13,314797,300023
6.0014E+13,325702,300023
6.0014E+13,314797,300023
6.0014E+13,315551,300377
6.0014E+13,315551,300377
6.0014E+13,315551,300377
6.0014E+13,315551,300377
6.0014E+13,318674,300377
6.0014E+13,318674,300377
6.0014E+13,313133,300377
6.0014E+13,313133,300377
6.0014E+13,315551,300377
6.0014E+13,313133,300377
6.0014E+13,313133,300377
6.0014E+13,314457,300377
6.0014E+13,314457,300377
6.0014E+13,314457,300377
6.0014E+13,314457,300377
6.0014E+13,314457,300377
6.0014E+13,327182,300377
6.0014E+13,327182,300377
6.0014E+13,320832,300376
6.0014E+13,320832,300376
6.0014E+13,311605,300376
6.0014E+13,311605,300376
6.0014E+13,311605,300376
6.0014E+13,311605,300376
6.0014E+13,311605,300376
6.0014E+13,312260,300376
6.0014E+13,313999,300376
6.0014E+13,318700,300376
6.0014E+13,318700,300376
6.0014E+13,312260,300376
6.0014E+13,313999,300376
6.0014E+13,313999,300376
6.0014E+13,313999,300376
6.0014E+13,313999,300376
6.0014E+13,327186,300177
6.0014E+13,327186,300177
6.0014E+13,330849,300177
6.0014E+13,330849,300177
6.0014E+13,312477,300177
6.0014E+13,326509,300177
6.0014E+13,326509,300177
6.0014E+13,326509,300177
6.0014E+13,312477,300177
6.0014E+13,312477,300177
6.0014E+13,312477,300177
6.0014E+13,312477,300177
6.0014E+13,315119,300177
6.0014E+13,315119,300177
6.0014E+13,326509,300177
6.0014E+13,312167,300177
6.0014E+13,312477,300177
6.0014E+13,324360,300177
6.0014E+13,324360,300177
6.0014E+13,324360,300177
6.0014E+13,310287,300170
6.0014E+13,310287,300170
6.0014E+13,310287,300170
6.0014E+13,310287,300170
6.0014E+13,310287,300170
6.0014E+13,318671,300170
6.0014E+13,318671,300170
6.0014E+13,320972,300170
6.0014E+13,310287,300170
6.0014E+13,320972,300170
6.0014E+13,320972,300170
6.0014E+13,320972,300170
6.0014E+13,320972,300170
6.0014E+13,315116,300170
6.0014E+13,318671,300170
6.0014E+13,315116,300170
6.0014E+13,315116,300170
6.0014E+13,315116,300170
6.0014E+13,315116,300170
6.0014E+13,318671,300170
6.0014E+13,315106,300170
6.0014E+13,315106,300170
6.0014E+13,315106,300170
6.0014E+13,315444,300170
6.0014E+13,315444,300170
6.0014E+13,315444,300170
6.0014E+13,315106,300170
6.0014E+13,315106,300170
6.0014E+13,325002,300170
6.0014E+13,315444,300170
6.0014E+13,315444,300170
6.0014E+13,316951,300170
6.0014E+13,316951,300170
6.0014E+13,316273,300170
6.0014E+13,316273,300170
6.0014E+13,316273,300170
6.0014E+13,316273,300170
6.0014E+13,315116,300170
6.0014E+13,327012,300120
6.0014E+13,327012,300120
6.0014E+13,327012,300120
6.0014E+13,326812,300120
6.0014E+13,315557,300120
6.0014E+13,314617,300120
6.0014E+13,314617,300120
6.0014E+13,315557,300120
6.0014E+13,326812,300120
6.0014E+13,327012,300120
6.0014E+13,327012,300120
6.0014E+13,327188,300120
6.0014E+13,315557,300120
6.0014E+13,327188,300120
6.0014E+13,316211,300120
6.0014E+13,320275,300120
6.0014E+13,320275,300120
6.0014E+13,312259,300120
6.0014E+13,327012,300120
6.0014E+13,327188,300120
6.0014E+13,312259,300120
6.0014E+13,312259,300120
6.0014E+13,310467,300173
6.0014E+13,327185,300173
6.0014E+13,333547,300173
6.0014E+13,327009,300173
6.0014E+13,333545,300173
6.0014E+13,333545,300173
6.0014E+13,327009,300173
6.0014E+13,320278,300173
6.0014E+13,316212,300173
6.0014E+13,310467,300173
6.0014E+13,325042,300175
6.0014E+13,325042,300175
6.0014E+13,324135,300175
6.0014E+13,312261,300175
6.0014E+13,312261,300175
6.0014E+13,324135,300175
6.0014E+13,325042,300175
6.0014E+13,325042,300175
6.0014E+13,325042,300175
6.0014E+13,316214,300175
6.0014E+13,316213,300175
6.0014E+13,316213,300175
6.0014E+13,321006,300175
6.0014E+13,321006,300175
6.0014E+13,321006,300175
6.0014E+13,316214,300175
6.0014E+13,328505,300175
6.0014E+13,310663,300111
6.0014E+13,310663,300111
6.0014E+13,321437,300111
6.0014E+13,315447,300111
6.0014E+13,315447,300111
6.0014E+13,315447,300111
6.0014E+13,315447,300111
6.0014E+13,315447,300111
6.0014E+13,321437,300111
6.0014E+13,321580,300111
6.0014E+13,321579,300111
6.0014E+13,310461,300111
6.0014E+13,310461,300111
6.0014E+13,315447,300111
6.0014E+13,310461,300111
6.0014E+13,310461,300111
6.0014E+13,320636,300111
6.0014E+13,320636,300111
6.0014E+13,320636,300111
6.0014E+13,320636,300111
6.0014E+13,320636,300111
6.0014E+13,329451,300111
6.0014E+13,328506,300111
6.0014E+13,329451,300111
6.0014E+13,310461,300111
6.0014E+13,310461,300111
6.0014E+13,320636,300111
6.0014E+13,311973,300111
6.0014E+13,311973,300111
6.0014E+13,318262,300111
6.0014E+13,326335,300111
6.0014E+13,327778,300111
6.0014E+13,327626,300111
6.0014E+13,310663,300111
6.0014E+13,318850,300111
6.0014E+13,318850,300111
6.0014E+13,327809,300111
6.0014E+13,318850,300111
6.0014E+13,310638,300112
6.0014E+13,310638,300112
6.0014E+13,310638,300112
6.0014E+13,310638,300112
6.0014E+13,310638,300112
6.0014E+13,310638,300112
6.0014E+13,310638,300112
6.0014E+13,318260,300112
6.0014E+13,318260,300112
6.0014E+13,310638,300112
6.0014E+13,310640,300112
6.0014E+13,310640,300112
6.0014E+13,321582,300112
6.0014E+13,318260,300112
6.0014E+13,321582,300112
6.0014E+13,321582,300112
6.0014E+13,324599,300112
6.0014E+13,324599,300112
6.0014E+13,324599,300112
6.0014E+13,320642,300112
6.0014E+13,315075,300112
6.0014E+13,315075,300112
6.0014E+13,315075,300112
6.0014E+13,315075,300112
6.0014E+13,315075,300112
6.0014E+13,315075,300112
6.0014E+13,315075,300112
6.0014E+13,310639,300419
6.0014E+13,310639,300419
6.0014E+13,310639,300419
6.0014E+13,310639,300419
6.0014E+13,310639,300419
6.0014E+13,310641,300419
6.0014E+13,310641,300419
6.0014E+13,310641,300419
6.0014E+13,310641,300419
6.0014E+13,310643,300419
6.0014E+13,310643,300419
6.0014E+13,310641,300419
6.0014E+13,310641,300419
6.0014E+13,310641,300419
6.0014E+13,326340,300419
6.0014E+13,321535,300174
6.0014E+13,321535,300174
6.0014E+13,326504,300174
6.0014E+13,321534,300174
6.0014E+13,321534,300174
6.0014E+13,321534,300174
6.0014E+13,321534,300174
6.0014E+13,321534,300174
6.0014E+13,321534,300174
6.0014E+13,316695,300174
6.0014E+13,321535,300174
6.0014E+13,316695,300174
6.0014E+13,331804,300174
6.0014E+13,331804,300174
6.0014E+13,331804,300174
6.0014E+13,328832,300174
6.0014E+13,328832,300174
6.0014E+13,321535,300174
6.0014E+13,328832,300174
6.0014E+13,310284,300128
6.0014E+13,310284,300128
6.0014E+13,310284,300128
6.0014E+13,325327,300128
6.0014E+13,325327,300128
6.0014E+13,314799,300128
6.0014E+13,314799,300128
6.0014E+13,312645,300128
6.0014E+13,312645,300128
6.0014E+13,313828,300128
6.0014E+13,313828,300128
6.0014E+13,310284,300128
6.0014E+13,310284,300128
6.0014E+13,310284,300128
6.0014E+13,318853,300128
6.0014E+13,318853,300128
6.0014E+13,318853,300128
6.0014E+13,327459,300128
6.0014E+13,327459,300128
6.0014E+13,312645,300128
6.0014E+13,312645,300128
6.0014E+13,315285,300128
6.0014E+13,315285,300128
6.0014E+13,315285,300128
6.0014E+13,315285,300128
6.0014E+13,320079,300128
6.0014E+13,316148,300128
6.0014E+13,325005,300128
6.0014E+13,325005,300128
6.0014E+13,315285,300128
6.0014E+13,325006,300235
6.0014E+13,333526,300235
6.0014E+13,324596,300235
6.0014E+13,324596,300235
6.0014E+13,316318,300235
6.0014E+13,321541,300235
6.0014E+13,316880,300235
6.0014E+13,316880,300235
6.0014E+13,316880,300235
6.0014E+13,316880,300235
6.0014E+13,324596,300235
6.0014E+13,316318,300235
6.0014E+13,316318,300235
6.0014E+13,316318,300235
6.0014E+13,326514,300235
6.0014E+13,326514,300235
6.0014E+13,326514,300235
6.0014E+13,326514,300235
6.0014E+13,317580,300235
6.0014E+13,317580,300235
6.0014E+13,317580,300235
6.0014E+13,333527,300235
6.0014E+13,333527,300235
6.0014E+13,333527,300235
6.0014E+13,333527,300235
6.0014E+13,317580,300235
6.0014E+13,317580,300235
6.0014E+13,317580,300235
6.0014E+13,317580,300235
6.0014E+13,317580,300235
6.0014E+13,310459,300235
6.0014E+13,310459,300235
6.0014E+13,310459,300235
6.0014E+13,317546,300235
6.0014E+13,317546,300235
6.0014E+13,317580,300235
6.0014E+13,324802,300235
6.0014E+13,324802,300235
6.0014E+13,333526,300235
6.0014E+13,326514,300235
6.0014E+13,311507,300116
6.0014E+13,311507,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,311507,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,333242,300116
6.0014E+13,311507,300116
6.0014E+13,331524,300116
6.0014E+13,313280,300116
6.0014E+13,333242,300116
6.0014E+13,313280,300116
6.0014E+13,313963,300116
6.0014E+13,313963,300116
6.0014E+13,333242,300116
6.0014E+13,311507,300116
6.0014E+13,311505,300116
6.0014E+13,322378,300116
6.0014E+13,311507,300116
6.0014E+13,322378,300116
6.0014E+13,333242,300116
6.0014E+13,316659,300480
6.0014E+13,318658,300480
6.0014E+13,311506,300480
