"maz","bg_count"
322136,4
322139,3
322141,5
322143,1
322148,2
322153,2
322162,4
322164,2
322166,3
322167,1
322169,5
322185,1
322189,3
322193,2
322194,2
322197,1
322201,1
322202,4
322204,1
322207,3
322208,2
322209,2
322211,4
322213,4
322214,7
322216,3
322219,3
322220,1
322221,2
322225,4
322226,1
322228,2
322233,5
322234,1
322238,2
322240,2
322241,5
322243,3
322244,4
322246,3
322250,3
322252,4
322256,4
322266,5
322268,3
322269,4
322273,3
322275,2
322276,2
322277,2
322282,2
322283,3
322298,1
322299,2
322304,3
322305,4
322306,1
322307,1
322311,3
322312,4
322317,2
322318,3
322322,3
322323,2
322324,2
322325,2
322326,4
322329,2
322330,5
322333,1
322336,3
322337,1
322338,5
322339,3
322340,3
322341,6
322344,4
322350,3
322352,2
322353,1
322358,2
322359,2
322361,3
322362,3
322363,3
322364,3
322365,3
322368,3
322374,4
322375,3
322377,1
322378,4
322379,4
322382,4
322384,1
322386,2
322393,2
322410,4
322415,2
322420,1
322432,3
322434,6
322438,5
322443,2
322445,3
322447,2
322448,2
322449,2
322450,2
322475,4
322479,3
322487,3
322488,2
322492,2
322494,1
322496,2
322499,2
322505,1
322506,4
322509,1
322514,2
322516,1
322517,4
322518,2
322521,3
322522,3
322524,3
322525,2
322529,2
322530,1
322531,1
322532,1
322533,2
322534,2
322535,1
322536,4
322539,1
322546,3
322547,3
322549,3
322559,2
322561,4
322562,2
322564,4
322568,1
322575,1
322580,7
322591,3
322592,2
322614,4
322618,3
322623,3
322626,3
322628,4
322629,4
322631,3
322635,2
322637,1
322641,2
322642,3
322643,4
322644,1
322645,3
322648,3
322651,2
322655,2
322656,2
322657,4
322661,3
322668,2
322672,1
322674,4
322675,2
322676,5
322677,3
322678,4
322679,4
322684,4
322685,9
322689,4
322691,2
322694,2
322695,1
322696,4
322704,2
322705,5
322706,5
322707,3
322709,2
322726,1
322732,2
322733,3
322742,1
322743,2
322748,1
322754,2
322755,4
322756,7
322761,1
322762,2
322764,6
322765,5
322771,3
322772,4
322773,3
322776,2
322778,1
322786,2
322788,4
322793,1
322812,6
322814,2
322817,2
322818,3
322820,2
322830,1
322832,3
322840,1
322842,4
322843,2
322844,1
322848,6
322849,1
322850,2
322851,1
322852,3
322853,3
322854,3
322856,2
322857,2
322858,2
322860,4
322862,3
322863,5
322866,2
322875,5
322876,1
322879,6
322881,1
322883,4
322888,1
322891,1
322896,5
322897,1
322902,3
322903,4
322908,4
322909,3
322914,4
322915,5
322916,6
322924,3
322934,3
322938,4
322940,4
322947,2
322948,4
322950,3
322951,1
322953,1
322957,3
322959,2
322967,3
322968,4
322969,4
322976,1
322977,3
322979,1
322983,7
322984,2
322988,2
322990,4
322991,6
322992,2
322993,2
322994,2
322995,4
322997,3
322998,2
322999,3
323002,2
323008,2
323009,1
323018,1
323019,7
323020,2
323024,1
323025,1
323026,4
323027,3
323028,2
323030,2
323031,3
323032,3
323033,3
323036,2
323039,3
323040,5
323042,2
323044,4
323048,2
323049,2
323051,1
323074,2
323081,4
323089,3
323090,4
323093,2
323094,1
323098,1
323099,5
323100,5
323102,3
323110,2
323121,5
323122,3
323123,3
323126,4
323127,2
323133,2
323135,4
323136,1
323137,1
323145,2
323146,1
323147,2
323149,2
323150,2
323155,2
323156,3
323157,1
323164,3
323168,1
323173,5
323174,3
323190,1
323197,2
323206,2
323211,7
323219,5
323229,1
323230,4
323232,3
323233,2
323234,3
323240,2
323243,1
323247,3
323249,1
323253,2
323256,1
323258,1
323262,1
323272,1
323277,4
323279,1
323285,2
323286,2
323287,1
323288,1
323289,5
323293,2
323296,1
323297,1
323308,6
323309,1
323310,4
323322,2
323327,2
323329,2
323330,1
323331,1
323340,5
323343,1
323346,3
323349,4
323350,2
323368,5
323371,3
323373,1
323378,2
323380,2
323384,1
323395,1
323396,3
323397,2
323413,3
323414,1
323417,1
323418,4
323419,2
323421,3
323422,3
323428,1
323431,1
323432,1
323438,1
323447,3
323454,1
323456,1
323458,1
323460,6
323461,1
323462,1
323465,2
323472,1
323488,1
323490,2
323493,1
323498,1
323500,3
323503,2
323506,1
323509,1
323519,2
323522,2
323526,1
323527,2
323529,1
323531,5
323533,7
323535,1
323543,2
323554,1
323555,5
323556,2
323558,1
323560,8
323565,2
323567,3
323574,3
323575,1
323577,3
323578,1
323579,5
323580,3
323582,2
323583,1
323585,2
323588,3
323589,3
323592,3
323593,3
323594,4
323599,1
323603,1
323607,1
323609,3
323610,1
323615,2
323616,3
323617,2
323618,3
323619,1
323620,3
323621,3
323622,2
323625,3
323626,4
323627,3
323629,2
323630,3
323641,1
323642,6
323648,6
323649,2
323652,2
323657,2
323662,2
323665,1
323667,3
323668,3
323669,4
323670,4
323672,8
323674,1
323676,3
323678,3
323679,3
323680,1
323681,1
323684,3
323685,1
323686,3
323687,6
323688,3
323692,3
323693,1
323695,2
323698,3
323700,1
323702,1
323703,2
323704,1
323705,4
323710,2
323711,1
323733,3
323736,2
323738,2
323742,1
323743,3
323745,1
323746,2
323747,2
323754,3
323758,4
323769,1
323770,3
323772,3
323777,1
323779,1
323780,3
323782,3
323785,2
323789,2
323790,3
323794,5
323801,4
323804,3
323805,3
323807,4
323808,2
323809,2
323810,1
323811,2
323812,5
323813,1
323814,4
323815,3
323817,2
323818,1
323820,2
323822,2
323825,6
323826,1
323828,4
323830,5
323831,3
323832,1
323834,5
323845,4
323847,1
323849,2
323850,2
323852,3
323854,2
323866,2
323873,4
323878,2
323891,1
323902,2
323903,4
323906,3
323907,1
323908,1
323909,1
323912,4
323913,2
323915,3
323919,5
323920,4
323923,1
323930,4
323933,2
323935,3
323937,2
323940,3
323943,3
323953,4
323957,2
323962,3
323963,3
323967,2
323974,4
323975,2
323976,4
323982,3
323986,3
323987,1
323989,2
323994,5
323995,2
323996,1
323997,6
323998,4
324000,1
324002,2
324005,3
324007,2
324015,3
324025,3
324027,2
324032,4
324035,4
324040,1
324041,2
324043,1
324044,1
324046,1
324059,5
324069,1
324070,2
324073,3
324074,2
324078,1
324079,2
324081,3
324082,3
324085,1
324094,2
324098,3
324106,3
324108,4
324109,4
324110,2
324114,3
324117,3
324119,3
324121,3
324122,4
324127,2
324135,2
324136,3
324151,4
324155,2
324160,3
324165,1
324169,2
324172,4
324174,2
324178,1
324181,3
324184,5
324189,4
324191,3
324194,2
324195,4
324197,3
324199,2
324201,1
324202,1
324203,4
324213,1
324217,5
324228,2
324235,1
324236,5
324241,1
324243,4
324258,4
324268,4
324269,3
324270,1
324289,1
324291,3
324293,2
324295,3
324297,2
324299,2
324300,4
324304,4
324305,2
324306,3
324307,2
324309,2
324311,2
324312,3
324315,2
324317,2
324318,4
324319,2
324321,2
324322,3
324323,2
324326,3
324327,2
324329,3
324330,5
324331,3
324332,1
324333,3
324334,1
324336,6
324345,1
324349,3
324350,4
324354,1
324356,4
324360,3
324367,2
324368,2
324370,2
324372,2
324373,2
324375,4
324376,4
324378,2
324379,4
324380,1
324381,4
324382,2
324383,3
324384,3
324385,4
324386,3
324388,4
324389,1
324390,2
324392,2
324398,1
324401,2
324404,4
324409,3
324411,2
324424,1
324425,4
324426,4
324429,1
324430,1
324435,2
324437,2
324439,2
324441,3
324443,2
324444,3
324446,4
324450,5
324451,2
324466,1
324467,2
324468,2
324486,2
324488,5
324489,1
324490,4
324492,3
324494,2
324496,5
324498,1
324501,4
324505,1
324510,2
324511,2
324512,2
324513,3
324514,3
324516,1
324518,3
324519,3
324522,4
324527,1
324531,4
324532,3
324536,3
324538,2
324542,3
324543,4
324547,2
324548,5
324549,1
324554,2
324558,1
324564,2
324565,3
324574,1
324576,2
324578,3
324582,1
324586,1
324590,1
324595,1
324596,3
324599,1
324609,3
324610,2
324611,5
324615,4
324617,2
324618,2
324625,4
324626,3
324628,3
324630,2
324636,1
324637,1
324642,2
324644,4
324647,2
324651,3
324652,1
324661,4
324665,1
324667,4
324673,1
324685,1
324688,4
324689,2
324690,2
324692,6
324696,1
324701,8
324704,2
324710,1
324713,3
324719,1
324724,5
324726,1
324728,1
324730,2
324740,2
324745,4
324764,1
324766,2
324767,1
324769,5
324771,1
324776,1
324778,2
324782,1
324785,4
324788,3
324791,4
324796,1
324799,5
324802,5
324809,1
324810,1
324811,3
324814,1
324816,4
324819,1
324825,3
324826,2
324828,3
324832,3
324833,4
324834,2
324838,6
324839,3
324840,4
324841,4
324849,2
324851,5
324854,1
324856,2
324859,3
324866,3
324867,2
324870,1
324875,4
324876,4
324879,5
324882,2
324888,4
324890,3
324895,2
324899,2
324901,1
324902,3
324904,3
324906,3
324908,1
324912,4
324934,4
324935,4
324938,3
324939,3
324941,2
324943,3
324947,3
324948,2
324949,3
324951,3
324954,3
324958,7
324960,2
324968,3
324978,4
324991,2
324992,4
324993,3
324994,2
325002,2
325005,3
325006,5
325014,2
325015,3
325016,3
325018,1
325022,3
325023,2
325024,3
325029,1
325032,3
325035,2
325038,4
325042,4
325044,4
325046,1
325055,4
325056,3
325059,2
325060,2
325065,3
325066,3
325068,3
325069,3
325071,5
325073,1
325074,2
325076,3
325077,1
325080,5
325082,5
325083,6
325084,7
325094,4
325105,4
325116,4
325121,1
325125,9
325127,1
325128,1
325131,1
325140,1
325142,5
325149,3
325150,1
325153,2
325154,1
325156,3
325158,2
325167,1
325170,1
325172,1
325177,2
325184,4
325185,2
325187,1
325189,1
325190,3
325192,3
325193,3
325194,3
325196,3
325201,4
325202,1
325203,4
325204,3
325209,2
325210,2
325211,1
325214,6
325215,3
325217,3
325218,2
325219,3
325221,3
325223,2
325228,2
325229,2
325230,4
325236,3
325242,2
325246,2
325253,3
325256,1
325258,4
325259,1
325263,4
325266,1
325267,1
325271,1
325272,1
325277,1
325286,1
325288,1
325297,3
325299,3
325303,2
325308,1
325309,2
325311,1
325318,2
325324,5
325327,2
325338,2
325339,3
325341,3
325344,4
325353,2
325358,2
325363,5
325364,4
325370,1
325372,7
325374,4
325382,1
325384,1
325389,2
325391,1
325398,5
325412,1
325414,3
325415,1
325418,2
325420,2
325422,2
325423,3
325424,2
325425,3
325426,2
325430,3
325432,2
325440,10
325447,2
325448,1
325452,2
325455,1
325456,2
325466,4
325473,3
325477,1
325478,1
325481,3
325482,3
325484,2
325485,1
325495,1
325496,4
325497,2
325506,5
325510,5
325525,2
325526,2
325538,3
325539,3
325540,1
325543,1
325549,2
325554,1
325558,1
325566,1
325570,4
325571,5
325576,2
325577,3
325590,2
325591,1
325593,2
325598,3
325600,5
325627,3
325628,2
325631,2
325633,2
325634,1
325635,3
325636,1
325638,4
325641,2
325649,3
325651,1
325655,2
325656,4
325657,3
325659,3
325661,1
325662,3
325663,3
325664,2
325665,3
325666,3
325668,3
325669,2
325670,3
325672,2
325673,5
325676,2
325677,3
325678,3
325679,1
325680,3
325682,1
325683,2
325684,1
325685,3
325686,3
325695,2
325702,2
325706,5
325707,1
325708,3
325709,2
325710,2
325711,4
325712,6
325713,5
325714,3
325716,1
325722,2
325725,3
325735,2
325736,2
325738,2
325740,3
325742,1
325744,2
325749,3
325757,1
325762,1
325763,3
325770,5
325772,1
325773,5
325775,1
325777,3
325778,2
325796,5
325797,4
325801,4
325805,1
325808,2
325809,2
325813,2
325816,2
325823,1
325827,3
325836,2
325840,1
325841,1
325843,3
325844,2
325846,2
325847,1
325851,3
325852,4
325853,1
325860,4
325865,1
325868,4
325869,4
325871,1
325873,3
325875,4
325876,5
325878,2
325880,2
325881,3
325884,1
325887,6
325893,4
325897,1
325898,1
325899,3
325903,1
325907,4
325911,3
325912,6
325913,4
325920,5
325922,1
325926,3
325929,3
325934,2
325947,4
325948,2
325950,2
325952,1
325953,5
325955,1
325957,4
325959,3
325960,2
325961,5
325962,4
325964,3
325965,1
325966,2
325967,2
325968,4
325970,1
325971,2
325975,3
325982,4
325984,1
325988,3
325992,3
325993,3
326000,5
326005,4
326009,3
326010,2
326035,2
326039,1
326040,3
326041,2
326042,4
326043,1
326047,1
326054,3
326056,3
326058,2
326059,7
326063,3
326068,4
326069,2
326071,1
326073,1
326074,2
326075,5
326076,1
326082,1
326088,2
326089,1
326097,1
326101,2
326112,4
326126,1
326133,1
326134,2
326135,4
326137,3
326146,3
326148,2
326150,3
326159,1
326161,2
326163,2
326165,3
326166,3
326169,4
326173,4
326176,4
326181,3
326185,3
326187,3
326189,3
326192,6
326205,1
326212,2
326213,4
326216,2
326217,2
326221,2
326222,3
326227,6
326228,2
326231,2
326237,5
326240,2
326241,1
326242,3
326243,2
326244,1
326247,1
326248,1
326249,2
326251,2
326252,1
326253,2
326254,5
326255,1
326262,1
326269,1
326270,3
326271,1
326272,1
326278,3
326280,3
326283,2
326285,1
326287,2
326294,4
326295,1
326296,2
326297,4
326306,3
326314,3
326322,2
326325,3
326332,2
326333,6
326335,2
326338,1
326340,4
326345,3
326347,2
326358,7
326359,2
326361,5
326377,1
326379,1
326381,1
326382,4
326383,2
326384,2
326388,1
326393,2
326396,1
326400,5
326404,1
326405,1
326406,4
326411,3
326413,5
326414,1
326421,2
326439,6
326440,1
326441,5
326443,3
326447,4
326454,3
326466,1
326467,1
326475,1
326481,2
326492,4
326501,5
326504,1
326509,3
326514,2
326517,3
326521,2
326522,2
326526,4
326530,5
326531,1
326536,4
326537,4
326538,2
326545,3
326548,4
326552,2
326558,2
326559,2
326560,2
326570,3
326573,4
326583,2
326584,1
326587,1
326588,2
326591,2
326607,2
326609,3
326611,1
326615,2
326616,2
326620,1
326621,4
326624,3
326626,3
326628,1
326633,2
326636,3
326637,1
326640,2
326643,5
326659,1
326664,1
326667,2
326668,2
326672,2
326674,3
326676,2
326679,1
326681,2
326682,2
326688,4
326693,1
326694,1
326700,1
326701,2
326703,3
326705,2
326707,4
326708,4
326710,2
326711,2
326712,6
326714,1
326715,2
326716,1
326718,2
326719,1
326723,2
326727,6
326728,4
326729,2
326731,1
326733,2
326741,2
326745,4
326747,2
326750,1
326751,2
326755,1
326757,1
326776,2
326779,1
326780,2
326785,5
326788,4
326794,2
326796,3
326797,1
326798,3
326799,3
326800,3
326801,2
326803,2
326804,1
326805,1
326806,2
326807,1
326808,4
326811,1
326812,2
326814,8
326815,3
326821,2
326824,4
326831,1
326836,4
326847,3
326849,2
326862,2
326863,6
326864,2
326866,1
326870,3
326872,2
326875,1
326877,1
326878,1
326880,6
326884,3
326892,1
326896,3
326898,1
326901,6
326902,1
326903,1
326905,1
326906,2
326923,2
326924,2
326925,1
326928,1
326930,5
326931,1
326932,1
326940,3
326941,1
326944,3
326946,2
326947,3
326949,1
326951,2
326954,2
326957,2
326960,3
326976,3
326978,1
326979,3
326988,5
326989,2
326996,2
326999,3
327000,2
327001,2
327003,2
327006,1
327009,2
327012,4
327014,2
327015,2
327022,1
327034,1
327053,1
327061,7
327066,1
327067,2
327069,4
327072,2
327081,6
327089,4
327091,3
327092,1
327099,1
327101,4
327109,4
327115,4
327123,4
327130,5
327131,1
327133,3
327134,3
327143,3
327145,2
327152,1
327154,2
327160,3
327162,2
327164,2
327167,2
327168,3
327170,2
327171,1
327173,3
327174,2
327175,4
327179,7
327182,4
327185,2
327186,3
327188,1
327190,3
327193,1
327195,1
327197,6
327198,1
327200,4
327202,1
327205,3
327207,5
327208,3
327211,1
327213,1
327215,1
327216,4
327222,1
327224,4
327226,2
327227,8
327232,1
327234,3
327235,5
327236,1
327239,3
327240,3
327241,2
327244,5
327247,5
327248,1
327250,2
327261,3
327262,3
327278,4
327288,3
327292,4
327299,2
327300,1
327302,3
327303,1
327305,2
327310,1
327314,6
327316,1
327317,2
327318,1
327322,3
327330,4
327331,5
327332,2
327333,6
327335,2
327337,1
327341,7
327343,3
327344,2
327351,1
327354,6
327357,1
327367,4
327370,2
327372,1
327373,2
327374,1
327376,1
327392,3
327394,1
327396,2
327398,1
327400,3
327411,2
327412,2
327413,1
327415,1
327417,1
327418,1
327420,4
327424,4
327429,2
327431,1
327432,1
327433,3
327434,2
327439,1
327442,3
327446,5
327451,4
327457,2
327459,1
327460,2
327463,4
327468,2
327469,1
327473,2
327482,2
327483,2
327489,4
327490,1
327492,5
327493,1
327497,2
327504,2
327505,5
327507,2
327512,1
327518,1
327520,1
327521,3
327523,3
327525,3
327526,2
327534,3
327535,2
327537,3
327540,1
327543,2
327546,1
327549,1
327550,4
327551,2
327559,1
327560,1
327572,1
327577,2
327579,1
327580,1
327586,1
327588,2
327590,2
327591,4
327597,2
327598,1
327602,2
327604,4
327605,2
327608,4
327610,4
327611,2
327612,5
327615,2
327616,1
327618,4
327619,4
327625,3
327626,2
327627,2
327628,1
327630,3
327644,1
327648,2
327651,4
327652,1
327653,2
327655,2
327657,4
327671,1
327672,4
327675,1
327676,2
327677,3
327682,1
327684,2
327690,2
327710,2
327713,2
327715,2
327717,6
327734,4
327742,1
327743,3
327744,4
327751,3
327760,1
327768,1
327769,3
327770,2
327771,2
327773,5
327777,2
327778,1
327791,2
327797,2
327799,2
327800,2
327801,2
327808,2
327809,4
327811,2
327812,1
327813,4
327814,4
327815,3
327825,1
327826,1
327827,4
327829,5
327832,2
327834,1
327835,1
327840,2
327843,2
327845,2
327859,1
327861,1
327864,5
327867,4
327868,5
327869,2
327872,5
327875,2
327877,1
327878,2
327881,5
327886,1
327889,4
327892,1
327900,5
327906,1
327907,4
327909,3
327910,1
327911,2
327913,3
327914,2
327915,3
327917,2
327919,2
327920,3
327921,1
327925,4
327926,1
327929,2
327931,2
327932,7
327937,1
327949,2
327950,1
327952,1
327957,1
327963,2
327965,1
327971,4
327974,1
327977,6
327983,1
327985,3
327993,1
327998,1
328000,3
328011,1
328018,1
328028,1
328043,1
328044,2
328048,2
328051,3
328053,2
328054,3
328056,4
328070,3
328072,1
328092,1
328096,3
328097,1
328098,1
328100,2
328101,1
328103,2
328106,4
328113,1
328115,3
328116,1
328125,3
328135,1
328136,1
328137,6
328138,3
328148,1
328152,4
328154,2
328159,2
328160,4
328163,1
328166,2
328168,2
328174,2
328177,2
328178,2
328187,1
328188,2
328190,2
328193,3
328194,4
328205,2
328210,3
328213,3
328220,3
328221,2
328223,2
328225,3
328227,4
328229,2
328231,3
328232,2
328234,2
328235,3
328236,1
328238,3
328245,2
328254,3
328257,1
328258,3
328259,3
328266,3
328272,2
328276,2
328283,2
328284,2
328288,2
328293,2
328295,3
328297,2
328298,2
328299,2
328301,9
328303,2
328306,3
328307,2
328311,4
328330,2
328331,2
328335,1
328336,1
328337,1
328338,4
328340,2
328341,2
328344,4
328346,5
328347,2
328365,1
328369,1
328377,3
328384,2
328387,3
328396,3
328397,2
328402,1
328403,4
328412,7
328417,3
328418,3
328419,5
328420,2
328421,2
328439,4
328441,3
328447,1
328450,1
328455,3
328456,1
328460,3
328468,2
328469,3
328471,7
328472,4
328474,2
328477,3
328478,1
328479,3
328480,4
328481,4
328485,2
328488,7
328492,4
328503,4
328505,5
328506,1
328511,3
328515,3
328516,3
328520,3
328521,1
328522,1
328525,1
328526,2
328528,2
328530,2
328531,2
328537,2
328540,2
328544,1
328546,2
328547,2
328551,1
328559,2
328566,3
328567,5
328570,2
328574,2
328575,4
328580,3
328584,6
328587,5
328593,4
328595,5
328596,1
328598,1
328601,2
328604,1
328606,1
328608,1
328616,2
328622,1
328626,1
328629,1
328638,3
328639,1
328640,3
328641,2
328642,4
328643,6
328646,2
328647,3
328652,2
328653,3
328654,1
328655,4
328677,4
328679,3
328680,1
328683,1
328685,3
328686,1
328687,5
328690,1
328692,2
328693,2
328694,1
328695,4
328697,3
328699,1
328700,2
328701,6
328704,1
328705,7
328706,2
328707,3
328711,4
328715,2
328721,4
328723,1
328724,2
328725,3
328727,1
328731,1
328733,1
328734,1
328735,1
328736,3
328739,4
328744,4
328746,2
328750,1
328752,4
328753,1
328758,4
328762,2
328764,1
328799,3
328807,1
328808,2
328809,1
328810,3
328813,2
328814,1
328815,2
328816,3
328817,2
328818,2
328824,3
328826,4
328827,1
328828,2
328832,4
328835,4
328841,1
328857,2
328859,4
328866,1
328867,4
328872,7
328875,1
328881,2
328887,2
328889,3
328895,3
328904,2
328907,2
328911,4
328912,4
328914,2
328921,5
328923,3
328924,2
328925,1
328929,3
328930,1
328931,1
328933,4
328934,5
328937,4
328962,3
328967,1
328968,2
328969,1
328978,3
328983,2
328984,3
328988,2
328996,2
329000,3
329001,5
329002,3
329007,4
329008,5
329009,4
329017,2
329019,1
329025,3
329026,1
329027,1
329031,3
329034,3
329043,1
329045,6
329049,1
329051,2
329053,4
329056,2
329061,2
329063,1
329065,2
329069,5
329071,4
329078,3
329083,3
329086,2
329087,5
329089,2
329091,3
329094,2
329096,2
329097,1
329102,1
329103,3
329105,4
329116,2
329127,2
329128,3
329134,2
329136,3
329142,4
329147,2
329150,4
329151,2
329156,5
329159,1
329160,1
329161,5
329166,2
329182,3
329183,5
329184,4
329185,1
329190,1
329195,3
329196,1
329197,4
329198,4
329201,5
329216,1
329231,3
329235,3
329237,4
329238,2
329239,2
329240,1
329241,1
329243,5
329249,3
329250,5
329251,3
329252,2
329254,4
329256,5
329257,1
329258,1
329259,2
329263,1
329265,3
329266,1
329268,1
329269,1
329270,3
329276,1
329293,2
329298,2
329299,3
329302,1
329305,4
329307,3
329308,4
329312,1
329313,1
329314,1
329315,4
329316,4
329317,2
329319,4
329320,1
329322,1
329323,4
329326,3
329335,5
329337,4
329343,3
329345,3
329346,3
329350,2
329351,3
329352,3
329354,2
329355,1
329356,2
329364,1
329365,3
329366,3
329371,2
329372,1
329374,4
329383,3
329384,1
329387,3
329388,1
329392,1
329397,4
329405,2
329409,3
329419,1
329420,1
329425,4
329426,3
329429,2
329433,2
329435,3
329439,5
329451,1
329466,2
329468,3
329476,5
329483,5
329488,3
329490,2
329496,4
329499,2
329502,4
329512,6
329514,2
329516,1
329520,2
329521,1
329522,1
329523,1
329524,3
329525,1
329526,3
329527,5
329529,2
329530,1
329531,1
329533,1
329534,3
329537,1
329542,8
329543,3
329548,3
329554,3
329558,5
329559,1
329561,1
329562,1
329564,1
329565,1
329573,1
329579,3
329581,3
329582,2
329584,3
329586,1
329588,2
329589,1
329596,1
329597,4
329599,3
329602,4
329604,5
329606,3
329608,1
329609,2
329610,4
329612,3
329614,5
329615,2
329620,4
329622,1
329631,5
329633,3
329640,2
329643,3
329644,3
329645,1
329646,1
329648,2
329652,3
329653,1
329654,3
329655,3
329656,1
329657,5
329659,7
329662,1
329663,4
329666,5
329667,2
329672,3
329673,2
329675,4
329677,2
329678,1
329682,3
329683,3
329684,3
329685,5
329686,1
329688,4
329692,4
329693,2
329697,3
329702,3
329707,3
329708,4
329709,1
329718,2
329721,1
329722,2
329724,5
329726,2
329729,4
329730,4
329731,2
329733,4
329735,1
329742,1
329744,2
329747,2
329751,2
329752,1
329754,2
329755,3
329769,4
329775,1
329779,1
329780,1
329782,1
329783,2
329785,6
329788,3
329794,1
329797,2
329798,3
329800,3
329805,3
329806,1
329807,5
329811,2
329813,3
329816,1
329823,2
329824,2
329825,2
329832,2
329835,1
329841,5
329842,3
329845,2
329850,3
329851,2
329852,2
329853,3
329854,7
329855,1
329856,4
329857,2
329858,4
329859,1
329861,3
329863,1
329869,3
329882,5
329886,1
329896,2
329897,2
329899,1
329900,1
329901,3
329904,2
329907,1
329908,1
329909,2
329911,2
329914,4
329917,1
329918,3
329919,2
329920,1
329921,3
329923,6
329929,4
329931,1
329932,2
329943,4
329953,5
329954,1
329955,2
329956,4
329958,4
329960,5
329974,3
329977,5
329978,2
329982,3
329984,2
329985,3
329986,2
329995,1
329998,1
329999,4
330001,3
330002,1
330003,2
330010,1
330012,1
330013,5
330014,4
330016,7
330017,2
330018,4
330019,3
330025,3
330027,1
330030,3
330031,2
330032,1
330042,5
330049,3
330059,4
330061,3
330063,5
330069,4
330085,5
330086,2
330087,4
330093,5
330094,4
330097,2
330101,1
330103,6
330104,1
330106,1
330107,1
330119,1
330125,2
330128,1
330129,2
330131,1
330135,2
330139,2
330141,2
330142,5
330149,6
330150,3
330151,3
330152,2
330153,3
330155,1
330156,1
330161,1
330166,1
330168,1
330169,2
330176,3
330180,1
330183,5
330185,1
330190,4
330202,2
330205,2
330209,2
330212,2
330213,2
330216,3
330217,3
330219,2
330222,6
330235,4
330237,4
330238,2
330244,2
330246,5
330252,3
330264,3
330265,2
330267,2
330268,2
330270,1
330272,2
330274,1
330278,1
330279,1
330287,1
330291,1
330294,2
330295,1
330298,6
330300,2
330302,4
330303,2
330304,1
330305,2
330306,2
330312,4
330313,1
330324,3
330327,4
330328,3
330329,2
330330,2
330331,1
330333,1
330334,3
330335,1
330337,2
330338,3
330340,4
330341,3
330343,2
330344,4
330345,3
330353,3
330354,1
330356,2
330358,2
330359,1
330361,3
330362,4
330363,2
330366,2
330377,1
330390,2
330392,5
330394,5
330395,1
330396,2
330397,3
330400,1
330406,2
330407,2
330408,4
330409,3
330412,2
330414,3
330416,1
330420,3
330423,3
330433,4
330434,1
330435,4
330436,2
330437,2
330438,1
330447,5
330451,6
330453,3
330455,1
330456,3
330458,4
330461,3
330463,1
330464,2
330466,2
330471,3
330473,1
330474,2
330475,3
330477,2
330478,3
330480,3
330481,3
330484,5
330486,3
330487,4
330510,2
330511,1
330514,2
330519,1
330525,1
330533,3
330539,3
330570,5
330571,1
330573,2
330574,3
330575,2
330577,1
330583,1
330584,6
330585,3
330586,4
330591,1
330596,1
330600,4
330601,3
330606,2
330612,2
330614,1
330615,1
330621,4
330622,5
330624,1
330626,1
330628,4
330633,5
330637,2
330638,2
330639,2
330640,2
330643,9
330646,4
330649,3
330654,3
330655,3
330656,3
330658,3
330659,4
330662,1
330663,2
330667,1
330676,1
330678,3
330696,1
330697,4
330698,3
330699,3
330702,8
330703,4
330704,2
330706,3
330708,1
330713,6
330718,3
330725,5
330749,1
330750,5
330753,2
330763,2
330767,6
330768,2
330769,1
330770,2
330775,5
330787,2
330789,1
330792,1
330794,1
330796,1
330801,2
330805,2
330811,4
330820,3
330821,4
330824,3
330825,6
330826,3
330828,4
330835,2
330836,4
330839,2
330843,4
330849,3
330850,4
330852,3
330856,1
330857,1
330858,1
330859,1
330861,2
330870,3
330872,4
330880,1
330885,4
330886,3
330900,1
330901,3
330903,2
330905,1
330910,2
330911,5
330912,5
330913,2
330914,2
330915,2
330919,3
330921,1
330922,2
330924,2
330925,2
330936,2
330937,2
330939,2
330950,4
330954,2
330955,1
330959,2
330965,2
330966,2
330968,3
330970,2
330971,2
330974,2
330975,1
330976,2
330977,1
330978,2
330982,4
330984,4
330985,5
330988,3
330993,2
331001,2
331009,4
331011,8
331021,3
331023,1
331024,5
331025,1
331026,3
331028,3
331029,1
331032,2
331048,1
331049,2
331050,1
331054,5
331056,4
331059,1
331060,5
331067,5
331084,4
331085,5
331086,2
331087,3
331088,6
331091,3
331093,4
331095,1
331096,1
331097,3
331101,4
331103,2
331104,2
331105,2
331106,1
331110,6
331112,1
331113,3
331122,2
331128,3
331132,1
331136,4
331137,3
331138,3
331139,5
331140,3
331142,2
331143,1
331144,4
331145,4
331146,3
331147,4
331148,2
331149,4
331153,1
331156,4
331157,2
331158,1
331159,2
331161,1
331163,1
331164,1
331177,3
331179,2
331183,3
331184,6
331192,2
331193,4
331194,2
331195,3
331196,3
331202,2
331204,4
331205,2
331213,3
331222,5
331224,4
331225,2
331235,3
331237,2
331241,2
331242,4
331243,6
331244,4
331245,6
331249,1
331252,1
331257,4
331261,5
331262,2
331263,1
331270,3
331273,7
331276,1
331277,5
331278,1
331281,3
331282,3
331284,4
331285,4
331286,2
331287,2
331293,4
331294,1
331295,4
331296,3
331297,3
331303,1
331315,2
331316,2
331320,1
331325,3
331326,4
331328,3
331330,1
331331,3
331332,1
331333,3
331335,3
331336,1
331341,2
331342,1
331344,1
331345,6
331346,1
331349,1
331350,2
331351,1
331352,1
331353,2
331354,2
331360,3
