"","Timestamp","Level","Message"
"1",2025-06-20 15:23:22,"INFO","Start iteration 0"
"2",2025-06-20 15:23:22,"INFO","Start Create highway time of day scenarios."
"3",2025-06-20 15:27:15,"INFO","Start Copy base to period scenarios and set per-period attributes"
"4",2025-06-20 15:27:36,"INFO","End Copy base to period scenarios and set per-period attributes"
"5",2025-06-20 15:27:36,"INFO","End Create highway time of day scenarios."
"6",2025-06-20 15:27:36,"INFO","Start Create transit time of day scenarios."
"7",2025-06-20 15:27:36,"STATUS","Start prepare base scenario"
"8",2025-06-20 15:30:51,"STATUS","End prepare base scenario"
"9",2025-06-20 15:30:51,"INFO","Start Copy base to period scenarios and set per-period attributes"
"10",2025-06-20 15:31:47,"INFO","End Copy base to period scenarios and set per-period attributes"
"11",2025-06-20 15:31:48,"STATUS","Start remove transit lines from other periods"
"12",2025-06-20 15:31:48,"STATUS","Start period EA"
"13",2025-06-20 15:34:19,"STATUS","End period EA"
"14",2025-06-20 15:34:19,"STATUS","Start period AM"
"15",2025-06-20 15:36:55,"STATUS","End period AM"
"16",2025-06-20 15:36:55,"STATUS","Start period MD"
"17",2025-06-20 15:39:42,"STATUS","End period MD"
"18",2025-06-20 15:39:42,"STATUS","Start period PM"
"19",2025-06-20 15:42:37,"STATUS","End period PM"
"20",2025-06-20 15:42:37,"STATUS","Start period EV"
"21",2025-06-20 15:45:24,"STATUS","End period EV"
"22",2025-06-20 15:45:24,"STATUS","End remove transit lines from other periods"
"23",2025-06-20 15:45:24,"INFO","End Create transit time of day scenarios."
"24",2025-06-20 15:45:24,"INFO","Start active mode skim"
"25",2025-06-20 15:45:24,"INFO","Start Active modes shortest path skims emme_project\Database_active_south\emmebank"
"26",2025-06-20 16:22:58,"INFO","End Active modes shortest path skims emme_project\Database_active_south\emmebank"
"27",2025-06-20 16:22:58,"INFO","Start Active modes shortest path skims emme_project\Database_active_north\emmebank"
"28",2025-06-20 16:26:47,"INFO","End Active modes shortest path skims emme_project\Database_active_north\emmebank"
"29",2025-06-20 16:26:47,"INFO","End active mode skim"
"30",2025-06-20 16:26:47,"INFO","Start AirPassenger run"
"31",2025-06-20 16:27:02,"INFO","End AirPassenger run"
"32",2025-06-20 16:27:02,"INFO","Start Prepare network attributes and modes"
"33",2025-06-20 17:06:50,"INFO","End Prepare network attributes and modes"
"34",2025-06-20 17:06:50,"STATUS","Start Highway assignment and skims"
"35",2025-06-20 17:08:23,"STATUS","Running highway assignments in process: EA, AM, MD, PM, EV"
"36",2025-06-20 17:08:24,"STATUS","Start Run EA highway assignment"
"37",2025-06-20 17:08:24,"INFO","Start Run SOLA assignment (no path analyses)"
"38",2025-06-20 17:12:21,"INFO","End Run SOLA assignment (no path analyses)"
"39",2025-06-20 17:12:23,"INFO","Start Run SOLA assignment with path analyses and highway reliability"
"40",2025-06-20 17:28:59,"INFO","End Run SOLA assignment with path analyses and highway reliability"
"41",2025-06-20 17:33:47,"STATUS","End Run EA highway assignment"
"42",2025-06-20 17:33:47,"STATUS","Start Run AM highway assignment"
"43",2025-06-20 17:33:47,"INFO","Start Run SOLA assignment (no path analyses)"
"44",2025-06-20 17:45:18,"INFO","End Run SOLA assignment (no path analyses)"
"45",2025-06-20 17:45:20,"INFO","Start Run SOLA assignment with path analyses and highway reliability"
"46",2025-06-20 18:36:15,"INFO","End Run SOLA assignment with path analyses and highway reliability"
"47",2025-06-20 18:40:52,"STATUS","End Run AM highway assignment"
"48",2025-06-20 18:40:52,"STATUS","Start Run MD highway assignment"
"49",2025-06-20 18:40:52,"INFO","Start Run SOLA assignment (no path analyses)"
"50",2025-06-20 18:47:09,"INFO","End Run SOLA assignment (no path analyses)"
"51",2025-06-20 18:47:11,"INFO","Start Run SOLA assignment with path analyses and highway reliability"
"52",2025-06-20 19:17:19,"INFO","End Run SOLA assignment with path analyses and highway reliability"
"53",2025-06-20 19:22:06,"STATUS","End Run MD highway assignment"
"54",2025-06-20 19:22:06,"STATUS","Start Run PM highway assignment"
"55",2025-06-20 19:22:07,"INFO","Start Run SOLA assignment (no path analyses)"
"56",2025-06-20 19:40:52,"INFO","End Run SOLA assignment (no path analyses)"
"57",2025-06-20 19:40:54,"INFO","Start Run SOLA assignment with path analyses and highway reliability"
"58",2025-06-20 21:08:31,"INFO","End Run SOLA assignment with path analyses and highway reliability"
"59",2025-06-20 21:13:48,"STATUS","End Run PM highway assignment"
"60",2025-06-20 21:13:48,"STATUS","Start Run EV highway assignment"
"61",2025-06-20 21:13:48,"INFO","Start Run SOLA assignment (no path analyses)"
"62",2025-06-20 21:18:03,"INFO","End Run SOLA assignment (no path analyses)"
"63",2025-06-20 21:18:05,"INFO","Start Run SOLA assignment with path analyses and highway reliability"
"64",2025-06-20 21:34:05,"INFO","End Run SOLA assignment with path analyses and highway reliability"
"65",2025-06-20 21:38:52,"STATUS","End Run EV highway assignment"
"66",2025-06-20 21:38:52,"STATUS","End Highway assignment and skims"
"67",2025-06-20 21:38:52,"INFO","Start SkimMAZCosts run"
"68",2025-06-20 21:49:39,"INFO","End SkimMAZCosts run"
"69",2025-06-20 21:49:39,"INFO","Start Prepare transit network attributes and update times from auto network."
"70",2025-06-20 21:49:39,"STATUS","Start period EA"
"71",2025-06-20 21:58:54,"STATUS","End period EA"
"72",2025-06-20 21:58:54,"STATUS","Start period AM"
"73",2025-06-20 22:10:47,"STATUS","End period AM"
"74",2025-06-20 22:10:47,"STATUS","Start period MD"
"75",2025-06-20 22:21:54,"STATUS","End period MD"
"76",2025-06-20 22:21:54,"STATUS","Start period PM"
"77",2025-06-20 22:34:28,"STATUS","End period PM"
"78",2025-06-20 22:34:28,"STATUS","Start period EV"
"79",2025-06-20 22:45:43,"STATUS","End period EV"
"80",2025-06-20 22:45:50,"INFO","End Prepare transit network attributes and update times from auto network."
"81",2025-06-20 22:45:50,"INFO","Start Transit assignments"
"82",2025-06-20 22:45:50,"INFO","Start Prepare transit demand"
"83",2025-06-20 22:46:20,"INFO","End Prepare transit demand"
"84",2025-06-20 22:55:54,"INFO","Start Transit assignments for a time period"
"85",2025-06-20 23:31:05,"INFO","End Transit assignments for a time period"
"86",2025-06-20 23:44:40,"INFO","Start Transit assignments for a time period"
"87",2025-06-21 00:25:34,"INFO","End Transit assignments for a time period"
"88",2025-06-21 00:37:45,"INFO","Start Transit assignments for a time period"
"89",2025-06-21 01:10:41,"INFO","End Transit assignments for a time period"
"90",2025-06-21 01:22:30,"INFO","Start Transit assignments for a time period"
"91",2025-06-21 02:04:49,"INFO","End Transit assignments for a time period"
"92",2025-06-21 02:17:48,"INFO","Start Transit assignments for a time period"
"93",2025-06-21 02:51:45,"INFO","End Transit assignments for a time period"
"94",2025-06-21 02:54:20,"INFO","End Transit assignments"
"95",2025-06-21 02:54:20,"INFO","Start Transit skims"
"96",2025-06-21 02:54:20,"STATUS","Start period transit skims"
"97",2025-06-21 07:10:36,"STATUS","End period transit skims"
"98",2025-06-21 07:10:36,"INFO","End Transit skims"
"99",2025-06-21 07:10:36,"INFO","Start iteration 1"
"100",2025-06-21 07:10:36,"INFO","Start HouseholdModel run"
"101",2025-06-21 08:32:24,"INFO","Start Prepare household demand matrices."
"102",2025-06-21 09:01:51,"INFO","End Prepare household demand matrices."
"103",2025-06-21 09:01:51,"INFO","End HouseholdModel run"
"104",2025-06-21 09:01:51,"INFO","Start InternalExternal run"
"105",2025-06-21 09:01:56,"INFO","Start TimePeriodSplit run"
"106",2025-06-21 09:02:09,"INFO","End TimePeriodSplit run"
"107",2025-06-21 09:02:09,"INFO","Start ExternalTollChoice run"
"108",2025-06-21 09:05:58,"INFO","End ExternalTollChoice run"
"109",2025-06-21 09:05:58,"INFO","Start InternalExternal _export_results"
"110",2025-06-21 09:08:37,"INFO","End InternalExternal _export_results"
"111",2025-06-21 09:08:39,"INFO","End InternalExternal run"
"112",2025-06-21 09:08:39,"INFO","Start CommercialVehicleModel run"
"113",2025-06-21 09:08:39,"INFO","Start CommercialVehicleTripGeneration run"
