timestamp,committed_bytes_in_use,available_mbytes,pages_per_sec,network_bytes_per_sec,avg_disk_read_per_sec,avg_disk_write_per_sec,disk_queue_length,percent_processor_time,context_switches_per_sec,processor_queue_length,cpu_index,seconds_since_start,duration_in_seconds,mbytes_used,model_index,level,message,iteration,model_step_duration,model_step_max_memory,model_step_max_cpu
2025-05-19T08:32:41Z,2.2693175362118794,1536875,NA,NA,NA,NA,0,NA,NA,0,1,0,NA,0,1,INFO,Start iteration 0,0,NA,2064,NA
2025-05-19T08:33:11Z,2.2695433120870834,1536871,0.2668181241960791,11140.924071276233,0.0028616,7.8530806451612e-4,0,0.12768420790485455,2762.3013352709577,0,2,29.9869999885559,29.9869999885559,4,1,INFO,Start iteration 0,0,NA,2064,NA
2025-05-19T08:33:41Z,2.2692417731204166,1536873,0.26666572800330407,2966.4228915247554,0.00214759999999999,7.6565818181818e-4,0,0.04884821743386114,2059.826082745522,0,3,59.9899997711182,30.0029997825623,2,1,INFO,Start iteration 0,0,NA,2064,NA
2025-05-19T08:34:11Z,2.2691660333120187,1536873,0.03333329733337221,2476.8306583562226,0,0.00119259399999999,0,0.08123384628428985,1817.8980366701207,0,4,89.992999792099,30.0030000209808,2,1,INFO,Start iteration 0,0,NA,2064,NA
2025-05-19T08:34:41Z,2.485756017846464,1534965,0.6333432282657029,36193.132124034215,0,8.1816374407582e-4,0,0.26537714237856447,5231.315063912349,0,5,119.99599981308,30.0030000209808,1910,1,INFO,Start iteration 0,0,NA,2064,NA
2025-05-19T08:35:11Z,2.4955301085709434,1534811,0.3334310775422779,16553.45258944842,0.00475469999999999,7.3827772277227e-4,0,0.06741336264162177,6761.048645540278,0,6,149.989999771118,29.9939999580383,2064,1,INFO,Start iteration 0,0,NA,2064,NA
2025-05-19T08:35:41Z,2.6201833511284045,1532850,2.233334427667203,6728.603297015616,0.0016485,6.0961151079136e-4,0,0.20257031219136357,6591.269896388916,0,7,179.991999864578,30.0020000934601,4025,3,INFO,Start Copy base to period scenarios and set per-period attributes,0,211,6815,0.20257031219136357
2025-05-19T08:36:11Z,2.6716504950708826,1532050,0.30000013300005896,2010.6675580626177,0,6.9676909090909e-4,0,0.13113869049323768,6260.436108793341,0,8,209.994999885559,30.0030000209808,4825,3,INFO,Start Copy base to period scenarios and set per-period attributes,0,211,6815,0.20257031219136357
2025-05-19T08:36:41Z,2.7934413176945974,1530124,0.0999480453402314,285.05182531033995,2.3809999999999e-4,8.5455925925925e-4,0,0.13907631277952914,6229.728350041509,0,9,240.013999938965,30.0190000534058,6751,3,INFO,Start Copy base to period scenarios and set per-period attributes,0,211,6815,0.20257031219136357
2025-05-19T08:37:11Z,2.7933648095450745,1530124,0.2668078329123417,509.10269617586204,0.00151779999999999,7.8039649122807e-4,0,0.01871792242306158,5843.158242738511,0,10,270.000999927521,29.9869999885559,6751,3,INFO,Start Copy base to period scenarios and set per-period attributes,0,211,6815,0.20257031219136357
