weighted_hhwrks0,weighted_hhwrks1,weighted_hhwrks2,weighted_hhwrks3p,weighted_ownkidsyes,weighted_rentkidsyes,weighted_ownkidsno,weighted_rentkidsno,taz,county_fips,TAZ1454
530.0,826.0,547.0,86.0,221.0,47.0,963.0,758.0,129,06075,129
1737.0,1159.0,223.0,35.0,0.0,0.0,2740.0,414.0,1290,06095,1290
253.0,296.0,406.0,304.0,410.0,166.0,465.0,218.0,1291,06055,1291
86.0,115.0,227.0,99.0,227.0,55.0,203.0,42.0,1292,06055,1292
567.0,728.0,567.0,356.0,198.0,476.0,726.0,818.0,1293,06055,1293
19.0,4.0,16.0,0.0,0.0,20.0,0.0,19.0,1294,06055,1294
364.0,618.0,690.0,224.0,259.0,426.0,686.0,525.0,1295,06055,1295
488.0,564.0,402.0,64.0,169.0,117.0,958.0,274.0,1296,06055,1296
427.0,562.0,612.0,281.0,276.0,350.0,613.0,643.0,1297,06055,1297
83.0,255.0,362.0,40.0,69.0,64.0,182.0,425.0,1298,06055,1298
285.0,430.0,183.0,56.0,76.0,137.0,230.0,511.0,1299,06055,1299
96.9666238208525,152.26790146868245,146.58626335417938,33.71105281271825,32.57472518981764,0.0,248.09819766663435,148.8589185999806,13,06075,13
404.0,728.0,593.0,97.0,313.0,184.0,949.0,376.0,130,06075,130
145.0,223.0,326.0,54.0,117.0,171.0,262.0,198.0,1300,06055,1300
272.0,465.0,525.0,59.0,76.0,371.0,548.0,326.0,1301,06055,1301
257.0,340.0,244.0,49.0,128.0,123.0,459.0,180.0,1302,06055,1302
340.0,321.0,318.0,133.0,234.0,41.0,790.0,47.0,1303,06055,1303
629.0,498.0,480.0,158.0,307.0,251.0,787.0,420.0,1304,06055,1304
198.0,431.0,727.0,226.0,286.0,443.0,438.0,415.0,1305,06055,1305
679.0,622.0,496.0,136.0,260.0,252.0,753.0,668.0,1306,06055,1306
347.0,285.0,316.0,117.0,263.0,80.0,654.0,68.0,1307,06055,1307
288.0,227.0,185.0,84.0,115.0,59.0,490.0,120.0,1308,06055,1308
792.0,442.0,600.0,135.0,352.0,123.0,1417.0,77.0,1309,06055,1309
780.0,764.0,1011.0,82.0,639.0,135.0,1601.0,262.0,131,06075,131
554.0,613.0,205.0,23.0,24.0,196.0,844.0,331.0,1310,06055,1310
62.0,50.0,144.0,56.0,26.0,6.0,271.0,9.0,1311,06055,1311
208.0,263.0,181.0,53.0,84.0,82.0,452.0,87.0,1312,06055,1312
296.0,663.0,544.0,77.0,224.0,152.0,740.0,464.0,1313,06055,1313
280.0,489.0,270.0,73.0,177.0,106.0,415.0,414.0,1314,06055,1314
230.0,272.0,149.0,90.0,44.0,52.0,489.0,156.0,1315,06055,1315
116.0,198.0,178.0,61.0,36.0,52.0,350.0,115.0,1316,06055,1316
545.0,855.0,442.0,156.0,260.0,277.0,1059.0,402.0,1317,06055,1317
146.0,274.0,88.0,56.0,77.0,56.0,319.0,112.0,1318,06097,1318
397.0,577.0,553.0,175.0,164.0,186.0,966.0,386.0,1319,06097,1319
286.0,493.0,442.0,219.0,294.0,171.0,780.0,195.0,132,06075,132
281.0,367.0,150.0,19.0,44.0,29.0,449.0,295.0,1320,06097,1320
609.0,879.0,591.0,157.0,244.0,168.0,1058.0,766.0,1321,06097,1321
1108.0,645.0,269.0,81.0,74.0,54.0,1803.0,172.0,1322,06097,1322
1065.0,779.0,466.0,67.0,211.0,129.0,1436.0,601.0,1323,06097,1323
198.0,435.0,246.0,113.0,97.0,74.0,626.0,195.0,1324,06097,1324
562.0,559.0,372.0,278.0,216.0,320.0,912.0,323.0,1325,06097,1325
451.0,639.0,539.0,222.0,411.0,112.0,1033.0,295.0,1326,06097,1326
466.0,813.0,504.0,190.0,403.0,204.0,775.0,591.0,1327,06097,1327
401.0,595.0,634.0,183.0,298.0,344.0,870.0,301.0,1328,06097,1328
277.0,650.0,404.0,124.0,110.0,294.0,684.0,367.0,1329,06097,1329
320.0,672.0,1025.0,364.0,379.0,125.0,1163.0,714.0,133,06075,133
444.0,544.0,324.0,174.0,284.0,93.0,751.0,358.0,1330,06097,1330
393.0,650.0,778.0,246.0,246.0,443.0,828.0,550.0,1331,06097,1331
701.0,490.0,848.0,170.0,200.0,439.0,647.0,923.0,1332,06097,1332
251.0,530.0,444.0,117.0,247.0,204.0,733.0,158.0,1333,06097,1333
399.0,464.0,494.0,312.0,429.0,193.0,995.0,52.0,1334,06097,1334
1154.0,662.0,793.0,298.0,371.0,165.0,1083.0,1288.0,1335,06097,1335
388.0,422.0,654.0,190.0,309.0,156.0,980.0,209.0,1336,06097,1336
370.0,935.0,460.0,263.0,203.0,178.0,705.0,942.0,1337,06097,1337
222.0,480.0,322.0,81.0,161.0,170.0,422.0,352.0,1338,06097,1338
377.0,842.0,514.0,163.0,221.0,215.0,823.0,637.0,1339,06097,1339
173.0,300.0,437.0,387.0,193.0,164.0,641.0,299.0,134,06075,134
232.0,564.0,1226.0,369.0,365.0,148.0,857.0,1021.0,1340,06097,1340
503.0,832.0,670.0,126.0,331.0,204.0,1113.0,483.0,1341,06097,1341
239.0,548.0,411.0,294.0,151.0,190.0,570.0,581.0,1342,06097,1342
299.0,628.0,289.0,180.0,246.0,268.0,560.0,322.0,1343,06097,1343
619.0,1077.0,616.0,245.0,188.0,577.0,280.0,1512.0,1344,06097,1344
342.0,734.0,480.0,143.0,255.0,213.0,922.0,309.0,1345,06097,1345
533.0,403.0,862.0,23.0,354.0,123.0,613.0,731.0,1346,06097,1346
262.0,691.0,662.0,256.0,457.0,149.0,984.0,281.0,1347,06097,1347
296.0,789.0,908.0,218.0,479.0,543.0,498.0,691.0,1348,06097,1348
387.0,655.0,523.0,193.0,417.0,285.0,638.0,418.0,1349,06097,1349
316.0,582.0,508.0,411.0,340.0,245.0,757.0,475.0,135,06075,135
149.0,180.0,161.0,23.0,123.0,85.0,305.0,0.0,1350,06097,1350
320.0,562.0,328.0,144.0,319.0,100.0,725.0,210.0,1351,06097,1351
362.0,462.0,346.0,75.0,212.0,44.0,940.0,49.0,1352,06097,1352
1209.0,321.0,95.0,8.0,6.0,0.0,1196.0,431.0,1353,06097,1353
63.0,258.0,124.0,43.0,116.0,34.0,283.0,55.0,1354,06097,1354
577.0,519.0,318.0,157.0,238.0,222.0,812.0,299.0,1355,06097,1355
718.0,575.0,513.0,65.0,150.0,306.0,1012.0,403.0,1356,06097,1356
301.0,576.0,533.0,163.0,321.0,225.0,419.0,608.0,1357,06097,1357
914.0,227.0,418.0,185.0,79.0,219.0,426.0,1020.0,1358,06097,1358
475.0,630.0,782.0,73.0,242.0,209.0,931.0,578.0,1359,06097,1359
162.0,247.0,341.0,210.0,248.0,34.0,538.0,140.0,136,06075,136
343.0,485.0,511.0,20.0,167.0,166.0,341.0,685.0,1360,06097,1360
206.0,511.0,267.0,50.0,8.0,199.0,94.0,733.0,1361,06097,1361
564.0,751.0,354.0,52.0,137.0,82.0,494.0,1008.0,1362,06097,1362
221.0,299.0,292.0,120.0,143.0,61.0,361.0,367.0,1363,06097,1363
311.0,704.0,671.0,102.0,174.0,328.0,480.0,806.0,1364,06097,1364
598.0,667.0,377.0,162.0,248.0,145.0,1140.0,271.0,1365,06097,1365
828.0,457.0,323.0,32.0,134.0,78.0,768.0,660.0,1366,06097,1366
646.0,436.0,604.0,129.0,215.0,203.0,1108.0,289.0,1367,06097,1367
399.0,605.0,475.0,158.0,283.0,344.0,581.0,429.0,1368,06097,1368
214.0,625.0,529.0,219.0,329.0,177.0,910.0,171.0,1369,06097,1369
250.0,369.0,606.0,302.0,310.0,154.0,670.0,393.0,137,06075,137
372.0,750.0,658.0,341.0,328.0,146.0,1218.0,429.0,1370,06097,1370
353.0,521.0,598.0,419.0,294.0,259.0,953.0,385.0,1371,06097,1371
340.0,511.0,492.0,221.0,284.0,366.0,566.0,348.0,1372,06097,1372
230.0,521.0,482.0,174.0,226.0,366.0,461.0,354.0,1373,06097,1373
786.0,940.0,534.0,435.0,112.0,587.0,645.0,1351.0,1374,06097,1374
632.0,847.0,1036.0,378.0,462.0,464.0,1386.0,581.0,1375,06097,1375
321.0,659.0,716.0,305.0,461.0,307.0,759.0,474.0,1376,06097,1376
351.0,896.0,619.0,141.0,354.0,353.0,743.0,557.0,1377,06097,1377
190.0,582.0,208.0,162.0,80.0,365.0,289.0,408.0,1378,06097,1378
122.0,323.0,452.0,512.0,401.0,511.0,280.0,217.0,1379,06097,1379
241.0,613.0,452.0,278.0,238.0,203.0,846.0,297.0,138,06075,138
325.0,451.0,434.0,198.0,230.0,368.0,301.0,509.0,1380,06097,1380
529.0,569.0,561.0,395.0,318.0,349.0,996.0,391.0,1381,06097,1381
659.0,641.0,836.0,239.0,544.0,140.0,1320.0,371.0,1382,06097,1382
524.0,652.0,378.0,119.0,146.0,62.0,931.0,534.0,1383,06097,1383
512.0,353.0,423.0,171.0,340.0,131.0,736.0,252.0,1384,06097,1384
570.0,484.0,364.0,126.0,217.0,83.0,890.0,354.0,1385,06097,1385
501.0,597.0,346.0,184.0,215.0,182.0,897.0,334.0,1386,06097,1386
417.0,759.0,470.0,143.0,268.0,259.0,1067.0,195.0,1387,06097,1387
474.0,635.0,367.0,87.0,238.0,126.0,1032.0,167.0,1388,06097,1388
240.0,450.0,191.0,0.0,130.0,59.0,475.0,217.0,1389,06097,1389
368.0,217.0,354.0,330.0,273.0,159.0,602.0,235.0,139,06075,139
372.0,313.0,214.0,28.0,112.0,39.0,474.0,302.0,1390,06097,1390
231.0,192.0,160.0,76.0,74.0,21.0,353.0,211.0,1391,06097,1391
311.0,313.0,405.0,66.0,272.0,125.0,517.0,181.0,1392,06097,1392
536.0,415.0,543.0,114.0,167.0,131.0,971.0,339.0,1393,06097,1393
184.0,326.0,378.0,253.0,239.0,196.0,527.0,179.0,1394,06097,1394
390.0,337.0,549.0,312.0,356.0,149.0,849.0,234.0,1395,06097,1395
320.0,561.0,562.0,124.0,347.0,46.0,1062.0,112.0,1396,06097,1396
440.0,454.0,213.0,203.0,129.0,311.0,687.0,183.0,1397,06097,1397
419.0,681.0,266.0,180.0,166.0,175.0,841.0,364.0,1398,06097,1398
325.0,656.0,622.0,141.0,200.0,357.0,505.0,682.0,1399,06097,1399
63.088966128574526,99.06939212377719,95.37277301468102,21.93327338063724,21.193949558818005,0.0,161.4190344305325,96.85142065831948,14,06075,14
286.0,354.0,329.0,239.0,193.0,121.0,741.0,153.0,140,06075,140
359.0,351.0,283.0,35.0,117.0,86.0,652.0,173.0,1400,06097,1400
328.0,449.0,474.0,141.0,150.0,136.0,835.0,271.0,1401,06097,1401
666.0,887.0,720.0,247.0,520.0,166.0,1427.0,407.0,1402,06097,1402
313.0,421.0,233.0,29.0,125.0,87.0,558.0,226.0,1403,06097,1403
333.0,377.0,370.0,73.0,172.0,23.0,835.0,123.0,1404,06041,1404
204.0,422.0,342.0,111.0,301.0,62.0,590.0,126.0,1405,06041,1405
212.0,232.0,213.0,29.0,115.0,16.0,503.0,52.0,1406,06041,1406
285.0,498.0,355.0,109.0,308.0,49.0,538.0,352.0,1407,06041,1407
731.0,738.0,776.0,204.0,293.0,377.0,1206.0,573.0,1408,06041,1408
263.0,584.0,257.0,80.0,155.0,64.0,784.0,181.0,1409,06041,1409
164.7872790295159,138.30360918548655,222.65900202202445,47.57251805316382,55.41953134028362,112.80081600234719,176.5577989601956,228.5442619873643,141,06075,141
371.0,817.0,709.0,171.0,402.0,367.0,964.0,335.0,1410,06041,1410
1018.0,815.0,719.0,291.0,459.0,195.0,1585.0,604.0,1411,06041,1411
420.0,807.0,690.0,191.0,267.0,278.0,1425.0,138.0,1412,06041,1412
331.0,352.0,296.0,32.0,174.0,42.0,681.0,114.0,1413,06041,1413
691.0,1128.0,850.0,121.0,748.0,109.0,1826.0,107.0,1414,06041,1414
275.0,484.0,365.0,70.0,175.0,84.0,656.0,279.0,1415,06041,1415
374.0,300.0,270.0,58.0,88.0,35.0,604.0,275.0,1416,06041,1416
45.004609795320995,89.50916837069398,77.0078878719937,22.502304897660498,58.00594151396928,20.00204879792044,86.0088098310579,70.00717079272155,1417,06041,1417
472.0,626.0,258.0,200.0,123.0,84.0,1014.0,335.0,1418,06041,1418
472.0,520.0,349.0,66.0,256.0,115.0,573.0,463.0,1419,06041,1419
27.0,64.0,35.0,3.0,0.0,29.0,10.0,90.0,142,06075,142
566.0,1048.0,1051.0,208.0,800.0,325.0,1443.0,305.0,1420,06041,1420
790.0,655.0,511.0,110.0,190.0,226.0,861.0,789.0,1421,06041,1421
733.0,911.0,816.0,161.0,586.0,182.0,1537.0,316.0,1422,06041,1422
774.0,686.0,911.0,160.0,658.0,152.0,1579.0,142.0,1423,06041,1423
491.0,885.0,554.0,136.0,128.0,303.0,791.0,844.0,1424,06041,1424
737.0,752.0,454.0,224.0,322.0,89.0,1353.0,403.0,1425,06041,1425
652.0,599.0,847.0,49.0,504.0,94.0,1400.0,149.0,1426,06041,1426
736.0,959.0,471.0,101.0,355.0,140.0,880.0,892.0,1427,06041,1427
230.0,605.0,296.0,317.0,109.0,536.0,331.0,472.0,1428,06041,1428
346.0,871.0,611.0,91.0,220.0,317.0,765.0,617.0,1429,06041,1429
171.21272097048413,143.69639081451345,231.34099797797558,49.42748194683619,57.58046865971639,117.19918399765282,183.44220103980442,237.45573801263572,143,06075,143
486.0,1008.0,654.0,36.0,198.0,149.0,444.0,1393.0,1430,06041,1430
346.0,745.0,811.0,39.0,475.0,133.0,665.0,668.0,1431,06041,1431
335.0,813.0,687.0,29.0,480.0,121.0,540.0,723.0,1432,06041,1432
218.0,507.0,483.0,62.0,298.0,129.0,558.0,285.0,1433,06041,1433
536.0,707.0,780.0,214.0,296.0,229.0,1142.0,570.0,1434,06041,1434
212.0,356.0,249.0,35.0,270.0,96.0,433.0,53.0,1435,06041,1435
463.0,864.0,503.0,79.0,543.0,125.0,921.0,320.0,1436,06041,1436
333.0,511.0,360.0,146.0,461.0,56.0,792.0,41.0,1437,06041,1437
629.0,1031.0,855.0,71.0,546.0,198.0,745.0,1097.0,1438,06041,1438
0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,1439,06041,1439
314.0,507.0,223.0,103.0,78.0,363.0,371.0,335.0,144,06075,144
661.0,718.0,474.0,120.0,548.0,61.0,954.0,410.0,1440,06041,1440
607.0,836.0,688.0,38.0,561.0,354.0,830.0,424.0,1441,06041,1441
551.0,1034.0,894.0,96.0,604.0,240.0,1085.0,646.0,1442,06041,1442
667.0,720.0,421.0,94.0,298.0,224.0,742.0,638.0,1443,06041,1443
473.0,773.0,492.0,50.0,218.0,352.0,551.0,667.0,1444,06041,1444
285.0,820.0,929.0,164.0,616.0,185.0,924.0,473.0,1445,06041,1445
706.0,956.0,498.0,25.0,401.0,235.0,1094.0,455.0,1446,06041,1446
316.0,345.0,199.0,9.0,224.0,90.0,469.0,86.0,1447,06041,1447
446.0,621.0,297.0,0.0,45.0,72.0,771.0,476.0,1448,06041,1448
245.0,737.0,266.0,21.0,79.0,389.0,212.0,589.0,1449,06041,1449
429.0,679.0,149.0,52.0,88.0,566.0,54.0,601.0,145,06075,145
556.0,1111.0,919.0,186.0,940.0,219.0,1264.0,349.0,1450,06041,1450
456.0,512.0,809.0,86.0,581.0,228.0,864.0,190.0,1451,06041,1451
418.0,789.0,679.0,82.0,435.0,75.0,1042.0,416.0,1452,06041,1452
44.995390204679005,89.49083162930602,76.9921121280063,22.497695102339502,57.99405848603072,19.99795120207956,85.9911901689421,69.99282920727845,1453,06041,1453
333.0,309.0,226.0,49.0,24.0,61.0,588.0,244.0,1454,06041,1454
75.0,116.0,98.0,19.0,34.0,58.0,166.0,50.0,146,06075,146
284.0,223.0,447.0,241.0,299.0,67.0,524.0,305.0,147,06075,147
278.0,333.0,168.0,284.0,259.0,230.0,345.0,229.0,148,06075,148
294.0,655.0,588.0,231.0,259.0,201.0,870.0,438.0,149,06075,149
0.0,247.0,357.0,0.0,0.0,104.0,47.0,453.0,15,06075,15
406.0,378.0,360.0,115.0,174.0,263.0,448.0,374.0,150,06075,150
169.0,181.0,211.0,88.0,86.0,79.0,255.0,229.0,151,06075,151
322.0,433.0,414.0,303.0,209.0,153.0,849.0,261.0,152,06075,152
195.0,211.0,396.0,521.0,249.0,103.0,622.0,349.0,153,06075,153
289.0,342.0,390.0,210.0,172.0,204.0,538.0,317.0,154,06075,154
228.0,315.0,270.0,214.0,285.0,158.0,512.0,72.0,155,06075,155
109.0,184.0,185.0,192.0,151.0,109.0,238.0,172.0,156,06075,156
393.0,331.0,131.0,174.0,119.0,367.0,110.0,433.0,157,06075,157
122.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,158,06075,158
429.0,414.0,448.0,306.0,219.0,211.0,894.0,273.0,159,06075,159
30.0,569.0,759.0,48.0,49.0,0.0,416.0,941.0,16,06075,16
216.0,416.0,426.0,332.0,313.0,186.0,714.0,177.0,160,06075,160
195.0,373.0,442.0,190.0,291.0,100.0,625.0,184.0,161,06075,161
389.0,398.0,445.0,208.0,232.0,146.0,720.0,342.0,162,06075,162
276.0,431.0,288.0,380.0,293.0,118.0,722.0,242.0,163,06075,163
150.0,306.0,272.0,269.0,212.0,121.0,345.0,319.0,164,06075,164
259.0,727.0,592.0,510.0,513.0,102.0,830.0,643.0,165,06075,165
313.0,552.0,500.0,530.0,334.0,180.0,812.0,569.0,166,06075,166
231.0,330.0,369.0,358.0,364.0,49.0,700.0,175.0,167,06075,167
269.0,745.0,517.0,377.0,296.0,17.0,941.0,654.0,168,06075,168
563.0,717.0,928.0,212.0,808.0,39.0,1495.0,78.0,169,06075,169
259.0,203.0,351.0,110.0,5.0,0.0,378.0,540.0,17,06075,17
541.0,726.0,644.0,289.0,435.0,111.0,1017.0,637.0,170,06075,170
183.0,326.0,343.0,60.0,248.0,52.0,504.0,108.0,171,06075,171
985.0,505.0,582.0,148.0,414.0,61.0,1432.0,313.0,172,06075,172
269.0,515.0,399.0,217.0,289.0,48.0,728.0,335.0,173,06075,173
454.0,893.0,831.0,161.0,333.0,177.0,1042.0,787.0,174,06075,174
478.0,948.0,632.0,87.0,97.0,168.0,340.0,1540.0,175,06075,175
420.0,895.0,507.0,185.0,110.0,325.0,487.0,1085.0,176,06075,176
389.0,588.0,458.0,174.0,204.0,138.0,634.0,633.0,177,06075,177
566.0,973.0,676.0,358.0,346.0,151.0,1465.0,611.0,178,06075,178
281.0,414.0,454.0,188.0,388.0,135.0,655.0,159.0,179,06075,179
66.76902260213905,368.72445317599175,205.78810697524946,49.32935251949079,40.858655622204495,47.834523655263794,190.83981833297952,411.07793766242327,18,06075,18
224.0,727.0,580.0,255.0,236.0,224.0,408.0,918.0,180,06075,180
315.0,678.0,650.0,201.0,310.0,104.0,1027.0,403.0,181,06075,181
555.0,978.0,500.0,367.0,563.0,124.0,1193.0,520.0,182,06075,182
810.0,479.0,950.0,403.0,474.0,272.0,1346.0,550.0,183,06075,183
312.0,396.0,632.0,271.0,367.0,87.0,878.0,279.0,184,06075,184
363.0,399.0,410.0,310.0,205.0,118.0,725.0,434.0,185,06075,185
303.0,429.0,630.0,106.0,317.0,79.0,574.0,498.0,186,06075,186
387.0,419.0,403.0,147.0,335.0,84.0,769.0,168.0,187,06075,187
92.0,206.0,196.0,135.0,0.0,58.0,0.0,571.0,188,06075,188
417.0,669.0,288.0,180.0,27.0,197.0,83.0,1247.0,189,06075,189
67.23097739786094,371.2755468240082,207.2118930247505,49.6706474805092,41.141344377795505,48.1654763447362,192.16018166702045,413.92206233757673,19,06075,19
443.0,362.0,143.0,8.0,8.0,131.0,123.0,694.0,190,06075,190
441.0,344.0,445.0,153.0,265.0,104.0,750.0,264.0,191,06081,191
371.0,987.0,955.0,357.0,136.0,628.0,162.0,1744.0,192,06081,192
444.0,540.0,857.0,353.0,275.0,318.0,965.0,636.0,193,06081,193
505.0,451.0,722.0,389.0,448.0,174.0,1076.0,369.0,194,06081,194
321.0,569.0,514.0,443.0,357.0,172.0,1177.0,141.0,195,06081,195
252.0,521.0,1028.0,466.0,634.0,59.0,1262.0,312.0,196,06081,196
256.0,400.0,261.0,507.0,188.0,102.0,896.0,238.0,197,06081,197
236.0,605.0,705.0,202.0,54.0,520.0,231.0,943.0,198,06081,198
72.0,521.0,520.0,42.0,92.0,83.0,703.0,277.0,199,06081,199
65.23246366865223,94.8835835180396,39.466662971943194,3.47633818923852,3.680828670958433,25.15232925154929,11.86044793975495,162.36544248561088,2,06075,2
210.0,1020.0,591.0,153.0,33.0,128.0,644.0,1169.0,20,06075,20
179.0,250.0,356.0,154.0,152.0,78.0,472.0,237.0,200,06081,200
247.0,441.0,540.0,160.0,64.0,561.0,349.0,414.0,201,06081,201
113.0,228.0,401.0,319.0,155.0,130.0,528.0,248.0,202,06081,202
290.0,532.0,346.0,399.0,167.0,276.0,543.0,581.0,203,06081,203
238.0,362.0,570.0,211.0,195.0,173.0,567.0,446.0,204,06081,204
205.0,287.0,368.0,265.0,172.0,80.0,753.0,120.0,205,06081,205
405.0,352.0,398.0,218.0,301.0,52.0,840.0,180.0,206,06081,206
161.0,248.0,343.0,374.0,214.0,217.0,565.0,130.0,207,06081,207
546.0,829.0,780.0,77.0,438.0,14.0,1065.0,715.0,208,06081,208
116.0,398.0,482.0,118.0,435.0,21.0,634.0,24.0,209,06081,209
1278.0,798.0,395.0,0.0,62.0,48.0,552.0,1809.0,21,06075,21
151.0,389.0,314.0,169.0,61.0,345.0,185.0,432.0,210,06081,210
305.0,555.0,499.0,303.0,88.0,562.0,254.0,758.0,211,06081,211
190.0,309.0,402.0,320.0,374.0,120.0,526.0,201.0,212,06081,212
799.0,525.0,980.0,412.0,350.0,170.0,1334.0,862.0,213,06081,213
315.0,576.0,1104.0,170.0,332.0,232.0,1373.0,228.0,214,06081,214
134.15171498668033,329.02473254627915,514.4835946682163,73.43041241376187,44.71723832889345,183.1053232625216,270.18626106089306,553.0816319626294,215,06081,215
150.84828501331967,369.9752674537209,578.5164053317839,82.56958758623813,50.282761671106556,205.89467673747842,303.813738939107,621.9183680373706,216,06081,216
231.0,263.0,604.0,187.0,446.0,28.0,728.0,83.0,217,06081,217
669.0,427.0,640.0,279.0,292.0,207.0,902.0,614.0,218,06081,218
444.0,548.0,438.0,342.0,370.0,99.0,1141.0,162.0,219,06081,219
246.67892035301773,481.8727897584253,140.31736157732385,15.979201318414104,10.486350865209255,71.40705589166302,197.2432662741741,605.7115999761346,22,06075,22
254.0,550.0,754.0,359.0,501.0,194.0,720.0,502.0,220,06081,220
260.0,328.0,609.0,326.0,462.0,112.0,687.0,262.0,221,06081,221
264.0,644.0,484.0,176.0,277.0,226.0,542.0,523.0,222,06081,222
240.0,897.0,609.0,134.0,218.0,141.0,689.0,832.0,223,06081,223
157.0,474.0,331.0,135.0,292.0,44.0,617.0,144.0,224,06081,224
323.0,488.0,404.0,96.0,285.0,62.0,720.0,244.0,225,06081,225
580.0,648.0,814.0,350.0,475.0,110.0,1433.0,374.0,226,06081,226
842.0,451.0,606.0,246.0,509.0,89.0,1135.0,412.0,227,06081,227
163.49370348359113,281.2091699917768,384.33596757373425,160.47535818850946,244.9890264507966,70.42805688523926,457.27931220487494,216.81780369670088,228,06081,228
161.50629651640887,277.7908300082232,379.66403242626575,158.52464181149054,242.0109735492034,69.57194311476074,451.72068779512506,214.18219630329912,229,06081,229
247.32107964698224,483.12721024157463,140.68263842267615,16.020798681585894,10.513649134790743,71.59294410833697,197.75673372582588,607.2884000238653,23,06075,23
396.0,447.0,461.0,145.0,258.0,144.0,803.0,244.0,230,06081,230
367.0,345.0,428.0,376.0,357.0,25.0,1046.0,88.0,231,06081,231
438.0,497.0,644.0,304.0,391.0,155.0,1125.0,212.0,232,06081,232
441.0,634.0,689.0,156.0,470.0,179.0,962.0,309.0,233,06081,233
336.0,656.0,490.0,80.0,90.0,179.0,314.0,979.0,234,06081,234
327.0,293.0,362.0,185.0,283.0,121.0,661.0,102.0,235,06081,235
514.0,430.0,925.0,223.0,483.0,151.0,835.0,623.0,236,06081,236
140.0,455.0,371.0,462.0,164.0,360.0,290.0,614.0,237,06081,237
73.0,177.0,460.0,303.0,336.0,131.0,373.0,173.0,238,06081,238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,06081,239
321.1803223595937,205.34479626269103,91.48373936062197,12.504971567279261,7.89787677933427,91.48373936062197,40.14754029494921,490.9846731152805,24,06075,24
244.0,735.0,558.0,237.0,195.0,414.0,570.0,595.0,240,06081,240
387.0,348.0,367.0,186.0,235.0,189.0,678.0,186.0,241,06081,241
252.0,230.0,270.0,112.0,219.0,71.0,540.0,34.0,242,06081,242
186.0,264.0,415.0,79.0,225.0,64.0,579.0,76.0,243,06081,243
550.0,500.0,667.0,208.0,338.0,224.0,544.0,819.0,244,06081,244
368.0,423.0,303.0,70.0,191.0,133.0,715.0,125.0,245,06081,245
682.0,829.0,1203.0,142.0,656.0,424.0,1080.0,696.0,246,06081,246
351.0,424.0,493.0,33.0,429.0,26.0,703.0,143.0,247,06081,247
217.0,458.0,552.0,77.0,147.0,343.0,289.0,525.0,248,06081,248
300.0,1002.0,1107.0,147.0,438.0,268.0,821.0,1029.0,249,06081,249
166.81967764040635,106.65520373730898,47.51626063937804,6.49502843272074,4.10212322066573,47.51626063937804,20.852459705050794,255.01532688471954,25,06075,25
369.0,724.0,653.0,53.0,424.0,296.0,594.0,485.0,250,06081,250
123.0,461.0,322.0,64.0,236.0,57.0,296.0,381.0,251,06081,251
356.0,685.0,681.0,94.0,807.0,50.0,839.0,120.0,252,06081,252
240.0,299.0,368.0,45.0,270.0,13.0,483.0,186.0,253,06081,253
436.0,575.0,691.0,87.0,652.0,35.0,1088.0,14.0,254,06081,254
368.0,411.0,494.0,44.0,410.0,102.0,727.0,78.0,255,06081,255
775.0,756.0,890.0,0.0,86.0,316.0,946.0,1073.0,256,06081,256
709.0,546.0,429.0,88.0,132.0,217.0,771.0,652.0,257,06081,257
110.0,537.0,338.0,36.0,70.0,288.0,126.0,537.0,258,06081,258
329.0,1353.0,548.0,174.0,198.0,442.0,909.0,855.0,259,06081,259
239.0,338.0,139.0,28.0,0.0,77.0,7.0,660.0,26,06075,26
114.0,430.0,364.0,236.0,264.0,335.0,137.0,408.0,260,06081,260
260.0,379.0,559.0,169.0,256.0,291.0,535.0,285.0,261,06081,261
205.0,544.0,318.0,317.0,210.0,127.0,680.0,367.0,262,06081,262
125.0,219.0,261.0,222.0,228.0,99.0,451.0,49.0,263,06081,263
245.0,264.0,388.0,153.0,269.0,70.0,654.0,57.0,264,06081,264
298.0,824.0,428.0,25.0,54.0,173.0,712.0,636.0,265,06081,265
232.0,1284.0,694.0,65.0,140.0,889.0,218.0,1028.0,266,06081,266
326.0,499.0,462.0,87.0,262.0,193.0,561.0,358.0,267,06081,267
263.0,454.0,477.0,120.0,306.0,134.0,617.0,257.0,268,06081,268
218.0,559.0,392.0,100.0,263.0,217.0,466.0,323.0,269,06081,269
586.0,537.0,264.0,93.0,9.0,132.0,139.0,1200.0,27,06075,27
280.0,601.0,444.0,37.0,159.0,341.0,434.0,428.0,270,06081,270
329.0,493.0,447.0,38.0,337.0,182.0,724.0,64.0,271,06081,271
165.0,257.0,337.0,41.0,180.0,124.0,446.0,50.0,272,06081,272
177.0,630.0,493.0,59.0,209.0,249.0,513.0,388.0,273,06081,273
306.0,991.0,642.0,286.0,356.0,198.0,489.0,1182.0,274,06081,274
441.0,671.0,686.0,153.0,240.0,408.0,418.0,885.0,275,06081,275
222.0,274.0,588.0,54.0,128.0,78.0,469.0,463.0,276,06081,276
222.0,541.0,624.0,232.0,386.0,266.0,510.0,457.0,277,06081,277
195.0,1099.0,1062.0,60.0,306.0,563.0,490.0,1057.0,278,06081,278
