weighted_hhwrks0,weighted_hhwrks1,weighted_hhwrks2,weighted_hhwrks3p,weighted_ownkidsyes,weighted_rentkidsyes,weighted_ownkidsno,weighted_rentkidsno,taz,county_fips,TAZ1454
218.0,694.0,542.0,44.0,238.0,228.0,560.0,472.0,279,06081,279
454.0,787.0,492.0,75.0,56.0,61.0,427.0,1264.0,28,06075,28
261.0,600.0,560.0,48.0,245.0,270.0,609.0,345.0,280,06081,280
714.0,554.0,632.0,101.0,375.0,101.0,510.0,1015.0,281,06081,281
220.0,383.0,292.0,61.0,272.0,64.0,469.0,151.0,282,06081,282
274.0,371.0,494.0,164.0,361.0,111.0,647.0,184.0,283,06081,283
327.0,539.0,501.0,187.0,101.0,231.0,237.0,985.0,284,06081,284
218.0,385.0,388.0,91.0,267.0,164.0,603.0,48.0,285,06081,285
416.0,873.0,1197.0,85.0,663.0,250.0,1179.0,479.0,286,06081,286
267.0,344.0,283.0,43.0,250.0,38.0,387.0,262.0,287,06081,287
755.0,1204.0,936.0,61.0,359.0,584.0,669.0,1344.0,288,06081,288
334.0,630.0,993.0,154.0,768.0,82.0,1187.0,74.0,289,06081,289
290.0,879.0,435.0,44.0,20.0,86.0,100.0,1442.0,29,06075,29
437.0,491.0,343.0,112.0,201.0,149.0,715.0,318.0,290,06081,290
293.0,403.0,595.0,52.0,359.0,124.0,645.0,215.0,291,06081,291
213.0,368.0,341.0,84.0,214.0,71.0,647.0,74.0,292,06081,292
442.0,808.0,659.0,283.0,512.0,157.0,1286.0,237.0,293,06081,293
282.0,1461.0,521.0,307.0,465.0,104.0,1754.0,248.0,294,06081,294
311.0,313.0,643.0,213.0,179.0,289.0,782.0,230.0,295,06081,295
579.0,541.0,473.0,237.0,244.0,273.0,726.0,587.0,296,06081,296
164.0,680.0,522.0,187.0,196.0,141.0,947.0,269.0,297,06081,297
852.0,963.0,670.0,57.0,535.0,103.0,1618.0,286.0,298,06081,298
206.0,330.0,418.0,68.0,322.0,85.0,510.0,105.0,299,06081,299
64.66534615378373,94.05868531459451,39.12354798645849,3.44611562575023,3.6488283096178904,24.93366011572225,11.757335664324314,160.9538709909225,3,06075,3
715.0,683.0,121.0,37.0,0.0,70.0,223.0,1263.0,30,06075,30
208.0,327.0,297.0,83.0,244.0,35.0,604.0,32.0,300,06081,300
507.0,775.0,796.0,208.0,695.0,199.0,1235.0,157.0,301,06081,301
243.0,548.0,848.0,101.0,565.0,72.0,1053.0,50.0,302,06081,302
392.0,624.0,639.0,106.0,397.0,101.0,957.0,306.0,303,06081,303
318.0,763.0,674.0,86.0,515.0,44.0,1118.0,164.0,304,06081,304
113.0,245.0,230.0,47.0,197.0,32.0,338.0,68.0,305,06081,305
212.0,505.0,406.0,124.0,429.0,120.0,495.0,203.0,306,06081,306
240.0,633.0,679.0,107.0,546.0,117.0,889.0,107.0,307,06081,307
133.0,255.0,497.0,117.0,447.0,99.0,408.0,48.0,308,06081,308
261.0,476.0,512.0,71.0,316.0,127.0,478.0,399.0,309,06081,309
309.0,662.0,340.0,0.0,0.0,52.0,48.0,1211.0,31,06075,31
73.0,161.0,234.0,84.0,158.0,31.0,249.0,114.0,310,06081,310
336.0,741.0,741.0,30.0,412.0,249.0,807.0,380.0,311,06081,311
442.0,1343.0,1091.0,56.0,634.0,316.0,1305.0,677.0,312,06081,312
133.0,508.0,562.0,142.0,327.0,182.0,388.0,448.0,313,06081,313
305.0,731.0,548.0,229.0,108.0,431.0,245.0,1029.0,314,06081,314
303.0,643.0,875.0,36.0,0.0,153.0,39.0,1665.0,315,06081,315
137.0,327.0,389.0,69.0,140.0,177.0,256.0,349.0,316,06081,316
299.0,857.0,731.0,125.0,236.0,215.0,639.0,922.0,317,06081,317
203.0,437.0,441.0,62.0,341.0,77.0,587.0,138.0,318,06081,318
254.0,300.0,423.0,134.0,304.0,44.0,629.0,134.0,319,06081,319
259.0,807.0,552.0,58.0,0.0,66.0,130.0,1480.0,32,06075,32
377.0,703.0,856.0,261.0,296.0,503.0,793.0,605.0,320,06081,320
309.0,190.0,433.0,119.0,332.0,28.0,558.0,133.0,321,06081,321
385.0,726.0,697.0,128.0,357.0,132.0,987.0,460.0,322,06081,322
417.0,512.0,842.0,218.0,283.0,295.0,604.0,807.0,323,06081,323
209.0,611.0,608.0,155.0,40.0,546.0,180.0,817.0,324,06081,324
77.0,653.0,318.0,208.0,0.0,197.0,333.0,726.0,325,06081,325
65.0,416.0,312.0,162.0,26.0,412.0,72.0,445.0,326,06081,326
166.0,697.0,371.0,322.0,264.0,470.0,290.0,532.0,327,06081,327
213.0,354.0,438.0,118.0,202.0,169.0,611.0,141.0,328,06081,328
154.0,544.0,446.0,282.0,220.0,313.0,629.0,264.0,329,06081,329
290.0,343.0,541.0,60.0,30.0,78.0,321.0,805.0,33,06075,33
235.0,508.0,614.0,196.0,259.0,458.0,503.0,333.0,330,06081,330
164.0,572.0,425.0,351.0,327.0,270.0,397.0,518.0,331,06081,331
95.0,221.0,365.0,269.0,336.0,143.0,411.0,60.0,332,06081,332
150.0,463.0,717.0,458.0,378.0,292.0,975.0,143.0,333,06081,333
151.0,193.0,172.0,297.0,253.0,194.0,249.0,117.0,334,06081,334
176.0,781.0,444.0,42.0,79.0,521.0,283.0,560.0,335,06081,335
187.34479033899245,398.54249828082743,468.1135079557848,55.15987195657337,357.29682825924556,78.51585377602336,406.49347081510825,266.85451568180093,336,06081,336
189.65520966100755,403.4575017191725,473.8864920442151,55.840128043426624,361.70317174075444,79.48414622397664,411.5065291848917,270.14548431819907,337,06081,337
124.0,238.0,356.0,89.0,322.0,37.0,332.0,116.0,338,06081,338
230.0,405.0,214.0,51.0,359.0,40.0,479.0,22.0,339,06081,339
251.0,266.0,435.0,98.0,60.0,44.0,242.0,704.0,34,06075,34
275.0,813.0,687.0,114.0,226.0,390.0,417.0,856.0,340,06081,340
406.0,887.0,687.0,55.0,298.0,302.0,396.0,1039.0,341,06081,341
410.0,487.0,332.0,63.0,331.0,11.0,782.0,168.0,342,06081,342
243.0,339.0,228.0,22.0,235.0,97.0,473.0,27.0,343,06081,343
176.0,359.0,461.0,44.0,433.0,74.0,516.0,17.0,344,06081,344
428.0,624.0,620.0,88.0,477.0,263.0,818.0,202.0,345,06081,345
436.0,488.0,404.0,48.0,277.0,128.0,691.0,280.0,346,06081,346
614.0,224.0,296.0,61.0,189.0,21.0,871.0,114.0,347,06085,347
56.47204478388594,63.90257699229198,75.79142852574165,45.07856206433001,48.54614376158616,21.300858997430662,147.61990654033343,23.777703066899342,348,06085,348
57.527955216114044,65.097423007708,77.20857147425832,45.921437935669985,49.45385623841383,21.699141002569334,150.38009345966654,24.22229693310065,349,06085,349
516.0,996.0,759.0,277.0,104.0,103.0,534.0,1807.0,35,06075,35
187.0,462.0,170.0,81.0,189.0,26.0,685.0,0.0,350,06085,350
594.0,523.0,721.0,124.0,337.0,310.0,620.0,695.0,351,06085,351
270.53102775800653,369.2069717872427,148.3450433728114,20.861021724301605,25.165677000744793,51.32473598836109,3.97352794748602,728.4801237057703,352,06085,352
277.6231959071737,378.8860017582603,152.2340168499557,21.40790861952502,25.825413572760343,52.67025136549807,4.077696879909528,747.5777613167468,353,06085,353
268.84577633481985,366.9070264544971,147.42093977723292,20.73106965617338,25.00890942649487,51.005012646140855,3.9487751726044533,723.9421149774831,354,06085,354
48.0,58.0,26.0,0.0,0.0,3.0,4.0,125.0,355,06085,355
642.0,875.0,369.0,77.0,101.0,161.0,408.0,1293.0,356,06085,356
288.0,745.0,539.0,147.0,490.0,188.0,837.0,204.0,357,06085,357
575.0,716.0,552.0,106.0,583.0,233.0,1048.0,85.0,358,06085,358
249.0,482.0,481.0,74.0,371.0,129.0,622.0,164.0,359,06085,359
769.0,724.0,207.0,140.0,0.0,205.0,42.0,1593.0,36,06075,36
376.0,813.0,673.0,158.0,394.0,309.0,946.0,371.0,360,06085,360
332.0,906.0,934.0,147.0,602.0,382.0,847.0,488.0,361,06085,361
526.0,689.0,857.0,66.0,563.0,335.0,878.0,362.0,362,06085,362
268.0,370.0,349.0,156.0,169.0,333.0,380.0,261.0,363,06085,363
250.0,247.0,186.0,44.0,188.0,77.0,371.0,91.0,364,06085,364
301.0,879.0,507.0,128.0,184.0,298.0,303.0,1030.0,365,06085,365
402.0,818.0,822.0,82.0,371.0,304.0,707.0,742.0,366,06085,366
673.0,681.0,726.0,66.0,321.0,340.0,919.0,566.0,367,06085,367
446.0,542.0,337.0,155.0,338.0,53.0,990.0,99.0,368,06085,368
558.0,472.0,519.0,20.0,474.0,128.0,773.0,194.0,369,06085,369
513.0,673.0,501.0,112.0,12.0,136.0,120.0,1531.0,37,06075,37
485.0,651.0,473.0,50.0,418.0,237.0,715.0,289.0,370,06085,370
247.0,466.0,555.0,54.0,345.0,162.0,560.0,255.0,371,06085,371
544.0,1345.0,675.0,241.0,261.0,437.0,600.0,1507.0,372,06085,372
275.0,497.0,431.0,65.0,327.0,164.0,532.0,245.0,373,06085,373
157.0,348.0,640.0,127.0,122.0,216.0,402.0,532.0,374,06085,374
423.0,513.0,631.0,112.0,195.0,140.0,391.0,953.0,375,06085,375
320.0,490.0,585.0,199.0,254.0,161.0,634.0,545.0,376,06085,376
498.0,1247.0,879.0,153.0,180.0,290.0,839.0,1468.0,377,06085,377
182.0,666.0,547.0,86.0,164.0,200.0,258.0,859.0,378,06085,378
282.0,945.0,924.0,139.0,50.0,477.0,200.0,1563.0,379,06085,379
285.0,567.0,360.0,39.0,115.0,74.0,234.0,828.0,38,06075,38
201.0,1144.0,868.0,58.0,111.0,581.0,109.0,1470.0,380,06085,380
322.0,1220.0,652.0,121.0,524.0,148.0,939.0,704.0,381,06085,381
169.0,382.0,565.0,20.0,248.0,230.0,400.0,258.0,382,06085,382
129.0,271.0,272.0,121.0,350.0,49.0,320.0,74.0,383,06085,383
318.0,547.0,447.0,137.0,573.0,41.0,762.0,73.0,384,06085,384
236.0,380.0,269.0,33.0,317.0,76.0,503.0,22.0,385,06085,385
253.0,421.0,353.0,29.0,306.0,123.0,599.0,28.0,386,06085,386
253.0,484.0,462.0,76.0,439.0,175.0,616.0,45.0,387,06085,387
516.0,643.0,553.0,243.0,663.0,71.0,1189.0,32.0,388,06085,388
534.0,624.0,500.0,106.0,502.0,120.0,825.0,317.0,389,06085,389
431.0,931.0,643.0,146.0,26.0,102.0,410.0,1613.0,39,06075,39
259.0,496.0,550.0,53.0,180.0,135.0,424.0,619.0,390,06085,390
281.0,780.0,383.0,64.0,146.0,349.0,485.0,528.0,391,06085,391
253.0,973.0,732.0,124.0,5.0,520.0,20.0,1537.0,392,06085,392
353.0,809.0,462.0,136.0,153.0,229.0,313.0,1065.0,393,06085,393
171.0,410.0,557.0,179.0,320.0,122.0,611.0,264.0,394,06085,394
123.96269568803373,500.34942896662,351.39425430922466,117.4646511559997,96.97081840112317,130.46074022006775,300.4095972117269,565.3298742869603,395,06085,395
124.03730431196628,500.65057103338006,351.6057456907754,117.53534884400031,97.02918159887685,130.53925977993225,300.59040278827314,565.6701257130397,396,06085,396
98.01575494736043,485.07797091295726,413.5664762319749,100.0160764768984,146.02347165627168,192.03086683564493,389.0625374951348,369.5594025821396,397,06085,397
97.98424505263957,484.92202908704274,413.4335237680251,99.9839235231016,145.97652834372832,191.96913316435507,388.9374625048652,369.4405974178604,398,06085,398
134.24311485148237,442.5597192906012,210.95346619518656,86.05327875095023,66.87569091502418,151.4537706016724,261.6019674028887,393.87815016863505,399,06085,399
63.26127758732083,92.01640376337575,38.27406449640414,3.3712906551236808,3.569601870130956,24.392279445894864,11.502050470421969,157.45910471577662,4,06075,4
146.0,560.0,303.0,55.0,87.0,69.0,310.0,598.0,40,06075,40
138.75688514851765,457.4402807093989,218.04653380481346,88.94672124904979,69.12430908497583,156.54622939832763,270.39803259711135,407.121849831365,400,06085,400
111.0,179.0,98.0,36.0,87.0,36.0,272.0,29.0,401,06085,401
4.0,76.0,52.0,0.0,0.0,114.0,0.0,18.0,402,06085,402
72.72304434931556,51.47064782714115,44.497205218302675,18.59584695690261,41.84065565303087,24.24101478310519,89.32647913226432,31.87859478326162,403,06085,403
74.00839155860152,52.380368454717974,45.28367337375618,18.924520215898106,42.580170485770736,24.669463852867175,90.90528460851054,32.442034655825324,404,06085,404
72.2685640920829,51.14898371814087,44.21912140794114,18.479632827199282,41.579173861198385,24.089521364027636,88.76823625922512,31.679370560913053,405,06085,405
72.13529052503308,563.0119790703818,418.5432241452469,47.36355614143656,58.06494539515026,209.46978594769223,113.94997816454402,719.5693403747119,406,06085,406
74.54011818700005,581.781526838646,432.4965099201761,48.9425501282775,60.00069952964564,216.45303550455782,117.74881307012369,743.5581569697724,407,06085,407
73.38531942500877,572.7683859517855,425.7961390813696,48.184316875211806,59.071149976724094,213.09967756108315,115.92461172906606,732.0387220665024,408,06085,408
71.31913863959,556.6419584480087,413.8077494692694,46.827676194675846,57.40798797087876,207.09980643419402,112.66072724660508,711.4280010998662,409,06085,409
378.0,613.0,230.0,12.0,39.0,91.0,36.0,1067.0,41,06075,41
72.62013322336816,566.7961496911784,421.3563773839383,47.68190066039833,58.455217127601294,210.87769455247292,114.71586978966124,724.4057794891478,410,06085,410
88.99867800118615,444.99339000593073,480.31032572068716,235.21079186027768,141.97408157332077,200.6001948598164,291.01155028959283,615.9273588653517,411,06085,411
37.00132199881385,185.00660999406924,199.68967427931284,97.78920813972232,59.02591842667923,83.3998051401836,120.9884497104072,256.0726411346482,412,06085,412
273.0,650.0,777.0,36.0,364.0,294.0,281.0,797.0,413,06085,413
191.0,292.0,273.0,205.0,178.0,235.0,397.0,151.0,414,06085,414
64.16513845963021,190.5743034489616,143.314949972707,103.74004421616861,182.8898557292454,36.50112666865192,219.0067600119115,63.39669368765859,415,06085,415
41.43002016700291,123.04964073552961,92.53531450474303,66.98266733587297,118.0879616736131,23.56797554410345,141.4078532646207,40.93385226081126,416,06085,416
61.404841373366864,182.37605581550878,137.14973552254995,99.27728844795841,175.0221825971415,34.930897787244625,209.58538672346776,60.66945405153014,417,06085,417
144.58035585476233,266.99508224050186,288.6569474034105,105.79050428397244,146.59541307921896,119.89590485516877,369.25923638167524,170.2723354665842,418,06085,418
142.4196441452377,263.00491775949814,284.34305259658953,104.20949571602758,144.40458692078107,118.10409514483125,363.7407636183248,167.7276645334158,419,06085,419
149.0,174.0,173.0,150.0,0.0,180.0,0.0,466.0,42,06075,42
141.0,214.0,277.0,173.0,177.0,91.0,360.0,177.0,420,06085,420
339.0,1341.0,999.0,272.0,339.0,131.0,1564.0,917.0,421,06085,421
180.0,1041.0,996.0,165.0,175.0,304.0,777.0,1126.0,422,06085,422
198.0,498.0,602.0,326.0,278.0,276.0,452.0,618.0,423,06085,423
130.0,288.0,468.0,43.0,160.0,196.0,394.0,179.0,424,06085,424
95.0,454.0,574.0,246.0,142.0,208.0,272.0,747.0,425,06085,425
166.0,620.0,608.0,139.0,245.0,188.0,389.0,711.0,426,06085,426
10.475694081815769,384.10878299991157,444.46873461418335,30.429397094798187,77.32059917530687,87.79629325712264,80.31365462725424,624.0520617310251,427,06085,427
10.524305918184231,385.89121700008843,446.53126538581665,30.570602905201813,77.67940082469313,88.20370674287736,80.68634537274576,626.9479382689749,428,06085,428
62.84688916517847,237.3996910471475,151.10835106486485,62.25585258995736,70.9243890265337,93.77780326841678,75.45566943656223,273.45292213563545,429,06085,429
294.0,615.0,552.0,27.0,147.0,98.0,343.0,900.0,43,06075,43
66.46833727027855,251.07945583287042,159.81572001976068,65.84324318936685,75.01128970940528,99.18159417132475,79.80367766306172,289.21019476848477,430,06085,430
62.890613866675935,237.5648580230235,151.21348224370044,62.299166087365506,70.97373351725184,93.84304765058855,75.50816649196516,273.64317256095984,431,06085,431
65.40957306236602,247.08004871520708,157.27003930669198,64.79443601162276,73.81644608919049,97.60174538459633,78.53249681155545,284.6034088105456,432,06085,432
61.38458663550096,231.87594638175128,147.59240736498194,60.80730212168747,69.27414165761864,91.59580952507353,73.69998959685539,267.09030172437406,433,06085,433
205.0932535485464,438.919378367179,283.36555804291913,45.08088423410078,66.382840520544,80.7492761555871,229.86297016068966,595.4639873559245,434,06085,434
208.9067464514536,447.080621632821,288.63444195708087,45.91911576589922,67.617159479456,82.2507238444129,234.13702983931034,606.5360126440755,435,06085,435
204.0,649.0,593.0,55.0,323.0,270.0,473.0,435.0,436,06085,436
274.0,787.0,749.0,299.0,216.0,656.0,576.0,661.0,437,06085,437
301.0,415.0,569.0,187.0,352.0,155.0,624.0,341.0,438,06085,438
277.0,367.0,277.0,212.0,171.0,125.0,518.0,319.0,439,06085,439
332.0,679.0,758.0,125.0,102.0,54.0,236.0,1502.0,44,06075,44
449.0,1633.0,1127.0,286.0,287.0,879.0,878.0,1451.0,440,06085,440
467.0,1124.0,1042.0,164.0,130.0,593.0,562.0,1512.0,441,06085,441
182.0,259.0,385.0,280.0,236.0,44.0,671.0,155.0,442,06085,442
273.0,564.0,638.0,161.0,141.0,273.0,436.0,786.0,443,06085,443
461.0,592.0,713.0,269.0,479.0,276.0,735.0,545.0,444,06085,444
280.0,742.0,829.0,107.0,276.0,516.0,532.0,634.0,445,06085,445
204.0,722.0,557.0,88.0,186.0,269.0,510.0,606.0,446,06085,446
352.0,853.0,635.0,97.0,212.0,457.0,565.0,703.0,447,06085,447
168.0,732.0,332.0,116.0,163.0,502.0,253.0,430.0,448,06085,448
404.0,975.0,917.0,172.0,238.0,647.0,442.0,1141.0,449,06085,449
218.0,573.0,260.0,210.0,170.0,21.0,159.0,911.0,45,06075,45
354.0,930.0,819.0,185.0,228.0,243.0,266.0,1551.0,450,06085,450
583.0,616.0,867.0,148.0,560.0,274.0,863.0,517.0,451,06085,451
226.0,300.0,404.0,58.0,248.0,124.0,507.0,109.0,452,06085,452
425.0,816.0,829.0,304.0,528.0,572.0,963.0,311.0,453,06085,453
374.0,392.0,677.0,70.0,456.0,187.0,690.0,180.0,454,06085,454
307.0,224.0,296.0,60.0,247.0,41.0,586.0,13.0,455,06085,455
352.0,337.0,276.0,102.0,260.0,101.0,539.0,167.0,456,06085,456
426.0,571.0,761.0,33.0,522.0,394.0,632.0,243.0,457,06085,457
307.0,619.0,503.0,97.0,399.0,435.0,563.0,129.0,458,06085,458
263.0,477.0,606.0,30.0,406.0,213.0,580.0,177.0,459,06085,459
294.0,740.0,420.0,127.0,127.0,96.0,291.0,1067.0,46,06075,46
155.0,590.0,425.0,36.0,201.0,267.0,356.0,382.0,460,06085,460
284.0,457.0,606.0,103.0,258.0,160.0,646.0,386.0,461,06085,461
303.0,675.0,505.0,137.0,504.0,360.0,496.0,260.0,462,06085,462
265.0,626.0,508.0,244.0,242.0,161.0,774.0,466.0,463,06085,463
263.0,700.0,641.0,137.0,291.0,237.0,783.0,430.0,464,06085,464
357.0,665.0,384.0,123.0,178.0,120.0,587.0,644.0,465,06085,465
281.0,596.0,632.0,174.0,251.0,290.0,675.0,467.0,466,06085,466
315.0,1106.0,666.0,86.0,41.0,410.0,577.0,1145.0,467,06085,467
577.0,788.0,819.0,72.0,296.0,406.0,589.0,965.0,468,06085,468
159.0,619.0,393.0,307.0,249.0,327.0,485.0,417.0,469,06085,469
372.0,952.0,310.0,22.0,55.0,84.0,416.0,1101.0,47,06075,47
473.0,862.0,770.0,147.0,380.0,290.0,871.0,711.0,470,06085,470
375.0,784.0,930.0,134.0,113.0,374.0,475.0,1261.0,471,06085,471
189.0,1238.0,782.0,175.0,286.0,564.0,298.0,1236.0,472,06085,472
427.0,818.0,755.0,248.0,165.0,697.0,315.0,1071.0,473,06085,473
181.0,611.0,538.0,199.0,137.0,303.0,515.0,574.0,474,06085,474
204.0,701.0,527.0,116.0,291.0,347.0,457.0,453.0,475,06085,475
544.0,1082.0,948.0,208.0,593.0,550.0,1144.0,495.0,476,06085,476
431.0,627.0,711.0,202.0,360.0,289.0,1097.0,225.0,477,06085,477
299.0,1050.0,507.0,363.0,276.0,649.0,329.0,965.0,478,06085,478
278.0,796.0,793.0,75.0,420.0,567.0,544.0,411.0,479,06085,479
135.0,389.0,260.0,55.0,86.0,15.0,139.0,599.0,48,06075,48
240.0,334.0,429.0,51.0,409.0,112.0,504.0,29.0,480,06085,480
401.0,572.0,675.0,161.0,612.0,252.0,945.0,0.0,481,06085,481
297.0,369.0,628.0,101.0,466.0,200.0,663.0,66.0,482,06085,482
311.0,985.0,576.0,98.0,391.0,346.0,655.0,578.0,483,06085,483
281.0,587.0,448.0,75.0,444.0,156.0,769.0,22.0,484,06085,484
348.0,971.0,847.0,149.0,644.0,660.0,778.0,233.0,485,06085,485
292.0,1094.0,563.0,93.0,252.0,936.0,398.0,456.0,486,06085,486
253.0,802.0,716.0,84.0,388.0,417.0,384.0,666.0,487,06085,487
397.0,418.0,482.0,88.0,366.0,264.0,541.0,214.0,488,06085,488
397.0,718.0,798.0,250.0,779.0,199.0,1119.0,66.0,489,06085,489
658.0,1087.0,449.0,107.0,283.0,98.0,677.0,1243.0,49,06075,49
364.0,400.0,358.0,94.0,318.0,141.0,580.0,177.0,490,06085,490
88.0,457.0,474.0,65.0,283.0,316.0,378.0,107.0,491,06085,491
183.0,635.0,838.0,112.0,591.0,343.0,720.0,114.0,492,06085,492
541.0,557.0,688.0,157.0,647.0,118.0,1074.0,104.0,493,06085,493
630.0,802.0,528.0,182.0,576.0,143.0,1391.0,32.0,494,06085,494
494.0,660.0,825.0,79.0,657.0,97.0,1227.0,77.0,495,06085,495
214.0,345.0,333.0,54.0,212.0,52.0,529.0,153.0,496,06085,496
956.0,676.0,726.0,171.0,737.0,58.0,1332.0,402.0,497,06085,497
438.0,400.0,489.0,144.0,334.0,136.0,804.0,197.0,498,06085,498
327.0,914.0,1040.0,138.0,915.0,203.0,1115.0,186.0,499,06085,499
62.80242886318958,91.34898743736667,37.996453826318465,3.346837901800072,3.543710719553017,24.215356583612284,11.418623429670834,156.31701729583864,5,06075,5
249.0,614.0,381.0,0.0,246.0,112.0,277.0,609.0,50,06075,50
230.0,307.0,455.0,268.0,321.0,149.0,702.0,88.0,500,06085,500
254.0,584.0,543.0,112.0,405.0,184.0,619.0,285.0,501,06085,501
388.0,408.0,608.0,243.0,287.0,302.0,555.0,503.0,502,06085,502
809.0,722.0,831.0,241.0,251.0,356.0,603.0,1393.0,503,06085,503
323.0,989.0,436.0,166.0,167.0,368.0,626.0,753.0,504,06085,504
364.0,625.0,774.0,160.0,422.0,410.0,624.0,467.0,505,06085,505
305.0,498.0,433.0,63.0,256.0,155.0,419.0,469.0,506,06085,506
495.0,732.0,509.0,72.0,496.0,128.0,1047.0,137.0,507,06085,507
184.0,481.0,446.0,41.0,271.0,207.0,338.0,336.0,508,06085,508
180.0,709.0,365.0,46.0,186.0,259.0,341.0,514.0,509,06085,509
423.0,894.0,790.0,43.0,95.0,81.0,695.0,1279.0,51,06075,51
286.0,318.0,238.0,47.0,290.0,17.0,540.0,42.0,510,06085,510
430.0,321.0,374.0,75.0,200.0,102.0,685.0,213.0,511,06085,511
190.0,621.0,621.0,114.0,514.0,12.0,828.0,192.0,512,06085,512
354.0,463.0,246.0,106.0,300.0,11.0,784.0,74.0,513,06085,513
739.0,992.0,815.0,232.0,879.0,125.0,1476.0,298.0,514,06085,514
317.0,732.0,807.0,319.0,757.0,172.0,786.0,460.0,515,06085,515
298.0,423.0,698.0,109.0,480.0,210.0,751.0,87.0,516,06085,516
291.0,657.0,811.0,190.0,705.0,234.0,663.0,347.0,517,06085,517
358.0,603.0,882.0,143.0,509.0,280.0,740.0,457.0,518,06085,518
215.0,636.0,519.0,110.0,394.0,126.0,608.0,352.0,519,06085,519
176.0,431.0,476.0,235.0,15.0,521.0,15.0,767.0,52,06075,52
188.0,488.0,476.0,228.0,457.0,182.0,623.0,118.0,520,06085,520
422.0,684.0,719.0,203.0,431.0,434.0,643.0,520.0,521,06085,521
402.0,577.0,1081.0,152.0,542.0,319.0,725.0,626.0,522,06085,522
700.0,845.0,1258.0,297.0,1009.0,314.0,1583.0,194.0,523,06085,523
460.0,670.0,637.0,143.0,616.0,71.0,990.0,233.0,524,06085,524
373.0,710.0,473.0,104.0,464.0,83.0,934.0,179.0,525,06085,525
406.0,930.0,917.0,190.0,841.0,210.0,1188.0,204.0,526,06085,526
484.0,1244.0,858.0,182.0,663.0,176.0,1355.0,574.0,527,06085,527
215.0,583.0,428.0,119.0,268.0,115.0,559.0,403.0,528,06085,528
613.0,409.0,215.0,109.0,301.0,180.0,537.0,328.0,529,06085,529
0.0,21.0,4.0,0.0,0.0,0.0,0.0,25.0,53,06075,53
341.0,838.0,762.0,69.0,112.0,308.0,363.0,1227.0,530,06085,530
269.0,680.0,324.0,73.0,102.0,193.0,645.0,406.0,531,06085,531
511.0,474.0,562.0,241.0,95.0,232.0,430.0,1031.0,532,06085,532
300.0,673.0,440.0,252.0,42.0,476.0,274.0,873.0,533,06085,533
446.0,721.0,611.0,306.0,236.0,246.0,1078.0,524.0,534,06085,534
282.0,711.0,600.0,274.0,302.0,253.0,480.0,832.0,535,06085,535
201.0,557.0,626.0,397.0,181.0,510.0,322.0,768.0,536,06085,536
189.0,1043.0,291.0,75.0,26.0,291.0,251.0,1030.0,537,06085,537
60.440315310832446,381.27765575250135,270.9740803102321,62.95866178211713,54.89995307400614,47.848582954409025,324.8666947957244,348.0354823315435,538,06085,538
59.559684689167554,375.72234424749865,267.0259196897679,62.04133821788287,54.10004692599386,47.151417045590975,320.1333052042756,342.9645176684565,539,06085,539
617.0,446.0,188.0,178.0,130.0,150.0,527.0,622.0,54,06075,54
394.0,813.0,994.0,73.0,336.0,238.0,498.0,1202.0,540,06085,540
431.0,848.0,842.0,92.0,336.0,226.0,1221.0,430.0,541,06085,541
100.0,500.0,340.0,109.0,115.0,178.0,240.0,516.0,542,06085,542
169.0,549.0,443.0,104.0,156.0,101.0,467.0,541.0,543,06085,543
310.0,978.0,781.0,235.0,192.0,207.0,331.0,1574.0,544,06085,544
286.0,423.0,409.0,108.0,87.0,120.0,218.0,801.0,545,06085,545
74.0,719.0,936.0,239.0,367.0,172.0,325.0,1104.0,546,06085,546
464.0,1059.0,990.0,176.0,279.0,437.0,855.0,1118.0,547,06085,547
135.0,627.0,291.0,248.0,333.0,223.0,518.0,227.0,548,06085,548
687.0,1106.0,409.0,251.0,42.0,261.0,202.0,1948.0,549,06085,549
439.0,445.0,592.0,112.0,146.0,125.0,559.0,758.0,55,06075,55
92.0,487.0,591.0,168.0,159.0,151.0,398.0,630.0,550,06085,550
197.0,369.0,336.0,64.0,99.0,254.0,212.0,401.0,551,06085,551
258.0,602.0,361.0,139.0,260.0,279.0,360.0,461.0,552,06085,552
247.0,501.0,365.0,169.0,246.0,297.0,439.0,300.0,553,06085,553
193.0,456.0,321.0,128.0,118.0,86.0,440.0,454.0,554,06085,554
138.0,467.0,429.0,282.0,63.0,256.0,233.0,764.0,555,06085,555
87.0,148.0,179.0,119.0,0.0,82.0,7.0,444.0,556,06085,556
388.0,1167.0,487.0,123.0,87.0,36.0,360.0,1682.0,557,06085,557
507.0,953.0,684.0,132.0,59.0,207.0,532.0,1478.0,558,06085,558
208.0,839.0,613.0,201.0,282.0,246.0,709.0,624.0,559,06085,559
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,06075,56
194.0,488.0,426.0,248.0,195.0,408.0,109.0,644.0,560,06085,560
336.0,672.0,235.0,123.0,120.0,281.0,353.0,612.0,561,06085,561
224.0,326.0,503.0,252.0,140.0,381.0,335.0,449.0,562,06085,562
355.0,527.0,229.0,143.0,98.0,334.0,343.0,479.0,563,06085,563
355.0,669.0,576.0,115.0,188.0,580.0,289.0,658.0,564,06085,564
444.0,913.0,842.0,206.0,407.0,353.0,769.0,876.0,565,06085,565
