tract,hhwrks0_,hhwrks1_,hhwrks2_,hhwrks3p_,ownkidsyes_,rentkidsyes_,ownkidsno_,rentkidsno_,county_fips,taz,weight
06075032901,0,0,0,0,0,0,0,0,06075,184,1.0
06075032902,0,0,0,0,0,0,0,0,06075,,
06075033001,0,0,0,0,0,0,0,0,06075,,
06075033002,0,0,0,0,0,0,0,0,06075,186,1.0
06075033100,0,0,0,0,0,0,0,0,06075,187,1.0
06075033201,0,0,0,0,0,0,0,0,06075,188,1.0
06075033203,0,0,0,0,0,0,0,0,06075,189,1.0
06075033204,0,0,0,0,0,0,0,0,06075,,
06075035101,0,0,0,0,0,0,0,0,06075,,
06075035102,0,0,0,0,0,0,0,0,06075,179,1.0
06075035201,0,0,0,0,0,0,0,0,06075,181,1.0
06075035202,0,0,0,0,0,0,0,0,06075,180,1.0
06075035300,0,0,0,0,0,0,0,0,06075,183,1.0
06075035400,0,0,0,0,0,0,0,0,06075,182,1.0
06075040100,0,0,0,0,0,0,0,0,06075,66,1.0
06075040200,0,0,0,0,0,0,0,0,06075,65,1.0
06075042601,0,0,0,0,0,0,0,0,06075,,
06075042602,0,0,0,0,0,0,0,0,06075,62,1.0
06075042700,0,0,0,0,0,0,0,0,06075,58,1.0
06075042800,0,0,0,0,0,0,0,0,06075,57,1.0
06075045100,0,0,0,0,0,0,0,0,06075,67,1.0
06075045201,0,0,0,0,0,0,0,0,06075,64,1.0
06075045202,0,0,0,0,0,0,0,0,06075,,
06075047600,0,0,0,0,0,0,0,0,06075,63,1.0
06075047701,0,0,0,0,0,0,0,0,06075,61,1.0
06075047702,0,0,0,0,0,0,0,0,06075,60,1.0
06075047801,0,0,0,0,0,0,0,0,06075,59,1.0
06075047802,0,0,0,0,0,0,0,0,06075,,
06075047902,0,0,0,0,0,0,0,0,06075,55,1.0
06075047903,0,0,0,0,0,0,0,0,06075,,
06075047904,0,0,0,0,0,0,0,0,06075,54,1.0
06075060100,0,0,0,0,0,0,0,0,06075,52,1.0
06075060400,0,0,0,0,0,0,0,0,06075,190,1.0
06075060502,0,0,0,0,0,0,0,0,06075,157,1.0
06075060701,0,0,0,0,0,0,0,0,06075,109,0.33018322926538607
06075060701,0,0,0,0,0,0,0,0,06075,110,0.6698167707346139
06075060702,0,0,0,0,0,0,0,0,06075,108,1.0
06075060703,0,0,0,0,0,0,0,0,06075,,
06075061000,0,0,0,0,0,0,0,0,06075,149,1.0
06075061101,0,0,0,0,0,0,0,0,06075,25,0.3418436017221442
06075061101,0,0,0,0,0,0,0,0,06075,24,0.6581563982778559
06075061102,0,0,0,0,0,0,0,0,06075,,
06075061200,0,0,0,0,0,0,0,0,06075,141,0.4904383304449878
06075061200,0,0,0,0,0,0,0,0,06075,143,0.5095616695550123
06075061401,0,0,0,0,0,0,0,0,06075,,
06075061402,0,0,0,0,0,0,0,0,06075,113,1.0
06075061501,0,0,0,0,0,0,0,0,06075,12,0.3747828517600507
06075061501,0,0,0,0,0,0,0,0,06075,13,0.3787758743002051
06075061501,0,0,0,0,0,0,0,0,06075,14,0.24644127393974424
06075061502,0,0,0,0,0,0,0,0,06075,,
06075061503,0,0,0,0,0,0,0,0,06075,16,1.0
06075061504,0,0,0,0,0,0,0,0,06075,,
06075061505,0,0,0,0,0,0,0,0,06075,,
06075061506,0,0,0,0,0,0,0,0,06075,,
06075061507,0,0,0,0,0,0,0,0,06075,15,1.0
06075061508,0,0,0,0,0,0,0,0,06075,17,1.0
06075980200,0,0,0,0,0,0,0,0,06075,56,1.0
06075980300,0,0,0,0,0,0,0,0,06075,53,1.0
06075980401,0,0,0,0,0,0,0,0,06075,,
06075980501,0,0,0,0,0,0,0,0,06075,158,1.0
06075980600,0,0,0,0,0,0,0,0,06075,146,1.0
06075980900,0,0,0,0,0,0,0,0,06075,142,1.0
06075990100,0,0,0,0,0,0,0,0,06075,,
06075990200,0,0,0,0,0,0,0,0,06075,,
06081600100,0,0,0,0,0,0,0,0,06081,208,1.0
06081600200,0,0,0,0,0,0,0,0,06081,207,1.0
06081600300,0,0,0,0,0,0,0,0,06081,206,1.0
06081600401,0,0,0,0,0,0,0,0,06081,205,1.0
06081600402,0,0,0,0,0,0,0,0,06081,,
06081600501,0,0,0,0,0,0,0,0,06081,,
06081600502,0,0,0,0,0,0,0,0,06081,202,1.0
06081600600,0,0,0,0,0,0,0,0,06081,203,1.0
06081600701,0,0,0,0,0,0,0,0,06081,204,1.0
06081600702,0,0,0,0,0,0,0,0,06081,,
06081600800,0,0,0,0,0,0,0,0,06081,192,1.0
06081600900,0,0,0,0,0,0,0,0,06081,191,1.0
06081601000,0,0,0,0,0,0,0,0,06081,196,1.0
06081601100,0,0,0,0,0,0,0,0,06081,195,1.0
06081601200,0,0,0,0,0,0,0,0,06081,193,1.0
06081601301,0,0,0,0,0,0,0,0,06081,,
06081601302,0,0,0,0,0,0,0,0,06081,201,1.0
06081601400,0,0,0,0,0,0,0,0,06081,194,1.0
06081601501,0,0,0,0,0,0,0,0,06081,197,1.0
06081601502,0,0,0,0,0,0,0,0,06081,198,1.0
06081601601,0,0,0,0,0,0,0,0,06081,200,1.0
06081601603,0,0,0,0,0,0,0,0,06081,218,1.0
06081601604,0,0,0,0,0,0,0,0,06081,199,1.0
06081601605,0,0,0,0,0,0,0,0,06081,219,1.0
06081601700,0,0,0,0,0,0,0,0,06081,217,1.0
06081601800,0,0,0,0,0,0,0,0,06081,214,1.0
06081601901,0,0,0,0,0,0,0,0,06081,,
06081601902,0,0,0,0,0,0,0,0,06081,215,0.47070777188308893
06081601902,0,0,0,0,0,0,0,0,06081,216,0.5292922281169111
06081602001,0,0,0,0,0,0,0,0,06081,,
06081602002,0,0,0,0,0,0,0,0,06081,209,1.0
06081602100,0,0,0,0,0,0,0,0,06081,210,1.0
06081602201,0,0,0,0,0,0,0,0,06081,211,1.0
06081602202,0,0,0,0,0,0,0,0,06081,,
06081602300,0,0,0,0,0,0,0,0,06081,212,1.0
06081602400,0,0,0,0,0,0,0,0,06081,213,1.0
06081602500,0,0,0,0,0,0,0,0,06081,231,1.0
06081602601,0,0,0,0,0,0,0,0,06081,230,1.0
06081602602,0,0,0,0,0,0,0,0,06081,,
06081602700,0,0,0,0,0,0,0,0,06081,220,1.0
06081602800,0,0,0,0,0,0,0,0,06081,221,1.0
06081602900,0,0,0,0,0,0,0,0,06081,222,1.0
06081603000,0,0,0,0,0,0,0,0,06081,223,1.0
06081603100,0,0,0,0,0,0,0,0,06081,224,1.0
06081603200,0,0,0,0,0,0,0,0,06081,225,1.0
06081603300,0,0,0,0,0,0,0,0,06081,226,1.0
06081603400,0,0,0,0,0,0,0,0,06081,227,1.0
06081603700,0,0,0,0,0,0,0,0,06081,232,1.0
06081603801,0,0,0,0,0,0,0,0,06081,,
06081603802,0,0,0,0,0,0,0,0,06081,233,1.0
06081603900,0,0,0,0,0,0,0,0,06081,236,1.0
06081604000,0,0,0,0,0,0,0,0,06081,235,1.0
06081604102,0,0,0,0,0,0,0,0,06081,234,1.0
06081604103,0,0,0,0,0,0,0,0,06081,237,1.0
06081604104,0,0,0,0,0,0,0,0,06081,,
06081604200,0,0,0,0,0,0,0,0,06081,238,1.0
06081604400,0,0,0,0,0,0,0,0,06081,240,1.0
06081604500,0,0,0,0,0,0,0,0,06081,241,1.0
06081604600,0,0,0,0,0,0,0,0,06081,242,1.0
06081604700,0,0,0,0,0,0,0,0,06081,243,1.0
06081604800,0,0,0,0,0,0,0,0,06081,244,1.0
06081604900,0,0,0,0,0,0,0,0,06081,245,1.0
06081605000,0,0,0,0,0,0,0,0,06081,246,1.0
06081605100,0,0,0,0,0,0,0,0,06081,248,1.0
06081605200,0,0,0,0,0,0,0,0,06081,247,1.0
06081605300,0,0,0,0,0,0,0,0,06081,250,1.0
06081605400,0,0,0,0,0,0,0,0,06081,249,1.0
06081605501,0,0,0,0,0,0,0,0,06081,,
06081605502,0,0,0,0,0,0,0,0,06081,251,1.0
06081605600,0,0,0,0,0,0,0,0,06081,252,1.0
06081605700,0,0,0,0,0,0,0,0,06081,254,1.0
06081605800,0,0,0,0,0,0,0,0,06081,253,1.0
06081605901,0,0,0,0,0,0,0,0,06081,258,1.0
06081605902,0,0,0,0,0,0,0,0,06081,,
06081606000,0,0,0,0,0,0,0,0,06081,259,1.0
06081606100,0,0,0,0,0,0,0,0,06081,261,1.0
06081606201,0,0,0,0,0,0,0,0,06081,260,1.0
06081606202,0,0,0,0,0,0,0,0,06081,,
06081606300,0,0,0,0,0,0,0,0,06081,257,1.0
06081606400,0,0,0,0,0,0,0,0,06081,256,1.0
06081606500,0,0,0,0,0,0,0,0,06081,255,1.0
06081606600,0,0,0,0,0,0,0,0,06081,280,1.0
06081606700,0,0,0,0,0,0,0,0,06081,282,1.0
06081606800,0,0,0,0,0,0,0,0,06081,291,1.0
06081606900,0,0,0,0,0,0,0,0,06081,292,1.0
06081607000,0,0,0,0,0,0,0,0,06081,290,1.0
06081607100,0,0,0,0,0,0,0,0,06081,285,1.0
06081607200,0,0,0,0,0,0,0,0,06081,284,1.0
06081607300,0,0,0,0,0,0,0,0,06081,283,1.0
06081607400,0,0,0,0,0,0,0,0,06081,281,1.0
06081607500,0,0,0,0,0,0,0,0,06081,278,1.0
06081607600,0,0,0,0,0,0,0,0,06081,279,1.0
06081607701,0,0,0,0,0,0,0,0,06081,262,1.0
06081607702,0,0,0,0,0,0,0,0,06081,263,1.0
06081607800,0,0,0,0,0,0,0,0,06081,264,1.0
06081607900,0,0,0,0,0,0,0,0,06081,265,1.0
06081608001,0,0,0,0,0,0,0,0,06081,270,1.0
06081608002,0,0,0,0,0,0,0,0,06081,271,1.0
06081608013,0,0,0,0,0,0,0,0,06081,273,1.0
06081608023,0,0,0,0,0,0,0,0,06081,272,1.0
06081608024,0,0,0,0,0,0,0,0,06081,,
06081608025,0,0,0,0,0,0,0,0,06081,266,1.0
06081608100,0,0,0,0,0,0,0,0,06081,268,1.0
06081608200,0,0,0,0,0,0,0,0,06081,267,1.0
06081608300,0,0,0,0,0,0,0,0,06081,269,1.0
06081608400,0,0,0,0,0,0,0,0,06081,274,1.0
06081608501,0,0,0,0,0,0,0,0,06081,277,1.0
06081608502,0,0,0,0,0,0,0,0,06081,276,1.0
06081608600,0,0,0,0,0,0,0,0,06081,275,1.0
06081608700,0,0,0,0,0,0,0,0,06081,286,1.0
06081608800,0,0,0,0,0,0,0,0,06081,289,1.0
06081608900,0,0,0,0,0,0,0,0,06081,288,1.0
06081609000,0,0,0,0,0,0,0,0,06081,287,1.0
06081609100,0,0,0,0,0,0,0,0,06081,310,1.0
06081609201,0,0,0,0,0,0,0,0,06081,309,1.0
06081609202,0,0,0,0,0,0,0,0,06081,,
06081609300,0,0,0,0,0,0,0,0,06081,318,1.0
06081609400,0,0,0,0,0,0,0,0,06081,308,1.0
06081609500,0,0,0,0,0,0,0,0,06081,307,1.0
06081609601,0,0,0,0,0,0,0,0,06081,306,1.0
06081609602,0,0,0,0,0,0,0,0,06081,305,1.0
06081609603,0,0,0,0,0,0,0,0,06081,304,1.0
06081609700,0,0,0,0,0,0,0,0,06081,302,1.0
06081609800,0,0,0,0,0,0,0,0,06081,303,1.0
06081609900,0,0,0,0,0,0,0,0,06081,319,1.0
06081610000,0,0,0,0,0,0,0,0,06081,317,1.0
06081610100,0,0,0,0,0,0,0,0,06081,316,1.0
06081610201,0,0,0,0,0,0,0,0,06081,314,1.0
06081610202,0,0,0,0,0,0,0,0,06081,315,1.0
06081610203,0,0,0,0,0,0,0,0,06081,326,1.0
06081610302,0,0,0,0,0,0,0,0,06081,313,1.0
06081610303,0,0,0,0,0,0,0,0,06081,312,1.0
06081610304,0,0,0,0,0,0,0,0,06081,311,1.0
06081610400,0,0,0,0,0,0,0,0,06081,330,1.0
06081610500,0,0,0,0,0,0,0,0,06081,329,1.0
06081610601,0,0,0,0,0,0,0,0,06081,327,1.0
06081610602,0,0,0,0,0,0,0,0,06081,328,1.0
06081610700,0,0,0,0,0,0,0,0,06081,323,1.0
06081610800,0,0,0,0,0,0,0,0,06081,324,1.0
06081610901,0,0,0,0,0,0,0,0,06081,,
06081610902,0,0,0,0,0,0,0,0,06081,325,1.0
06081611000,0,0,0,0,0,0,0,0,06081,320,1.0
06081611100,0,0,0,0,0,0,0,0,06081,301,1.0
06081611200,0,0,0,0,0,0,0,0,06081,321,1.0
06081611300,0,0,0,0,0,0,0,0,06081,322,1.0
06081611400,0,0,0,0,0,0,0,0,06081,342,1.0
06081611500,0,0,0,0,0,0,0,0,06081,339,1.0
06081611600,0,0,0,0,0,0,0,0,06081,338,1.0
06081611700,0,0,0,0,0,0,0,0,06081,331,1.0
06081611800,0,0,0,0,0,0,0,0,06081,332,1.0
06081611901,0,0,0,0,0,0,0,0,06081,,
06081611902,0,0,0,0,0,0,0,0,06081,333,1.0
06081612001,0,0,0,0,0,0,0,0,06081,334,1.0
06081612002,0,0,0,0,0,0,0,0,06081,,
06081612101,0,0,0,0,0,0,0,0,06081,335,1.0
06081612102,0,0,0,0,0,0,0,0,06081,,
06081612500,0,0,0,0,0,0,0,0,06081,340,1.0
06081612600,0,0,0,0,0,0,0,0,06081,341,1.0
06081612700,0,0,0,0,0,0,0,0,06081,343,1.0
06081612800,0,0,0,0,0,0,0,0,06081,344,1.0
06081612900,0,0,0,0,0,0,0,0,06081,345,1.0
06081613000,0,0,0,0,0,0,0,0,06081,346,1.0
06081613200,0,0,0,0,0,0,0,0,06081,298,1.0
06081613300,0,0,0,0,0,0,0,0,06081,300,1.0
06081613400,0,0,0,0,0,0,0,0,06081,299,1.0
06081613501,0,0,0,0,0,0,0,0,06081,295,1.0
06081613502,0,0,0,0,0,0,0,0,06081,294,1.0
06081613600,0,0,0,0,0,0,0,0,06081,293,1.0
06081613701,0,0,0,0,0,0,0,0,06081,,
06081613702,0,0,0,0,0,0,0,0,06081,296,1.0
06081613800,0,0,0,0,0,0,0,0,06081,297,1.0
06081613900,0,0,0,0,0,0,0,0,06081,336,0.4969357833925529
06081613900,0,0,0,0,0,0,0,0,06081,337,0.503064216607447
06081614000,0,0,0,0,0,0,0,0,06081,228,0.5030575491802804
06081614000,0,0,0,0,0,0,0,0,06081,229,0.49694245081971955
06081984300,0,0,0,0,0,0,0,0,06081,239,1.0
06081990100,0,0,0,0,0,0,0,0,06081,,
06085500100,0,0,0,0,0,0,0,0,06085,547,1.0
06085500200,0,0,0,0,0,0,0,0,06085,546,1.0
06085500300,0,0,0,0,0,0,0,0,06085,538,0.5036692942569371
06085500300,0,0,0,0,0,0,0,0,06085,539,0.4963307057430629
06085500400,0,0,0,0,0,0,0,0,06085,542,1.0
06085500500,0,0,0,0,0,0,0,0,06085,541,1.0
06085500600,0,0,0,0,0,0,0,0,06085,540,1.0
06085500800,0,0,0,0,0,0,0,0,06085,558,1.0
06085500901,0,0,0,0,0,0,0,0,06085,557,1.0
06085500902,0,0,0,0,0,0,0,0,06085,556,1.0
06085501000,0,0,0,0,0,0,0,0,06085,549,1.0
06085501101,0,0,0,0,0,0,0,0,06085,,
06085501102,0,0,0,0,0,0,0,0,06085,548,1.0
06085501200,0,0,0,0,0,0,0,0,06085,550,1.0
06085501300,0,0,0,0,0,0,0,0,06085,554,1.0
06085501401,0,0,0,0,0,0,0,0,06085,551,1.0
06085501402,0,0,0,0,0,0,0,0,06085,,
06085501501,0,0,0,0,0,0,0,0,06085,552,1.0
06085501502,0,0,0,0,0,0,0,0,06085,553,1.0
06085501601,0,0,0,0,0,0,0,0,06085,555,1.0
06085501602,0,0,0,0,0,0,0,0,06085,,
06085501700,0,0,0,0,0,0,0,0,06085,560,1.0
06085501800,0,0,0,0,0,0,0,0,06085,559,1.0
06085501901,0,0,0,0,0,0,0,0,06085,,
06085501902,0,0,0,0,0,0,0,0,06085,537,1.0
06085502001,0,0,0,0,0,0,0,0,06085,535,1.0
06085502002,0,0,0,0,0,0,0,0,06085,536,1.0
06085502101,0,0,0,0,0,0,0,0,06085,534,1.0
06085502103,0,0,0,0,0,0,0,0,06085,533,1.0
06085502104,0,0,0,0,0,0,0,0,06085,,
06085502202,0,0,0,0,0,0,0,0,06085,531,1.0
06085502203,0,0,0,0,0,0,0,0,06085,532,1.0
06085502204,0,0,0,0,0,0,0,0,06085,,
06085502301,0,0,0,0,0,0,0,0,06085,528,1.0
06085502302,0,0,0,0,0,0,0,0,06085,,
06085502400,0,0,0,0,0,0,0,0,06085,527,1.0
06085502500,0,0,0,0,0,0,0,0,06085,526,1.0
06085502601,0,0,0,0,0,0,0,0,06085,529,1.0
06085502603,0,0,0,0,0,0,0,0,06085,,
06085502604,0,0,0,0,0,0,0,0,06085,530,1.0
06085502701,0,0,0,0,0,0,0,0,06085,521,1.0
06085502703,0,0,0,0,0,0,0,0,06085,,
06085502704,0,0,0,0,0,0,0,0,06085,519,1.0
06085502800,0,0,0,0,0,0,0,0,06085,520,1.0
06085502901,0,0,0,0,0,0,0,0,06085,522,1.0
06085502902,0,0,0,0,0,0,0,0,06085,523,1.0
06085502903,0,0,0,0,0,0,0,0,06085,524,1.0
06085502906,0,0,0,0,0,0,0,0,06085,685,1.0
06085502907,0,0,0,0,0,0,0,0,06085,683,1.0
06085502908,0,0,0,0,0,0,0,0,06085,684,1.0
06085502909,0,0,0,0,0,0,0,0,06085,686,1.0
06085502910,0,0,0,0,0,0,0,0,06085,687,1.0
06085503001,0,0,0,0,0,0,0,0,06085,525,1.0
06085503002,0,0,0,0,0,0,0,0,06085,681,1.0
06085503003,0,0,0,0,0,0,0,0,06085,682,1.0
06085503105,0,0,0,0,0,0,0,0,06085,579,1.0
06085503110,0,0,0,0,0,0,0,0,06085,580,1.0
06085503111,0,0,0,0,0,0,0,0,06085,577,1.0
06085503112,0,0,0,0,0,0,0,0,06085,561,1.0
06085503113,0,0,0,0,0,0,0,0,06085,562,1.0
06085503116,0,0,0,0,0,0,0,0,06085,565,1.0
06085503117,0,0,0,0,0,0,0,0,06085,,
06085503118,0,0,0,0,0,0,0,0,06085,578,1.0
06085503121,0,0,0,0,0,0,0,0,06085,,
06085503122,0,0,0,0,0,0,0,0,06085,563,1.0
06085503123,0,0,0,0,0,0,0,0,06085,,
06085503124,0,0,0,0,0,0,0,0,06085,564,1.0
06085503125,0,0,0,0,0,0,0,0,06085,,
06085503126,0,0,0,0,0,0,0,0,06085,,
06085503127,0,0,0,0,0,0,0,0,06085,566,1.0
06085503207,0,0,0,0,0,0,0,0,06085,573,1.0
06085503208,0,0,0,0,0,0,0,0,06085,571,1.0
06085503210,0,0,0,0,0,0,0,0,06085,572,1.0
06085503211,0,0,0,0,0,0,0,0,06085,576,1.0
06085503212,0,0,0,0,0,0,0,0,06085,575,1.0
06085503213,0,0,0,0,0,0,0,0,06085,574,1.0
06085503217,0,0,0,0,0,0,0,0,06085,569,1.0
06085503218,0,0,0,0,0,0,0,0,06085,570,1.0
06085503219,0,0,0,0,0,0,0,0,06085,,
06085503220,0,0,0,0,0,0,0,0,06085,568,1.0
06085503221,0,0,0,0,0,0,0,0,06085,567,1.0
06085503222,0,0,0,0,0,0,0,0,06085,,
06085503304,0,0,0,0,0,0,0,0,06085,582,1.0
06085503305,0,0,0,0,0,0,0,0,06085,583,1.0
06085503306,0,0,0,0,0,0,0,0,06085,584,1.0
06085503312,0,0,0,0,0,0,0,0,06085,642,1.0
06085503313,0,0,0,0,0,0,0,0,06085,647,1.0
06085503315,0,0,0,0,0,0,0,0,06085,650,1.0
06085503321,0,0,0,0,0,0,0,0,06085,644,1.0
06085503322,0,0,0,0,0,0,0,0,06085,643,1.0
06085503323,0,0,0,0,0,0,0,0,06085,645,1.0
06085503324,0,0,0,0,0,0,0,0,06085,646,1.0
06085503325,0,0,0,0,0,0,0,0,06085,649,1.0
06085503326,0,0,0,0,0,0,0,0,06085,648,1.0
06085503327,0,0,0,0,0,0,0,0,06085,652,1.0
06085503329,0,0,0,0,0,0,0,0,06085,,
06085503330,0,0,0,0,0,0,0,0,06085,653,1.0
06085503331,0,0,0,0,0,0,0,0,06085,,
06085503332,0,0,0,0,0,0,0,0,06085,654,1.0
06085503333,0,0,0,0,0,0,0,0,06085,,
06085503336,0,0,0,0,0,0,0,0,06085,651,1.0
06085503337,0,0,0,0,0,0,0,0,06085,,
06085503338,0,0,0,0,0,0,0,0,06085,655,1.0
06085503339,0,0,0,0,0,0,0,0,06085,,
06085503401,0,0,0,0,0,0,0,0,06085,585,1.0
06085503402,0,0,0,0,0,0,0,0,06085,581,1.0
06085503504,0,0,0,0,0,0,0,0,06085,586,1.0
06085503506,0,0,0,0,0,0,0,0,06085,588,1.0
06085503507,0,0,0,0,0,0,0,0,06085,587,1.0
06085503508,0,0,0,0,0,0,0,0,06085,638,1.0
06085503509,0,0,0,0,0,0,0,0,06085,641,1.0
06085503510,0,0,0,0,0,0,0,0,06085,639,1.0
06085503511,0,0,0,0,0,0,0,0,06085,640,1.0
06085503601,0,0,0,0,0,0,0,0,06085,593,1.0
06085503602,0,0,0,0,0,0,0,0,06085,592,1.0
06085503703,0,0,0,0,0,0,0,0,06085,590,1.0
06085503707,0,0,0,0,0,0,0,0,06085,594,1.0
06085503708,0,0,0,0,0,0,0,0,06085,596,1.0
06085503709,0,0,0,0,0,0,0,0,06085,597,1.0
06085503710,0,0,0,0,0,0,0,0,06085,,
06085503711,0,0,0,0,0,0,0,0,06085,591,1.0
06085503712,0,0,0,0,0,0,0,0,06085,595,1.0
06085503713,0,0,0,0,0,0,0,0,06085,,
06085503802,0,0,0,0,0,0,0,0,06085,630,1.0
06085503803,0,0,0,0,0,0,0,0,06085,631,1.0
06085503804,0,0,0,0,0,0,0,0,06085,632,1.0
06085503902,0,0,0,0,0,0,0,0,06085,633,1.0
06085503903,0,0,0,0,0,0,0,0,06085,,
06085504001,0,0,0,0,0,0,0,0,06085,634,1.0
06085504002,0,0,0,0,0,0,0,0,06085,589,1.0
06085504101,0,0,0,0,0,0,0,0,06085,635,1.0
06085504102,0,0,0,0,0,0,0,0,06085,636,1.0
06085504201,0,0,0,0,0,0,0,0,06085,629,1.0
06085504202,0,0,0,0,0,0,0,0,06085,637,1.0
06085504307,0,0,0,0,0,0,0,0,06085,627,1.0
06085504308,0,0,0,0,0,0,0,0,06085,628,1.0
06085504311,0,0,0,0,0,0,0,0,06085,601,1.0
06085504314,0,0,0,0,0,0,0,0,06085,626,1.0
06085504315,0,0,0,0,0,0,0,0,06085,623,1.0
06085504316,0,0,0,0,0,0,0,0,06085,599,1.0
06085504317,0,0,0,0,0,0,0,0,06085,600,1.0
06085504318,0,0,0,0,0,0,0,0,06085,602,0.33816618978730056
06085504318,0,0,0,0,0,0,0,0,06085,603,0.33401947577345364
06085504318,0,0,0,0,0,0,0,0,06085,604,0.32781433443924585
06085504319,0,0,0,0,0,0,0,0,06085,598,1.0
06085504320,0,0,0,0,0,0,0,0,06085,624,1.0
06085504321,0,0,0,0,0,0,0,0,06085,625,1.0
06085504322,0,0,0,0,0,0,0,0,06085,605,1.0
06085504323,0,0,0,0,0,0,0,0,06085,,
06085504410,0,0,0,0,0,0,0,0,06085,621,1.0
06085504411,0,0,0,0,0,0,0,0,06085,622,1.0
06085504412,0,0,0,0,0,0,0,0,06085,616,1.0
06085504413,0,0,0,0,0,0,0,0,06085,610,1.0
06085504414,0,0,0,0,0,0,0,0,06085,609,1.0
06085504415,0,0,0,0,0,0,0,0,06085,619,1.0
06085504416,0,0,0,0,0,0,0,0,06085,620,1.0
06085504418,0,0,0,0,0,0,0,0,06085,617,1.0
06085504421,0,0,0,0,0,0,0,0,06085,614,1.0
06085504422,0,0,0,0,0,0,0,0,06085,613,1.0
06085504423,0,0,0,0,0,0,0,0,06085,,
06085504424,0,0,0,0,0,0,0,0,06085,618,0.4811333934822145
06085504424,0,0,0,0,0,0,0,0,06085,615,0.5188666065177856
06085504505,0,0,0,0,0,0,0,0,06085,606,1.0
06085504506,0,0,0,0,0,0,0,0,06085,612,1.0
06085504507,0,0,0,0,0,0,0,0,06085,611,1.0
06085504508,0,0,0,0,0,0,0,0,06085,,
06085504509,0,0,0,0,0,0,0,0,06085,608,1.0
06085504510,0,0,0,0,0,0,0,0,06085,607,1.0
06085504601,0,0,0,0,0,0,0,0,06085,401,1.0
06085504602,0,0,0,0,0,0,0,0,06085,403,0.3320686956589752
06085504602,0,0,0,0,0,0,0,0,06085,404,0.33793786099818046
06085504602,0,0,0,0,0,0,0,0,06085,405,0.3299934433428443
06085504700,0,0,0,0,0,0,0,0,06085,402,1.0
06085504802,0,0,0,0,0,0,0,0,06085,418,0.5037643061141545
06085504802,0,0,0,0,0,0,0,0,06085,419,0.4962356938858456
06085504805,0,0,0,0,0,0,0,0,06085,421,1.0
06085504806,0,0,0,0,0,0,0,0,06085,420,1.0
06085504807,0,0,0,0,0,0,0,0,06085,422,1.0
06085504808,0,0,0,0,0,0,0,0,06085,,
06085504902,0,0,0,0,0,0,0,0,06085,413,1.0
06085504903,0,0,0,0,0,0,0,0,06085,,
06085505006,0,0,0,0,0,0,0,0,06085,406,0.1981738750687722
06085505006,0,0,0,0,0,0,0,0,06085,407,0.20478054446978033
06085505006,0,0,0,0,0,0,0,0,06085,408,0.20160802039837575
06085505006,0,0,0,0,0,0,0,0,06085,409,0.19593169955931317
06085505006,0,0,0,0,0,0,0,0,06085,410,0.19950586050375868
06085505007,0,0,0,0,0,0,0,0,06085,414,1.0
06085505010,0,0,0,0,0,0,0,0,06085,415,0.38422238598580966
06085505010,0,0,0,0,0,0,0,0,06085,416,0.24808395309582582
06085505010,0,0,0,0,0,0,0,0,06085,417,0.3676936609183645
06085505011,0,0,0,0,0,0,0,0,06085,,
06085505012,0,0,0,0,0,0,0,0,06085,,
06085505013,0,0,0,0,0,0,0,0,06085,,
06085505014,0,0,0,0,0,0,0,0,06085,,
06085505015,0,0,0,0,0,0,0,0,06085,411,0.7063387142951282
06085505015,0,0,0,0,0,0,0,0,06085,412,0.2936612857048718
06085505100,0,0,0,0,0,0,0,0,06085,434,0.49539433224286566
06085505100,0,0,0,0,0,0,0,0,06085,435,0.5046056677571343
06085505202,0,0,0,0,0,0,0,0,06085,429,0.19701219174037138
06085505202,0,0,0,0,0,0,0,0,06085,430,0.20836469363723686
06085505202,0,0,0,0,0,0,0,0,06085,431,0.197149259770144
06085505202,0,0,0,0,0,0,0,0,06085,432,0.20504568358108471
06085505202,0,0,0,0,0,0,0,0,06085,433,0.19242817127116288
06085505203,0,0,0,0,0,0,0,0,06085,543,1.0
06085505301,0,0,0,0,0,0,0,0,06085,443,1.0
06085505302,0,0,0,0,0,0,0,0,06085,438,1.0
06085505303,0,0,0,0,0,0,0,0,06085,437,1.0
06085505304,0,0,0,0,0,0,0,0,06085,442,1.0
06085505305,0,0,0,0,0,0,0,0,06085,444,1.0
06085505401,0,0,0,0,0,0,0,0,06085,441,1.0
06085505402,0,0,0,0,0,0,0,0,06085,439,1.0
06085505403,0,0,0,0,0,0,0,0,06085,440,1.0
06085505500,0,0,0,0,0,0,0,0,06085,436,1.0
06085505600,0,0,0,0,0,0,0,0,06085,545,1.0
06085505700,0,0,0,0,0,0,0,0,06085,544,1.0
06085505800,0,0,0,0,0,0,0,0,06085,466,1.0
06085505901,0,0,0,0,0,0,0,0,06085,465,1.0
06085505902,0,0,0,0,0,0,0,0,06085,,
06085506000,0,0,0,0,0,0,0,0,06085,464,1.0
06085506101,0,0,0,0,0,0,0,0,06085,461,1.0
06085506102,0,0,0,0,0,0,0,0,06085,463,1.0
06085506103,0,0,0,0,0,0,0,0,06085,462,1.0
06085506202,0,0,0,0,0,0,0,0,06085,476,1.0
06085506203,0,0,0,0,0,0,0,0,06085,478,1.0
06085506204,0,0,0,0,0,0,0,0,06085,477,1.0
