tract,hhwrks0_,hhwrks1_,hhwrks2_,hhwrks3p_,ownkidsyes_,rentkidsyes_,ownkidsno_,rentkidsno_,county_fips,taz,weight
06013322000,0,0,0,0,0,0,0,0,06013,1127,1.0
06013323000,0,0,0,0,0,0,0,0,06013,1128,1.0
06013324002,0,0,0,0,0,0,0,0,06013,1121,1.0
06013324003,0,0,0,0,0,0,0,0,06013,,
06013324004,0,0,0,0,0,0,0,0,06013,,
06013325000,0,0,0,0,0,0,0,0,06013,1129,1.0
06013326000,0,0,0,0,0,0,0,0,06013,1130,1.0
06013327001,0,0,0,0,0,0,0,0,06013,1122,1.0
06013327002,0,0,0,0,0,0,0,0,06013,,
06013328000,0,0,0,0,0,0,0,0,06013,1113,1.0
06013329000,0,0,0,0,0,0,0,0,06013,1112,1.0
06013330000,0,0,0,0,0,0,0,0,06013,1111,1.0
06013331000,0,0,0,0,0,0,0,0,06013,1110,1.0
06013332000,0,0,0,0,0,0,0,0,06013,1109,1.0
06013333101,0,0,0,0,0,0,0,0,06013,,
06013333102,0,0,0,0,0,0,0,0,06013,1099,1.0
06013333200,0,0,0,0,0,0,0,0,06013,1108,1.0
06013334001,0,0,0,0,0,0,0,0,06013,1107,1.0
06013334006,0,0,0,0,0,0,0,0,06013,1104,0.48519168866819207
06013334006,0,0,0,0,0,0,0,0,06013,1105,0.5148083113318078
06013334007,0,0,0,0,0,0,0,0,06013,1106,1.0
06013334008,0,0,0,0,0,0,0,0,06013,,
06013334200,0,0,0,0,0,0,0,0,06013,1147,0.5029626819209566
06013334200,0,0,0,0,0,0,0,0,06013,1162,0.4970373180790434
06013335000,0,0,0,0,0,0,0,0,06013,1116,1.0
06013336101,0,0,0,0,0,0,0,0,06013,1115,1.0
06013336103,0,0,0,0,0,0,0,0,06013,1114,1.0
06013336104,0,0,0,0,0,0,0,0,06013,,
06013336201,0,0,0,0,0,0,0,0,06013,1120,1.0
06013336202,0,0,0,0,0,0,0,0,06013,,
06013337100,0,0,0,0,0,0,0,0,06013,1117,1.0
06013337201,0,0,0,0,0,0,0,0,06013,,
06013337202,0,0,0,0,0,0,0,0,06013,1118,1.0
06013337300,0,0,0,0,0,0,0,0,06013,1138,1.0
06013338101,0,0,0,0,0,0,0,0,06013,,
06013338102,0,0,0,0,0,0,0,0,06013,1119,1.0
06013338201,0,0,0,0,0,0,0,0,06013,1137,1.0
06013338203,0,0,0,0,0,0,0,0,06013,1136,1.0
06013338204,0,0,0,0,0,0,0,0,06013,1135,1.0
06013338301,0,0,0,0,0,0,0,0,06013,1140,1.0
06013338302,0,0,0,0,0,0,0,0,06013,1141,1.0
06013339001,0,0,0,0,0,0,0,0,06013,1146,1.0
06013339003,0,0,0,0,0,0,0,0,06013,1145,1.0
06013339004,0,0,0,0,0,0,0,0,06013,,
06013340001,0,0,0,0,0,0,0,0,06013,1134,1.0
06013340003,0,0,0,0,0,0,0,0,06013,,
06013340004,0,0,0,0,0,0,0,0,06013,1133,1.0
06013341000,0,0,0,0,0,0,0,0,06013,1149,1.0
06013343001,0,0,0,0,0,0,0,0,06013,1144,1.0
06013343002,0,0,0,0,0,0,0,0,06013,1143,1.0
06013343003,0,0,0,0,0,0,0,0,06013,1142,1.0
06013345101,0,0,0,0,0,0,0,0,06013,1172,1.0
06013345102,0,0,0,0,0,0,0,0,06013,1173,1.0
06013345103,0,0,0,0,0,0,0,0,06013,1174,1.0
06013345105,0,0,0,0,0,0,0,0,06013,1169,1.0
06013345111,0,0,0,0,0,0,0,0,06013,,
06013345112,0,0,0,0,0,0,0,0,06013,1175,1.0
06013345113,0,0,0,0,0,0,0,0,06013,,
06013345114,0,0,0,0,0,0,0,0,06013,1167,1.0
06013345115,0,0,0,0,0,0,0,0,06013,1171,1.0
06013345116,0,0,0,0,0,0,0,0,06013,,
06013345117,0,0,0,0,0,0,0,0,06013,,
06013345118,0,0,0,0,0,0,0,0,06013,1168,1.0
06013345203,0,0,0,0,0,0,0,0,06013,1161,1.0
06013345204,0,0,0,0,0,0,0,0,06013,,
06013345205,0,0,0,0,0,0,0,0,06013,1170,1.0
06013345206,0,0,0,0,0,0,0,0,06013,,
06013346101,0,0,0,0,0,0,0,0,06013,1163,1.0
06013346102,0,0,0,0,0,0,0,0,06013,1164,1.0
06013346203,0,0,0,0,0,0,0,0,06013,,
06013346204,0,0,0,0,0,0,0,0,06013,1166,1.0
06013346205,0,0,0,0,0,0,0,0,06013,1165,1.0
06013346206,0,0,0,0,0,0,0,0,06013,,
06013347000,0,0,0,0,0,0,0,0,06013,1131,1.0
06013348000,0,0,0,0,0,0,0,0,06013,1132,1.0
06013349000,0,0,0,0,0,0,0,0,06013,1150,1.0
06013350000,0,0,0,0,0,0,0,0,06013,1152,1.0
06013351101,0,0,0,0,0,0,0,0,06013,,
06013351103,0,0,0,0,0,0,0,0,06013,1148,1.0
06013351104,0,0,0,0,0,0,0,0,06013,,
06013351105,0,0,0,0,0,0,0,0,06013,,
06013351200,0,0,0,0,0,0,0,0,06013,1151,1.0
06013352101,0,0,0,0,0,0,0,0,06013,1159,1.0
06013352102,0,0,0,0,0,0,0,0,06013,1160,1.0
06013352201,0,0,0,0,0,0,0,0,06013,1158,1.0
06013352202,0,0,0,0,0,0,0,0,06013,1157,1.0
06013353001,0,0,0,0,0,0,0,0,06013,1156,1.0
06013353002,0,0,0,0,0,0,0,0,06013,1153,1.0
06013354001,0,0,0,0,0,0,0,0,06013,1155,1.0
06013354002,0,0,0,0,0,0,0,0,06013,1154,1.0
06013355107,0,0,0,0,0,0,0,0,06013,1195,1.0
06013355109,0,0,0,0,0,0,0,0,06013,1186,1.0
06013355110,0,0,0,0,0,0,0,0,06013,,
06013355111,0,0,0,0,0,0,0,0,06013,,
06013355112,0,0,0,0,0,0,0,0,06013,1176,1.0
06013355113,0,0,0,0,0,0,0,0,06013,,
06013355115,0,0,0,0,0,0,0,0,06013,,
06013355118,0,0,0,0,0,0,0,0,06013,,
06013355119,0,0,0,0,0,0,0,0,06013,,
06013355120,0,0,0,0,0,0,0,0,06013,,
06013355121,0,0,0,0,0,0,0,0,06013,,
06013355122,0,0,0,0,0,0,0,0,06013,,
06013355123,0,0,0,0,0,0,0,0,06013,,
06013355124,0,0,0,0,0,0,0,0,06013,,
06013355125,0,0,0,0,0,0,0,0,06013,,
06013355126,0,0,0,0,0,0,0,0,06013,,
06013355201,0,0,0,0,0,0,0,0,06013,,
06013355202,0,0,0,0,0,0,0,0,06013,1098,1.0
06013355302,0,0,0,0,0,0,0,0,06013,1139,1.0
06013355306,0,0,0,0,0,0,0,0,06013,1102,0.500094710327848
06013355306,0,0,0,0,0,0,0,0,06013,1101,0.49990528967215203
06013355307,0,0,0,0,0,0,0,0,06013,1100,1.0
06013355308,0,0,0,0,0,0,0,0,06013,,
06013355309,0,0,0,0,0,0,0,0,06013,1103,1.0
06013355310,0,0,0,0,0,0,0,0,06013,,
06013356001,0,0,0,0,0,0,0,0,06013,1088,1.0
06013356002,0,0,0,0,0,0,0,0,06013,1087,1.0
06013357000,0,0,0,0,0,0,0,0,06013,1090,1.0
06013358000,0,0,0,0,0,0,0,0,06013,1089,1.0
06013359102,0,0,0,0,0,0,0,0,06013,1082,1.0
06013359103,0,0,0,0,0,0,0,0,06013,1083,1.0
06013359104,0,0,0,0,0,0,0,0,06013,,
06013359105,0,0,0,0,0,0,0,0,06013,,
06013359202,0,0,0,0,0,0,0,0,06013,1084,1.0
06013359203,0,0,0,0,0,0,0,0,06013,1086,1.0
06013359204,0,0,0,0,0,0,0,0,06013,1085,1.0
06013360101,0,0,0,0,0,0,0,0,06013,,
06013360102,0,0,0,0,0,0,0,0,06013,1079,1.0
06013360200,0,0,0,0,0,0,0,0,06013,1078,1.0
06013361000,0,0,0,0,0,0,0,0,06013,1077,1.0
06013362000,0,0,0,0,0,0,0,0,06013,1076,1.0
06013363000,0,0,0,0,0,0,0,0,06013,1074,1.0
06013364002,0,0,0,0,0,0,0,0,06013,1080,1.0
06013365002,0,0,0,0,0,0,0,0,06013,1068,1.0
06013365003,0,0,0,0,0,0,0,0,06013,,
06013366001,0,0,0,0,0,0,0,0,06013,1070,1.0
06013366002,0,0,0,0,0,0,0,0,06013,1071,1.0
06013367100,0,0,0,0,0,0,0,0,06013,1073,1.0
06013367200,0,0,0,0,0,0,0,0,06013,1072,1.0
06013368001,0,0,0,0,0,0,0,0,06013,1067,1.0
06013368002,0,0,0,0,0,0,0,0,06013,,
06013369001,0,0,0,0,0,0,0,0,06013,1066,1.0
06013369002,0,0,0,0,0,0,0,0,06013,1075,1.0
06013370000,0,0,0,0,0,0,0,0,06013,1054,1.0
06013371000,0,0,0,0,0,0,0,0,06013,1055,1.0
06013372000,0,0,0,0,0,0,0,0,06013,1065,1.0
06013373000,0,0,0,0,0,0,0,0,06013,1064,1.0
06013374000,0,0,0,0,0,0,0,0,06013,1056,1.0
06013375000,0,0,0,0,0,0,0,0,06013,1057,1.0
06013376000,0,0,0,0,0,0,0,0,06013,1063,1.0
06013377000,0,0,0,0,0,0,0,0,06013,1061,1.0
06013378000,0,0,0,0,0,0,0,0,06013,1062,1.0
06013379000,0,0,0,0,0,0,0,0,06013,1060,1.0
06013380001,0,0,0,0,0,0,0,0,06013,1059,1.0
06013380002,0,0,0,0,0,0,0,0,06013,,
06013381000,0,0,0,0,0,0,0,0,06013,1058,1.0
06013382000,0,0,0,0,0,0,0,0,06013,1050,1.0
06013383000,0,0,0,0,0,0,0,0,06013,1049,1.0
06013384000,0,0,0,0,0,0,0,0,06013,1053,1.0
06013385100,0,0,0,0,0,0,0,0,06013,1045,1.0
06013385200,0,0,0,0,0,0,0,0,06013,1052,1.0
06013386000,0,0,0,0,0,0,0,0,06013,1051,1.0
06013387000,0,0,0,0,0,0,0,0,06013,1047,1.0
06013388000,0,0,0,0,0,0,0,0,06013,1048,1.0
06013389100,0,0,0,0,0,0,0,0,06013,1041,1.0
06013389200,0,0,0,0,0,0,0,0,06013,1040,1.0
06013390100,0,0,0,0,0,0,0,0,06013,1046,1.0
06013390200,0,0,0,0,0,0,0,0,06013,1042,1.0
06013391000,0,0,0,0,0,0,0,0,06013,1043,1.0
06013392000,0,0,0,0,0,0,0,0,06013,1044,1.0
06013392201,0,0,0,0,0,0,0,0,06013,1069,1.0
06013392202,0,0,0,0,0,0,0,0,06013,1081,1.0
06013392300,0,0,0,0,0,0,0,0,06013,,
06013980000,0,0,0,0,0,0,0,0,06013,,
06013990000,0,0,0,0,0,0,0,0,06013,,
06041101100,0,0,0,0,0,0,0,0,06041,1404,1.0
06041101200,0,0,0,0,0,0,0,0,06041,1405,1.0
06041102100,0,0,0,0,0,0,0,0,06041,1413,1.0
06041102202,0,0,0,0,0,0,0,0,06041,1412,1.0
06041102203,0,0,0,0,0,0,0,0,06041,,
06041103100,0,0,0,0,0,0,0,0,06041,1414,1.0
06041103200,0,0,0,0,0,0,0,0,06041,1411,1.0
06041104102,0,0,0,0,0,0,0,0,06041,1410,1.0
06041104103,0,0,0,0,0,0,0,0,06041,1409,1.0
06041104104,0,0,0,0,0,0,0,0,06041,,
06041104200,0,0,0,0,0,0,0,0,06041,1408,1.0
06041104300,0,0,0,0,0,0,0,0,06041,1406,1.0
06041105001,0,0,0,0,0,0,0,0,06041,,
06041105002,0,0,0,0,0,0,0,0,06041,1407,1.0
06041106001,0,0,0,0,0,0,0,0,06041,1424,1.0
06041106002,0,0,0,0,0,0,0,0,06041,1425,1.0
06041107000,0,0,0,0,0,0,0,0,06041,1423,1.0
06041108100,0,0,0,0,0,0,0,0,06041,1422,1.0
06041108201,0,0,0,0,0,0,0,0,06041,,
06041108202,0,0,0,0,0,0,0,0,06041,1421,1.0
06041109001,0,0,0,0,0,0,0,0,06041,,
06041109002,0,0,0,0,0,0,0,0,06041,1431,1.0
06041110100,0,0,0,0,0,0,0,0,06041,1427,1.0
06041110200,0,0,0,0,0,0,0,0,06041,1426,1.0
06041111001,0,0,0,0,0,0,0,0,06041,,
06041111002,0,0,0,0,0,0,0,0,06041,1430,1.0
06041112100,0,0,0,0,0,0,0,0,06041,1429,1.0
06041112202,0,0,0,0,0,0,0,0,06041,1428,1.0
06041112203,0,0,0,0,0,0,0,0,06041,,
06041112204,0,0,0,0,0,0,0,0,06041,,
06041113000,0,0,0,0,0,0,0,0,06041,1418,1.0
06041114100,0,0,0,0,0,0,0,0,06041,1434,1.0
06041114200,0,0,0,0,0,0,0,0,06041,1419,1.0
06041115000,0,0,0,0,0,0,0,0,06041,1420,1.0
06041116000,0,0,0,0,0,0,0,0,06041,1433,1.0
06041117000,0,0,0,0,0,0,0,0,06041,1432,1.0
06041118100,0,0,0,0,0,0,0,0,06041,1435,1.0
06041119100,0,0,0,0,0,0,0,0,06041,1436,1.0
06041119201,0,0,0,0,0,0,0,0,06041,,
06041119202,0,0,0,0,0,0,0,0,06041,1437,1.0
06041120001,0,0,0,0,0,0,0,0,06041,,
06041120002,0,0,0,0,0,0,0,0,06041,1440,1.0
06041121100,0,0,0,0,0,0,0,0,06041,1441,1.0
06041121200,0,0,0,0,0,0,0,0,06041,1438,1.0
06041122000,0,0,0,0,0,0,0,0,06041,1439,1.0
06041123000,0,0,0,0,0,0,0,0,06041,1447,1.0
06041124100,0,0,0,0,0,0,0,0,06041,1445,1.0
06041124200,0,0,0,0,0,0,0,0,06041,1446,1.0
06041125000,0,0,0,0,0,0,0,0,06041,1444,1.0
06041126100,0,0,0,0,0,0,0,0,06041,1442,1.0
06041126200,0,0,0,0,0,0,0,0,06041,1443,1.0
06041127000,0,0,0,0,0,0,0,0,06041,1452,1.0
06041128100,0,0,0,0,0,0,0,0,06041,1450,1.0
06041128200,0,0,0,0,0,0,0,0,06041,1451,1.0
06041129000,0,0,0,0,0,0,0,0,06041,1449,1.0
06041130201,0,0,0,0,0,0,0,0,06041,,
06041130203,0,0,0,0,0,0,0,0,06041,,
06041130204,0,0,0,0,0,0,0,0,06041,1448,1.0
06041131100,0,0,0,0,0,0,0,0,06041,1417,0.500051219948011
06041131100,0,0,0,0,0,0,0,0,06041,1453,0.49994878005198895
06041132100,0,0,0,0,0,0,0,0,06041,1454,1.0
06041132200,0,0,0,0,0,0,0,0,06041,1416,1.0
06041133000,0,0,0,0,0,0,0,0,06041,1415,1.0
06041990100,0,0,0,0,0,0,0,0,06041,,
06055200201,0,0,0,0,0,0,0,0,06055,1301,1.0
06055200202,0,0,0,0,0,0,0,0,06055,1299,1.0
06055200203,0,0,0,0,0,0,0,0,06055,1300,1.0
06055200301,0,0,0,0,0,0,0,0,06055,1295,1.0
06055200302,0,0,0,0,0,0,0,0,06055,,
06055200400,0,0,0,0,0,0,0,0,06055,1296,1.0
06055200501,0,0,0,0,0,0,0,0,06055,1305,1.0
06055200503,0,0,0,0,0,0,0,0,06055,1298,1.0
06055200504,0,0,0,0,0,0,0,0,06055,1297,1.0
06055200505,0,0,0,0,0,0,0,0,06055,,
06055200601,0,0,0,0,0,0,0,0,06055,,
06055200602,0,0,0,0,0,0,0,0,06055,1306,1.0
06055200703,0,0,0,0,0,0,0,0,06055,1303,1.0
06055200704,0,0,0,0,0,0,0,0,06055,1304,1.0
06055200705,0,0,0,0,0,0,0,0,06055,,
06055200706,0,0,0,0,0,0,0,0,06055,1307,1.0
06055200707,0,0,0,0,0,0,0,0,06055,,
06055200802,0,0,0,0,0,0,0,0,06055,1293,1.0
06055200803,0,0,0,0,0,0,0,0,06055,1302,1.0
06055200804,0,0,0,0,0,0,0,0,06055,,
06055200900,0,0,0,0,0,0,0,0,06055,1294,1.0
06055201003,0,0,0,0,0,0,0,0,06055,1291,1.0
06055201004,0,0,0,0,0,0,0,0,06055,,
06055201005,0,0,0,0,0,0,0,0,06055,1292,1.0
06055201006,0,0,0,0,0,0,0,0,06055,,
06055201007,0,0,0,0,0,0,0,0,06055,,
06055201101,0,0,0,0,0,0,0,0,06055,,
06055201102,0,0,0,0,0,0,0,0,06055,1308,1.0
06055201200,0,0,0,0,0,0,0,0,06055,1309,1.0
06055201300,0,0,0,0,0,0,0,0,06055,1310,1.0
06055201401,0,0,0,0,0,0,0,0,06055,,
06055201402,0,0,0,0,0,0,0,0,06055,,
06055201403,0,0,0,0,0,0,0,0,06055,1311,1.0
06055201500,0,0,0,0,0,0,0,0,06055,1315,1.0
06055201601,0,0,0,0,0,0,0,0,06055,1314,1.0
06055201602,0,0,0,0,0,0,0,0,06055,,
06055201700,0,0,0,0,0,0,0,0,06055,1313,1.0
06055201800,0,0,0,0,0,0,0,0,06055,1312,1.0
06055201900,0,0,0,0,0,0,0,0,06055,1316,1.0
06055202000,0,0,0,0,0,0,0,0,06055,1317,1.0
06075010101,0,0,0,0,0,0,0,0,06075,41,1.0
06075010102,0,0,0,0,0,0,0,0,06075,,
06075010201,0,0,0,0,0,0,0,0,06075,,
06075010202,0,0,0,0,0,0,0,0,06075,40,1.0
06075010300,0,0,0,0,0,0,0,0,06075,39,1.0
06075010401,0,0,0,0,0,0,0,0,06075,,
06075010402,0,0,0,0,0,0,0,0,06075,38,1.0
06075010500,0,0,0,0,0,0,0,0,06075,22,0.49935004120044074
06075010500,0,0,0,0,0,0,0,0,06075,23,0.5006499587995592
06075010600,0,0,0,0,0,0,0,0,06075,37,1.0
06075010701,0,0,0,0,0,0,0,0,06075,36,1.0
06075010702,0,0,0,0,0,0,0,0,06075,,
06075010800,0,0,0,0,0,0,0,0,06075,35,1.0
06075010901,0,0,0,0,0,0,0,0,06075,34,1.0
06075010902,0,0,0,0,0,0,0,0,06075,,
06075011001,0,0,0,0,0,0,0,0,06075,,
06075011002,0,0,0,0,0,0,0,0,06075,33,1.0
06075011101,0,0,0,0,0,0,0,0,06075,32,1.0
06075011102,0,0,0,0,0,0,0,0,06075,,
06075011200,0,0,0,0,0,0,0,0,06075,28,1.0
06075011300,0,0,0,0,0,0,0,0,06075,27,1.0
06075011700,0,0,0,0,0,0,0,0,06075,1,0.1976128016522056
06075011700,0,0,0,0,0,0,0,0,06075,2,0.20449048171991294
06075011700,0,0,0,0,0,0,0,0,06075,3,0.2027126838676606
06075011700,0,0,0,0,0,0,0,0,06075,4,0.19831121500727533
06075011700,0,0,0,0,0,0,0,0,06075,5,0.1968728177529454
06075011800,0,0,0,0,0,0,0,0,06075,26,1.0
06075011901,0,0,0,0,0,0,0,0,06075,,
06075011902,0,0,0,0,0,0,0,0,06075,29,1.0
06075012001,0,0,0,0,0,0,0,0,06075,31,1.0
06075012002,0,0,0,0,0,0,0,0,06075,,
06075012100,0,0,0,0,0,0,0,0,06075,6,1.0
06075012202,0,0,0,0,0,0,0,0,06075,30,1.0
06075012203,0,0,0,0,0,0,0,0,06075,,
06075012204,0,0,0,0,0,0,0,0,06075,,
06075012301,0,0,0,0,0,0,0,0,06075,,
06075012302,0,0,0,0,0,0,0,0,06075,7,1.0
06075012403,0,0,0,0,0,0,0,0,06075,,
06075012404,0,0,0,0,0,0,0,0,06075,,
06075012405,0,0,0,0,0,0,0,0,06075,9,1.0
06075012406,0,0,0,0,0,0,0,0,06075,,
06075012502,0,0,0,0,0,0,0,0,06075,,
06075012503,0,0,0,0,0,0,0,0,06075,8,1.0
06075012504,0,0,0,0,0,0,0,0,06075,,
06075012601,0,0,0,0,0,0,0,0,06075,,
06075012602,0,0,0,0,0,0,0,0,06075,43,1.0
06075012700,0,0,0,0,0,0,0,0,06075,51,1.0
06075012801,0,0,0,0,0,0,0,0,06075,50,1.0
06075012802,0,0,0,0,0,0,0,0,06075,,
06075012901,0,0,0,0,0,0,0,0,06075,,
06075012902,0,0,0,0,0,0,0,0,06075,44,1.0
06075013001,0,0,0,0,0,0,0,0,06075,,
06075013002,0,0,0,0,0,0,0,0,06075,45,1.0
06075013101,0,0,0,0,0,0,0,0,06075,,
06075013102,0,0,0,0,0,0,0,0,06075,46,1.0
06075013200,0,0,0,0,0,0,0,0,06075,49,1.0
06075013300,0,0,0,0,0,0,0,0,06075,71,1.0
06075013401,0,0,0,0,0,0,0,0,06075,48,1.0
06075013402,0,0,0,0,0,0,0,0,06075,,
06075013500,0,0,0,0,0,0,0,0,06075,47,1.0
06075015100,0,0,0,0,0,0,0,0,06075,75,1.0
06075015201,0,0,0,0,0,0,0,0,06075,,
06075015202,0,0,0,0,0,0,0,0,06075,73,1.0
06075015300,0,0,0,0,0,0,0,0,06075,72,1.0
06075015401,0,0,0,0,0,0,0,0,06075,70,1.0
06075015402,0,0,0,0,0,0,0,0,06075,,
06075015500,0,0,0,0,0,0,0,0,06075,74,1.0
06075015600,0,0,0,0,0,0,0,0,06075,68,1.0
06075015701,0,0,0,0,0,0,0,0,06075,69,1.0
06075015702,0,0,0,0,0,0,0,0,06075,,
06075015801,0,0,0,0,0,0,0,0,06075,86,1.0
06075015802,0,0,0,0,0,0,0,0,06075,,
06075015900,0,0,0,0,0,0,0,0,06075,77,1.0
06075016000,0,0,0,0,0,0,0,0,06075,76,1.0
06075016101,0,0,0,0,0,0,0,0,06075,,
06075016102,0,0,0,0,0,0,0,0,06075,78,1.0
06075016200,0,0,0,0,0,0,0,0,06075,79,1.0
06075016300,0,0,0,0,0,0,0,0,06075,80,1.0
06075016400,0,0,0,0,0,0,0,0,06075,85,1.0
06075016500,0,0,0,0,0,0,0,0,06075,87,1.0
06075016601,0,0,0,0,0,0,0,0,06075,88,1.0
06075016602,0,0,0,0,0,0,0,0,06075,,
06075016700,0,0,0,0,0,0,0,0,06075,84,1.0
06075016801,0,0,0,0,0,0,0,0,06075,81,1.0
06075016802,0,0,0,0,0,0,0,0,06075,,
06075016900,0,0,0,0,0,0,0,0,06075,82,1.0
06075017000,0,0,0,0,0,0,0,0,06075,83,1.0
06075017101,0,0,0,0,0,0,0,0,06075,89,1.0
06075017102,0,0,0,0,0,0,0,0,06075,,
06075017602,0,0,0,0,0,0,0,0,06075,11,1.0
06075017603,0,0,0,0,0,0,0,0,06075,10,1.0
06075017604,0,0,0,0,0,0,0,0,06075,,
06075017700,0,0,0,0,0,0,0,0,06075,107,1.0
06075017801,0,0,0,0,0,0,0,0,06075,21,1.0
06075017803,0,0,0,0,0,0,0,0,06075,,
06075017804,0,0,0,0,0,0,0,0,06075,20,1.0
06075017903,0,0,0,0,0,0,0,0,06075,42,1.0
06075018000,0,0,0,0,0,0,0,0,06075,18,0.49827628807566454
06075018000,0,0,0,0,0,0,0,0,06075,19,0.5017237119243354
06075020101,0,0,0,0,0,0,0,0,06075,106,1.0
06075020102,0,0,0,0,0,0,0,0,06075,,
06075020201,0,0,0,0,0,0,0,0,06075,,
06075020202,0,0,0,0,0,0,0,0,06075,105,1.0
06075020300,0,0,0,0,0,0,0,0,06075,104,1.0
06075020401,0,0,0,0,0,0,0,0,06075,,
06075020402,0,0,0,0,0,0,0,0,06075,93,1.0
06075020500,0,0,0,0,0,0,0,0,06075,94,1.0
06075020601,0,0,0,0,0,0,0,0,06075,103,1.0
06075020602,0,0,0,0,0,0,0,0,06075,,
06075020701,0,0,0,0,0,0,0,0,06075,102,1.0
06075020702,0,0,0,0,0,0,0,0,06075,,
06075020801,0,0,0,0,0,0,0,0,06075,101,1.0
06075020802,0,0,0,0,0,0,0,0,06075,,
06075020900,0,0,0,0,0,0,0,0,06075,100,1.0
06075021000,0,0,0,0,0,0,0,0,06075,99,1.0
06075021100,0,0,0,0,0,0,0,0,06075,98,1.0
06075021200,0,0,0,0,0,0,0,0,06075,95,1.0
06075021300,0,0,0,0,0,0,0,0,06075,96,1.0
06075021400,0,0,0,0,0,0,0,0,06075,97,1.0
06075021500,0,0,0,0,0,0,0,0,06075,128,1.0
06075021600,0,0,0,0,0,0,0,0,06075,129,1.0
06075021700,0,0,0,0,0,0,0,0,06075,130,1.0
06075021800,0,0,0,0,0,0,0,0,06075,127,1.0
06075022600,0,0,0,0,0,0,0,0,06075,111,1.0
06075022702,0,0,0,0,0,0,0,0,06075,112,1.0
06075022704,0,0,0,0,0,0,0,0,06075,114,1.0
06075022801,0,0,0,0,0,0,0,0,06075,116,1.0
06075022802,0,0,0,0,0,0,0,0,06075,115,1.0
06075022803,0,0,0,0,0,0,0,0,06075,117,1.0
06075022901,0,0,0,0,0,0,0,0,06075,118,1.0
06075022902,0,0,0,0,0,0,0,0,06075,119,1.0
06075022903,0,0,0,0,0,0,0,0,06075,120,1.0
06075023001,0,0,0,0,0,0,0,0,06075,139,1.0
06075023003,0,0,0,0,0,0,0,0,06075,140,1.0
06075023102,0,0,0,0,0,0,0,0,06075,144,1.0
06075023103,0,0,0,0,0,0,0,0,06075,145,1.0
06075023200,0,0,0,0,0,0,0,0,06075,147,1.0
06075023300,0,0,0,0,0,0,0,0,06075,150,1.0
06075023400,0,0,0,0,0,0,0,0,06075,148,1.0
06075025100,0,0,0,0,0,0,0,0,06075,121,1.0
06075025200,0,0,0,0,0,0,0,0,06075,122,1.0
06075025300,0,0,0,0,0,0,0,0,06075,123,1.0
06075025401,0,0,0,0,0,0,0,0,06075,124,1.0
06075025402,0,0,0,0,0,0,0,0,06075,125,1.0
06075025403,0,0,0,0,0,0,0,0,06075,126,1.0
06075025501,0,0,0,0,0,0,0,0,06075,,
06075025502,0,0,0,0,0,0,0,0,06075,134,1.0
06075025600,0,0,0,0,0,0,0,0,06075,137,1.0
06075025701,0,0,0,0,0,0,0,0,06075,138,1.0
06075025702,0,0,0,0,0,0,0,0,06075,,
06075025800,0,0,0,0,0,0,0,0,06075,151,1.0
06075025900,0,0,0,0,0,0,0,0,06075,152,1.0
06075026001,0,0,0,0,0,0,0,0,06075,135,1.0
06075026002,0,0,0,0,0,0,0,0,06075,136,1.0
06075026003,0,0,0,0,0,0,0,0,06075,160,1.0
06075026004,0,0,0,0,0,0,0,0,06075,161,1.0
06075026100,0,0,0,0,0,0,0,0,06075,165,1.0
06075026201,0,0,0,0,0,0,0,0,06075,164,1.0
06075026202,0,0,0,0,0,0,0,0,06075,,
06075026301,0,0,0,0,0,0,0,0,06075,162,1.0
06075026302,0,0,0,0,0,0,0,0,06075,159,1.0
06075026303,0,0,0,0,0,0,0,0,06075,163,1.0
06075026401,0,0,0,0,0,0,0,0,06075,155,1.0
06075026402,0,0,0,0,0,0,0,0,06075,153,1.0
06075026403,0,0,0,0,0,0,0,0,06075,154,1.0
06075026404,0,0,0,0,0,0,0,0,06075,156,1.0
06075030101,0,0,0,0,0,0,0,0,06075,90,1.0
06075030102,0,0,0,0,0,0,0,0,06075,91,1.0
06075030201,0,0,0,0,0,0,0,0,06075,176,1.0
06075030202,0,0,0,0,0,0,0,0,06075,175,1.0
06075030301,0,0,0,0,0,0,0,0,06075,174,1.0
06075030302,0,0,0,0,0,0,0,0,06075,173,1.0
06075030400,0,0,0,0,0,0,0,0,06075,172,1.0
06075030500,0,0,0,0,0,0,0,0,06075,92,1.0
06075030600,0,0,0,0,0,0,0,0,06075,171,1.0
06075030700,0,0,0,0,0,0,0,0,06075,131,1.0
06075030800,0,0,0,0,0,0,0,0,06075,170,1.0
06075030900,0,0,0,0,0,0,0,0,06075,169,1.0
06075031000,0,0,0,0,0,0,0,0,06075,132,1.0
06075031100,0,0,0,0,0,0,0,0,06075,133,1.0
06075031201,0,0,0,0,0,0,0,0,06075,166,1.0
06075031202,0,0,0,0,0,0,0,0,06075,,
06075031301,0,0,0,0,0,0,0,0,06075,,
06075031302,0,0,0,0,0,0,0,0,06075,168,1.0
06075031401,0,0,0,0,0,0,0,0,06075,,
06075031402,0,0,0,0,0,0,0,0,06075,167,1.0
06075032601,0,0,0,0,0,0,0,0,06075,,
06075032602,0,0,0,0,0,0,0,0,06075,177,1.0
06075032700,0,0,0,0,0,0,0,0,06075,178,1.0
06075032801,0,0,0,0,0,0,0,0,06075,,
06075032802,0,0,0,0,0,0,0,0,06075,185,1.0
