tract,gq_inst_m_0017,gq_noninst_m_0017_univ,gq_noninst_m_0017_mil,gq_noninst_m_0017_oth,gq_inst_m_1864,gq_noninst_m_1864_univ,gq_noninst_m_1864_mil,gq_noninst_m_1864_oth,gq_inst_m_65p,gq_noninst_m_65p_univ,gq_noninst_m_65p_mil,gq_noninst_m_65p_oth,gq_inst_f_0017,gq_noninst_f_0017_univ,gq_noninst_f_0017_mil,gq_noninst_f_0017_oth,gq_inst_f_1864,gq_noninst_f_1864_univ,gq_noninst_f_1864_mil,gq_noninst_f_1864_oth,gq_inst_f_65p,gq_noninst_f_65p_univ,gq_noninst_f_65p_mil,gq_noninst_f_65p_oth,county_fips,County_Name
06041108201,0,0,0,0,2,0,0,8,12,0,0,3,0,0,0,0,0,0,0,3,34,0,0,4,041,Marin
06041108202,0,0,0,2,0,15,0,13,5,0,0,32,0,0,0,0,0,9,0,2,3,0,0,93,041,Marin
06041109001,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,15,0,0,0,0,041,Marin
06041109002,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,041,Marin
06041110100,6,0,0,12,15,112,0,25,27,0,0,1,1,0,0,13,6,373,0,40,26,0,0,25,041,Marin
06041110200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041111001,0,0,0,0,0,0,0,106,0,0,0,12,0,0,0,1,0,0,0,28,0,0,0,7,041,Marin
06041111002,0,0,0,1,1,0,0,26,19,0,0,6,0,0,0,1,1,0,0,3,29,0,0,4,041,Marin
06041112100,0,0,0,1,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,041,Marin
06041112202,0,0,0,1,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,3,041,Marin
06041112203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041112204,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,041,Marin
06041113000,3,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,041,Marin
06041114100,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,041,Marin
06041114200,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,041,Marin
06041115000,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,4,0,9,0,0,0,5,041,Marin
06055200201,1,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,1,055,Napa
06055200302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055200202,0,0,0,0,157,0,0,16,8,0,0,11,0,0,0,0,29,0,0,21,2,0,0,9,055,Napa
06055200203,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,1,0,0,0,20,0,0,0,4,055,Napa
06055200301,0,0,0,0,0,0,0,57,0,0,0,13,0,0,0,1,0,0,0,20,0,0,0,13,055,Napa
06055200400,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,055,Napa
06055200501,0,0,0,1,1,0,0,2,9,0,0,0,0,0,0,2,0,0,0,4,28,0,0,0,055,Napa
06055200503,7,0,0,1,3,0,0,706,0,0,0,36,11,0,0,0,3,0,0,240,0,0,0,16,055,Napa
06055200504,0,0,0,3,27,0,0,3,58,0,0,1,0,0,0,0,10,0,0,8,133,0,0,4,055,Napa
06055200505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055200601,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,055,Napa
06055200602,0,0,0,0,9,0,0,4,20,0,0,1,0,0,0,0,0,0,0,0,48,0,0,4,055,Napa
06055200703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055200704,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,055,Napa
06055200705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055200706,0,8,0,0,0,6,0,0,0,1,0,4,0,13,0,0,0,6,0,1,0,0,0,5,055,Napa
06055200707,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,055,Napa
06055200802,0,0,0,1,1,0,0,15,111,0,0,2,0,0,0,5,1,0,0,2,229,0,0,0,055,Napa
06055200803,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,055,Napa
06055200804,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,055,Napa
06055200900,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,055,Napa
06055201003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055201004,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,055,Napa
06055201005,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,055,Napa
06055201006,0,0,0,1,0,0,0,11,0,0,0,9,0,0,0,2,0,0,0,12,0,0,0,10,055,Napa
06055201007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055201101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055201102,0,0,0,1,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,055,Napa
06055201200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055201300,0,0,0,0,7,0,0,29,587,0,0,345,0,0,0,0,4,0,0,2,473,0,0,87,055,Napa
06055201401,0,0,0,1,0,0,0,58,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,055,Napa
06055201402,0,0,0,1,0,0,0,5,0,0,0,8,8,0,0,0,3,0,0,1,0,0,0,4,055,Napa
06055201403,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,3,055,Napa
06055201500,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,055,Napa
06055201601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055,Napa
06055201602,0,0,0,0,0,13,0,15,0,2,0,3,0,0,0,0,0,6,0,5,0,0,0,1,055,Napa
06055201700,0,0,0,0,20,251,0,68,44,1,0,0,0,1,0,0,26,312,0,33,87,0,0,8,055,Napa
06055201800,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,055,Napa
06055201900,0,0,0,0,0,0,0,64,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,5,055,Napa
06055202000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,055,Napa
06075020402,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,075,San Francisco
06075020202,0,0,0,4,0,0,0,23,0,0,0,5,0,0,0,1,0,0,0,10,0,0,0,0,075,San Francisco
06075020300,0,0,0,1,0,0,0,16,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,075,San Francisco
06075020401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075020500,0,0,0,1,1,0,0,1,3,0,0,4,2,0,0,3,2,0,0,5,2,0,0,0,075,San Francisco
06075020601,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,075,San Francisco
06075020602,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,075,San Francisco
06075020701,0,0,0,2,0,0,0,15,0,0,0,3,0,0,0,5,0,0,0,34,0,0,0,2,075,San Francisco
06075020702,0,0,0,3,0,0,0,22,0,0,0,4,0,0,0,10,0,0,0,28,0,0,0,1,075,San Francisco
06075020801,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,9,0,0,0,6,075,San Francisco
06075020802,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,075,San Francisco
06075020900,0,0,0,0,0,20,0,39,0,0,0,4,0,0,0,0,0,7,0,13,0,0,0,0,075,San Francisco
06075021000,0,0,0,1,0,0,0,78,0,0,0,10,0,0,0,1,0,0,0,14,0,0,0,12,075,San Francisco
06075021100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075021200,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,075,San Francisco
06075021300,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,1,075,San Francisco
06075021400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075021500,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,2,075,San Francisco
06075021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075022903,0,0,0,6,0,0,0,14,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,075,San Francisco
06075023001,0,0,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,075,San Francisco
06075023003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075023102,0,0,0,4,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,075,San Francisco
06075023103,0,0,0,1,0,0,0,14,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0,0,075,San Francisco
06075023200,0,0,0,9,0,0,0,99,0,0,0,13,0,0,0,8,0,0,0,50,0,0,0,5,075,San Francisco
06075023300,0,0,0,8,0,0,0,57,0,0,0,2,0,0,0,3,0,0,0,31,0,0,0,5,075,San Francisco
06075023400,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,1,075,San Francisco
06075025100,0,0,0,2,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,24,0,0,0,0,075,San Francisco
06075025200,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,4,075,San Francisco
06075021700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075021800,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,075,San Francisco
06075022600,0,0,0,0,0,272,0,13,0,0,0,1,0,0,0,0,0,278,0,10,0,1,0,0,075,San Francisco
06075022702,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,075,San Francisco
06075022704,0,0,0,2,0,0,0,31,0,0,0,8,0,0,0,1,0,0,0,16,0,0,0,4,075,San Francisco
06075022801,0,0,0,3,0,0,0,126,0,0,0,12,0,0,0,4,0,0,0,40,0,0,0,1,075,San Francisco
06075022802,3,0,0,0,76,0,0,56,18,0,0,24,2,0,0,0,28,0,0,47,14,0,0,4,075,San Francisco
06075022803,0,0,0,0,1,0,0,21,7,0,0,4,0,0,0,0,5,0,0,3,11,0,0,0,075,San Francisco
06075022901,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,075,San Francisco
06075022902,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,075,San Francisco
06075016400,0,0,0,0,5,0,0,18,48,0,0,0,0,0,0,2,1,0,0,6,102,0,0,2,075,San Francisco
06075016500,25,0,0,9,0,17,0,45,0,0,0,2,20,0,0,24,1,7,0,36,0,0,0,4,075,San Francisco
06075016601,0,0,0,5,0,8,0,22,0,0,0,10,0,0,0,0,0,11,0,9,0,0,0,7,075,San Francisco
06075016602,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,075,San Francisco
06075016700,0,0,0,0,0,0,0,42,0,0,0,5,0,0,0,1,0,0,0,12,0,0,0,4,075,San Francisco
06075016801,2,0,0,3,79,0,0,18,3,0,0,2,0,0,0,6,43,0,0,12,9,0,0,1,075,San Francisco
06075016802,0,0,0,16,0,0,0,136,0,0,0,4,0,0,0,4,0,0,0,19,0,0,0,3,075,San Francisco
06075016900,0,0,0,1,0,0,0,15,1,0,0,4,0,0,0,0,1,0,0,8,4,0,0,2,075,San Francisco
06075017000,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,3,075,San Francisco
06075017101,0,0,0,1,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,3,075,San Francisco
06075017102,0,0,0,2,0,0,0,36,0,0,0,3,0,0,0,3,0,0,0,35,0,0,0,8,075,San Francisco
06075017602,0,0,0,1,0,0,0,334,0,0,0,30,0,0,0,4,0,0,0,80,0,0,0,17,075,San Francisco
06075017603,0,0,0,3,0,163,0,247,0,0,0,50,0,3,0,9,0,161,0,79,0,0,0,14,075,San Francisco
06075017604,0,0,0,13,0,0,0,441,0,0,0,37,0,0,0,14,0,0,0,134,0,0,0,15,075,San Francisco
06075017700,0,0,0,12,0,0,0,417,0,0,0,95,0,0,0,2,0,0,0,201,0,0,0,6,075,San Francisco
06075017801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075017803,0,0,0,1,0,0,0,81,0,0,0,10,0,0,0,0,0,0,0,91,0,0,0,3,075,San Francisco
06075015702,0,0,0,0,3,0,0,10,0,0,0,1,1,0,0,0,0,0,0,30,0,0,0,0,075,San Francisco
06075015600,0,0,0,5,0,0,0,11,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,6,075,San Francisco
06075015701,0,1,0,3,0,757,0,16,0,0,0,18,0,0,0,0,0,1375,0,12,0,1,0,31,075,San Francisco
06075015801,0,0,0,4,0,0,0,19,0,0,0,32,0,0,0,4,0,0,0,12,0,0,0,25,075,San Francisco
06075015802,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,075,San Francisco
06075015900,0,0,0,2,0,0,0,12,22,0,0,81,0,0,0,1,0,0,0,10,55,0,0,130,075,San Francisco
06075016000,0,0,0,3,0,0,0,204,0,0,0,12,0,0,0,0,0,0,0,148,0,0,0,5,075,San Francisco
06075016101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075016102,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,075,San Francisco
06075016200,1,0,0,0,44,0,0,30,24,0,0,10,1,0,0,1,45,0,0,18,24,0,0,5,075,San Francisco
06075016300,0,0,0,5,0,0,0,17,0,0,0,31,0,0,0,3,0,0,0,1,0,0,0,1,075,San Francisco
06075017804,0,0,0,4,0,7,0,232,0,0,0,55,0,1,0,4,0,13,0,137,0,0,0,21,075,San Francisco
06075017903,3,0,0,0,3,0,52,303,0,0,0,96,6,0,0,0,2,0,16,130,0,0,0,40,075,San Francisco
06075018000,1,0,0,4,751,0,0,290,8,0,0,21,0,0,0,0,61,0,0,142,4,0,0,4,075,San Francisco
06075020101,0,0,0,9,0,0,0,216,0,0,0,15,0,0,0,1,0,0,0,63,0,0,0,9,075,San Francisco
06075020102,0,0,0,1,0,0,0,251,0,0,0,64,0,0,0,0,0,0,0,89,0,0,0,10,075,San Francisco
06075020201,5,0,0,8,7,0,0,40,16,0,0,9,9,0,0,1,1,0,0,17,7,0,0,2,075,San Francisco
06075031202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075031301,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075031302,0,0,0,2,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,2,075,San Francisco
06075031401,0,0,0,2,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,24,075,San Francisco
06075031402,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,075,San Francisco
06075032601,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,075,San Francisco
06075032602,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,3,0,0,0,3,0,0,0,83,075,San Francisco
06075032700,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,075,San Francisco
06075032801,0,0,0,0,1,0,0,1,36,0,0,3,0,0,0,1,0,0,0,1,70,0,0,1,075,San Francisco
06075032802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075032901,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,075,San Francisco
06075032902,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,075,San Francisco
06075033001,0,0,0,4,1,0,0,6,4,0,0,1,0,0,0,2,4,0,0,2,7,0,0,4,075,San Francisco
06075033002,0,0,0,2,3,0,0,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,4,075,San Francisco
06075033100,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,075,San Francisco
06075033201,0,0,0,1,0,276,0,30,0,0,0,3,0,0,0,0,0,298,0,14,0,0,0,4,075,San Francisco
06075033203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075033204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075035101,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,075,San Francisco
06075035102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075035201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075035202,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,075,San Francisco
06075035300,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,2,075,San Francisco
06075035400,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,075,San Francisco
06075040100,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,075,San Francisco
06075040200,0,0,0,0,0,0,0,42,0,0,0,4,0,0,0,2,0,0,0,23,0,0,0,0,075,San Francisco
06075042601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075042602,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,5,075,San Francisco
06075042700,0,0,0,1,0,0,0,24,0,0,0,5,0,0,0,3,0,0,0,17,0,0,0,4,075,San Francisco
06075042800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075045100,0,0,0,0,0,33,0,3,0,0,0,1,0,0,0,0,0,56,0,6,0,0,0,1,075,San Francisco
06075045201,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,075,San Francisco
06075045202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075047600,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,075,San Francisco
06075047701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075047702,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,075,San Francisco
06075047801,8,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,075,San Francisco
06075047802,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,5,075,San Francisco
06075010101,0,0,0,0,0,0,0,57,0,0,0,3,0,0,0,2,0,0,0,10,0,0,0,0,075,San Francisco
06075010102,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,075,San Francisco
06075010201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075010202,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,3,075,San Francisco
06075010300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075010401,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,075,San Francisco
06075010402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075010500,0,0,0,2,0,0,0,37,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,075,San Francisco
06075010600,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,15,075,San Francisco
06075010701,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,56,075,San Francisco
06075010702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075010901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075010902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075011001,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,075,San Francisco
06075011002,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,075,San Francisco
06075011101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075011102,0,0,0,0,18,0,0,22,82,0,0,16,0,0,0,0,9,0,0,7,44,0,0,2,075,San Francisco
06075011200,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,1,075,San Francisco
06075011300,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,9,075,San Francisco
06075011700,0,0,0,0,0,15,0,100,0,0,0,17,0,0,0,2,0,12,0,38,0,0,0,4,075,San Francisco
06075011800,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075011901,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,075,San Francisco
06075011902,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,075,San Francisco
06075012001,0,0,0,0,0,7,0,13,0,0,0,15,0,0,0,3,0,7,0,11,0,0,0,32,075,San Francisco
06075012002,0,0,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,3,075,San Francisco
06075012100,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,075,San Francisco
06075012202,0,0,0,2,0,0,0,102,0,0,0,28,0,0,0,0,0,0,0,56,0,0,0,17,075,San Francisco
06075012302,0,0,0,0,0,16,0,55,0,0,0,11,0,0,0,0,0,23,0,14,0,0,0,1,075,San Francisco
06075012203,0,0,0,1,0,0,0,49,0,0,0,29,0,0,0,0,0,0,0,28,0,0,0,2,075,San Francisco
06075012204,0,0,0,2,0,0,0,17,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,075,San Francisco
06075012301,0,0,0,10,0,0,0,597,0,0,0,23,0,0,0,3,0,0,0,230,0,0,0,5,075,San Francisco
06075012403,0,0,0,3,0,10,0,77,0,1,0,8,0,0,0,2,0,10,0,7,0,0,0,2,075,San Francisco
06075012404,0,0,0,2,0,0,0,252,0,0,0,12,0,0,0,1,0,0,0,102,0,0,0,6,075,San Francisco
06075012405,0,0,0,31,0,75,0,246,0,0,0,19,0,0,0,20,0,77,0,104,0,0,0,9,075,San Francisco
06075012406,0,0,0,8,0,0,0,128,0,0,0,21,0,0,0,8,0,0,0,39,0,0,0,3,075,San Francisco
06075012502,0,0,0,0,7,0,0,431,6,0,0,46,0,0,0,4,1,0,0,202,7,0,0,12,075,San Francisco
06075012503,0,0,0,0,0,0,0,437,0,0,0,41,0,0,0,0,0,0,0,201,0,0,0,11,075,San Francisco
06075012504,0,0,0,1,0,0,0,934,0,0,0,55,0,0,0,13,0,0,0,524,0,0,0,22,075,San Francisco
06075012601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075012602,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,075,San Francisco
06075012700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075012801,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,075,San Francisco
06075012802,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,075,San Francisco
06075012901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075012902,0,0,0,0,2,19,0,0,5,0,0,0,0,0,0,0,3,15,0,0,11,0,0,0,075,San Francisco
06075013001,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,075,San Francisco
06075015401,3,0,0,0,0,0,0,3,44,0,0,0,3,0,0,1,0,0,0,2,75,0,0,0,075,San Francisco
06075015402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075015500,0,0,0,0,2,0,0,24,60,0,0,10,0,0,0,1,0,0,0,18,140,0,0,1,075,San Francisco
06075013002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,075,San Francisco
06075013101,0,0,0,0,0,22,0,4,0,0,0,1,0,0,0,0,0,18,0,5,0,0,0,0,075,San Francisco
06075013102,0,0,0,2,0,8,0,2,0,0,0,2,0,0,0,2,0,36,0,10,0,0,0,0,075,San Francisco
06075013200,0,0,0,1,0,6,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,075,San Francisco
06075013300,0,0,0,0,2,0,0,7,2,0,0,1,0,0,0,2,2,0,0,7,0,0,0,2,075,San Francisco
06075013401,0,0,0,0,1,0,0,8,9,0,0,1,0,0,0,1,1,0,0,1,13,0,0,1,075,San Francisco
06075013402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,075,San Francisco
06075013500,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,075,San Francisco
