,county,grouping,universe,share,dataset
261,San Mateo,"Total: Car, truck, or van - carpooled: Service occupations",8678,0.765379245504345,2023 ACS 1 Year
262,San Mateo,"Total: Car, truck, or van - carpooled: Sales and office occupations",5257,0.4636550695570802,2023 ACS 1 Year
263,San Mateo,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",2618,0.23090145940658854,2023 ACS 1 Year
264,San Mateo,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",2839,0.25039314104480703,2023 ACS 1 Year
265,San Mateo,"Total: Car, truck, or van - carpooled: Military specific occupations",0,0.0,2023 ACS 1 Year
266,San Mateo,Total: Public transportation (excluding taxicab):,20563,1.8136083688990376,2023 ACS 1 Year
267,San Mateo,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",10149,0.8951179952320347,2023 ACS 1 Year
268,San Mateo,Total: Public transportation (excluding taxicab): Service occupations,4992,0.4402826911221123,2023 ACS 1 Year
269,San Mateo,Total: Public transportation (excluding taxicab): Sales and office occupations,3068,0.2705904039187982,2023 ACS 1 Year
270,San Mateo,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",909,0.08017166791466349,2023 ACS 1 Year
271,San Mateo,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",1445,0.12744561071142874,2023 ACS 1 Year
272,San Mateo,Total: Public transportation (excluding taxicab): Military specific occupations,0,0.0,2023 ACS 1 Year
273,San Mateo,Total: Walked:,9126,0.8048917947076115,2023 ACS 1 Year
274,San Mateo,"Total: Walked: Management, business, science, and arts occupations",4030,0.3554365475204552,2023 ACS 1 Year
275,San Mateo,Total: Walked: Service occupations,2100,0.18521507439031168,2023 ACS 1 Year
276,San Mateo,Total: Walked: Sales and office occupations,1386,0.12224194909760569,2023 ACS 1 Year
277,San Mateo,"Total: Walked: Natural resources, construction, and maintenance occupations",482,0.04251126945530011,2023 ACS 1 Year
278,San Mateo,"Total: Walked: Production, transportation, and material moving occupations",1057,0.09322492077645687,2023 ACS 1 Year
279,San Mateo,Total: Walked: Military specific occupations,71,0.006262033467481966,2023 ACS 1 Year
280,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means:",11398,1.0052768656670346,2023 ACS 1 Year
281,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",5776,0.5094296522278287,2023 ACS 1 Year
282,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",3154,0.2781754022033538,2023 ACS 1 Year
283,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",1690,0.1490540360569651,2023 ACS 1 Year
284,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",117,0.010319125573174508,2023 ACS 1 Year
285,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",661,0.058298649605712384,2023 ACS 1 Year
286,San Mateo,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
287,San Mateo,Total: Worked from home:,69928,6.167485581888435,2023 ACS 1 Year
288,San Mateo,"Total: Worked from home: Management, business, science, and arts occupations",51124,4.5090168872049015,2023 ACS 1 Year
289,San Mateo,Total: Worked from home: Service occupations,5275,0.4652426273375686,2023 ACS 1 Year
290,San Mateo,Total: Worked from home: Sales and office occupations,10273,0.9060545043865104,2023 ACS 1 Year
291,San Mateo,"Total: Worked from home: Natural resources, construction, and maintenance occupations",1040,0.09172556065044006,2023 ACS 1 Year
292,San Mateo,"Total: Worked from home: Production, transportation, and material moving occupations",2216,0.1954460023090146,2023 ACS 1 Year
293,San Mateo,Total: Worked from home: Military specific occupations,0,0.0,2023 ACS 1 Year
295,Santa Clara,"Total: Management, business, science, and arts occupations",585814,19.885915011979467,2023 ACS 1 Year
296,Santa Clara,Total: Service occupations,131878,4.476701990648616,2023 ACS 1 Year
297,Santa Clara,Total: Sales and office occupations,138959,4.717072081154862,2023 ACS 1 Year
298,Santa Clara,"Total: Natural resources, construction, and maintenance occupations",50203,1.7041801516290243,2023 ACS 1 Year
299,Santa Clara,"Total: Production, transportation, and material moving occupations",74680,2.5350710858645007,2023 ACS 1 Year
300,Santa Clara,Total: Military specific occupations,424,0.014393012056863259,2023 ACS 1 Year
301,Santa Clara,"Total: Car, truck, or van - drove alone:",644885,21.89112636860911,2023 ACS 1 Year
302,Santa Clara,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",368792,12.518933260553574,2023 ACS 1 Year
303,Santa Clara,"Total: Car, truck, or van - drove alone: Service occupations",86361,2.931591778874453,2023 ACS 1 Year
304,Santa Clara,"Total: Car, truck, or van - drove alone: Sales and office occupations",96879,3.28863352607749,2023 ACS 1 Year
305,Santa Clara,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",38735,1.3148899104306566,2023 ACS 1 Year
306,Santa Clara,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",53694,1.8226848806160754,2023 ACS 1 Year
307,Santa Clara,"Total: Car, truck, or van - drove alone: Military specific occupations",424,0.014393012056863259,2023 ACS 1 Year
308,Santa Clara,"Total: Car, truck, or van - carpooled:",101704,3.4524219297906154,2023 ACS 1 Year
309,Santa Clara,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",46538,1.5797688563733547,2023 ACS 1 Year
310,Santa Clara,"Total: Car, truck, or van - carpooled: Service occupations",20972,0.7119109642842837,2023 ACS 1 Year
311,Santa Clara,"Total: Car, truck, or van - carpooled: Sales and office occupations",15860,0.5383801208062531,2023 ACS 1 Year
312,Santa Clara,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",6958,0.23619475917843058,2023 ACS 1 Year
313,Santa Clara,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",11376,0.3861672291482935,2023 ACS 1 Year
314,Santa Clara,"Total: Car, truck, or van - carpooled: Military specific occupations",0,0.0,2023 ACS 1 Year
315,Santa Clara,Total: Public transportation (excluding taxicab):,28329,0.961650090940753,2023 ACS 1 Year
316,Santa Clara,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",17093,0.5802352714338767,2023 ACS 1 Year
317,Santa Clara,Total: Public transportation (excluding taxicab): Service occupations,4634,0.15730475913090647,2023 ACS 1 Year
318,Santa Clara,Total: Public transportation (excluding taxicab): Sales and office occupations,2824,0.09586289162401379,2023 ACS 1 Year
319,Santa Clara,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",1295,0.043959789183108305,2023 ACS 1 Year
320,Santa Clara,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",2483,0.08428737956884781,2023 ACS 1 Year
321,Santa Clara,Total: Public transportation (excluding taxicab): Military specific occupations,0,0.0,2023 ACS 1 Year
322,Santa Clara,Total: Walked:,20095,0.6821405124591208,2023 ACS 1 Year
323,Santa Clara,"Total: Walked: Management, business, science, and arts occupations",9955,0.3379302712879098,2023 ACS 1 Year
324,Santa Clara,Total: Walked: Service occupations,4484,0.1522128916579596,2023 ACS 1 Year
325,Santa Clara,Total: Walked: Sales and office occupations,3696,0.12546361453341182,2023 ACS 1 Year
326,Santa Clara,"Total: Walked: Natural resources, construction, and maintenance occupations",555,0.01883990964990356,2023 ACS 1 Year
327,Santa Clara,"Total: Walked: Production, transportation, and material moving occupations",1405,0.04769382532993604,2023 ACS 1 Year
328,Santa Clara,Total: Walked: Military specific occupations,0,0.0,2023 ACS 1 Year
329,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means:",26259,0.8913823198140858,2023 ACS 1 Year
330,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",18708,0.6350577112259383,2023 ACS 1 Year
331,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",3619,0.12284978923063239,2023 ACS 1 Year
332,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",2579,0.08754617475153384,2023 ACS 1 Year
333,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",163,0.00553316265393564,2023 ACS 1 Year
334,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",1190,0.04039548195204547,2023 ACS 1 Year
335,Santa Clara,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
336,Santa Clara,Total: Worked from home:,160686,5.454612111719646,2023 ACS 1 Year
337,Santa Clara,"Total: Worked from home: Management, business, science, and arts occupations",124728,4.233989641104813,2023 ACS 1 Year
338,Santa Clara,Total: Worked from home: Service occupations,11808,0.4008318074703806,2023 ACS 1 Year
339,Santa Clara,Total: Worked from home: Sales and office occupations,17121,0.58118575336216,2023 ACS 1 Year
340,Santa Clara,"Total: Worked from home: Natural resources, construction, and maintenance occupations",2497,0.08476262053298954,2023 ACS 1 Year
341,Santa Clara,"Total: Worked from home: Production, transportation, and material moving occupations",4532,0.1538422892493026,2023 ACS 1 Year
342,Santa Clara,Total: Worked from home: Military specific occupations,0,0.0,2023 ACS 1 Year
344,Solano,"Total: Management, business, science, and arts occupations",79255,12.741858988271797,2023 ACS 1 Year
345,Solano,Total: Service occupations,36997,5.948022925860725,2023 ACS 1 Year
346,Solano,Total: Sales and office occupations,41683,6.701393075618363,2023 ACS 1 Year
347,Solano,"Total: Natural resources, construction, and maintenance occupations",21474,3.4523838232811634,2023 ACS 1 Year
348,Solano,"Total: Production, transportation, and material moving occupations",26056,4.189033850210207,2023 ACS 1 Year
349,Solano,Total: Military specific occupations,1870,0.3006406700910764,2023 ACS 1 Year
350,Solano,"Total: Car, truck, or van - drove alone:",154819,24.890314386540304,2023 ACS 1 Year
351,Solano,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",54878,8.822758659496307,2023 ACS 1 Year
352,Solano,"Total: Car, truck, or van - drove alone: Service occupations",28888,4.644335656465784,2023 ACS 1 Year
353,Solano,"Total: Car, truck, or van - drove alone: Sales and office occupations",31367,5.042885507351228,2023 ACS 1 Year
354,Solano,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",17615,2.8319708040932143,2023 ACS 1 Year
355,Solano,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",20263,3.2576908545751238,2023 ACS 1 Year
356,Solano,"Total: Car, truck, or van - drove alone: Military specific occupations",1808,0.29067290455864503,2023 ACS 1 Year
357,Solano,"Total: Car, truck, or van - carpooled:",19941,3.2059227819712057,2023 ACS 1 Year
358,Solano,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",6392,1.0276444723113158,2023 ACS 1 Year
359,Solano,"Total: Car, truck, or van - carpooled: Service occupations",3825,0.6149468251862927,2023 ACS 1 Year
360,Solano,"Total: Car, truck, or van - carpooled: Sales and office occupations",3692,0.5935643604151092,2023 ACS 1 Year
361,Solano,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",2698,0.4337585710725798,2023 ACS 1 Year
362,Solano,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",3334,0.5360085529859085,2023 ACS 1 Year
363,Solano,"Total: Car, truck, or van - carpooled: Military specific occupations",0,0.0,2023 ACS 1 Year
364,Solano,Total: Public transportation (excluding taxicab):,3991,0.6416347135473187,2023 ACS 1 Year
365,Solano,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",2112,0.33954710974992164,2023 ACS 1 Year
366,Solano,Total: Public transportation (excluding taxicab): Service occupations,565,0.09083528267457656,2023 ACS 1 Year
367,Solano,Total: Public transportation (excluding taxicab): Sales and office occupations,1010,0.16237811593154397,2023 ACS 1 Year
368,Solano,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",95,0.015273189122273937,2023 ACS 1 Year
369,Solano,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",209,0.033601016069002655,2023 ACS 1 Year
370,Solano,Total: Public transportation (excluding taxicab): Military specific occupations,0,0.0,2023 ACS 1 Year
371,Solano,Total: Walked:,2780,0.44694174484127935,2023 ACS 1 Year
372,Solano,"Total: Walked: Management, business, science, and arts occupations",838,0.13472560509963746,2023 ACS 1 Year
373,Solano,Total: Walked: Service occupations,975,0.15675115151807462,2023 ACS 1 Year
374,Solano,Total: Walked: Sales and office occupations,708,0.11382545156389418,2023 ACS 1 Year
375,Solano,"Total: Walked: Natural resources, construction, and maintenance occupations",0,0.0,2023 ACS 1 Year
376,Solano,"Total: Walked: Production, transportation, and material moving occupations",259,0.041639536659673154,2023 ACS 1 Year
377,Solano,Total: Walked: Military specific occupations,0,0.0,2023 ACS 1 Year
378,Solano,"Total: Taxicab, motorcycle, bicycle, or other means:",2757,0.44324402536957097,2023 ACS 1 Year
379,Solano,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",885,0.14228181445486773,2023 ACS 1 Year
380,Solano,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",682,0.10964542085674552,2023 ACS 1 Year
381,Solano,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",533,0.08569062949654745,2023 ACS 1 Year
382,Solano,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",242,0.03890643965884519,2023 ACS 1 Year
383,Solano,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",415,0.0667197209025651,2023 ACS 1 Year
384,Solano,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
385,Solano,Total: Worked from home:,23047,3.705275681063657,2023 ACS 1 Year
386,Solano,"Total: Worked from home: Management, business, science, and arts occupations",14150,2.27490132715975,2023 ACS 1 Year
387,Solano,Total: Worked from home: Service occupations,2062,0.33150858915925113,2023 ACS 1 Year
388,Solano,Total: Worked from home: Sales and office occupations,4373,0.7030490108600412,2023 ACS 1 Year
389,Solano,"Total: Worked from home: Natural resources, construction, and maintenance occupations",824,0.13247481933424973,2023 ACS 1 Year
390,Solano,"Total: Worked from home: Production, transportation, and material moving occupations",1576,0.2533741690179339,2023 ACS 1 Year
391,Solano,Total: Worked from home: Military specific occupations,62,0.009967765532431411,2023 ACS 1 Year
393,Sonoma,"Total: Management, business, science, and arts occupations",103731,14.118305166408748,2023 ACS 1 Year
394,Sonoma,Total: Service occupations,44802,6.097775091972936,2023 ACS 1 Year
395,Sonoma,Total: Sales and office occupations,49562,6.745634773187864,2023 ACS 1 Year
396,Sonoma,"Total: Natural resources, construction, and maintenance occupations",23739,3.230996002596883,2023 ACS 1 Year
397,Sonoma,"Total: Production, transportation, and material moving occupations",22778,3.100199121578491,2023 ACS 1 Year
398,Sonoma,Total: Military specific occupations,297,0.04042317758841039,2023 ACS 1 Year
399,Sonoma,"Total: Car, truck, or van - drove alone:",170305,23.17935777506475,2023 ACS 1 Year
400,Sonoma,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",68781,9.361436288580656,2023 ACS 1 Year
401,Sonoma,"Total: Car, truck, or van - drove alone: Service occupations",31548,4.293839752724481,2023 ACS 1 Year
402,Sonoma,"Total: Car, truck, or van - drove alone: Sales and office occupations",34180,4.652068047043324,2023 ACS 1 Year
403,Sonoma,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",17862,2.4311070642565196,2023 ACS 1 Year
404,Sonoma,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",17788,2.4210352961031782,2023 ACS 1 Year
405,Sonoma,"Total: Car, truck, or van - drove alone: Military specific occupations",146,0.019871326356592313,2023 ACS 1 Year
406,Sonoma,"Total: Car, truck, or van - carpooled:",25176,3.4265788517367675,2023 ACS 1 Year
407,Sonoma,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",5826,0.7929475846130604,2023 ACS 1 Year
408,Sonoma,"Total: Car, truck, or van - carpooled: Service occupations",7640,1.0398420093449676,2023 ACS 1 Year
409,Sonoma,"Total: Car, truck, or van - carpooled: Sales and office occupations",4214,0.573546364840274,2023 ACS 1 Year
410,Sonoma,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",4162,0.5664689061379261,2023 ACS 1 Year
411,Sonoma,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",3254,0.44288558879692724,2023 ACS 1 Year
412,Sonoma,"Total: Car, truck, or van - carpooled: Military specific occupations",80,0.010888398003612226,2023 ACS 1 Year
413,Sonoma,Total: Public transportation (excluding taxicab):,1842,0.2507053640331715,2023 ACS 1 Year
414,Sonoma,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",809,0.11010892481152863,2023 ACS 1 Year
415,Sonoma,Total: Public transportation (excluding taxicab): Service occupations,97,0.013202182579379823,2023 ACS 1 Year
416,Sonoma,Total: Public transportation (excluding taxicab): Sales and office occupations,557,0.07581047110015013,2023 ACS 1 Year
417,Sonoma,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",17,0.002313784575767598,2023 ACS 1 Year
418,Sonoma,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",362,0.04927000096634532,2023 ACS 1 Year
419,Sonoma,Total: Public transportation (excluding taxicab): Military specific occupations,0,0.0,2023 ACS 1 Year
420,Sonoma,Total: Walked:,6378,0.8680775308379848,2023 ACS 1 Year
421,Sonoma,"Total: Walked: Management, business, science, and arts occupations",1884,0.2564217729850679,2023 ACS 1 Year
422,Sonoma,Total: Walked: Service occupations,1752,0.23845591627910775,2023 ACS 1 Year
423,Sonoma,Total: Walked: Sales and office occupations,1736,0.23627823667838532,2023 ACS 1 Year
424,Sonoma,"Total: Walked: Natural resources, construction, and maintenance occupations",704,0.09581790243178759,2023 ACS 1 Year
425,Sonoma,"Total: Walked: Production, transportation, and material moving occupations",266,0.036203923362010657,2023 ACS 1 Year
426,Sonoma,Total: Walked: Military specific occupations,36,0.004899779101625502,2023 ACS 1 Year
427,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means:",4311,0.5867485474196539,2023 ACS 1 Year
428,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",2184,0.29725326549861375,2023 ACS 1 Year
429,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",829,0.1128310243124317,2023 ACS 1 Year
430,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",945,0.12861920141766942,2023 ACS 1 Year
431,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",142,0.0193269064564117,2023 ACS 1 Year
432,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",211,0.028718149734527246,2023 ACS 1 Year
433,Sonoma,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
434,Sonoma,Total: Worked from home:,36897,5.021865264241003,2023 ACS 1 Year
435,Sonoma,"Total: Worked from home: Management, business, science, and arts occupations",24247,3.3001373299198207,2023 ACS 1 Year
436,Sonoma,Total: Worked from home: Service occupations,2936,0.3996042067325687,2023 ACS 1 Year
437,Sonoma,Total: Worked from home: Sales and office occupations,7930,1.079312452108062,2023 ACS 1 Year
438,Sonoma,"Total: Worked from home: Natural resources, construction, and maintenance occupations",852,0.1159614387384702,2023 ACS 1 Year
439,Sonoma,"Total: Worked from home: Production, transportation, and material moving occupations",897,0.12208616261550208,2023 ACS 1 Year
440,Sonoma,Total: Worked from home: Military specific occupations,35,0.0047636741265803485,2023 ACS 1 Year
442,Bay Area,"Total: Management, business, science, and arts occupations",2112162,18.294971841156734,2023 ACS 1 Year
443,Bay Area,Total: Service occupations,569254,4.930723069757829,2023 ACS 1 Year
444,Bay Area,Total: Sales and office occupations,613346,5.31263596205505,2023 ACS 1 Year
445,Bay Area,"Total: Natural resources, construction, and maintenance occupations",232640,2.015064303366268,2023 ACS 1 Year
446,Bay Area,"Total: Production, transportation, and material moving occupations",315038,2.728773332203844,2023 ACS 1 Year
447,Bay Area,Total: Military specific occupations,5907,0.05116482479360619,2023 ACS 1 Year
448,Bay Area,"Total: Car, truck, or van - drove alone:",2243043,19.428627408079365,2023 ACS 1 Year
449,Bay Area,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",1129288,9.781585011261546,2023 ACS 1 Year
450,Bay Area,"Total: Car, truck, or van - drove alone: Service occupations",343218,2.972860815305896,2023 ACS 1 Year
451,Bay Area,"Total: Car, truck, or van - drove alone: Sales and office occupations",370603,3.210062224984736,2023 ACS 1 Year
452,Bay Area,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",174103,1.5080327562284102,2023 ACS 1 Year
453,Bay Area,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",221598,1.9194215074680117,2023 ACS 1 Year
454,Bay Area,"Total: Car, truck, or van - drove alone: Military specific occupations",4233,0.036665092830766036,2023 ACS 1 Year
455,Bay Area,"Total: Car, truck, or van - carpooled:",368719,3.193743530230858,2023 ACS 1 Year
456,Bay Area,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",153220,1.3271498992511157,2023 ACS 1 Year
457,Bay Area,"Total: Car, truck, or van - carpooled: Service occupations",82132,0.7114050093022624,2023 ACS 1 Year
458,Bay Area,"Total: Car, truck, or van - carpooled: Sales and office occupations",59198,0.512756949065837,2023 ACS 1 Year
459,Bay Area,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",31920,0.27648234423766876,2023 ACS 1 Year
460,Bay Area,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",41627,0.36056173382147366,2023 ACS 1 Year
461,Bay Area,"Total: Car, truck, or van - carpooled: Military specific occupations",622,0.00538759455250094,2023 ACS 1 Year
462,Bay Area,Total: Public transportation (excluding taxicab):,271792,2.3541882614362306,2023 ACS 1 Year
463,Bay Area,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",157803,1.3668465967336105,2023 ACS 1 Year
464,Bay Area,Total: Public transportation (excluding taxicab): Service occupations,46621,0.4038184013378558,2023 ACS 1 Year
465,Bay Area,Total: Public transportation (excluding taxicab): Sales and office occupations,42998,0.3724369623286743,2023 ACS 1 Year
466,Bay Area,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",7985,0.06916389469729904,2023 ACS 1 Year
467,Bay Area,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",16092,0.13938452015891498,2023 ACS 1 Year
468,Bay Area,Total: Public transportation (excluding taxicab): Military specific occupations,293,0.0025378861798758443,2023 ACS 1 Year
469,Bay Area,Total: Walked:,132069,1.1439456992833548,2023 ACS 1 Year
470,Bay Area,"Total: Walked: Management, business, science, and arts occupations",65045,0.5634020702048611,2023 ACS 1 Year
471,Bay Area,Total: Walked: Service occupations,30024,0.26005970875287493,2023 ACS 1 Year
472,Bay Area,Total: Walked: Sales and office occupations,24057,0.20837518030468663,2023 ACS 1 Year
473,Bay Area,"Total: Walked: Natural resources, construction, and maintenance occupations",4574,0.03961874193430755,2023 ACS 1 Year
474,Bay Area,"Total: Walked: Production, transportation, and material moving occupations",7828,0.06780400346780925,2023 ACS 1 Year
475,Bay Area,Total: Walked: Military specific occupations,541,0.004685994618815126,2023 ACS 1 Year
476,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means:",121536,1.0527117227214697,2023 ACS 1 Year
477,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",71152,0.6162992405137409,2023 ACS 1 Year
478,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",20627,0.17866545471774417,2023 ACS 1 Year
479,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",19214,0.1664264336523361,2023 ACS 1 Year
480,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",3593,0.031121587181890478,2023 ACS 1 Year
481,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",6950,0.06019900665575809,2023 ACS 1 Year
482,Bay Area,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
483,Bay Area,Total: Worked from home:,711188,6.160116711582055,2023 ACS 1 Year
484,Bay Area,"Total: Worked from home: Management, business, science, and arts occupations",535654,4.6396890231918615,2023 ACS 1 Year
485,Bay Area,Total: Worked from home: Service occupations,46632,0.4039136803411958,2023 ACS 1 Year
486,Bay Area,Total: Worked from home: Sales and office occupations,97276,0.8425782117187804,2023 ACS 1 Year
487,Bay Area,"Total: Worked from home: Natural resources, construction, and maintenance occupations",10465,0.09064497908669185,2023 ACS 1 Year
488,Bay Area,"Total: Worked from home: Production, transportation, and material moving occupations",20943,0.18140256063187649,2023 ACS 1 Year
489,Bay Area,Total: Worked from home: Military specific occupations,218,0.0018882566116482393,2023 ACS 1 Year
