GEOID_block group,TAZ_NODE,num_mazs,COUNTY,county_name,PUMA
060014514042,300464.0,21,4.0,Alameda,00120
060014514043,300036.0,62,4.0,Alameda,00120
060014515011,300627.0,43,4.0,Alameda,00120
060014515012,300403.0,95,4.0,Alameda,00120
060014515031,301041.0,45,4.0,Alameda,00120
060014515032,300490.0,11,4.0,Alameda,00120
060014515033,300491.0,10,4.0,Alameda,00120
060014515034,300806.0,17,4.0,Alameda,00120
060014515041,300688.0,69,4.0,Alameda,00120
060014515051,300037.0,14,4.0,Alameda,00120
060014515052,300689.0,23,4.0,Alameda,00120
060014515061,300690.0,24,4.0,Alameda,00120
060014515062,300038.0,7,4.0,Alameda,00120
060014516011,300401.0,85,4.0,Alameda,00120
060014516012,300246.0,49,4.0,Alameda,00120
060014516021,300402.0,54,4.0,Alameda,00120
060014516022,300452.0,30,4.0,Alameda,00120
060014516023,300489.0,28,4.0,Alameda,00120
060014516024,301024.0,30,4.0,Alameda,00120
060014517011,300082.0,13,4.0,Alameda,00120
060014517012,300084.0,16,4.0,Alameda,00120
060014517013,300083.0,9,4.0,Alameda,00120
060014517031,300039.0,31,4.0,Alameda,00120
060014517032,300040.0,43,4.0,Alameda,00120
060014517041,300085.0,13,4.0,Alameda,00120
060014517041,301106.0,4,4.0,Alameda,00120
060014517042,300086.0,51,4.0,Alameda,00120
060014517043,300087.0,11,4.0,Alameda,00120
060019819001,300465.0,16,4.0,Alameda,00111
060019820001,300505.0,34,4.0,Alameda,00111
060019832001,300506.0,53,4.0,Alameda,00111
060133010001,400507.0,99,5.0,Contra Costa,01309
060133010002,400507.0,32,5.0,Contra Costa,01309
060133010003,400507.0,147,5.0,Contra Costa,01309
060133020051,400101.0,19,5.0,Contra Costa,01309
060133020052,400103.0,10,5.0,Contra Costa,01309
060133020053,400108.0,15,5.0,Contra Costa,01309
060133020054,400082.0,10,5.0,Contra Costa,01309
060133020061,400198.0,41,5.0,Contra Costa,01309
060133020062,400102.0,55,5.0,Contra Costa,01309
060133020071,400539.0,38,5.0,Contra Costa,01309
060133020072,400011.0,55,5.0,Contra Costa,01309
060133020081,400196.0,146,5.0,Contra Costa,01309
060133020082,400093.0,50,5.0,Contra Costa,01309
060133020091,400110.0,34,5.0,Contra Costa,01308
060133020092,400111.0,49,5.0,Contra Costa,01308
060133020101,400106.0,52,5.0,Contra Costa,01309
060133020102,400107.0,14,5.0,Contra Costa,01309
060133020103,400258.0,13,5.0,Contra Costa,01309
060133020104,400138.0,36,5.0,Contra Costa,01309
060133031021,400109.0,82,5.0,Contra Costa,01309
060133031022,400114.0,61,5.0,Contra Costa,01309
060133031031,400092.0,130,5.0,Contra Costa,01309
060133031031,400640.0,16,5.0,Contra Costa,01309
060133031032,400113.0,45,5.0,Contra Costa,01309
060133031033,400509.0,32,5.0,Contra Costa,01309
060133031034,400510.0,43,5.0,Contra Costa,01309
060133032011,400112.0,18,5.0,Contra Costa,01308
060133032012,400143.0,49,5.0,Contra Costa,01308
060133032013,400241.0,46,5.0,Contra Costa,01308
060133032021,400255.0,23,5.0,Contra Costa,01309
060133032022,400167.0,40,5.0,Contra Costa,01309
060133032023,400256.0,21,5.0,Contra Costa,01309
060133032024,400168.0,34,5.0,Contra Costa,01309
060133032031,400204.0,100,5.0,Contra Costa,01309
060133032041,400537.0,27,5.0,Contra Costa,01309
060133032042,400115.0,9,5.0,Contra Costa,01309
060133032043,400203.0,25,5.0,Contra Costa,01309
060133032051,400195.0,100,5.0,Contra Costa,01309
060133032052,400105.0,79,5.0,Contra Costa,01309
060133040011,400104.0,74,5.0,Contra Costa,01309
060133040021,400086.0,158,5.0,Contra Costa,01309
060133040021,400641.0,73,5.0,Contra Costa,01309
060133040031,400209.0,23,5.0,Contra Costa,01309
060133040032,400538.0,4,5.0,Contra Costa,01309
060133040033,400182.0,16,5.0,Contra Costa,01309
060133040041,400207.0,29,5.0,Contra Costa,01309
060133040042,400116.0,18,5.0,Contra Costa,01309
060133040051,400208.0,53,5.0,Contra Costa,01309
060133040052,400197.0,130,5.0,Contra Costa,01309
060133040052,400518.0,39,5.0,Contra Costa,01309
060133050001,400267.0,26,5.0,Contra Costa,01308
060133050002,400268.0,22,5.0,Contra Costa,01308
060133050003,400266.0,99,5.0,Contra Costa,01308
060133050004,400511.0,30,5.0,Contra Costa,01308
060133050005,400183.0,30,5.0,Contra Costa,01308
060133060021,400299.0,17,5.0,Contra Costa,01308
060133060022,400584.0,68,5.0,Contra Costa,01308
060133060031,400270.0,22,5.0,Contra Costa,01308
060133060032,400269.0,15,5.0,Contra Costa,01308
060133060033,400272.0,13,5.0,Contra Costa,01308
060133060041,400271.0,16,5.0,Contra Costa,01308
060133060042,400583.0,16,5.0,Contra Costa,01308
060133071011,400300.0,12,5.0,Contra Costa,01308
060133071012,400302.0,15,5.0,Contra Costa,01308
060133071013,400301.0,24,5.0,Contra Costa,01308
060133071021,400303.0,10,5.0,Contra Costa,01308
060133071022,400327.0,12,5.0,Contra Costa,01308
060133071023,400304.0,20,5.0,Contra Costa,01308
060133071024,400328.0,24,5.0,Contra Costa,01308
060133072011,400330.0,29,5.0,Contra Costa,01308
060133072012,400329.0,18,5.0,Contra Costa,01308
060133072021,400248.0,13,5.0,Contra Costa,01308
060133072022,400170.0,8,5.0,Contra Costa,01308
060133072023,400213.0,15,5.0,Contra Costa,01308
060133072041,400184.0,18,5.0,Contra Costa,01308
060133072042,400331.0,8,5.0,Contra Costa,01308
060133072043,400332.0,15,5.0,Contra Costa,01308
060133072051,400357.0,18,5.0,Contra Costa,01308
060133072052,400333.0,33,5.0,Contra Costa,01308
060133072053,400603.0,21,5.0,Contra Costa,01308
060133072054,400358.0,24,5.0,Contra Costa,01308
060133080011,400181.0,38,5.0,Contra Costa,01308
060133080012,400385.0,32,5.0,Contra Costa,01308
060133080013,400360.0,19,5.0,Contra Costa,01308
060133080014,400359.0,18,5.0,Contra Costa,01308
060133080021,400199.0,32,5.0,Contra Costa,01308
060133080022,400200.0,15,5.0,Contra Costa,01308
060133090001,400186.0,46,5.0,Contra Costa,01314
060133090002,400604.0,62,5.0,Contra Costa,01314
060133100001,400387.0,25,5.0,Contra Costa,01314
060133100002,400386.0,25,5.0,Contra Costa,01314
060133100003,400605.0,40,5.0,Contra Costa,01314
060133110001,400390.0,19,5.0,Contra Costa,01314
060133110002,400388.0,20,5.0,Contra Costa,01314
060133110003,400389.0,15,5.0,Contra Costa,01314
060133120001,400391.0,37,5.0,Contra Costa,01314
060133131011,400416.0,20,5.0,Contra Costa,01314
060133131012,400414.0,29,5.0,Contra Costa,01314
060133131013,400415.0,32,5.0,Contra Costa,01314
060133131014,400125.0,29,5.0,Contra Costa,01314
060133131021,400418.0,36,5.0,Contra Costa,01314
060133131022,400417.0,20,5.0,Contra Costa,01314
060133131031,400419.0,79,5.0,Contra Costa,01314
060133131032,400419.0,22,5.0,Contra Costa,01314
060133131033,400441.0,13,5.0,Contra Costa,01314
060133132031,400216.0,25,5.0,Contra Costa,01314
060133132032,400246.0,8,5.0,Contra Costa,01314
060133132033,400042.0,9,5.0,Contra Costa,01314
060133132033,400607.0,9,5.0,Contra Costa,01314
060133132041,400445.0,30,5.0,Contra Costa,01314
060133132042,400091.0,34,5.0,Contra Costa,01314
060133132043,400446.0,12,5.0,Contra Costa,01314
060133132051,400618.0,14,5.0,Contra Costa,01314
060133132061,400003.0,18,5.0,Contra Costa,01314
060133132062,400443.0,26,5.0,Contra Costa,01314
060133132063,400442.0,13,5.0,Contra Costa,01314
060133141021,400045.0,27,5.0,Contra Costa,01314
060133141022,400046.0,11,5.0,Contra Costa,01314
060133141023,400464.0,23,5.0,Contra Costa,01314
060133141031,400220.0,15,5.0,Contra Costa,01314
060133141032,400550.0,15,5.0,Contra Costa,01314
060133141033,400551.0,44,5.0,Contra Costa,01314
060133141041,400581.0,33,5.0,Contra Costa,01314
060133141042,400582.0,23,5.0,Contra Costa,01314
060133141043,400219.0,20,5.0,Contra Costa,01314
060133141044,400218.0,20,5.0,Contra Costa,01314
060133142001,400489.0,10,5.0,Contra Costa,01314
060133142002,400488.0,34,5.0,Contra Costa,01314
060133142003,400469.0,47,5.0,Contra Costa,01314
060133150001,400491.0,214,5.0,Contra Costa,01314
060133150001,400512.0,3,5.0,Contra Costa,01314
060133150002,400506.0,93,5.0,Contra Costa,01314
060133160001,400007.0,62,5.0,Contra Costa,01311
060133170001,400060.0,49,5.0,Contra Costa,01311
060133170002,400008.0,30,5.0,Contra Costa,01311
060133180001,400050.0,24,5.0,Contra Costa,01311
060133180002,400490.0,88,5.0,Contra Costa,01311
060133180003,400061.0,39,5.0,Contra Costa,01311
060133190001,400520.0,21,5.0,Contra Costa,01311
060133190002,400493.0,39,5.0,Contra Costa,01311
060133190003,400494.0,24,5.0,Contra Costa,01311
060133190004,400492.0,19,5.0,Contra Costa,01311
060133190005,400521.0,18,5.0,Contra Costa,01311
060133190006,400222.0,17,5.0,Contra Costa,01311
060133200011,400006.0,147,5.0,Contra Costa,01311
060133200012,400062.0,32,5.0,Contra Costa,01311
060133200031,400001.0,27,5.0,Contra Costa,01311
060133200041,400523.0,85,5.0,Contra Costa,01311
060133200042,400124.0,8,5.0,Contra Costa,01311
060133200043,400259.0,10,5.0,Contra Costa,01311
060133211011,400287.0,20,5.0,Contra Costa,01311
060133211012,400066.0,20,5.0,Contra Costa,01311
060133211013,400064.0,33,5.0,Contra Costa,01311
060133211014,400065.0,29,5.0,Contra Costa,01311
060133211021,400525.0,25,5.0,Contra Costa,01311
060133211022,400526.0,20,5.0,Contra Costa,01311
060133211023,400524.0,36,5.0,Contra Costa,01311
060133211024,400288.0,21,5.0,Contra Costa,01311
060133211031,400010.0,37,5.0,Contra Costa,01311
060133211032,400527.0,41,5.0,Contra Costa,01311
060133211033,400289.0,16,5.0,Contra Costa,01311
060133212001,400290.0,33,5.0,Contra Costa,01311
060133212002,400224.0,34,5.0,Contra Costa,01311
060133212003,400155.0,9,5.0,Contra Costa,01311
060133220001,400318.0,14,5.0,Contra Costa,01311
060133220002,400319.0,17,5.0,Contra Costa,01311
060133220003,400225.0,37,5.0,Contra Costa,01311
060133220004,400291.0,32,5.0,Contra Costa,01311
060133220005,400320.0,15,5.0,Contra Costa,01311
060133230001,400346.0,10,5.0,Contra Costa,01311
060133230002,400345.0,10,5.0,Contra Costa,01311
060133230003,400343.0,17,5.0,Contra Costa,01311
060133230004,400309.0,27,5.0,Contra Costa,01311
060133240011,400228.0,15,5.0,Contra Costa,01313
060133240012,400146.0,28,5.0,Contra Costa,01313
060133240013,400145.0,14,5.0,Contra Costa,01313
060133240014,400144.0,13,5.0,Contra Costa,01313
060133240021,400012.0,28,5.0,Contra Costa,01311
060133240022,400128.0,12,5.0,Contra Costa,01311
060133240023,400127.0,26,5.0,Contra Costa,01311
060133250001,400369.0,26,5.0,Contra Costa,01311
060133250002,400348.0,5,5.0,Contra Costa,01311
060133250003,400370.0,27,5.0,Contra Costa,01311
060133250004,400347.0,16,5.0,Contra Costa,01311
060133250005,400368.0,8,5.0,Contra Costa,01311
060133260001,400139.0,33,5.0,Contra Costa,01311
060133260002,400371.0,16,5.0,Contra Costa,01311
060133270001,400341.0,24,5.0,Contra Costa,01311
060133270002,400340.0,10,5.0,Contra Costa,01311
060133270003,400339.0,16,5.0,Contra Costa,01311
060133270004,400338.0,14,5.0,Contra Costa,01311
060133270005,400004.0,115,5.0,Contra Costa,01311
060133280001,400361.0,29,5.0,Contra Costa,01311
060133280002,400342.0,20,5.0,Contra Costa,01311
060133290001,400561.0,21,5.0,Contra Costa,01311
060133290002,400560.0,31,5.0,Contra Costa,01311
060133290003,400363.0,18,5.0,Contra Costa,01311
060133290004,400362.0,28,5.0,Contra Costa,01311
060133300001,400562.0,16,5.0,Contra Costa,01313
060133300002,400563.0,22,5.0,Contra Costa,01313
060133300003,400564.0,15,5.0,Contra Costa,01313
060133300004,400014.0,22,5.0,Contra Costa,01313
060133310001,400366.0,5,5.0,Contra Costa,01313
060133310002,400364.0,19,5.0,Contra Costa,01313
060133310003,400367.0,14,5.0,Contra Costa,01313
060133310004,400392.0,12,5.0,Contra Costa,01313
060133310005,400365.0,14,5.0,Contra Costa,01313
060133310006,400565.0,20,5.0,Contra Costa,01313
060133320001,400394.0,25,5.0,Contra Costa,01313
060133320002,400395.0,15,5.0,Contra Costa,01313
060133320003,400420.0,9,5.0,Contra Costa,01313
060133320004,400421.0,25,5.0,Contra Costa,01313
060133320005,400396.0,11,5.0,Contra Costa,01313
060133320006,400589.0,13,5.0,Contra Costa,01313
060133320007,400393.0,7,5.0,Contra Costa,01313
060133331011,400016.0,15,5.0,Contra Costa,01313
060133331012,400015.0,22,5.0,Contra Costa,01313
060133331013,400422.0,13,5.0,Contra Costa,01313
060133331021,400214.0,20,5.0,Contra Costa,01313
060133331022,400423.0,15,5.0,Contra Costa,01313
060133331023,400424.0,20,5.0,Contra Costa,01313
060133332001,400447.0,7,5.0,Contra Costa,01313
060133332002,400450.0,16,5.0,Contra Costa,01313
060133332003,400449.0,17,5.0,Contra Costa,01313
060133332004,400448.0,17,5.0,Contra Costa,01313
060133332005,400425.0,22,5.0,Contra Costa,01313
060133340011,400397.0,22,5.0,Contra Costa,01313
060133340012,400451.0,18,5.0,Contra Costa,01313
060133340041,400452.0,17,5.0,Contra Costa,01313
060133340042,400470.0,17,5.0,Contra Costa,01313
060133340043,400471.0,10,5.0,Contra Costa,01313
060133340044,400466.0,33,5.0,Contra Costa,01313
060133340061,400465.0,12,5.0,Contra Costa,01313
060133340062,400472.0,50,5.0,Contra Costa,01313
060133340063,400473.0,20,5.0,Contra Costa,01313
060133342001,400613.0,41,5.0,Contra Costa,01312
060133342002,400306.0,27,5.0,Contra Costa,01312
060133342003,400009.0,25,5.0,Contra Costa,01312
060133342004,400612.0,21,5.0,Contra Costa,01312
060133342005,400611.0,8,5.0,Contra Costa,01312
060133350001,400495.0,19,5.0,Contra Costa,01313
060133350002,400475.0,18,5.0,Contra Costa,01313
060133350003,400474.0,30,5.0,Contra Costa,01313
060133361011,400467.0,4,5.0,Contra Costa,01311
060133361012,400147.0,8,5.0,Contra Costa,01311
060133361013,400147.0,7,5.0,Contra Costa,01311
060133361021,400468.0,8,5.0,Contra Costa,01311
060133361022,400444.0,4,5.0,Contra Costa,01311
060133361023,400237.0,1,5.0,Contra Costa,01311
060133361024,400142.0,3,5.0,Contra Costa,01311
060133362011,400005.0,28,5.0,Contra Costa,01311
060133362012,400017.0,15,5.0,Contra Costa,01311
060133362013,400140.0,3,5.0,Contra Costa,01311
060133362021,400141.0,5,5.0,Contra Costa,01311
060133362022,400033.0,2,5.0,Contra Costa,01311
060133362023,400260.0,6,5.0,Contra Costa,01311
060133371001,400497.0,21,5.0,Contra Costa,01313
060133371002,400496.0,25,5.0,Contra Costa,01313
060133372001,400498.0,17,5.0,Contra Costa,01313
060133372002,400500.0,12,5.0,Contra Costa,01313
060133372003,400499.0,23,5.0,Contra Costa,01313
060133372004,400501.0,10,5.0,Contra Costa,01313
060133372005,400502.0,22,5.0,Contra Costa,01313
060133372006,400503.0,11,5.0,Contra Costa,01313
060133373001,400453.0,18,5.0,Contra Costa,01313
060133373002,400530.0,16,5.0,Contra Costa,01313
060133373003,400504.0,12,5.0,Contra Costa,01313
060133373004,400529.0,26,5.0,Contra Costa,01313
060133373005,400528.0,16,5.0,Contra Costa,01313
060133373006,400454.0,19,5.0,Contra Costa,01313
060133381011,400531.0,9,5.0,Contra Costa,01313
060133381012,400239.0,5,5.0,Contra Costa,01313
060133381013,400087.0,11,5.0,Contra Costa,01313
060133381021,400552.0,23,5.0,Contra Costa,01313
060133381022,400240.0,8,5.0,Contra Costa,01313
060133381023,400018.0,23,5.0,Contra Costa,01313
060133382011,400532.0,33,5.0,Contra Costa,01313
060133382012,400533.0,43,5.0,Contra Costa,01313
060133382031,400234.0,29,5.0,Contra Costa,01313
060133382032,400554.0,18,5.0,Contra Costa,01313
060133382033,400242.0,12,5.0,Contra Costa,01313
060133382041,400180.0,30,5.0,Contra Costa,01313
060133382042,400176.0,14,5.0,Contra Costa,01313
060133382043,400175.0,11,5.0,Contra Costa,01313
060133382044,400032.0,14,5.0,Contra Costa,01313
060133383011,400455.0,34,5.0,Contra Costa,01313
060133383012,400479.0,19,5.0,Contra Costa,01313
060133383021,400223.0,45,5.0,Contra Costa,01313
060133383022,400555.0,34,5.0,Contra Costa,01313
060133383023,400553.0,34,5.0,Contra Costa,01313
060133390011,400132.0,28,5.0,Contra Costa,01313
060133390012,400131.0,6,5.0,Contra Costa,01313
060133390021,400227.0,24,5.0,Contra Costa,01313
060133390022,400133.0,13,5.0,Contra Costa,01313
060133390023,400134.0,25,5.0,Contra Costa,01313
060133390024,400243.0,13,5.0,Contra Costa,01313
060133400011,400456.0,15,5.0,Contra Costa,01312
060133400012,400235.0,26,5.0,Contra Costa,01312
060133400013,400457.0,26,5.0,Contra Costa,01312
060133400014,400476.0,24,5.0,Contra Costa,01312
060133400021,400558.0,10,5.0,Contra Costa,01312
060133400022,400477.0,12,5.0,Contra Costa,01312
060133400023,400586.0,26,5.0,Contra Costa,01312
060133400024,400236.0,25,5.0,Contra Costa,01312
060133400025,400585.0,45,5.0,Contra Costa,01312
060133400026,400557.0,32,5.0,Contra Costa,01312
060133400026,400573.0,3,5.0,Contra Costa,01312
060133410001,400610.0,26,5.0,Contra Costa,01312
060133410002,400588.0,34,5.0,Contra Costa,01312
060133410003,400587.0,18,5.0,Contra Costa,01312
060133430011,400556.0,13,5.0,Contra Costa,01313
060133430012,400048.0,16,5.0,Contra Costa,01313
060133430013,400478.0,8,5.0,Contra Costa,01313
060133430014,400614.0,14,5.0,Contra Costa,01313
060133430021,400049.0,27,5.0,Contra Costa,01313
060133430022,400049.0,36,5.0,Contra Costa,01313
060133430031,400056.0,53,5.0,Contra Costa,01313
060133430032,400051.0,24,5.0,Contra Costa,01313
060133451011,400398.0,9,5.0,Contra Costa,01305
060133451012,400399.0,11,5.0,Contra Costa,01305
060133451013,400400.0,10,5.0,Contra Costa,01305
060133451014,400372.0,17,5.0,Contra Costa,01305
060133451021,400403.0,16,5.0,Contra Costa,01305
060133451022,400402.0,13,5.0,Contra Costa,01305
060133451023,400401.0,14,5.0,Contra Costa,01305
060133451031,400427.0,19,5.0,Contra Costa,01305
060133451032,400428.0,9,5.0,Contra Costa,01305
060133451033,400426.0,26,5.0,Contra Costa,01305
060133451051,400052.0,36,5.0,Contra Costa,01305
060133451052,400534.0,13,5.0,Contra Costa,01305
060133451053,400535.0,15,5.0,Contra Costa,01305
060133451054,400559.0,18,5.0,Contra Costa,01305
060133451081,400429.0,31,5.0,Contra Costa,01305
060133451082,400122.0,17,5.0,Contra Costa,01305
060133451083,400053.0,8,5.0,Contra Costa,01305
060133451084,400157.0,16,5.0,Contra Costa,01305
060133451111,400431.0,22,5.0,Contra Costa,01305
060133451112,400430.0,18,5.0,Contra Costa,01305
060133451113,400057.0,11,5.0,Contra Costa,01305
060133451121,400210.0,45,5.0,Contra Costa,01305
060133451122,400123.0,45,5.0,Contra Costa,01305
060133451131,400185.0,23,5.0,Contra Costa,01305
060133451132,400156.0,23,5.0,Contra Costa,01305
060133451141,400591.0,24,5.0,Contra Costa,01305
060133451142,400608.0,8,5.0,Contra Costa,01305
060133451143,400022.0,15,5.0,Contra Costa,01305
060133451144,400590.0,12,5.0,Contra Costa,01305
060133451151,400054.0,66,5.0,Contra Costa,01305
060133451152,400265.0,11,5.0,Contra Costa,01305
060133451161,400118.0,15,5.0,Contra Costa,01305
060133451162,400117.0,19,5.0,Contra Costa,01305
060133452021,400055.0,32,5.0,Contra Costa,01305
060133452022,400130.0,16,5.0,Contra Costa,01305
060133452023,400129.0,40,5.0,Contra Costa,01305
060133452031,400152.0,53,5.0,Contra Costa,01305
060133452032,400592.0,19,5.0,Contra Costa,01305
060133452033,400593.0,19,5.0,Contra Costa,01305
060133452034,400020.0,42,5.0,Contra Costa,01305
060133452041,400232.0,38,5.0,Contra Costa,01312
060133452042,400233.0,41,5.0,Contra Costa,01312
060133461011,400019.0,32,5.0,Contra Costa,01313
060133461012,400307.0,38,5.0,Contra Costa,01313
060133461021,400308.0,16,5.0,Contra Costa,01313
060133461022,400153.0,32,5.0,Contra Costa,01313
060133461023,400335.0,12,5.0,Contra Costa,01313
060133462011,400154.0,31,5.0,Contra Costa,01313
060133462012,400154.0,28,5.0,Contra Costa,01313
060133462013,400058.0,39,5.0,Contra Costa,01313
060133462014,400058.0,2,5.0,Contra Costa,01313
060133462014,400310.0,2,5.0,Contra Costa,01313
060133462014,400337.0,5,5.0,Contra Costa,01313
060133462031,400021.0,38,5.0,Contra Costa,01305
060133462032,400616.0,15,5.0,Contra Costa,01305
060133462041,400034.0,20,5.0,Contra Costa,01305
060133462042,400077.0,26,5.0,Contra Costa,01305
060133462043,400078.0,28,5.0,Contra Costa,01305
060133470001,400135.0,36,5.0,Contra Costa,01312
060133470002,400274.0,145,5.0,Contra Costa,01312
060133470003,400226.0,33,5.0,Contra Costa,01312
060133480001,400279.0,28,5.0,Contra Costa,01312
060133480002,400619.0,28,5.0,Contra Costa,01312
060133480003,400279.0,42,5.0,Contra Costa,01312
060133490001,400621.0,33,5.0,Contra Costa,01312
060133490002,400615.0,30,5.0,Contra Costa,01312
060133490003,400620.0,20,5.0,Contra Costa,01312
060133500001,400623.0,18,5.0,Contra Costa,01312
060133500002,400622.0,27,5.0,Contra Costa,01312
060133500003,400292.0,16,5.0,Contra Costa,01312
060133500004,400617.0,37,5.0,Contra Costa,01312
060133511011,400238.0,11,5.0,Contra Costa,01312
060133511012,400231.0,2,5.0,Contra Costa,01312
060133511013,400149.0,8,5.0,Contra Costa,01312
060133511021,400177.0,11,5.0,Contra Costa,01312
060133511022,400150.0,3,5.0,Contra Costa,01312
060133511023,400151.0,5,5.0,Contra Costa,01312
060133511031,400245.0,8,5.0,Contra Costa,01312
060133511032,400013.0,10,5.0,Contra Costa,01312
060133512001,400624.0,19,5.0,Contra Costa,01312
060133512002,400275.0,27,5.0,Contra Costa,01312
060133512003,400625.0,23,5.0,Contra Costa,01312
060133521011,400273.0,21,5.0,Contra Costa,01312
060133521012,400626.0,28,5.0,Contra Costa,01312
060133521021,400277.0,25,5.0,Contra Costa,01312
060133521022,400313.0,9,5.0,Contra Costa,01312
060133521023,400293.0,26,5.0,Contra Costa,01312
060133521024,400276.0,35,5.0,Contra Costa,01312
060133522011,400314.0,18,5.0,Contra Costa,01312
060133522012,400161.0,13,5.0,Contra Costa,01312
060133522013,400244.0,15,5.0,Contra Costa,01312
060133522021,400024.0,62,5.0,Contra Costa,01312
060133530011,400278.0,10,5.0,Contra Costa,01312
060133530012,400063.0,45,5.0,Contra Costa,01312
060133530021,400628.0,20,5.0,Contra Costa,01312
060133530022,400627.0,15,5.0,Contra Costa,01312
060133530023,400316.0,19,5.0,Contra Costa,01312
060133530024,400315.0,12,5.0,Contra Costa,01312
060133540011,400025.0,82,5.0,Contra Costa,01312
060133540021,400281.0,45,5.0,Contra Costa,01312
060133540022,400317.0,18,5.0,Contra Costa,01312
060133540023,400630.0,23,5.0,Contra Costa,01312
060133540024,400629.0,33,5.0,Contra Costa,01312
060133551071,400002.0,197,5.0,Contra Costa,01308
060133551072,400508.0,25,5.0,Contra Costa,01308
060133551081,400126.0,37,5.0,Contra Costa,01308
060133551082,400137.0,27,5.0,Contra Costa,01308
060133551083,400136.0,81,5.0,Contra Costa,01308
060133551091,400254.0,34,5.0,Contra Costa,01308
060133551092,400172.0,7,5.0,Contra Costa,01308
060133551093,400171.0,25,5.0,Contra Costa,01308
060133551101,400202.0,22,5.0,Contra Costa,01308
060133551102,400206.0,12,5.0,Contra Costa,01308
060133551111,400205.0,29,5.0,Contra Costa,01308
060133551112,400083.0,14,5.0,Contra Costa,01308
060133551121,400158.0,179,5.0,Contra Costa,01305
060133551121,400159.0,5,5.0,Contra Costa,01305
060133551121,400638.0,101,5.0,Contra Costa,01305
060133551121,400639.0,83,5.0,Contra Costa,01305
060133551122,400159.0,19,5.0,Contra Costa,01305
060133551123,400023.0,17,5.0,Contra Costa,01305
060133551131,400166.0,23,5.0,Contra Costa,01305
060133551132,400165.0,20,5.0,Contra Costa,01305
060133551133,400027.0,4,5.0,Contra Costa,01305
060133551141,400084.0,23,5.0,Contra Costa,01305
060133551142,400075.0,31,5.0,Contra Costa,01305
060133551143,400212.0,73,5.0,Contra Costa,01305
060133551151,400211.0,73,5.0,Contra Costa,01305
060133551161,400074.0,69,5.0,Contra Costa,01305
060133551171,400073.0,96,5.0,Contra Costa,01305
060133552001,400215.0,197,5.0,Contra Costa,01314
060133552002,400217.0,73,5.0,Contra Costa,01314
060133553011,400280.0,87,5.0,Contra Costa,01313
060133553012,400312.0,22,5.0,Contra Costa,01313
060133553013,400311.0,25,5.0,Contra Costa,01313
060133553014,400283.0,26,5.0,Contra Costa,01313
060133553021,400480.0,22,5.0,Contra Costa,01313
060133553022,400505.0,17,5.0,Contra Costa,01313
060133553023,400282.0,55,5.0,Contra Costa,01313
060133553041,400285.0,17,5.0,Contra Costa,01313
060133553042,400120.0,16,5.0,Contra Costa,01313
060133553043,400334.0,22,5.0,Contra Costa,01313
060133553044,400121.0,31,5.0,Contra Costa,01313
060133553045,400076.0,26,5.0,Contra Costa,01313
060133553061,400284.0,116,5.0,Contra Costa,01313
060133553062,400305.0,23,5.0,Contra Costa,01313
060133553063,400286.0,21,5.0,Contra Costa,01313
060133553064,400286.0,22,5.0,Contra Costa,01313
060133553065,400336.0,16,5.0,Contra Costa,01313
060133560011,400487.0,6,5.0,Contra Costa,01310
060133560012,400487.0,20,5.0,Contra Costa,01310
060133560013,400566.0,88,5.0,Contra Costa,01310
060133560021,400609.0,39,5.0,Contra Costa,01311
060133560022,400221.0,133,5.0,Contra Costa,01311
060133560023,400037.0,14,5.0,Contra Costa,01311
060133560024,400522.0,177,5.0,Contra Costa,01311
060133570001,400632.0,57,5.0,Contra Costa,01310
060133570002,400540.0,72,5.0,Contra Costa,01310
060133570003,400633.0,32,5.0,Contra Costa,01310
060133580001,400515.0,18,5.0,Contra Costa,01310
060133580002,400513.0,27,5.0,Contra Costa,01310
060133580003,400516.0,10,5.0,Contra Costa,01310
060133580004,400514.0,19,5.0,Contra Costa,01310
060133580005,400081.0,87,5.0,Contra Costa,01310
060133591021,400571.0,15,5.0,Contra Costa,01310
060133591022,400571.0,17,5.0,Contra Costa,01310
060133591023,400298.0,21,5.0,Contra Costa,01310
060133591031,400036.0,21,5.0,Contra Costa,01310
060133591032,400263.0,18,5.0,Contra Costa,01310
060133591033,400039.0,38,5.0,Contra Costa,01310
060133591041,400080.0,24,5.0,Contra Costa,01310
060133591051,400035.0,62,5.0,Contra Costa,01310
060133592021,400026.0,25,5.0,Contra Costa,01310
060133592022,400567.0,57,5.0,Contra Costa,01310
060133592023,400321.0,16,5.0,Contra Costa,01310
060133592031,400041.0,18,5.0,Contra Costa,01310
060133592032,400040.0,27,5.0,Contra Costa,01310
060133592033,400568.0,7,5.0,Contra Costa,01310
060133592034,400262.0,17,5.0,Contra Costa,01310
060133592035,400261.0,5,5.0,Contra Costa,01310
060133592041,400264.0,8,5.0,Contra Costa,01310
060133592042,400028.0,9,5.0,Contra Costa,01310
060133592043,400038.0,24,5.0,Contra Costa,01310
060133601011,400578.0,16,5.0,Contra Costa,01310
060133601012,400247.0,34,5.0,Contra Costa,01310
060133601013,400229.0,34,5.0,Contra Costa,01310
060133601021,400163.0,17,5.0,Contra Costa,01310
060133601022,400164.0,22,5.0,Contra Costa,01310
060133601023,400579.0,10,5.0,Contra Costa,01310
060133602001,400580.0,14,5.0,Contra Costa,01310
