GEOID_block group,TAZ_NODE,num_mazs,COUNTY,county_name,PUMA
060014038001,300344.0,10,4.0,Alameda,00112
060014038002,300852.0,9,4.0,Alameda,00112
060014038003,300619.0,16,4.0,Alameda,00112
060014038004,300256.0,19,4.0,Alameda,00112
060014039001,300380.0,9,4.0,Alameda,00112
060014039002,300956.0,6,4.0,Alameda,00112
060014039003,300618.0,8,4.0,Alameda,00112
060014040001,300617.0,9,4.0,Alameda,00112
060014040002,300176.0,22,4.0,Alameda,00112
060014041011,300095.0,31,4.0,Alameda,00112
060014041012,300088.0,26,4.0,Alameda,00112
060014041021,300747.0,4,4.0,Alameda,00112
060014041022,300748.0,10,4.0,Alameda,00112
060014042001,300960.0,21,4.0,Alameda,00112
060014042002,300959.0,15,4.0,Alameda,00112
060014042003,300943.0,9,4.0,Alameda,00112
060014042003,301050.0,5,4.0,Alameda,00112
060014042003,301051.0,1,4.0,Alameda,00112
060014043001,300445.0,28,4.0,Alameda,00112
060014043001,300484.0,2,4.0,Alameda,00112
060014043002,300484.0,25,4.0,Alameda,00112
060014043003,300574.0,22,4.0,Alameda,00112
060014044001,300124.0,28,4.0,Alameda,00112
060014044002,300578.0,13,4.0,Alameda,00112
060014044003,300576.0,20,4.0,Alameda,00112
060014045011,300301.0,23,4.0,Alameda,00112
060014045021,300662.0,7,4.0,Alameda,00112
060014045022,300026.0,9,4.0,Alameda,00112
060014045023,301015.0,20,4.0,Alameda,00112
060014045024,300171.0,35,4.0,Alameda,00112
060014046001,300172.0,18,4.0,Alameda,00112
060014046002,300172.0,9,4.0,Alameda,00112
060014046003,300767.0,16,4.0,Alameda,00112
060014046004,300021.0,25,4.0,Alameda,00112
060014047001,300970.0,8,4.0,Alameda,00112
060014047002,300970.0,10,4.0,Alameda,00112
060014048001,301017.0,9,4.0,Alameda,00112
060014048002,300704.0,12,4.0,Alameda,00112
060014049001,300973.0,14,4.0,Alameda,00112
060014049002,300961.0,21,4.0,Alameda,00112
060014049003,301005.0,27,4.0,Alameda,00112
060014049004,301006.0,20,4.0,Alameda,00112
060014050001,300443.0,9,4.0,Alameda,00112
060014050002,300443.0,1,4.0,Alameda,00112
060014050002,300573.0,7,4.0,Alameda,00112
060014050003,300768.0,30,4.0,Alameda,00112
060014051001,300168.0,9,4.0,Alameda,00112
060014051002,300969.0,7,4.0,Alameda,00112
060014051003,300941.0,9,4.0,Alameda,00112
060014051004,300375.0,10,4.0,Alameda,00112
060014051005,300625.0,9,4.0,Alameda,00112
060014052001,300620.0,25,4.0,Alameda,00123
060014052002,300887.0,9,4.0,Alameda,00123
060014052003,300888.0,16,4.0,Alameda,00123
060014052004,300939.0,13,4.0,Alameda,00123
060014053011,300096.0,10,4.0,Alameda,00123
060014053012,300789.0,5,4.0,Alameda,00123
060014053021,300097.0,15,4.0,Alameda,00123
060014053022,300089.0,11,4.0,Alameda,00123
060014054011,300098.0,13,4.0,Alameda,00123
060014054012,300099.0,14,4.0,Alameda,00123
060014054013,300100.0,10,4.0,Alameda,00123
060014054021,300090.0,19,4.0,Alameda,00123
060014054022,300155.0,8,4.0,Alameda,00123
060014055001,301000.0,8,4.0,Alameda,00123
060014055002,300621.0,8,4.0,Alameda,00123
060014055003,300622.0,8,4.0,Alameda,00123
060014055004,300561.0,14,4.0,Alameda,00123
060014056001,300989.0,11,4.0,Alameda,00123
060014056002,301002.0,7,4.0,Alameda,00123
060014056003,300485.0,9,4.0,Alameda,00123
060014057001,300999.0,25,4.0,Alameda,00123
060014057002,301004.0,12,4.0,Alameda,00123
060014057003,301003.0,8,4.0,Alameda,00123
060014058001,300657.0,12,4.0,Alameda,00123
060014058002,300624.0,10,4.0,Alameda,00123
060014058003,300770.0,19,4.0,Alameda,00123
060014058004,300772.0,5,4.0,Alameda,00123
060014059011,300156.0,29,4.0,Alameda,00123
060014059012,300146.0,33,4.0,Alameda,00123
060014059013,300157.0,24,4.0,Alameda,00123
060014059021,300790.0,28,4.0,Alameda,00123
060014059022,300147.0,48,4.0,Alameda,00123
060014060001,301048.0,91,4.0,Alameda,00123
060014060002,300061.0,28,4.0,Alameda,00123
060014060003,300061.0,41,4.0,Alameda,00123
060014061001,301016.0,77,4.0,Alameda,00123
060014061002,301001.0,32,4.0,Alameda,00123
060014061003,300575.0,13,4.0,Alameda,00123
060014061003,301096.0,14,4.0,Alameda,00123
060014061004,300374.0,37,4.0,Alameda,00123
060014062011,301008.0,10,4.0,Alameda,00123
060014062012,300957.0,6,4.0,Alameda,00123
060014062013,301018.0,11,4.0,Alameda,00123
060014062014,301019.0,9,4.0,Alameda,00123
060014062021,301023.0,5,4.0,Alameda,00123
060014062022,300066.0,11,4.0,Alameda,00123
060014062023,300791.0,17,4.0,Alameda,00123
060014063001,301031.0,13,4.0,Alameda,00123
060014063002,301030.0,10,4.0,Alameda,00123
060014063003,300792.0,4,4.0,Alameda,00123
060014063004,301033.0,9,4.0,Alameda,00123
060014064001,300656.0,17,4.0,Alameda,00123
060014064002,301007.0,14,4.0,Alameda,00123
060014065001,300158.0,12,4.0,Alameda,00123
060014065002,301034.0,13,4.0,Alameda,00123
060014065003,300793.0,13,4.0,Alameda,00123
060014065004,300159.0,8,4.0,Alameda,00123
060014066011,300160.0,12,4.0,Alameda,00123
060014066012,300161.0,7,4.0,Alameda,00123
060014066013,300162.0,18,4.0,Alameda,00123
060014066014,300163.0,16,4.0,Alameda,00123
060014066021,300164.0,26,4.0,Alameda,00123
060014066022,300165.0,6,4.0,Alameda,00123
060014067001,300706.0,12,4.0,Alameda,00112
060014067002,300711.0,6,4.0,Alameda,00112
060014067003,300761.0,16,4.0,Alameda,00112
060014067004,300707.0,6,4.0,Alameda,00112
060014067005,300759.0,6,4.0,Alameda,00112
060014068001,300009.0,13,4.0,Alameda,00112
060014068002,300798.0,12,4.0,Alameda,00112
060014068003,300800.0,18,4.0,Alameda,00112
060014068004,300710.0,21,4.0,Alameda,00112
060014069001,300801.0,12,4.0,Alameda,00112
060014069002,300011.0,11,4.0,Alameda,00112
060014069003,300758.0,15,4.0,Alameda,00112
060014070001,300660.0,13,4.0,Alameda,00123
060014070002,301032.0,14,4.0,Alameda,00123
060014070003,301035.0,11,4.0,Alameda,00123
060014070004,301037.0,10,4.0,Alameda,00123
060014070005,301038.0,8,4.0,Alameda,00123
060014071011,300221.0,11,4.0,Alameda,00123
060014071012,300222.0,10,4.0,Alameda,00123
060014071021,300223.0,14,4.0,Alameda,00123
060014071022,300224.0,7,4.0,Alameda,00123
060014071023,300225.0,6,4.0,Alameda,00123
060014071024,300226.0,12,4.0,Alameda,00123
060014072001,300819.0,24,4.0,Alameda,00123
060014072002,301040.0,11,4.0,Alameda,00123
060014072003,300238.0,15,4.0,Alameda,00123
060014072004,300237.0,14,4.0,Alameda,00123
060014073001,300751.0,23,4.0,Alameda,00113
060014073002,300816.0,67,4.0,Alameda,00113
060014074001,300190.0,17,4.0,Alameda,00113
060014074002,300813.0,17,4.0,Alameda,00113
060014074003,300820.0,14,4.0,Alameda,00113
060014075001,300418.0,14,4.0,Alameda,00113
060014075002,300835.0,11,4.0,Alameda,00113
060014075003,300194.0,18,4.0,Alameda,00113
060014076001,300762.0,9,4.0,Alameda,00113
060014076002,300191.0,10,4.0,Alameda,00113
060014076003,301036.0,11,4.0,Alameda,00113
060014076004,300817.0,12,4.0,Alameda,00113
060014076005,300136.0,11,4.0,Alameda,00113
060014077001,300133.0,35,4.0,Alameda,00113
060014077002,300131.0,12,4.0,Alameda,00113
060014077003,300193.0,11,4.0,Alameda,00113
060014077004,300814.0,12,4.0,Alameda,00113
060014078001,300010.0,5,4.0,Alameda,00113
060014078001,300661.0,16,4.0,Alameda,00113
060014078002,300010.0,19,4.0,Alameda,00113
060014078003,300805.0,6,4.0,Alameda,00113
060014079001,300803.0,11,4.0,Alameda,00112
060014079001,301095.0,3,4.0,Alameda,00112
060014079002,300799.0,12,4.0,Alameda,00112
060014079003,300802.0,22,4.0,Alameda,00112
060014080001,300708.0,17,4.0,Alameda,00112
060014080002,300440.0,20,4.0,Alameda,00112
060014081001,300794.0,23,4.0,Alameda,00112
060014081002,300839.0,40,4.0,Alameda,00112
060014081003,300227.0,15,4.0,Alameda,00112
060014081004,300795.0,10,4.0,Alameda,00112
060014082001,300836.0,14,4.0,Alameda,00113
060014082002,300249.0,11,4.0,Alameda,00113
060014082003,300069.0,12,4.0,Alameda,00113
060014083001,300757.0,12,4.0,Alameda,00113
060014083002,300014.0,17,4.0,Alameda,00113
060014083003,300760.0,14,4.0,Alameda,00113
060014083004,300355.0,8,4.0,Alameda,00113
060014083005,300312.0,17,4.0,Alameda,00113
060014084001,300857.0,21,4.0,Alameda,00113
060014084002,300254.0,11,4.0,Alameda,00113
060014084003,300253.0,15,4.0,Alameda,00113
060014085001,300354.0,12,4.0,Alameda,00113
060014085002,300858.0,9,4.0,Alameda,00113
060014085003,300853.0,7,4.0,Alameda,00113
060014085004,300851.0,9,4.0,Alameda,00113
060014085005,300252.0,10,4.0,Alameda,00113
060014086001,300841.0,21,4.0,Alameda,00113
060014086002,300856.0,11,4.0,Alameda,00113
060014086003,300754.0,7,4.0,Alameda,00113
060014086004,300196.0,7,4.0,Alameda,00113
060014087001,300134.0,18,4.0,Alameda,00113
060014087002,300868.0,15,4.0,Alameda,00113
060014087003,300192.0,10,4.0,Alameda,00113
060014087004,300250.0,9,4.0,Alameda,00113
060014087005,300821.0,9,4.0,Alameda,00113
060014087006,300867.0,24,4.0,Alameda,00113
060014088001,300195.0,18,4.0,Alameda,00113
060014088002,300188.0,26,4.0,Alameda,00113
060014088003,300834.0,13,4.0,Alameda,00113
060014088004,301039.0,24,4.0,Alameda,00113
060014089001,300955.0,14,4.0,Alameda,00113
060014089002,300866.0,32,4.0,Alameda,00113
060014090001,300197.0,39,4.0,Alameda,00113
060014090002,300796.0,52,4.0,Alameda,00113
060014090003,300562.0,32,4.0,Alameda,00113
060014090004,300560.0,41,4.0,Alameda,00113
060014091001,300189.0,16,4.0,Alameda,00113
060014091002,300189.0,15,4.0,Alameda,00113
060014092001,300963.0,16,4.0,Alameda,00113
060014092002,300797.0,10,4.0,Alameda,00113
060014093001,300072.0,18,4.0,Alameda,00113
060014093002,300251.0,24,4.0,Alameda,00113
060014093003,300012.0,34,4.0,Alameda,00113
060014093004,300013.0,16,4.0,Alameda,00113
060014094001,300255.0,12,4.0,Alameda,00113
060014094002,300300.0,41,4.0,Alameda,00113
060014094003,300299.0,20,4.0,Alameda,00113
060014095001,300303.0,17,4.0,Alameda,00113
060014095002,300148.0,18,4.0,Alameda,00113
060014095003,300228.0,15,4.0,Alameda,00113
060014096001,300236.0,8,4.0,Alameda,00113
060014096002,300974.0,10,4.0,Alameda,00113
060014096003,300017.0,10,4.0,Alameda,00113
060014096004,300304.0,14,4.0,Alameda,00113
060014096005,300671.0,12,4.0,Alameda,00113
060014097001,300850.0,7,4.0,Alameda,00113
060014097002,300343.0,14,4.0,Alameda,00113
060014097003,300305.0,15,4.0,Alameda,00113
060014097004,300854.0,16,4.0,Alameda,00113
060014098001,300292.0,18,4.0,Alameda,00113
060014098002,300988.0,23,4.0,Alameda,00113
060014098003,300709.0,14,4.0,Alameda,00113
060014099001,300444.0,66,4.0,Alameda,00112
060014099002,300972.0,20,4.0,Alameda,00112
060014099003,300205.0,25,4.0,Alameda,00112
060014099004,300204.0,22,4.0,Alameda,00112
060014100001,300945.0,23,4.0,Alameda,00112
060014100002,300065.0,47,4.0,Alameda,00112
060014100003,300475.0,12,4.0,Alameda,00112
060014101001,300387.0,25,4.0,Alameda,00113
060014101002,300918.0,37,4.0,Alameda,00113
060014102001,300075.0,23,4.0,Alameda,00113
060014102002,300139.0,16,4.0,Alameda,00113
060014102003,300433.0,17,4.0,Alameda,00113
060014103001,300345.0,11,4.0,Alameda,00113
060014103002,300074.0,15,4.0,Alameda,00113
060014103003,300071.0,14,4.0,Alameda,00113
060014104001,300138.0,14,4.0,Alameda,00113
060014104002,300860.0,15,4.0,Alameda,00113
060014104003,300073.0,21,4.0,Alameda,00113
060014105001,300149.0,43,4.0,Alameda,00111
060014105001,301093.0,9,4.0,Alameda,00111
060014105001,301094.0,22,4.0,Alameda,00111
060014201001,301045.0,20,4.0,Alameda,00101
060014201002,300911.0,16,4.0,Alameda,00101
060014201003,300614.0,9,4.0,Alameda,00101
060014202001,300665.0,15,4.0,Alameda,00101
060014202002,300613.0,13,4.0,Alameda,00101
060014202003,300630.0,13,4.0,Alameda,00101
060014203001,301042.0,16,4.0,Alameda,00101
060014203002,300041.0,1,4.0,Alameda,00101
060014203003,301046.0,31,4.0,Alameda,00101
060014204001,300437.0,20,4.0,Alameda,00101
060014205001,300631.0,18,4.0,Alameda,00101
060014205002,300050.0,17,4.0,Alameda,00101
060014206001,300632.0,32,4.0,Alameda,00101
060014206002,300611.0,17,4.0,Alameda,00101
060014206002,300632.0,1,4.0,Alameda,00101
060014206003,300243.0,19,4.0,Alameda,00101
060014211001,300651.0,14,4.0,Alameda,00101
060014211002,300650.0,20,4.0,Alameda,00101
060014212001,300446.0,11,4.0,Alameda,00101
060014212002,300654.0,35,4.0,Alameda,00101
060014212003,300655.0,15,4.0,Alameda,00101
060014212004,300664.0,17,4.0,Alameda,00101
060014213001,301044.0,29,4.0,Alameda,00101
060014213002,300610.0,19,4.0,Alameda,00101
060014213003,300669.0,30,4.0,Alameda,00101
060014213004,300669.0,24,4.0,Alameda,00101
060014214001,300244.0,13,4.0,Alameda,00101
060014214002,300169.0,23,4.0,Alameda,00101
060014215001,300567.0,27,4.0,Alameda,00101
060014215002,300652.0,20,4.0,Alameda,00101
060014215003,300653.0,23,4.0,Alameda,00101
060014216001,300530.0,12,4.0,Alameda,00101
060014216002,300698.0,12,4.0,Alameda,00101
060014216003,301043.0,9,4.0,Alameda,00101
060014216004,300531.0,11,4.0,Alameda,00101
060014217001,300003.0,17,4.0,Alameda,00101
060014217002,300720.0,15,4.0,Alameda,00101
060014217003,300695.0,9,4.0,Alameda,00101
060014218001,300847.0,9,4.0,Alameda,00101
060014218001,301062.0,5,4.0,Alameda,00101
060014218002,300696.0,17,4.0,Alameda,00101
060014218002,301061.0,7,4.0,Alameda,00101
060014219001,300749.0,23,4.0,Alameda,00101
060014219002,300702.0,13,4.0,Alameda,00101
060014219002,301063.0,14,4.0,Alameda,00101
060014219003,300616.0,17,4.0,Alameda,00101
060014219004,300615.0,24,4.0,Alameda,00101
060014220001,300342.0,43,4.0,Alameda,00101
060014220001,301053.0,18,4.0,Alameda,00101
060014220001,301064.0,14,4.0,Alameda,00101
060014220001,301065.0,20,4.0,Alameda,00101
060014220001,301066.0,7,4.0,Alameda,00101
060014220002,300042.0,82,4.0,Alameda,00101
060014221001,300184.0,26,4.0,Alameda,00101
060014221002,301047.0,35,4.0,Alameda,00101
060014222001,300937.0,37,4.0,Alameda,00101
060014222002,300756.0,20,4.0,Alameda,00101
060014222003,300703.0,18,4.0,Alameda,00101
060014223001,300697.0,17,4.0,Alameda,00101
060014223002,300700.0,16,4.0,Alameda,00101
060014223003,300873.0,16,4.0,Alameda,00101
060014224001,300701.0,26,4.0,Alameda,00101
060014224002,300395.0,18,4.0,Alameda,00101
060014224003,300394.0,12,4.0,Alameda,00101
060014225001,300699.0,11,4.0,Alameda,00101
060014225002,300005.0,7,4.0,Alameda,00101
060014225003,300928.0,14,4.0,Alameda,00101
060014226001,300004.0,15,4.0,Alameda,00101
060014226001,301060.0,40,4.0,Alameda,00101
060014227001,300717.0,12,4.0,Alameda,00101
060014227002,300007.0,7,4.0,Alameda,00101
060014227003,300006.0,8,4.0,Alameda,00101
060014228001,300572.0,10,4.0,Alameda,00101
060014228002,300878.0,4,4.0,Alameda,00101
060014228003,300927.0,9,4.0,Alameda,00101
060014228003,301072.0,3,4.0,Alameda,00101
060014229001,300043.0,10,4.0,Alameda,00101
060014229001,301070.0,4,4.0,Alameda,00101
060014229001,301071.0,4,4.0,Alameda,00101
060014229002,300008.0,30,4.0,Alameda,00101
060014229002,301069.0,5,4.0,Alameda,00101
060014230001,300846.0,18,4.0,Alameda,00101
060014230002,300721.0,13,4.0,Alameda,00101
060014230003,300053.0,15,4.0,Alameda,00101
060014231001,300712.0,21,4.0,Alameda,00101
060014231002,300713.0,7,4.0,Alameda,00101
060014231003,300714.0,10,4.0,Alameda,00101
060014231004,300054.0,9,4.0,Alameda,00101
060014232001,300340.0,20,4.0,Alameda,00101
060014232002,300719.0,16,4.0,Alameda,00101
060014233001,300718.0,16,4.0,Alameda,00101
060014233002,300607.0,19,4.0,Alameda,00101
060014233003,300607.0,19,4.0,Alameda,00101
060014234001,300002.0,10,4.0,Alameda,00101
060014234002,300052.0,10,4.0,Alameda,00101
060014234003,300058.0,16,4.0,Alameda,00101
060014234004,300055.0,7,4.0,Alameda,00101
060014234004,301078.0,5,4.0,Alameda,00101
060014235001,300938.0,13,4.0,Alameda,00101
060014235001,301073.0,9,4.0,Alameda,00101
060014235002,300774.0,11,4.0,Alameda,00101
060014235002,301074.0,10,4.0,Alameda,00101
060014235003,300773.0,7,4.0,Alameda,00101
060014235003,301075.0,1,4.0,Alameda,00101
060014235003,301076.0,6,4.0,Alameda,00101
060014235003,301077.0,4,4.0,Alameda,00101
060014236011,300333.0,17,4.0,Alameda,00101
060014236012,300532.0,15,4.0,Alameda,00101
060014236021,300476.0,10,4.0,Alameda,00101
060014236022,300334.0,5,4.0,Alameda,00101
060014236023,300108.0,12,4.0,Alameda,00101
060014237001,300351.0,21,4.0,Alameda,00101
060014237002,300877.0,27,4.0,Alameda,00101
060014237003,300535.0,5,4.0,Alameda,00101
060014238001,300750.0,18,4.0,Alameda,00101
060014238002,300122.0,32,4.0,Alameda,00101
060014238003,300570.0,29,4.0,Alameda,00101
060014239011,300057.0,12,4.0,Alameda,00101
060014239011,301080.0,5,4.0,Alameda,00101
060014239012,300765.0,25,4.0,Alameda,00101
060014239012,301081.0,6,4.0,Alameda,00101
060014239021,300121.0,16,4.0,Alameda,00101
060014239022,300119.0,21,4.0,Alameda,00101
060014240011,300609.0,5,4.0,Alameda,00101
060014240011,301079.0,3,4.0,Alameda,00101
060014240012,300769.0,8,4.0,Alameda,00101
060014240013,300949.0,10,4.0,Alameda,00101
060014240014,300612.0,14,4.0,Alameda,00101
060014240014,301082.0,8,4.0,Alameda,00101
060014240021,300940.0,14,4.0,Alameda,00101
060014240022,300056.0,17,4.0,Alameda,00101
060014251011,300044.0,8,4.0,Alameda,00114
060014251012,300044.0,8,4.0,Alameda,00114
060014251021,300046.0,8,4.0,Alameda,00114
060014251022,300047.0,11,4.0,Alameda,00114
060014251023,300048.0,14,4.0,Alameda,00114
060014251031,300101.0,19,4.0,Alameda,00114
060014251032,300102.0,27,4.0,Alameda,00114
060014251033,300103.0,16,4.0,Alameda,00114
060014251041,300104.0,24,4.0,Alameda,00114
060014251042,300152.0,40,4.0,Alameda,00114
060014251042,301068.0,11,4.0,Alameda,00114
060014261001,300379.0,18,4.0,Alameda,00114
060014261002,300105.0,15,4.0,Alameda,00114
060014261003,300623.0,22,4.0,Alameda,00114
060014261004,300954.0,18,4.0,Alameda,00114
060014261005,300467.0,21,4.0,Alameda,00114
060014261006,300341.0,14,4.0,Alameda,00114
060014262001,300353.0,23,4.0,Alameda,00114
060014262002,301013.0,42,4.0,Alameda,00114
060014262003,301011.0,18,4.0,Alameda,00114
060014271001,300471.0,40,4.0,Alameda,00114
060014271002,300129.0,14,4.0,Alameda,00114
060014271003,300129.0,40,4.0,Alameda,00114
060014272001,300063.0,20,4.0,Alameda,00114
060014272002,300469.0,15,4.0,Alameda,00114
060014272003,300060.0,27,4.0,Alameda,00114
060014272004,300563.0,37,4.0,Alameda,00114
060014272005,300336.0,11,4.0,Alameda,00114
060014273001,300523.0,23,4.0,Alameda,00114
060014273002,300283.0,38,4.0,Alameda,00114
060014273003,300283.0,15,4.0,Alameda,00114
060014273004,300352.0,20,4.0,Alameda,00114
060014273005,300283.0,27,4.0,Alameda,00114
060014276001,300059.0,8,4.0,Alameda,00114
060014276002,300106.0,16,4.0,Alameda,00114
060014276003,300229.0,11,4.0,Alameda,00114
060014277001,300753.0,9,4.0,Alameda,00114
060014277002,300752.0,16,4.0,Alameda,00114
060014277003,300483.0,18,4.0,Alameda,00114
060014277004,300525.0,10,4.0,Alameda,00114
060014278001,300566.0,11,4.0,Alameda,00114
060014278002,300019.0,7,4.0,Alameda,00114
060014278003,300565.0,16,4.0,Alameda,00114
060014278004,300472.0,19,4.0,Alameda,00114
060014278005,300015.0,13,4.0,Alameda,00114
060014279001,300067.0,16,4.0,Alameda,00114
060014279002,300517.0,22,4.0,Alameda,00114
060014279003,300518.0,13,4.0,Alameda,00114
060014279004,300976.0,12,4.0,Alameda,00114
060014279005,300977.0,18,4.0,Alameda,00114
060014280001,300804.0,25,4.0,Alameda,00114
060014280002,300519.0,15,4.0,Alameda,00114
060014281001,300815.0,20,4.0,Alameda,00114
060014281002,300068.0,27,4.0,Alameda,00114
060014281003,300425.0,19,4.0,Alameda,00114
060014281004,300421.0,24,4.0,Alameda,00114
060014282001,300953.0,29,4.0,Alameda,00114
060014282002,300423.0,18,4.0,Alameda,00114
060014282003,300062.0,19,4.0,Alameda,00114
060014282004,300062.0,12,4.0,Alameda,00114
060014282005,300062.0,19,4.0,Alameda,00114
060014283011,300107.0,50,4.0,Alameda,00114
060014283012,300107.0,17,4.0,Alameda,00114
060014283013,300107.0,20,4.0,Alameda,00114
060014283014,300107.0,29,4.0,Alameda,00114
060014283014,301097.0,16,4.0,Alameda,00114
060014283021,300391.0,23,4.0,Alameda,00114
060014283022,300393.0,34,4.0,Alameda,00114
060014283023,300482.0,22,4.0,Alameda,00114
060014284001,300520.0,20,4.0,Alameda,00114
060014284002,300522.0,6,4.0,Alameda,00114
060014284003,300320.0,6,4.0,Alameda,00114
060014285001,300564.0,20,4.0,Alameda,00114
060014285002,300153.0,22,4.0,Alameda,00114
060014286001,300975.0,16,4.0,Alameda,00114
060014286002,300521.0,4,4.0,Alameda,00114
060014286003,300154.0,18,4.0,Alameda,00114
060014287001,300468.0,81,4.0,Alameda,00114
060014287002,300206.0,86,4.0,Alameda,00114
060014301011,300207.0,34,4.0,Alameda,00115
060014301012,300208.0,20,4.0,Alameda,00115
060014301013,300209.0,41,4.0,Alameda,00115
060014301021,300210.0,86,4.0,Alameda,00115
060014302001,300262.0,31,4.0,Alameda,00115
060014302002,300261.0,25,4.0,Alameda,00115
060014302003,300780.0,8,4.0,Alameda,00115
060014302004,300826.0,19,4.0,Alameda,00115
060014302005,300263.0,13,4.0,Alameda,00115
060014303001,300033.0,14,4.0,Alameda,00115
060014303001,301055.0,7,4.0,Alameda,00115
060014303002,300259.0,18,4.0,Alameda,00115
060014303003,300274.0,9,4.0,Alameda,00115
060014304001,300031.0,14,4.0,Alameda,00115
