"TAZ","TOTHH","TOTPOP","hh_own","hh_rent","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","gq_tot_pop"
"713","841.0","220.6869827125024","599.0","254.0","37.0","255.0","309.0","269.0","1072.0","783.0","113.0","146.0","365.0","1110.0","46.0"
"714","118.0","65.03469134128706","89.0","35.0","21.0","34.0","23.0","62.0","238.0","76.0","8.0","0.0","98.0","162.0","39.0"
"715","1700.0","298.27008335660946","1262.0","441.0","283.0","405.0","279.0","733.0","1219.0","1030.0","349.0","497.0","693.0","3807.0","17.004703668861712"
"716","812.0","143.19898158875935","395.0","429.0","204.0","312.0","169.0","140.0","1366.0","681.0","263.0","66.0","194.0","1218.0","39.079027355623104"
"717","1133.0","306.8403543556158","881.0","269.0","162.0","449.0","234.0","305.0","1634.0","914.0","197.0","204.0","248.0","1566.0","137.7797610043866"
"718","944.0","182.24341622467887","653.0","301.0","161.0","303.0","162.0","328.0","693.0","453.0","85.0","118.0","446.0","2071.0","28.258581235697942"
"719","1398.0","209.85310573659515","890.0","520.0","400.0","373.0","224.0","413.0","2160.0","1079.0","361.0","328.0","671.0","1430.0","14.0"
"72","1417.0","322.27349210831363","564.0","877.0","687.0","332.0","254.0","168.0","1176.0","196.0","64.0","159.0","125.0","762.0","135.0"
"720","1379.0","199.2585064050804","1193.0","204.0","273.0","472.0","276.0","377.0","1915.0","649.0","74.0","151.0","232.0","1755.0","6.16371453138435"
"721","1794.0","320.555414469674","886.0","915.0","683.0","432.0","263.0","422.0","1887.0","723.0","247.0","184.0","631.0","1185.0","88.0"
"722","831.0","155.37978256155222","581.0","268.0","172.0","291.0","125.0","260.0","1408.0","768.0","223.0","300.0","529.0","1786.0","23.88040380047505"
"723","1454.0","288.6216077534134","1190.0","276.0","176.0","641.0","167.0","481.0","1278.0","813.0","99.0","76.0","291.0","1332.0","65.0"
"724","1662.0","495.1486713962644","743.0","927.0","702.0","497.0","225.0","247.0","2368.0","834.0","314.0","190.0","488.0","1747.0","308.0"
"725","793.0","157.07278813133092","780.0","30.0","69.0","298.0","214.0","229.0","945.0","565.0","45.0","16.0","72.0","1161.0","29.0"
"726","1020.0","164.9548781821716","805.0","225.0","163.0","347.0","199.0","321.0","1120.0","618.0","252.0","275.0","437.0","1993.0","5.363679023932426"
"727","869.0","154.9705262750616","738.0","149.0","159.0","233.0","187.0","309.0","766.0","478.0","54.0","77.0","120.0","826.0","17.0"
"728","963.0","169.2514385588751","763.0","204.0","228.0","331.0","127.0","281.0","1894.0","838.0","208.0","137.0","619.0","1563.0","33.30979465209041"
"729","2512.0","388.4179857448905","1728.0","798.0","423.0","628.0","514.0","961.0","1428.0","2241.0","378.0","205.0","664.0","7963.0","0.0"
"73","1684.0","234.9877157185732","407.0","1298.0","1023.0","397.0","185.0","116.0","1168.0","134.0","393.0","150.0","326.0","1209.0","45.69429803545759"
"730","3173.0","2438.625930517737","1488.0","1701.0","341.0","1287.0","734.0","828.0","1341.0","1295.0","461.0","230.0","670.0","3274.0","1974.8375847594448"
"731","2795.0","329.8724829514114","987.0","1821.0","938.0","854.0","610.0","405.0","2143.0","948.0","180.0","308.0","671.0","1515.0","0.0"
"732","1700.0","279.345297786692","1085.0","615.0","315.0","586.0","434.0","365.0","1469.0","720.0","15.0","136.0","433.0","1318.0","36.18427605834223"
"733","2021.0","352.14565264742083","1285.0","753.0","435.0","603.0","529.0","471.0","1945.0","1158.0","234.0","136.0","450.0","1854.0","49.836087070548125"
"734","3173.0","496.8851599118922","2748.0","438.0","562.0","885.0","760.0","979.0","1321.0","737.0","117.0","59.0","446.0","2709.0","9.582546907960475"
"735","1114.0","163.0377032985067","1002.0","129.0","190.0","359.0","350.0","233.0","1046.0","560.0","37.0","116.0","146.0","1076.0","0.434695627322092"
"736","1435.0","271.76322676199294","1005.0","440.0","256.0","527.0","296.0","366.0","1240.0","671.0","189.0","90.0","598.0","2391.0","60.81431742508324"
"737","2474.0","427.5483351203346","2141.0","347.0","246.0","690.0","657.0","894.0","896.0","813.0","125.0","72.0","143.0","1134.0","21.0"
"738","1435.0","236.37497111958984","1244.0","196.0","113.0","500.0","332.0","495.0","1305.0","1075.0","56.0","111.0","236.0","1660.0","13.0"
"739","1851.0","581.9346577912158","589.0","1262.0","724.0","348.0","367.0","412.0","1896.0","756.0","374.0","362.0","400.0","1231.0","346.4456780333069"
"74","4219.0","684.2491169971142","317.0","3916.0","2511.0","1329.0","176.0","233.0","2716.0","149.0","831.0","99.0","262.0","1116.0","256.0"
"740","1549.0","245.3621917096134","1192.0","375.0","172.0","589.0","401.0","404.0","791.0","757.0","25.0","37.0","171.0","1093.0","7.0"
"741","1379.0","235.68848810125968","919.0","463.0","203.0","415.0","296.0","465.0","1182.0","788.0","50.0","103.0","182.0","1371.0","22.92521845153424"
"742","3966.0","584.2157780000653","1727.0","2250.0","926.0","1330.0","790.0","931.0","1770.0","1219.0","353.0","336.0","536.0","3779.0","49.46272165502418"
"743","1983.0","311.01145288501016","1387.0","605.0","374.0","511.0","439.0","667.0","1282.0","911.0","338.0","250.0","319.0","2504.0","10.442987931751976"
"744","2436.0","472.2469252815475","1142.0","1294.0","568.0","885.0","405.0","578.0","1544.0","742.0","411.0","140.0","142.0","1194.0","116.0"
"745","2644.0","352.49972060799684","2105.0","545.0","754.0","860.0","217.0","819.0","1679.0","808.0","172.0","305.0","268.0","1397.0","0.1392660550458715"
"746","2210.0","448.5631675407428","2046.0","177.0","145.0","735.0","439.0","903.0","1736.0","1410.0","93.0","96.0","252.0","2261.0","69.0"
"747","1492.0","236.500052617636","1471.0","31.0","153.0","538.0","232.0","580.0","926.0","437.0","46.0","70.0","53.0","1012.0","0.0"
"748","1284.0","242.82000354216376","1192.0","101.0","81.0","214.0","439.0","559.0","686.0","799.0","74.0","83.0","94.0","1027.0","14.0"
"749","1719.0","269.0602612845888","1034.0","696.0","271.0","447.0","388.0","623.0","628.0","658.0","153.0","68.0","340.0","1651.0","0.0"
"75","2519.0","311.119826507334","962.0","1559.0","1443.0","844.0","228.0","37.0","2042.0","140.0","283.0","111.0","262.0","1102.0","53.0"
"750","2172.0","407.8042536490327","1666.0","521.0","325.0","447.0","810.0","604.0","1030.0","1781.0","132.0","40.0","39.0","511.0","67.0"
"751","38.0","75.18150475092844","41.0","9.0","5.0","10.0","20.0","15.0","1030.0","1781.0","1.0","0.0","1.0","10.0","67.0"
"752","2965.0","536.1263072823617","1528.0","1443.0","717.0","1179.0","493.0","582.0","720.0","459.0","39.0","59.0","101.0","801.0","164.09615384615384"
"753","1794.0","291.84693418240346","1587.0","210.0","222.0","419.0","518.0","635.0","1127.0","715.0","58.0","82.0","108.0","1345.0","12.0"
"754","1983.0","405.8282100000932","1838.0","149.0","268.0","537.0","264.0","919.0","1026.0","446.0","46.0","14.0","65.0","1142.0","75.7710843373494"
"755","2984.0","486.6740641434673","2283.0","712.0","194.0","944.0","862.0","994.0","1114.0","775.0","239.0","202.0","315.0","2520.0","0.4160855416085541"
"756","1228.0","239.5873566718085","952.0","280.0","82.0","265.0","363.0","523.0","1388.0","1285.0","124.0","150.0","149.0","1818.0","25.0"
"757","888.0","177.41446137339827","774.0","122.0","59.0","293.0","204.0","340.0","526.0","498.0","78.0","88.0","114.0","604.0","30.0"
"758","3381.0","643.6009027998933","2400.0","994.0","327.0","559.0","813.0","1695.0","1279.0","1078.0","214.0","230.0","314.0","1256.0","20.0"
"759","2115.0","390.5662354177228","1125.0","1004.0","190.0","517.0","711.0","713.0","1326.0","1572.0","105.0","136.0","337.0","1931.0","27.0"
"76","3070.0","657.516718161816","765.0","2318.0","1989.0","834.0","165.0","111.0","2093.0","103.0","366.0","159.0","226.0","1018.0","372.0"
"760","1265.0","249.638127458578","805.0","464.0","187.0","370.0","210.0","502.0","1422.0","937.0","241.0","84.0","328.0","1390.0","35.0"
"761","2739.0","510.5310511934272","963.0","1776.0","610.0","647.0","613.0","869.0","1299.0","1010.0","490.0","443.0","580.0","2368.0","92.569746139754"
"762","3097.0","459.2430506004979","613.0","2496.0","518.0","1305.0","658.0","628.0","1037.0","547.0","60.0","48.0","241.0","1010.0","19.0"
"763","5137.0","825.6844525687515","1131.0","4009.0","1113.0","1587.0","981.0","1460.0","1209.0","699.0","317.0","285.0","643.0","2046.0","78.01501353679548"
"764","1586.0","375.2925263402764","733.0","853.0","238.0","537.0","197.0","614.0","808.0","448.0","78.0","258.0","536.0","1314.0","114.6963674651224"
"765","3551.0","640.2659941585356","2825.0","735.0","355.0","1056.0","1026.0","1124.0","635.0","477.0","48.0","76.0","124.0","705.0","33.0"
"766","1303.0","212.6993245514442","965.0","345.0","196.0","512.0","198.0","403.0","744.0","529.0","54.0","70.0","129.0","847.0","22.0"
"767","3135.0","445.06308137487855","2540.0","607.0","568.0","1191.0","739.0","649.0","1434.0","752.0","148.0","146.0","465.0","3022.0","7.841804788213628"
"768","1152.0","239.42511750913349","786.0","370.0","118.0","361.0","252.0","425.0","1323.0","830.0","195.0","181.0","426.0","2583.0","43.275868440502585"
"769","1908.0","349.5030214638288","863.0","1053.0","227.0","319.0","544.0","826.0","820.0","1220.0","145.0","65.0","357.0","3714.0","33.326790095917914"
"77","4250.0","835.4825348463315","623.0","3640.0","2241.0","1217.0","416.0","404.0","2242.0","508.0","691.0","124.0","331.0","1023.0","313.0"
"770","1303.0","227.1586382360197","968.0","338.0","191.0","441.0","230.0","441.0","1721.0","644.0","132.0","213.0","346.0","1334.0","11.008055770720372"
"771","2153.0","332.4071310836624","1826.0","343.0","343.0","968.0","376.0","482.0","2237.0","881.0","216.0","338.0","288.0","1846.0","21.0"
"772","2229.0","543.6605862044739","1022.0","1214.0","212.0","614.0","490.0","920.0","1005.0","733.0","68.0","234.0","406.0","780.0","138.0"
"773","1586.0","332.5460687271817","728.0","872.0","211.0","445.0","256.0","687.0","1329.0","992.0","94.0","206.0","318.0","1397.0","31.48160794660872"
"774","2644.0","847.871572297933","1180.0","1471.0","755.0","946.0","429.0","521.0","1479.0","605.0","426.0","516.0","912.0","1685.0","506.9448141701648"
"775","2304.0","377.098951348211","1095.0","1228.0","467.0","732.0","426.0","698.0","1108.0","633.0","325.0","362.0","436.0","1823.0","19.40045716773702"
"776","3173.0","478.0552858740375","1695.0","1494.0","644.0","1123.0","602.0","819.0","1668.0","1041.0","141.0","99.0","365.0","1749.0","38.61416781292985"
"777","4212.0","740.8029557052544","319.0","3897.0","1044.0","1425.0","764.0","979.0","1789.0","967.0","254.0","163.0","491.0","1461.0","196.0"
"778","3570.0","465.12046525502006","1240.0","2338.0","907.0","1154.0","870.0","648.0","1558.0","935.0","437.0","316.0","733.0","4294.0","6.129737206085753"
"779","2266.0","392.5050614170487","1758.0","525.0","265.0","459.0","573.0","986.0","1112.0","805.0","41.0","63.0","189.0","1348.0","0.0"
"78","3038.0","386.3602314300229","174.0","2881.0","1613.0","844.0","233.0","381.0","1577.0","191.0","1357.0","307.0","526.0","635.0","20.353356890459363"
"780","1530.0","267.63753834788656","1371.0","169.0","206.0","391.0","338.0","606.0","773.0","430.0","56.0","73.0","50.0","845.0","18.970688059240977"
"781","1643.0","389.0601445117285","1345.0","316.0","584.0","425.0","210.0","441.0","1548.0","541.0","313.0","134.0","133.0","1245.0","164.57273519163763"
"782","2285.0","365.16992441253234","1340.0","949.0","551.0","686.0","512.0","541.0","1910.0","1200.0","128.0","96.0","420.0","1989.0","50.0"
"783","4136.0","546.5728833744434","1797.0","2352.0","846.0","1851.0","594.0","857.0","1043.0","444.0","139.0","39.0","144.0","828.0","0.0"
"784","4910.0","780.2828542230824","3203.0","1720.0","587.0","1338.0","1486.0","1512.0","1268.0","996.0","202.0","120.0","242.0","1410.0","10.878442378530082"
"785","2701.0","529.4543596774231","1406.0","1312.0","533.0","823.0","303.0","1060.0","1681.0","1108.0","188.0","282.0","363.0","1571.0","90.84332688588007"
"786","2172.0","358.53864511712084","1725.0","449.0","249.0","843.0","554.0","526.0","1234.0","551.0","147.0","100.0","196.0","1091.0","28.0"
"787","3116.0","526.6733265548053","1658.0","1472.0","336.0","875.0","839.0","1080.0","1404.0","1449.0","191.0","192.0","216.0","1842.0","18.0"
"788","1549.0","304.25581731119604","1238.0","325.0","161.0","247.0","328.0","827.0","1148.0","1028.0","143.0","165.0","272.0","1315.0","18.000508733254197"
"789","1832.0","331.87883885105526","1557.0","283.0","215.0","364.0","392.0","868.0","911.0","865.0","116.0","71.0","192.0","1113.0","8.0"
"79","1700.0","383.90442508882415","365.0","1353.0","915.0","533.0","228.0","58.0","2264.0","124.0","193.0","193.0","465.0","1074.0","205.5561265891263"
"790","907.0","184.58520349853825","822.0","101.0","77.0","348.0","177.0","321.0","1310.0","621.0","94.0","105.0","240.0","1439.0","26.54410399257196"
"791","2285.0","437.0336453356731","1576.0","712.0","443.0","388.0","354.0","1100.0","867.0","388.0","4.0","88.0","427.0","551.0","21.0"
"792","850.0","244.52741416751616","796.0","60.0","62.0","234.0","110.0","449.0","725.0","459.0","19.0","53.0","140.0","665.0","69.0"
"793","1416.0","267.95991427602894","1056.0","374.0","216.0","361.0","281.0","574.0","995.0","589.0","166.0","126.0","256.0","885.0","24.892288861689103"
"794","774.0","148.15376798122347","723.0","69.0","52.0","164.0","220.0","355.0","585.0","450.0","71.0","47.0","107.0","672.0","0.0"
"795","1794.0","350.26278847783743","1120.0","682.0","100.0","373.0","412.0","916.0","689.0","477.0","65.0","60.0","205.0","608.0","22.0"
"796","1284.0","274.55266497052","1076.0","208.0","163.0","343.0","205.0","573.0","711.0","435.0","193.0","138.0","383.0","1254.0","40.82561618464169"
"797","1265.0","241.22881912767917","1008.0","263.0","229.0","368.0","282.0","391.0","1744.0","783.0","231.0","291.0","419.0","1263.0","33.88308977035491"
"798","2153.0","326.11715267554104","1505.0","665.0","605.0","676.0","474.0","415.0","1344.0","439.0","227.0","174.0","356.0","776.0","17.0"
"799","1303.0","220.7505923270249","974.0","347.0","232.0","320.0","329.0","439.0","1351.0","719.0","27.0","133.0","270.0","1355.0","14.0"
"8","7399.0","1700.629196229163","182.0","7234.0","4675.0","1252.0","746.0","758.0","2092.0","256.0","2619.0","785.0","820.0","685.0","878.0819493601961"
"80","1747.0","266.7441798987805","229.0","1541.0","880.0","547.0","168.0","191.0","2240.0","236.0","372.0","280.0","321.0","1000.0","58.0"
"800","1568.0","509.6229974009349","670.0","906.0","356.0","454.0","303.0","463.0","1659.0","682.0","421.0","183.0","373.0","1017.0","263.0"
"801","2720.0","429.6549359204989","1113.0","1614.0","685.0","961.0","416.0","665.0","1087.0","484.0","273.0","191.0","619.0","2779.0","46.04802478698683"
"802","397.0","101.16955040227091","202.0","195.0","37.0","48.0","90.0","222.0","872.0","860.0","152.0","112.0","314.0","904.0","23.417241379310347"
"803","2946.0","482.5115795805864","1700.0","1255.0","788.0","1294.0","221.0","652.0","883.0","271.0","164.0","104.0","202.0","529.0","106.84243775548124"
"804","1284.0","254.81869821422544","733.0","555.0","203.0","421.0","223.0","441.0","808.0","538.0","118.0","31.0","272.0","722.0","30.07345575959933"
"805","944.0","181.51113222109663","754.0","195.0","106.0","213.0","219.0","410.0","1552.0","1087.0","127.0","112.0","283.0","1703.0","13.0"
"806","1530.0","334.0205935758965","1221.0","319.0","293.0","394.0","250.0","602.0","1457.0","463.0","405.0","425.0","712.0","1617.0","74.07692307692308"
"807","1133.0","233.2730361327107","979.0","169.0","148.0","272.0","191.0","537.0","808.0","629.0","125.0","195.0","315.0","612.0","13.0"
"808","699.0","192.1135993642368","648.0","57.0","49.0","132.0","90.0","434.0","483.0","535.0","48.0","42.0","115.0","674.0","26.0"
"809","1435.0","295.1027210801584","1275.0","170.0","185.0","325.0","281.0","653.0","601.0","264.0","40.0","77.0","206.0","422.0","18.0"
"81","2062.0","438.3288701446441","359.0","1725.0","987.0","632.0","262.0","218.0","2272.0","225.0","609.0","380.0","787.0","2241.0","179.91376370280148"
"810","3853.0","613.0270071452169","2165.0","1706.0","726.0","1118.0","844.0","1184.0","1640.0","650.0","821.0","1082.0","1272.0","4289.0","27.82183717459791"
"811","1889.0","562.1098499545067","969.0","926.0","361.0","719.0","288.0","527.0","2270.0","998.0","387.0","152.0","753.0","1486.0","258.0"
"812","1662.0","321.88211377457526","1294.0","374.0","387.0","367.0","350.0","564.0","820.0","543.0","70.0","161.0","313.0","629.0","48.0"
"813","1700.0","310.2171079557742","704.0","1002.0","299.0","622.0","366.0","418.0","846.0","354.0","331.0","121.0","193.0","382.0","43.0"
"814","680.0","144.0231693426363","618.0","79.0","148.0","159.0","107.0","283.0","779.0","457.0","109.0","158.0","275.0","522.0","17.0"
"815","4646.0","1120.6781524897456","1023.0","3632.0","630.0","737.0","1061.0","2227.0","676.0","690.0","224.0","165.0","247.0","539.0","98.0"
"816","1265.0","389.8617030675766","593.0","676.0","203.0","330.0","170.0","566.0","690.0","348.0","126.0","58.0","234.0","479.0","152.0"
"817","3985.0","845.2707631780586","727.0","3275.0","403.0","596.0","938.0","2064.0","628.0","607.0","267.0","389.0","698.0","785.0","37.556759976176295"
"818","1851.0","376.2167069888617","1275.0","581.0","237.0","428.0","407.0","784.0","1065.0","526.0","42.0","124.0","335.0","870.0","4.0"
"819","888.0","177.3501764344483","330.0","568.0","139.0","198.0","178.0","383.0","424.0","368.0","120.0","109.0","168.0","285.0","18.0"
"82","2094.0","272.4050618606859","609.0","1499.0","1086.0","663.0","181.0","177.0","1831.0","232.0","330.0","84.0","281.0","968.0","36.0"
"820","2965.0","481.0393341945078","1421.0","1544.0","502.0","1194.0","499.0","770.0","2003.0","918.0","336.0","496.0","930.0","3266.0","45.81382476036182"
"821","2569.0","1628.0761427097818","1876.0","698.0","551.0","737.0","397.0","889.0","1395.0","544.0","42.0","255.0","202.0","914.0","1261.233043478261"
"822","2946.0","729.6423432453814","2377.0","577.0","554.0","1189.0","441.0","770.0","938.0","348.0","38.0","49.0","169.0","987.0","295.63495400788435"
"823","3418.0","531.9907180330966","2032.0","1397.0","826.0","1051.0","685.0","867.0","1211.0","448.0","361.0","311.0","422.0","1621.0","36.27184593213677"
"824","1851.0","445.0332499088103","713.0","1145.0","330.0","565.0","457.0","506.0","1341.0","652.0","191.0","413.0","399.0","819.0","160.27175843694494"
"825","3078.0","601.6522121295166","1283.0","1802.0","557.0","864.0","421.0","1244.0","1407.0","830.0","298.0","352.0","449.0","794.0","31.0"
"826","5779.0","987.3715834190594","1241.0","4553.0","923.0","1257.0","1366.0","2248.0","1113.0","872.0","269.0","192.0","423.0","830.0","38.0"
"827","3248.0","542.1615414212221","1198.0","2069.0","813.0","628.0","633.0","1193.0","996.0","564.0","177.0","71.0","357.0","727.0","8.0"
"828","1473.0","283.848318910588","784.0","701.0","344.0","339.0","262.0","541.0","1176.0","695.0","233.0","179.0","784.0","1945.0","52.71074210742108"
"829","1379.0","236.61633876928497","773.0","610.0","289.0","385.0","250.0","459.0","849.0","554.0","221.0","127.0","182.0","654.0","19.906401291016675"
"83","2582.0","308.8489625688065","1262.0","1327.0","1148.0","1139.0","207.0","126.0","2421.0","312.0","197.0","122.0","175.0","1640.0","21.0"
"830","1870.0","370.4179587818822","781.0","1104.0","186.0","346.0","442.0","912.0","1070.0","1132.0","169.0","428.0","287.0","1006.0","0.0"
"831","3305.0","712.7034689827942","619.0","2686.0","643.0","904.0","584.0","1174.0","968.0","545.0","211.0","192.0","428.0","464.0","188.0"
"832","1926.0","345.4677506198207","1145.0","791.0","488.0","418.0","349.0","682.0","1177.0","815.0","251.0","159.0","372.0","944.0","0.1637214137214137"
"833","755.0","160.07383264929516","674.0","92.0","129.0","184.0","156.0","296.0","1084.0","577.0","141.0","145.0","281.0","851.0","21.0"
"834","925.0","187.80612577005587","769.0","158.0","168.0","275.0","111.0","371.0","1195.0","637.0","157.0","144.0","346.0","927.0","28.0"
"835","1171.0","242.2908540944424","832.0","357.0","143.0","301.0","204.0","542.0","1138.0","852.0","172.0","222.0","377.0","922.0","21.0"
"836","1171.0","227.72330592167748","697.0","488.0","261.0","328.0","145.0","450.0","1179.0","591.0","134.0","134.0","505.0","740.0","24.0"
"837","2266.0","554.357638216007","685.0","1593.0","450.0","667.0","417.0","743.0","1167.0","655.0","445.0","470.0","1069.0","1120.0","170.79674208144797"
"838","1077.0","211.2690345831012","287.0","797.0","343.0","276.0","159.0","306.0","1220.0","472.0","274.0","251.0","350.0","572.0","50.0"
"839","1209.0","415.0657236427987","414.0","811.0","493.0","239.0","232.0","261.0","1590.0","634.0","440.0","129.0","515.0","803.0","245.0"
"84","1905.0","324.2680091072103","597.0","1326.0","598.0","843.0","277.0","219.0","2589.0","359.0","73.0","100.0","233.0","1960.0","64.0"
"840","2399.0","443.2328030561234","1336.0","1073.0","773.0","974.0","303.0","360.0","2052.0","679.0","204.0","207.0","687.0","1235.0","139.0"
"841","3078.0","657.6364304405147","1615.0","1466.0","642.0","1099.0","671.0","666.0","1466.0","472.0","107.0","245.0","425.0","892.0","204.2907385697538"
"842","3815.0","617.464860857878","1059.0","2761.0","991.0","1498.0","434.0","896.0","1065.0","448.0","67.0","261.0","304.0","676.0","67.54407209236835"
"843","3456.0","649.4032055153283","2785.0","690.0","687.0","1118.0","624.0","1046.0","1183.0","497.0","115.0","105.0","318.0","898.0","88.0"
"844","3645.0","562.7155154269815","3302.0","345.0","555.0","1384.0","670.0","1036.0","1547.0","665.0","325.0","117.0","310.0","2494.0","10.721619897959185"
"845","1870.0","369.71071317543306","1767.0","113.0","203.0","612.0","464.0","602.0","1689.0","1046.0","123.0","156.0","339.0","1734.0","72.90385899319001"
"846","3078.0","470.1809082201909","2109.0","980.0","784.0","654.0","564.0","1087.0","1553.0","894.0","252.0","339.0","403.0","1109.0","13.954729183508489"
"847","3324.0","446.1956557038981","1042.0","2286.0","817.0","1175.0","720.0","616.0","981.0","455.0","146.0","112.0","400.0","558.0","0.0"
"848","4325.0","827.212727656975","1338.0","2992.0","971.0","1299.0","497.0","1563.0","1343.0","793.0","262.0","288.0","288.0","999.0","138.40724946695096"
"849","1926.0","302.441387280136","1500.0","443.0","390.0","618.0","297.0","637.0","972.0","639.0","165.0","196.0","227.0","802.0","17.0"
"85","1873.0","414.3917358990693","273.0","1615.0","834.0","604.0","245.0","205.0","1805.0","333.0","190.0","57.0","165.0","1308.0","184.0"
"850","1851.0","315.6561390860258","1468.0","401.0","267.0","605.0","320.0","676.0","907.0","608.0","95.0","40.0","179.0","995.0","0.0"
"851","2247.0","353.97246959635544","2063.0","186.0","207.0","1144.0","198.0","698.0","554.0","278.0","16.0","33.0","71.0","589.0","0.0"
"852","2606.0","465.0693014440786","2403.0","215.0","316.0","908.0","432.0","962.0","1486.0","1101.0","202.0","201.0","270.0","1543.0","29.0"
"853","1511.0","450.2550437894216","877.0","638.0","326.0","704.0","191.0","290.0","1832.0","586.0","251.0","399.0","455.0","982.0","225.0"
"854","7460.0","1217.0446258466468","615.0","6845.0","1443.0","1860.0","1631.0","2526.0","1654.0","1141.0","250.0","581.0","808.0","789.0","24.5060486809503"
"855","1945.0","469.0782465624524","552.0","1408.0","398.0","480.0","367.0","715.0","1288.0","698.0","555.0","311.0","369.0","477.0","148.0"
"856","1870.0","337.58721029196937","976.0","909.0","380.0","590.0","434.0","480.0","1046.0","479.0","456.0","226.0","603.0","1243.0","53.63595534453997"
"857","1077.0","238.76980943606085","537.0","545.0","178.0","229.0","193.0","482.0","605.0","495.0","222.0","84.0","231.0","419.0","30.47850055126792"
"858","1851.0","294.68651390712097","1081.0","774.0","596.0","376.0","424.0","459.0","1789.0","767.0","462.0","166.0","580.0","983.0","33.0"
"859","774.0","122.2553506332723","646.0","135.0","236.0","216.0","128.0","201.0","1393.0","365.0","281.0","385.0","296.0","526.0","10.1421875"
"86","1464.0","251.0071377824502","319.0","1157.0","627.0","509.0","189.0","166.0","1626.0","266.0","436.0","261.0","513.0","1831.0","57.62005506448341"
"860","1435.0","227.2993711563514","1060.0","382.0","345.0","486.0","307.0","303.0","1992.0","568.0","240.0","223.0","426.0","1251.0","23.016101824873484"
"861","1039.0","235.0565372016585","864.0","187.0","70.0","294.0","171.0","515.0","1621.0","766.0","197.0","209.0","656.0","1023.0","29.6666225691229"
"862","3211.0","519.2262660658425","922.0","2300.0","1478.0","416.0","653.0","676.0","2291.0","921.0","575.0","403.0","846.0","931.0","90.0"
"863","1360.0","249.92177650770844","891.0","477.0","299.0","477.0","166.0","427.0","1111.0","426.0","131.0","218.0","309.0","620.0","26.881744831064044"
"864","3532.0","477.79036736385154","989.0","2554.0","1217.0","1169.0","455.0","702.0","1423.0","466.0","777.0","555.0","1033.0","960.0","8.549427290836654"
"865","604.0","112.168990207534","476.0","137.0","129.0","211.0","131.0","142.0","1237.0","386.0","165.0","189.0","303.0","741.0","25.435445450214388"
"866","1511.0","306.44911474808305","1327.0","191.0","442.0","558.0","194.0","324.0","1259.0","455.0","175.0","165.0","244.0","864.0","104.0"
"867","755.0","111.990542720731","578.0","181.0","229.0","158.0","184.0","188.0","802.0","368.0","158.0","140.0","212.0","504.0","1.00862688713156"
"868","774.0","328.8060611618688","514.0","272.0","162.0","266.0","143.0","215.0","1071.0","466.0","92.0","116.0","118.0","911.0","209.6923865675468"
"869","2191.0","348.4000209036586","926.0","1267.0","742.0","592.0","491.0","366.0","1357.0","442.0","327.0","111.0","391.0","647.0","60.0"
"87","1716.0","425.5220504660445","541.0","1187.0","464.0","911.0","190.0","178.0","2539.0","394.0","366.0","61.0","311.0","1616.0","190.0"
"870","1209.0","215.276954027106","930.0","282.0","261.0","420.0","248.0","280.0","1498.0","568.0","187.0","245.0","204.0","1117.0","41.0"
"871","1435.0","315.4856949773899","468.0","983.0","520.0","457.0","302.0","172.0","1436.0","449.0","440.0","650.0","655.0","1398.0","140.34521922873745"
"872","3324.0","619.4325592843148","1524.0","1800.0","440.0","924.0","525.0","1435.0","1165.0","509.0","450.0","221.0","519.0","1669.0","10.416445623342176"
"873","1416.0","278.57336954886057","612.0","819.0","211.0","334.0","340.0","546.0","1234.0","941.0","225.0","297.0","475.0","881.0","24.97204773869347"
"874","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"875","737.0","915.6092240319078","377.0","374.0","85.0","151.0","74.0","441.0","529.0","671.0","136.0","255.0","314.0","359.0","732.1921458625526"
"876","1095.0","216.640229635253","672.0","430.0","226.0","168.0","228.0","480.0","481.0","318.0","152.0","107.0","192.0","211.0","0.0"
"877","2795.0","617.6153569988884","1386.0","1411.0","588.0","384.0","451.0","1372.0","733.0","499.0","82.0","238.0","416.0","333.0","65.0"
"878","1095.0","325.00922774430035","376.0","721.0","276.0","143.0","282.0","394.0","952.0","1045.0","416.0","358.0","573.0","361.0","135.05993031358886"
"879","963.0","162.4444125353335","490.0","480.0","318.0","194.0","187.0","271.0","1213.0","512.0","263.0","205.0","231.0","720.0","13.730179028132993"
"88","1810.0","276.19027093170456","367.0","1454.0","676.0","812.0","207.0","157.0","1471.0","167.0","195.0","187.0","364.0","1823.0","49.2843333941273"
"880","869.0","180.14356436739672","342.0","535.0","176.0","93.0","232.0","375.0","617.0","701.0","380.0","239.0","245.0","315.0","13.391460674157305"
"881","888.0","179.51822923054863","434.0","458.0","146.0","323.0","126.0","297.0","849.0","468.0","166.0","170.0","309.0","409.0","32.323076923076925"
"882","793.0","129.75484352067437","492.0","303.0","178.0","239.0","200.0","176.0","727.0","563.0","243.0","166.0","254.0","568.0","16.718347800059863"
"883","1586.0","234.8947659616136","1468.0","136.0","417.0","590.0","287.0","309.0","1123.0","313.0","105.0","102.0","220.0","875.0","12.53982576228998"
