"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","gqpop","hhlds"
"848","17","17","4","4325.0","688.805478190024","827.212727656975","2975.0","633","1305","262.0","288.0","288.0","999.0","273","150","122.2527","0.17944","365.0608718607343","404","1133","1721","1088","692","671","480","4301","0","163","119","0","0","4","0","0","0","2.11929","2","0","77","4325.0"
"849","17","17","4","1926.0","285.441387280136","302.441387280136","1145.0","1316","114","165.0","196.0","227.0","802.0","328","282","33","0.17796","140.49965411205142","334","665","1376","1164","580","70","59","287","0","11","16","0","0","4","2917","0","0","1.18232","1","0","36","1926.0"
"85","2","2","1","1873.0","230.3917358990693","414.3917358990693","1253.0","89","1846","190.0","57.0","165.0","1308.0","77","26","11","0.16475","173.46763651530634","101","137","2241","727","533","217","187","731","8","85","108","100","154.66667","2","128","0","0","4.09811","1","0","24","1873.0"
"850","17","17","4","1851.0","315.6561390860258","315.6561390860258","1176.0","1363","0","95.0","40.0","179.0","995.0","605","448","10","0.25351","144.26005448078962","95","718","941","1170","776","5","37","248","0","7","42","0","0","4","0","0","0","1.06791","1","0","14","1851.0"
"851","17","17","4","2247.0","353.97246959635544","353.97246959635544","1409.0","766","0","16.0","33.0","71.0","589.0","618","198","11","0.26012","172.85477005067827","71","309","549","755","465","19","28","25","0","10","18","0","0","4","141","0","0","1.09451","1","0","0","2247.0"
"852","17","17","4","2606.0","436.0693014440786","465.0693014440786","1797.0","2009","235","202.0","201.0","270.0","1543.0","568","463","44","0.21729","220.55067947588404","572","814","1983","2117","1109","40","44","316","0","17","40","0","0","4","5","0","0","1.15947","1","0","2","2606.0"
"853","17","17","4","1511.0","225.2550437894216","450.2550437894216","1047.0","1444","700","251.0","399.0","455.0","982.0","595","265","164","0.16259","128.52058644833932","386","947","1828","1660","536","30","86","1642","1","46","237","0","0","4","159","0","0","1.31617","1","0","31","1511.0"
"854","17","17","4","7460.0","1192.5385771656966","1217.0446258466468","5244.0","722","1827","250.0","581.0","808.0","789.0","203","141","55","0.09981","643.5430173560999","731","1633","3233","1515","422","66","72","172","4","35","16","0","0","4","0","0","0","1.6374","2","0","19","7460.0"
"855","17","17","4","1945.0","321.0782465624524","469.0782465624524","1190.0","1088","762","555.0","311.0","369.0","477.0","283","221","43","0.0857","146.0094961515822","421","1341","1989","1190","345","76","36","290","0","73","8","0","0","4","0","0","0","1.31977","2","0","8","1945.0"
"856","17","17","4","1870.0","283.9512549474294","337.58721029196937","1295.0","1637","1045","456.0","226.0","603.0","1243.0","383","230","145","0.16439","158.9618092817764","273","1786","2951","2182","929","833","224","816","0","24","77","0","0","4","0","0","0","1.49525","3","0","0","1870.0"
"857","17","17","4","1077.0","208.29130888479293","238.76980943606085","869.0","707","408","222.0","84.0","231.0","419.0","246","125","115.20509","0.08425","106.62147245618426","312","888","1412","986","200","136","151","1518","0","73","46","0","0","4","1374","0","0","1.51276","2","0","78","1077.0"
"858","17","17","4","1851.0","261.68651390712097","294.68651390712097","1040.0","1475","807","462.0","166.0","580.0","983.0","385","313","71.11054","0.21018","127.614179158477","110","989","1819","1931","908","572","104","532","0","65","293","0","0","4","32","0","0","1.32979","3","0","0","1851.0"
"859","17","17","4","774.0","112.1131631332723","122.2553506332723","485.0","1400","66","281.0","385.0","296.0","526.0","304","274","7","0.22716","59.49518626493876","283","737","1276","1475","816","26","41","184","0","12","24","0","0","4","0","0","0","1.22156","3","0","10","774.0"
"86","2","2","1","1464.0","193.3870827179668","251.0071377824502","894.0","278","3166","436.0","261.0","513.0","1831.0","125","51.18573","16","0.14014","124.95305758060978","569","669","3871","1420","928","67","150","1282","0","10","139","0","0","2","639","0","0","3.85624","1","0","137","1464.0"
"860","17","17","4","1435.0","204.28326933147792","227.2993711563514","939.0","2136","244","240.0","223.0","426.0","1251.0","2202","312","585","0.28273","116.25062119572148","344","693","1864","2156","1398","800","581","608","13","2124","1132","0","0","4","0","0","0","1.27262","3","0","4","1435.0"
"861","17","17","4","1039.0","205.3899146325356","235.0565372016585","847.0","2241","98","197.0","209.0","656.0","1023.0","612","431","162","0.19368","103.9300084815241","288","1696","2447","2392","1123","39","554","633","0","390","316","0","0","4","0","0","0","1.26736","3","0","23","1039.0"
"862","17","17","4","3211.0","429.2262660658425","519.2262660658425","1853.0","1316","1600","575.0","403.0","846.0","931.0","773","313","459","0.16344","227.3885127178124","621","1192","2722","1916","885","872","454","656","0","2004","771","0","0","4","130","0","0","1.32511","3","0","66","3211.0"
"863","17","17","4","1360.0","223.0400316766444","249.92177650770844","1031.0","939","414","131.0","218.0","309.0","620.0","355","192","161","0.20643","128.32562832016973","302","632","1281","1127","669","449","323","766","0","396","79","0","0","3","0","0","0","1.33732","3","0","11","1360.0"
"864","17","17","4","3532.0","469.2409400730149","477.79036736385154","1838.0","1449","2269","777.0","555.0","1033.0","960.0","433","183","249.78014","0.15415","225.52904047037387","429","1339","3149","1986","940","677","360","1912","0","338","91","0","0","3","0","0","0","1.54367","3","0","3","3532.0"
"865","17","17","4","604.0","86.7335447573196","112.168990207534","365.0","1387","100","165.0","189.0","303.0","741.0","313","304","7","0.22761","44.84344320576205","110","608","1277","1066","691","20","12","446","0","2","28","0","0","4","2597","0","0","1.17469","3","0","3","604.0"
"866","17","17","4","1511.0","202.44911474808305","306.44911474808305","709.0","1530","60","175.0","165.0","244.0","864.0","818","522","39","0.26092","86.96844324128917","281","595","1265","1060","896","10","51","403","0","6","375","0","0","4","0","0","0","1.08748","1","0","10","1511.0"
"867","17","17","4","755.0","110.98191583359946","111.990542720731","454.0","910","229","158.0","140.0","212.0","504.0","202","193","9","0.22653","55.76323702451612","106","502","866","961","505","53","27","220","0","9","34","0","0","4","0","0","0","1.22023","3","0","2","755.0"
"868","17","17","4","774.0","119.11367459432196","328.8060611618688","552.0","1205","247","92.0","116.0","118.0","911.0","259","230","28","0.21954","67.78952150567875","201","535","1102","1177","588","40","45","335","0","10","54","0","0","4","0","0","0","1.21775","3","0","7","774.0"
"869","17","17","4","2191.0","288.4000209036586","348.4000209036586","1290.0","1187","705","327.0","111.0","391.0","647.0","251","219","29","0.24147","158.32686019268482","350","649","1376","1284","855","158","97","525","0","17","251","0","0","4","0","0","0","1.39136","3","0","22","2191.0"
"87","2","2","1","1716.0","235.5220504660445","425.5220504660445","1230.0","187","2322","366.0","61.0","311.0","1616.0","93","43","14","0.13169","170.39077252514588","229","372","3145","1175","630","72","79","896","0","7","21","0","0","2","0","0","0","3.37926","1","0","164","1716.0"
"870","17","17","4","1209.0","174.276954027106","215.276954027106","772.0","1292","438","187.0","245.0","204.0","1117.0","247","194","47","0.11029","95.07996740407408","270","837","1887","1182","421","61","47","14679","0","96","232","0","0","4","0","0","0","3.9173","3","0","0","1209.0"
"871","17","17","4","1435.0","175.14047574865248","315.4856949773899","839.0","1210","1876","440.0","650.0","655.0","1398.0","415","204","191","0.16445","102.98759149989549","552","967","2705","2032","822","728","1411","2083","0","839","429","0","0","3","22","0","0","1.80175","3","0","103","1435.0"
"872","17","17","4","3324.0","609.0161136609727","619.4325592843148","2873.0","2518","592","450.0","221.0","519.0","1669.0","538","422","111","0.15428","352.5848632313796","477","1980","3406","2668","1308","1241","116","647","3","98","241","0","0","4","0","0","0","1.40334","3","0","13","3324.0"
"873","17","17","4","1416.0","253.6013218101671","278.57336954886057","1064.0","1447","518","225.0","297.0","475.0","881.0","2003","321","1682","0.12871","130.52390917568803","238","1479","2270","1820","688","2130","1798","1346","65","6209","2014","0","0","4","0","0","0","1.24375","3","0","5","1416.0"
"874","18","18","4","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","2428.5","0","2350","0","0.0","0","0","0","0","0","36","295","599","0","981","199","0","0","5","0","0","0","0.93596","3","0","0","0.0"
"875","18","18","4","737.0","183.4170781693552","915.6092240319078","666.0","947","183","136.0","255.0","314.0","359.0","1609.90002","157","894.9223","0.08906","81.76166526855685","336","771","1537","923","307","1942","6213","3387","0","2444","2406","0","0","3","260","0","0","1.6296","3","0","52","737.0"
"876","18","18","4","1095.0","216.640229635253","216.640229635253","919.0","623","44","152.0","107.0","192.0","211.0","120","108","12","0.08352","112.8181401828633","194","495","789","548","177","4","24","13","0","18","0","0","0","4","0","0","0","1.23376","3","0","59","1095.0"
"877","18","18","4","2795.0","552.6153569988884","617.6153569988884","2080.0","696","289","82.0","238.0","416.0","333.0","156","107","42","0.08728","255.19947360440813","278","855","1360","879","237","39","14","142","0","15","0","0","0","4","653","0","0","1.37383","3","0","4","2795.0"
"878","18","18","4","1095.0","189.94929743071148","325.00922774430035","670.0","1117","529","416.0","358.0","573.0","361.0","250","133","99","0.1135","82.26230916845347","535","972","2040","1169","438","65","166","330","0","263","85","0","0","3","0","0","0","1.44708","3","0","69","1095.0"
"879","18","18","4","963.0","148.7142335072005","162.4444125353335","643.0","1038","232","263.0","205.0","231.0","720.0","157","94","63","0.15425","78.87530869216869","218","639","1500","1055","387","179","36","96","0","33","79","0","0","4","0","0","0","1.42857","3","0","5","963.0"
"88","2","2","1","1810.0","226.90593753757724","276.19027093170456","1206.0","255","2546","195.0","187.0","364.0","1823.0","85","40","11","0.12348","167.05193419195442","142","174","3903","1179","449","758","298","1033","0","69","80","0","0","2","405","0","0","4.74983","2","0","61","1810.0"
"880","18","18","4","869.0","166.7521036932394","180.14356436739672","639.0","671","484","380.0","239.0","245.0","315.0","142","103","34","0.09923","78.3743847461485","346","864","1648","802","250","39","7","362","0","2","31","0","0","4","0","0","0","1.52567","3","0","0","869.0"
"881","18","18","4","888.0","147.19515230747172","179.51822923054863","574.0","858","381","166.0","170.0","309.0","409.0","142","128","10","0.11134","71.09910677205501","310","525","1320","964","294","4","7","31","0","8","12","0","0","4","0","0","0","1.34138","2","0","10","888.0"
"882","18","18","4","793.0","113.0364957206145","129.75484352067437","421.0","906","279","243.0","166.0","254.0","568.0","196","139","45","0.17272","52.14155871571155","185","486","1098","865","394","264","123","357","3","15","69","0","0","4","0","0","0","1.37387","1","0","10","793.0"
"883","18","18","4","1586.0","222.35494019932364","234.8947659616136","853.0","1171","64","105.0","102.0","220.0","875.0","1702","492","237.45763","0.25943","104.74062153619931","235","440","1167","962","827","60","52","244","2","21","32","0","0","4","0","0","0","1.00708","1","0","0","1586.0"
"884","18","18","4","1398.0","185.94439348297595","221.94439348297595","803.0","1394","56","49.0","100.0","251.0","1060.0","1149","455","239","0.2882","98.54711635971113","307","315","867","1129","831","17","142","328","0","24","64","0","0","4","0","0","0","1.01832","1","0","16","1398.0"
"885","18","18","4","3286.0","413.0289308765997","413.0993597705049","1897.0","2129","678","205.0","161.0","320.0","2297.0","2115","1088","190","0.28644","232.81365637450287","339","537","1902","2133","1422","25","240","842","0","9","75","0","0","4","1906","982","4788","1.02251","1","0","0","3286.0"
"886","18","18","4","1020.0","129.17939284067526","160.74177409463346","560.0","1476","347","265.0","331.0","264.0","1013.0","376","360","14","0.15201","68.74953948452823","252","720","2105","1431","610","132","70","242","2","70","116","0","0","4","0","0","0","1.20494","1","0","19","1020.0"
"887","18","18","4","3078.0","446.7752489741956","512.3677963168957","1701.0","1130","246","233.0","97.0","277.0","654.0","437","226","108","0.21233","208.69203472942667","213","869","1169","783","616","22","31","303","2","3","17","0","0","4","2557","0","0","1.13365","1","0","136","3078.0"
"888","18","18","4","2059.0","311.1623613510304","351.1623613510304","935.0","1002","766","643.0","529.0","303.0","235.0","198","189","9","0.06406","114.71330920089336","353","1597","2032","1082","306","31","11","219","0","0","4","0","0","4","0","0","0","1.42057","3","0","39","2059.0"
"889","18","18","4","1077.0","170.60293620128587","186.60293620128587","714.0","817","433","224.0","248.0","358.0","488.0","130","120","10","0.13462","87.63922217007531","179","887","1175","776","296","7","4","88","0","79","7","0","0","4","0","0","0","1.39611","2","0","0","1077.0"
"89","2","2","1","1606.0","232.1826966294837","300.0057515345058","1065.0","884","2902","213.0","159.0","576.0","2507.0","150","89","5","0.13705","147.7563128658863","346","700","3792","1738","779","142","119","646","1","89","50","0","0","2","0","0","0","2.71912","1","0","86","1606.0"
"890","18","18","4","982.0","169.6703339025193","189.3910816908685","658.0","1281","540","385.0","350.0","321.0","812.0","211","155","41","0.08939","80.69388382618494","655","1576","2344","1213","387","61","6","155","0","0","18","0","0","4","0","0","0","1.49096","3","0","2","982.0"
"891","18","18","4","699.0","115.89683418584814","130.7128441698025","383.0","939","580","502.0","278.0","478.0","381.0","186","145","40","0.07951","47.02524820512891","245","1178","1685","1026","318","48","41","197","0","0","18","0","0","4","0","0","0","1.38118","3","0","8","699.0"
"892","18","18","4","850.0","161.40573492071647","269.6567183982932","623.0","850","392","242.0","192.0","389.0","488.0","313","114","167","0.08192","76.44574700888153","465","1336","1862","917","266","63","132","170","0","792","52","0","0","4","0","0","0","1.37824","3","0","6","850.0"
"893","18","18","4","793.0","165.75469335034458","359.7074883814005","493.0","773","406","282.0","271.0","267.0","208.0","210","79.47336","122","0.07646","60.44434071437577","492","1249","1886","714","289","53","32","240","0","559","114","0","0","4","0","0","0","1.50467","3","0","17","793.0"
"894","18","18","4","1473.0","278.75349480532105","502.71211386420026","1001.0","634","521","394.0","317.0","195.0","334.0","201","79","117","0.11594","122.88160890315594","304","819","1228","646","315","57","337","258","0","606","168","0","0","3","0","0","0","1.4999","3","0","121","1473.0"
"895","18","18","4","1605.0","251.333440180142","457.1370546379733","862.0","900","1294","997.0","524.0","502.0","387.0","296","119.52935","158.40189","0.11216","105.8154662150804","707","1529","2575","1018","608","27","102","331","0","65","74","0","0","4","322","0","0","1.38763","3","0","7","1605.0"
"896","18","18","4","510.0","95.5288470576146","1161.5288470576147","341.0","425","384","110.0","121.0","193.0","236.0","595","64","408","0.09287","41.7961137856804","93","404","1153","656","149","353","314","261","12","2139","440","0","0","4","0","0","0","1.30678","3","0","4","510.0"
"897","18","18","4","1133.0","195.9610899502265","266.9257747960021","684.0","673","560","474.0","219.0","314.0","335.0","128","70","57","0.09707","83.93279989033108","335","920","1701","979","258","90","31","202","0","18","21","0","0","3","0","0","0","1.5867","3","0","51","1133.0"
"898","18","18","4","1454.0","225.78492818781464","347.17286311777394","798.0","568","852","365.0","348.0","264.0","345.0","125","101","21","0.10535","97.88019133351928","361","1047","1796","705","391","46","23","225","0","196","13","0","0","3","2","0","0","1.67962","2","0","0","1454.0"
"899","18","18","4","1095.0","156.1719518730943","216.96537191900092","537.0","1636","897","971.0","478.0","599.0","671.0","281","225","49","0.11015","65.85765372952123","650","1854","2867","1589","748","58","61","931","0","15","39","0","0","4","793","0","0","1.55343","3","0","15","1095.0"
"9","1","1","1","7808.0","798.6349513548646","1171.5535030161454","3774.0","59","5741","1973.0","954.0","1488.0","1806.0","112","9.27507","47","0.12519","522.7401217150782","483","586","4556","2558","867","230","1998","3429","5","208","11237","99.1196","163.80818","0","0","1863","19","4.82516","2","0","545","7808.0"
"90","3","3","1","1795.0","226.53487233820235","392.5348723382024","1157.0","304","1934","134.0","240.0","314.0","1469.0","86","42","9","0.11731","160.30588051144525","233","353","2747","1039","410","115","250","32937","1","19","107","0","0","1","0","0","0","30.64551","1","0","102","1795.0"
"900","18","18","4","1152.0","192.2354360031299","362.6283863947748","792.0","1331","561","373.0","445.0","462.0","750.0","269","171","77","0.11265","97.2189526410184","721","1530","2532","1199","534","200","147","687","0","64","529","0","0","3","0","0","0","1.6302","2","0","75","1152.0"
"901","18","18","4","1794.0","247.11128399892203","247.11128399892203","961.0","1236","711","297.0","268.0","474.0","845.0","222","174","27","0.13881","117.93211388719688","380","721","1779","1303","507","12","79","168","0","11","24","0","0","3","26","0","0","1.36087","1","0","3","1794.0"
"902","18","18","4","1077.0","169.54557329776122","472.7731083348593","811.0","696","116","87.0","143.0","118.0","436.0","296","143","153","0.13359","99.53520897711996","111","719","982","523","285","73","11","90","0","1","3","0","0","4","0","1059","86","1.07522","1","0","683","1077.0"
"903","18","18","4","642.0","86.67604085771953","95.67604085771951","380.0","1576","275","128.0","89.0","481.0","1028.0","228","212","16","0.19444","46.65477038285034","326","683","1230","1352","657","14","42","175","0","6","35","0","0","4","0","0","0","1.26855","1","0","5","642.0"
"904","18","18","4","1020.0","175.73817888848745","228.74020918678517","775.0","1434","861","367.0","375.0","484.0","987.0","260","221","31","0.12192","95.07821973978078","546","1146","2478","1786","532","44","48","472","0","5","24","0","0","4","773","0","0","1.44052","1","0","49","1020.0"
"905","18","18","4","1700.0","280.0027600195115","290.5966345215036","1078.0","1590","895","492.0","602.0","573.0","953.0","255","223","30","0.11944","133.06863791781666","575","1345","3194","1757","706","52","40","373","2","29","14","0","0","3","0","0","0","1.4982","1","0","0","1700.0"
"906","18","18","4","1568.0","242.7575347212752","331.7575347212752","1044.0","1194","988","256.0","464.0","545.0","953.0","212","171","19","0.14643","128.14411719301827","191","1389","1964","1609","720","49","44","349","0","12","16","0","0","3","0","0","0","1.53438","2","0","27","1568.0"
"907","18","18","4","1001.0","125.84457296974183","149.7591913397289","548.0","1066","106","154.0","173.0","283.0","736.0","302","200","50","0.18991","67.29631715352396","197","465","1066","767","459","6","42","202","0","10","38","0","0","4","0","0","0","1.15148","1","0","35","1001.0"
"908","18","18","4","3418.0","519.3958305582172","536.3958305582172","2165.0","1018","555","102.0","208.0","223.0","981.0","217","186","27","0.18786","265.74087960512804","276","576","1443","1097","547","66","95","288","0","14","23","0","0","4","0","0","0","1.31291","1","0","8","3418.0"
"909","18","18","4","907.0","130.9649203226244","169.53837630159944","505.0","1241","199","97.0","146.0","361.0","948.0","235","207","26","0.16657","61.9815635668797","233","468","1377","1043","481","46","35","248","0","9","21","0","0","4","0","0","0","1.22901","1","0","0","907.0"
"91","3","3","1","1984.0","235.672658329794","722.672658329794","1217.0","1270","1132","334.0","87.0","209.0","1540.0","320","91","100","0.18537","168.57936587897962","160","702","2267","1159","632","21","63","185","0","10","20","0","0","1","0","3107","0","1.40693","1","0","301","1984.0"
"910","18","18","4","2814.0","402.5786232226373","639.5786232226374","1928.0","1700","632","122.0","145.0","482.0","1405.0","417","357","60","0.25298","236.655500843718","245","677","1432","1566","1037","49","204","885","2","35","139","0","0","4","10","0","0","1.2368","1","0","10","2814.0"
"911","18","18","4","1605.0","192.98189365114456","389.5157985615109","988.0","1015","45","5.0","94.0","141.0","768.0","463","358","90","0.24215","123.11558264447306","103","483","763","821","506","132","118","11864","0","52","699","0","0","4","0","337","616","2.23273","1","0","348","1605.0"
"912","18","18","4","1133.0","157.53396311327933","158.1017989835639","567.0","1756","52","106.0","50.0","221.0","1512.0","1215","638","27","0.30348","69.59207690413686","152","606","1144","1586","1056","114","138","427","0","48","69","0","0","4","0","0","0","1.06613","1","0","0","1133.0"
"913","18","18","4","1700.0","213.63447885252825","242.4900611818455","902.0","2226","187","147.0","92.0","280.0","2110.0","764","697","50","0.24851","110.67289042729544","290","895","1219","2051","1098","424","880","877","0","36","147","0","0","4","0","0","0","1.16091","1","0","6","1700.0"
"914","18","18","4","2493.0","310.07967165292","310.07967165292","1402.0","1758","590","219.0","182.0","302.0","1750.0","1007","717","11","0.2212","172.0847777799352","231","788","1550","2039","817","23","73","18","0","12","48","0","0","4","0","0","0","1.03563","1","0","0","2493.0"
"915","18","18","4","831.0","101.27530922674804","112.31634594381067","446.0","1123","383","102.0","159.0","196.0","1191.0","455","331","28","0.23575","54.74699190143933","225","528","1065","1125","688","27","142","240","1","15","39","0","0","4","365","0","0","1.12657","1","0","5","831.0"
"916","18","18","4","1265.0","155.61988234735747","260.7320846552386","655.0","1166","317","77.0","65.0","186.0","1318.0","668","237","59","0.21784","80.86932941832536","224","828","884","1149","670","407","323","1015","0","2","7","0","0","4","121","0","0","1.36962","1","0","157","1265.0"
"917","18","18","4","944.0","119.8331749119274","126.36817061270126","528.0","1762","491","163.0","123.0","264.0","1671.0","334","284","15","0.23738","64.7865694823157","243","1253","1253","1991","1006","84","109","279","0","39","335","0","0","4","0","0","0","1.34886","1","0","0","944.0"
"918","18","18","4","642.0","102.18347723848846","111.18347723848846","383.0","2193","24","54.0","9.0","129.0","1847.0","729","649","32","0.25627","46.95359288345412","274","1445","1247","1981","1355","175","232","886","0","72","187","0","0","4","870","0","0","1.15415","1","0","3","642.0"
"919","18","18","4","1265.0","181.056255185683","181.42370211001617","698.0","664","40","10.0","32.0","88.0","583.0","262","258","1","0.25793","86.65731940022658","131","360","461","526","414","5","40","5","0","3","13","0","0","5","0","0","0","1.03379","1","0","0","1265.0"
"92","3","3","1","1873.0","278.0163365616592","1031.0163365616593","923.0","848","219","168.0","54.0","99.0","696.0","283","83","75","0.42607","127.88989710558116","102","284","684","692","747","9","25","651","0","7","564","0","0","3","19","0","0","1.51134","1","0","10","1873.0"
"920","18","18","4","2285.0","315.20168378770364","315.24218378770365","1355.0","762","46","38.0","22.0","116.0","709.0","304","207","8","0.28297","166.3058382114607","131","249","576","636","493","13","57","293","0","11","12","0","0","4","363","0","0","1.14101","1","0","1","2285.0"
"921","18","18","4","2153.0","261.82094466217774","261.82094466217774","914.0","637","635","241.0","112.0","246.0","563.0","153","117","15","0.19266","112.18627733392832","233","468","867","714","443","107","206","248","0","23","50","0","0","4","0","0","0","1.45808","1","0","2","2153.0"
"922","18","18","4","1039.0","128.09407571641233","128.09407571641233","630.0","1211","764","177.0","327.0","346.0","1225.0","259","207.23436","17","0.2248","77.67386417071027","349","468","1176","1247","679","47","110","498","0","29","93","0","0","4","0","0","0","1.34627","1","0","0","1039.0"
"923","18","18","4","1246.0","175.43154658556617","201.06202844804585","757.0","1315","1525","530.0","657.0","667.0","1000.0","288","237","22","0.1515","92.869977380246","597","1615","3038","1854","916","100","127","175","0","7","14","0","0","3","0","0","0","1.49924","1","0","42","1246.0"
"924","18","18","4","1586.0","258.9122968478067","316.9122968478067","1061.0","967","1143","283.0","547.0","442.0","769.0","183","137","41","0.10968","130.4225565737654","371","1293","2533","1572","522","123","48","446","0","7","27","0","0","3","335","307","396","1.66129","1","0","75","1586.0"
"925","18","18","4","1454.0","261.4770313775812","320.4770313775812","958.0","834","1082","422.0","286.0","707.0","467.0","173","82","82","0.11142","117.5414040186274","456","1439","2812","1447","703","371","437","1052","0","201","328","0","0","3","142","0","0","2.2407","3","0","46","1454.0"
"926","18","18","4","812.0","121.95210600714697","954.952106007147","492.0","584","1012","522.0","267.0","503.0","670.0","465","116.20141","347","0.09987","60.38622022073076","271","1001","2163","854","367","1038","441","1583","0","1882","539","0","0","4","263","0","0","1.57816","3","0","44","812.0"
"927","18","18","4","4098.0","774.8629245055243","959.8629245055243","2830.0","351","1016","328.0","390.0","382.0","300.0","97","51","41","0.11437","347.2506808117878","336","964","2029","682","387","60","56","1264","0","33","13","0","0","2","0","0","0","2.38366","2","0","46","4098.0"
"928","18","18","4","1775.0","322.6275029582507","403.6275029582507","1251.0","537","946","370.0","243.0","545.0","324.0","99","72","26","0.06635","153.52057455116517","408","949","1979","829","221","61","56","287","0","8","29","0","0","2","1","0","0","1.85909","2","0","0","1775.0"
"929","18","18","4","1530.0","246.35923367254324","283.35923367254327","966.0","672","598","434.0","235.0","301.0","431.0","118","116","2","0.13811","118.52947152719948","282","835","1604","974","425","6","11","323","0","0","6","0","0","3","0","0","0","1.62283","1","0","47","1530.0"
"93","3","3","1","1873.0","216.08892682332805","219.1713709290191","1085.0","1444","3146","407.0","226.0","589.0","2924.0","227","109","1","0.13229","150.86963804044447","303","364","3945","2398","927","49","109","190","0","25","48","0","0","3","0","0","0","2.30069","1","0","1","1873.0"
"930","18","18","4","2115.0","284.2560713020948","647.2560713020948","1049.0","432","348","137.0","213.0","167.0","301.0","138","82","15","0.29289","128.73930141210906","99","289","681","551","490","10","5","599","0","5","4","0","0","3","0","0","0","1.54665","1","0","37","2115.0"
"931","18","18","4","1171.0","142.12411683603807","204.12411683603807","691.0","562","901","267.0","146.0","563.0","534.0","134","107","25","0.13616","84.82928481034972","197","580","1719","916","341","12","35","5732","3","156","23","0","0","3","0","0","0","3.32421","1","0","15","1171.0"
"932","18","18","4","1284.0","218.22243702855368","218.5366440517348","917.0","827","577","272.0","311.0","315.0","490.0","128","127","1","0.12664","112.52650343378184","130","945","1936","1096","378","5","7","28","0","4","21","0","0","3","0","0","0","1.52088","1","0","0","1284.0"
"933","18","18","4","604.0","113.32568778741884","234.1408536641961","448.0","1097","1071","491.0","450.0","542.0","672.0","229","111","91","0.12201","55.44367378072104","530","1633","3000","1839","678","66","55","384","2","27","20","0","0","3","0","0","0","1.66799","1","0","34","604.0"
"934","18","18","4","1454.0","178.39642629813096","229.0863286587786","888.0","750","2756","945.0","556.0","726.0","1210.0","169","132","30","0.11243","109.21865980969766","375","1182","3927","1935","746","146","110","716","0","35","83","0","0","2","0","0","0","2.0517","2","0","7","1454.0"
"935","18","18","4","1246.0","138.78347161192826","222.78347161192823","670.0","583","1111","386.0","196.0","431.0","611.0","104","99","1","0.13794","82.24767843070302","139","513","1944","1055","474","16","31","44","0","15","6","0","0","3","0","0","0","1.65381","1","0","14","1246.0"
"936","18","18","4","1813.0","208.8099173794068","208.8099173794068","1107.0","501","908","267.0","284.0","357.0","568.0","105","98","5","0.13376","135.82181619633866","167","502","1510","628","348","17","26","101","0","1","15","0","0","3","0","0","0","1.49007","1","0","0","1813.0"
"937","18","18","4","1775.0","215.0510254530336","222.87762182093047","1048.0","1041","567","178.0","189.0","166.0","1097.0","207","177","7","0.2322","128.57383727692508","281","326","1106","964","665","318","77","352","0","22","39","0","0","4","0","0","0","1.39781","1","0","2","1775.0"
"938","18","18","4","1209.0","169.12219553799017","179.12219553799017","750.0","1566","41","95.0","54.0","150.0","1420.0","301","286","6","0.24659","92.09519474178902","403","611","1182","1329","802","23","129","79","1","37","47","0","0","4","0","0","0","1.19832","1","0","0","1209.0"
"939","18","18","4","1341.0","139.6110113655536","151.95380096366233","732.0","585","1350","185.0","204.0","298.0","1452.0","168","118","48","0.1629","89.79101953577806","168","161","1799","868","368","270","614","720","0","571","197","0","0","3","0","0","0","1.8588","1","0","16","1341.0"
"94","3","3","1","1181.0","171.46307329432187","195.46307329432187","739.0","325","1118","74.0","92.0","124.0","1022.0","68","36","5","0.1505","102.35287874963818","100","236","1273","1064","337","278","164","652","0","60","25","0","61","2","0","0","0","3.39247","1","0","73","1181.0"
"940","18","18","4","3305.0","313.54286436558147","338.77097550263494","1399.0","343","1858","320.0","201.0","594.0","1247.0","124","97","20","0.23048","171.67901251149345","159","271","1875","1022","669","19","56","283","0","10","17","0","0","2","0","0","0","1.62514","1","0","34","3305.0"
"941","18","18","4","5723.0","510.8200827164741","613.4554751018665","2694.0","292","2581","339.0","294.0","825.0","1602.0","95","93","2","0.1397","331.045448159357","328","368","3158","980","549","4","26","133","0","5","4","0","0","2","0","0","0","1.94811","1","0","46","5723.0"
"942","18","18","4","4627.0","411.354463423045","609.4514453143931","2203.0","168","2792","379.0","243.0","885.0","1452.0","91","35","38","0.21591","270.3403592999339","107","304","2377","971","905","78","206","771","0","71","15","0","0","2","0","0","0","2.66546","1","0","18","4627.0"
"943","18","18","4","1341.0","143.98100781025184","154.73781791684482","772.0","727","1849","259.0","415.0","486.0","1273.0","236","205","6","0.15287","94.73330650089582","224","419","2797","1238","627","15","130","300","0","16","62","0","0","3","1583","0","0","1.43554","1","0","12","1341.0"
