filename,file_size_mb,file_extension,column_name,data_type,error,total_columns,total_rows
jointTourData_1.csv,16.54,.csv,util_8,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_9,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_10,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_11,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_12,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_13,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_14,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_15,float64,,52,1000
jointTourData_1.csv,16.54,.csv,util_16,int64,,52,1000
jointTourData_1.csv,16.54,.csv,util_17,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_1,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_2,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_3,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_4,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_5,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_6,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_7,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_8,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_9,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_10,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_11,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_12,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_13,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_14,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_15,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_16,float64,,52,1000
jointTourData_1.csv,16.54,.csv,prob_17,float64,,52,1000
jointTripData_1.csv,9.81,.csv,hh_id,int64,,18,1000
jointTripData_1.csv,9.81,.csv,tour_id,int64,,18,1000
jointTripData_1.csv,9.81,.csv,stop_id,int64,,18,1000
jointTripData_1.csv,9.81,.csv,inbound,int64,,18,1000
jointTripData_1.csv,9.81,.csv,tour_purpose,object,,18,1000
jointTripData_1.csv,9.81,.csv,orig_purpose,object,,18,1000
jointTripData_1.csv,9.81,.csv,dest_purpose,object,,18,1000
jointTripData_1.csv,9.81,.csv,orig_mgra,int64,,18,1000
jointTripData_1.csv,9.81,.csv,dest_mgra,int64,,18,1000
jointTripData_1.csv,9.81,.csv,trip_dist,float64,,18,1000
jointTripData_1.csv,9.81,.csv,parking_mgra,int64,,18,1000
jointTripData_1.csv,9.81,.csv,stop_period,int64,,18,1000
jointTripData_1.csv,9.81,.csv,trip_mode,int64,,18,1000
jointTripData_1.csv,9.81,.csv,num_participants,int64,,18,1000
jointTripData_1.csv,9.81,.csv,tour_mode,int64,,18,1000
jointTripData_1.csv,9.81,.csv,tranpath_rnum,float64,,18,1000
jointTripData_1.csv,9.81,.csv,sampleRate,float64,,18,1000
jointTripData_1.csv,9.81,.csv,avAvailable,int64,,18,1000
