"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\TM2-A\Memory\Available MBytes","\\TM2-A\Memory\Pages/sec","\\TM2-A\Network Interface(vmxnet3 Ethernet Adapter)\Bytes Total/sec","\\TM2-A\Paging File(_Total)\% Usage","\\TM2-A\PhysicalDisk(_Total)\Avg. Disk sec/Read","\\TM2-A\PhysicalDisk(_Total)\Avg. Disk sec/Write","\\TM2-A\PhysicalDisk(_Total)\Current Disk Queue Length","\\TM2-A\Processor(_Total)\% Processor Time","\\TM2-A\System\Context Switches/sec","\\TM2-A\System\Processor Queue Length"
"05/15/2025 14:20:35.253","1535594"," "," ","0"," "," ","0"," "," ","0"
"05/15/2025 14:21:05.266","1535731","5.5995853693686825636","22468.70293411007151","0","0.0017560155844155845954","0.00076065089686098660317","0","0.42593418953086326084","15774.131978107461691","0"
"05/15/2025 14:21:35.265","1537545","0.33337540642087498677","7763.6464647293369126","0","0.0014557000000000000928","0.00069990500000000001497","0","0.29898302376598628882","4771.6021921019837464","0"
"05/15/2025 14:22:05.283","1537559","2.2321989000896560462","9115.2341831183512113","0","0.00072900800000000006481","0.00074663038674033157128","0","0.39805706642713767351","4118.9400330893167848","0"
"05/15/2025 14:22:35.270","1536515","791.00634259487878808","5606705.4499453222379","0","0.001794481040627227391","0.0012863296953160526827","0","1.7684062491861163302","58533.735641778301215","0"
"05/15/2025 14:23:05.274","1537371","8.4661620834064947871","21226.9348746814685","0","0.0006764839999999999829","0.00098658836158192091993","0","0.55203901011456890657","31302.367712217685039","0"
"05/15/2025 14:23:35.268","1537355","0.333426532717758628","6808.9032246293481876","0","0.0018702000000000000308","0.00065912254335260113489","0","0.22976177265487951473","7303.0080034637949211","0"
"05/15/2025 14:24:05.286","1537357","0.29984997306447691567","1800.8323048979007126","0","0.0017436000000000000977","0.00072495780141843978086","0","0.16389561283837172923","1695.0185810698142177","0"
"05/15/2025 14:24:35.274","1536319","1230.127547422338921","33997.701365263164917","0","0.0011978736543062200055","0.0010130468401486989599","0","1.5651922007106300327","6399.5178815098006453","0"
"05/15/2025 14:25:05.292","1535386","0.63300879816263266875","11946.40856894548233","0","0","0.00060881396226415088885","0","2.4438028979537618213","3323.6959853842399752","0"
"05/15/2025 14:25:35.283","1537391","1.7007732395456269803","6363.7932349563407115","0","0.00088022499999999999614","0.00067409826388888885885","0","1.0171055788903760053","2873.8065474087138682","0"
"05/15/2025 14:26:05.303","1537391","0.13326456526393540281","2451.7681555845674666","0","0.00035300000000000001515","0.00079913694581280794293","0","0.114139771663090972","1388.750034615470895","0"
"05/15/2025 14:26:35.292","1537395","0.2668042487242588412","467.14088898508663306","0","0.0022174000000000000134","0.00077574526315789477451","0","0.095909167249019766643","1265.8194075411554422","0"
"05/15/2025 14:27:05.295","1537400","0.033333447111499471538","952.00324950442495719","0","0","0.00082206865671641791721","0","0.20495417975483487538","6073.0540626912006701","0"
