"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"1269","26","2243","478","98","2905","915","0","0","4","2036","0","0","2","1.38343","0","26","34","2205.0","197.39938373236131","221.33219830818214","1011.0","2205.0"
"127","3","128","71","6","1116","797","0","0","2","0","0","0","1","2.12438","0","3","22","929.0","131.67599393859166","138.67599393859166","630.0","929.0"
"1270","26","8545","1063.33752","573.23114","5119","291","0","0","4","1833","0","0","3","1.14115","0","26","5","1781.0","229.7702838431315","321.51747429564267","1238.0","1781.0"
"1271","26","4587","744","325","4796","414","0","0","4","0","0","0","3","1.17185","0","26","0","1357.0","151.75324152360196","157.60269413353362","816.0","1357.0"
"1272","26","890","0","463","0","0","0","0","2","0","0","0","3","1.03176","0","26","0","0.0","0.0","6618.0","0.0","0.0"
"1273","26","2115","326","57.17422","1326","356","0","0","4","709","0","0","3","1.23333","0","26","3","2148.0","191.52926484811482","209.52926484811482","1002.0","2148.0"
"1274","26","625","342","123.15377","1561","885","0","0","4","1712","0","0","2","1.32355","0","26","0","2544.0","240.89086349299768","240.89086349299768","1278.0","2544.0"
"1275","26","275","169","17","902","444","0","0","4","0","0","0","2","1.3976","0","26","0","3392.0","303.4554164305035","303.4554164305035","1430.0","3392.0"
"1276","26","267","153","17","944","392","0","0","4","0","0","0","3","1.38836","0","26","0","2007.0","189.84972511391535","189.84972511391535","1089.0","2007.0"
"1277","26","430","276","14","1841","255","0","0","4","0","0","0","3","1.29155","0","26","6","1357.0","142.91974642027347","152.8718422286567","763.0","1357.0"
"1278","26","1390","228","56","1070","16","0","0","4","0","0","0","3","1.11683","0","26","0","1696.0","194.8865762140635","215.75163754981997","1122.0","1696.0"
"1279","26","13849","5026.12793","805.15833","2156","396","0","0","5","50","0","0","3","1.04796","0","26","13","2346.0","234.37967319384623","256.7211180607664","1311.0","2346.0"
"128","3","119","69","4.11321","961","1744","0","0","3","0","0","0","1","2.46333","0","3","40","1307.0","177.12077091787947","200.15720146065775","905.0","1307.0"
"1280","26","1678","760.7757","310.05307","3897","957","0","0","4","0","0","0","3","1.32692","0","26","0","3392.0","264.94724867450583","304.3415568564942","1447.0","3392.0"
"1281","26","612","226","126","1149","1439","0","0","4","0","0","0","2","1.48341","0","26","0","4409.0","361.26913027361337","361.26913027361337","2120.0","4409.0"
"1282","26","2907","1122","180","3440","1163","0","0","4","2","0","0","1","1.15454","0","26","4","1357.0","149.60693352606455","166.33666893135646","749.0","1357.0"
"1283","26","457","238","84","1191","414","0","0","3","2148","0","0","3","1.36101","0","26","0","1244.0","107.1964029839698","165.1964029839698","519.0","1244.0"
"1284","26","1511","460","161.58513","1702","407","0","0","4","0","0","0","1","1.41116","0","26","13","1498.0","133.20922429325742","156.20922429325742","720.0","1498.0"
"1285","26","1246","496","61","1853","0","0","0","3","0","0","0","2","1.08739","0","26","0","2318.0","221.3504136269433","221.3504136269433","1220.0","2318.0"
"1286","26","56212","10421","96","1682","0","0","0","4","0","0","0","1","0.90667","0","26","6","1639.0","168.28301673171575","174.18819101186295","912.0","1639.0"
"1287","26","109722","2606","3460","977","0","0","0","5","0","0","0","3","0.91727","0","26","13","198.0","18.815657789868197","21.815657789868197","78.0","198.0"
"1288","26","2502","785","126","3201","670","0","0","4","0","0","0","3","1.21056","0","26","1","1894.0","192.6189599505508","194.5558960906534","1125.0","1894.0"
"1289","26","4140","570.52234","437","1995","429","0","0","4","1210","0","0","3","1.1868","0","26","0","2205.0","233.84854148933692","233.92035185419866","1292.0","2205.0"
"129","3","148","76","1","1043","1194","0","0","2","0","0","0","1","2.07587","0","3","0","1999.0","242.20008824970688","242.20008824970688","1031.0","1999.0"
"1290","26","149505","4347.34229","3135","4852","204","0","0","4","0","0","0","2","0.93696","0","26","2","791.0","60.12865499496971","108.19633418495106","235.0","791.0"
"1291","27","18433","1148","63.79836","3012","309","0","0","4","1585","0","0","2","1.15254","0","27","6","2071.0","294.83198529357287","302.6235671546817","1659.0","2071.0"
"1292","27","10156","719","1712.89636","2658","44","0","0","4","15","0","0","3","1.13556","0","27","55","986.0","150.4153773259788","172.44223565773592","855.0","986.0"
"1293","27","3647","399.06903","22","1482","956","0","0","4","0","0","0","2","1.21428","0","27","52","2737.0","304.7996937828414","671.3477853858949","1764.0","2737.0"
"1294","27","1242","486","230","0","69","0","0","4","0","1613","4630","2","1.05023","0","27","73","173.0","7.130764089997773","29.130764089997772","137.0","173.0"
"1295","27","1204","504.31741","164.7972","2257","511","0","0","4","102","0","0","2","1.30862","0","27","51","2441.0","260.6832910003329","330.6830507023634","1617.0","2441.0"
"1296","27","1610","692","17","1508","122","0","0","4","82","0","0","1","1.04314","0","27","8","1110.0","104.35175489169507","120.35175489169507","571.0","1110.0"
"1297","27","637","388","22","2042","1441","0","0","4","1903","0","0","3","1.57216","0","27","101","3822.0","385.0932842202023","564.0816777552928","2488.0","3822.0"
"1298","27","337","95","64","456","283","0","0","4","403","0","0","3","2.4634","0","27","13","1233.0","123.36880151706988","1146.3688015170699","929.0","1233.0"
"1299","27","250","103","36","592","661","0","0","2","0","0","0","3","2.93758","0","27","319","814.0","66.06697999219975","319.0669799921998","419.0","814.0"
"13","1","26.5","1","19.37625","0","13","196.01954","861.60002","0","0","1574","3501","3","5.49303","0","1","1","724.0","64.50488130975505","98.50488130975505","302.0","724.0"
"130","3","307","103","43","1282","629","0","0","2","932","0","0","1","1.60044","0","3","0","1118.0","165.95310525353838","165.95310525353838","598.0","1118.0"
"1300","27","212","124","7","655","240","0","0","4","0","0","0","3","1.46236","0","27","1","1282.0","136.72079015361535","188.72079015361535","727.0","1282.0"
"1301","27","328","160","29","970","433","0","0","4","40","0","0","3","2.0587","0","27","18","2244.0","242.29248710435272","264.29248710435274","1422.0","2244.0"
"1302","27","1566","576","22","1992","573","0","0","4","0","0","0","1","1.26134","0","27","22","3156.0","402.12752116465487","416.0101533682682","2133.0","3156.0"
"1303","27","562","407","5","1201","0","0","0","4","2","0","0","1","1.03643","0","27","2","1997.0","209.16209740458103","209.16209740458103","1075.0","1997.0"
"1304","27","698","548","12","2082","636","0","0","4","126","0","0","3","1.21482","0","27","5","2219.0","249.52770867499964","273.8332905103828","1566.0","2219.0"
"1305","27","480","232","71.97474","1385","452","0","0","4","235","0","0","3","1.61867","0","27","0","1726.0","246.67640230795726","293.67640230795723","1408.0","1726.0"
"1306","27","1317","727","83","3097","509","0","0","4","1845","0","0","3","1.50078","0","27","41","1751.0","173.88079143586123","210.2536206966573","968.0","1751.0"
"1307","27","830","495","36","2104","498","0","0","4","691","0","0","3","1.24842","0","27","22","2269.0","214.93173390180837","242.27664915604566","1242.0","2269.0"
"1308","27","37851","1183","141","1782","5","0","0","4","0","0","0","1","0.98823","0","27","66","1578.0","165.42122135753885","181.00347078370564","903.0","1578.0"
"1309","28","14722","838","261","2044","72","0","0","4","0","0","0","3","1.04736","0","28","13","3896.0","329.11318321459424","329.11318321459424","1014.0","3896.0"
"131","3","348","199","1","2776","38","0","0","3","0","0","0","1","1.54533","0","3","0","960.0","149.87754721425802","149.87754721425802","508.0","960.0"
"1310","28","1041","156","340","1376","268","0","0","4","0","0","0","2","1.36938","0","28","71","2195.0","154.9369358077355","1670.4124964747853","1015.0","2195.0"
"1311","28","92029","3184","239","3394","527","0","0","4","0","0","0","1","0.97529","0","28","69","2515.0","244.27903494068508","288.04748919936014","1305.0","2515.0"
"1312","28","187154","1192","392","1019","6","0","0","5","0","0","0","1","0.93156","0","28","12","1208.0","119.90317928001802","169.25889124536724","684.0","1208.0"
"1313","28","43845","1828","446","2039","173","0","0","4","85","1497","170","1","1.0391","0","28","1177","1184.0","111.33390506713533","952.1547350751162","1095.0","1184.0"
"1314","28","3031","823","99","2448","587","0","0","4","478","0","0","2","1.34423","0","28","115","2071.0","196.78856499035842","223.05099592958493","1154.0","2071.0"
"1315","28","32879","629","217","1149","38","0","0","4","0","0","0","3","1.21137","0","28","18","1134.0","96.27343623857428","111.38460427136116","638.0","1134.0"
"1316","28","44316","1228","140","737","14","0","0","4","0","0","0","1","0.95659","0","28","75","1011.0","125.15655004372317","199.77050353209526","810.0","1011.0"
"1317","28","1662","711","58","1930","638","0","0","4","240","0","0","2","1.16254","0","28","24","2343.0","219.6708524362236","240.74163283549765","1261.0","2343.0"
"1318","29","24850","6420","1741","2485","245","0","0","4","0","0","0","1","0.92435","0","29","60","1821.0","156.0124256955217","189.8005360989187","716.0","1821.0"
"1319","29","3884","1330","117","3033","881","0","0","4","14","0","0","1","1.07792","0","29","12","3567.0","438.67933253477014","456.84576804101147","2050.0","3567.0"
"132","3","205","104.94115","15","1257","127","0","0","3","858","0","0","1","1.74895","0","3","3","1401.0","246.05365878568944","246.05365878568944","887.0","1401.0"
"1320","29","7896","2195","334","2432","335","0","0","4","13","0","0","2","0.9953","0","29","21","1550.0","142.82074238461053","177.09137188433363","690.0","1550.0"
"1321","29","752","489","30","2198","352","0","0","4","0","0","0","3","1.15184","0","29","23","1107.0","109.74491933910403","123.43713472833457","502.0","1107.0"
"1322","29","15493","3507","1197","2547","0","0","0","4","102","0","0","2","0.94136","0","29","10","369.0","34.209273624823695","46.209273624823695","130.0","369.0"
"1323","29","1786","1109","208","3445","849","0","0","4","1349","0","0","3","1.22283","0","29","0","2116.0","171.61399382827426","255.44931660537537","724.0","2116.0"
"1324","29","39085","3090","1094","1165","43","0","0","5","0","0","0","3","0.94279","0","29","2","1747.0","143.55742446804285","148.51095098526537","511.0","1747.0"
"1325","29","43455","2898","1017","2469","807","0","0","4","0","0","0","2","1.0262","0","29","0","3100.0","341.91612678714387","347.920408737078","1977.0","3100.0"
"1326","29","5043","1365","453","1870","88","0","0","4","0","0","0","1","0.95277","0","29","2","2239.0","220.13636167578147","243.13636167578147","1098.0","2239.0"
"1327","29","3413","694","97","1733","377","0","0","4","1425","0","0","1","1.12206","0","29","0","2805.0","245.0780456899371","504.0780456899371","1230.0","2805.0"
"1328","29","29862","2982","933","1973","90","0","0","4","0","0","0","1","0.9492","0","29","335","1821.0","199.7487275730782","477.12028532071486","921.0","1821.0"
"1329","29","3862","2372","202","1474","125","0","0","4","10","0","0","2","0.99547","0","29","8","1550.0","143.10502336634147","143.10502336634147","660.0","1550.0"
"133","3","280","116","67","2020","641","0","0","3","494","6540","20617","1","1.68823","0","3","2","771.0","129.58391655238367","142.58391655238367","589.0","771.0"
"1330","29","559","449","41","1378","101","0","0","4","288","0","0","1","1.06517","0","29","0","1870.0","186.27091660534265","206.27091660534265","945.0","1870.0"
"1331","29","754","344","231","1356","733","0","0","4","0","0","0","2","1.26152","0","29","8","1747.0","172.72436382586272","181.72436382586272","876.0","1747.0"
"1332","29","893","259","533","1359","606","0","0","4","156","0","0","2","1.39977","0","29","209","1402.0","123.83513840409371","274.8351384040937","678.0","1402.0"
"1333","29","301","282","19","1193","218","0","0","4","0","0","0","3","1.18288","0","29","9","3198.0","376.61804681109516","408.61804681109516","1971.0","3198.0"
"1334","29","410","316","91","1544","17","0","0","4","1711","0","0","3","1.1153","0","29","0","984.0","116.54444422764405","116.54444422764405","553.0","984.0"
"1335","29","843","521.67444","203","2156","722","0","0","4","0","0","0","3","1.20779","0","29","29","1353.0","112.97531406265307","209.97531406265307","521.0","1353.0"
"1336","29","3624","1865","443","4901","294","0","0","4","76","0","0","3","1.15437","0","29","33","1525.0","154.30174296438304","155.42393287999187","739.0","1525.0"
"1337","29","7050","3431","943.90265","2367","773","0","0","4","1","0","0","2","1.01152","0","29","52","3371.0","333.01454208919006","344.8951597140959","1766.0","3371.0"
"1338","29","811","662","75","1034","372","0","0","4","0","0","0","1","1.03187","0","29","2","2337.0","222.2741614791429","229.2741614791429","1253.0","2337.0"
"1339","29","593","433","59","1543","415","0","0","4","0","0","0","3","1.11898","0","29","7","2214.0","207.03416543333108","210.03416543333108","1210.0","2214.0"
"134","3","254","118.06819","17","2318","478","0","0","3","0","0","0","1","2.4367","0","3","50","677.0","143.35274378822405","167.6668799138785","546.0","677.0"
"1340","29","1042","481","281","1768","617","0","0","4","0","0","0","3","1.09761","0","29","0","4798.0","492.5455006684567","521.5455006684567","2844.0","4798.0"
"1341","29","8834","1648","78","1676","374","0","0","4","0","0","0","2","0.95775","0","29","0","3444.0","360.13809930394274","463.48871321935883","1785.0","3444.0"
"1342","29","542","182","279","981","542","0","0","4","1995","8264","1144","3","1.17152","0","29","1732","1968.0","204.16280398501056","3093.1628039850107","2191.0","1968.0"
"1343","29","306","176","45","1166","510","0","0","4","0","0","0","3","1.3422","0","29","140","2165.0","241.6614520127893","280.6614520127893","1162.0","2165.0"
"1344","29","431","178","137","744","1691","0","0","3","0","0","0","3","1.58762","0","29","0","6667.0","692.0408308424944","701.0408308424944","3416.0","6667.0"
"1345","29","275","172","19","1150","479","0","0","3","0","0","0","3","1.35803","0","29","0","3444.0","300.6170903425247","300.6170903425247","1636.0","3444.0"
"1346","29","735","316","170","1312","737","0","0","4","192","0","0","3","1.26668","0","29","9","4527.0","400.35456299257646","414.35456299257646","2320.0","4527.0"
"1347","29","1032","286","40","1848","208","0","0","4","0","0","0","3","1.3377","0","29","0","3617.0","405.9251935469552","435.9251935469552","2121.0","3617.0"
"1348","30","2113","476","600","2250","1345","0","0","4","0","0","0","3","1.3434","0","30","23","3469.0","389.67583031872755","419.39618718749193","1791.0","3469.0"
"1349","30","2993","1333","88","2159","453","0","0","4","288","0","0","2","1.04619","0","30","21","1206.0","155.10188313924328","202.70684543552156","760.0","1206.0"
"135","3","100","59","6","1281","418","0","0","3","0","0","0","1","2.83604","0","3","4","1165.0","251.76690277411114","251.76690277411114","981.0","1165.0"
"1350","30","5640","1772","57","2047","1027","0","0","4","0","0","0","1","1.0031","0","30","12","3543.0","365.1551201971577","398.34847279831376","1822.0","3543.0"
"1351","30","386","354","27","1308","43","0","0","4","0","0","0","3","1.10521","0","30","46","1107.0","124.43386758944972","326.43386758944973","612.0","1107.0"
"1352","30","3558","1203","24","1415","7","0","0","4","0","0","0","1","0.95326","0","30","17","1870.0","191.64783829772352","213.64783829772352","891.0","1870.0"
"1353","30","21662","3821","330","3630","297","0","0","4","0","0","0","1","0.93329","0","30","0","2460.0","171.2499804040431","174.21716187122456","495.0","2460.0"
"1354","30","30337","8901","574","3333","99","0","0","4","165","0","0","1","0.91774","0","30","27","1230.0","133.1929561591162","163.16225896868954","644.0","1230.0"
"1355","30","451","367","65","1359","193","0","0","4","1603","0","0","2","1.07906","0","30","5","1747.0","166.49469565571079","204.49469565571079","800.0","1747.0"
"1356","30","688","606","73","2115","912","0","0","4","0","0","0","2","1.15799","0","30","44","2140.0","185.59982471923354","227.87859817204787","915.0","2140.0"
"1357","30","494","452","36","1185","563","0","0","4","0","0","0","2","1.12692","0","30","12","2682.0","290.0823664453728","321.0823664453728","1583.0","2682.0"
"1358","30","1405","827","133","1694","1336","0","0","4","1624","0","0","2","1.11505","0","30","53","3395.0","291.35398854278304","402.5255713713319","1479.0","3395.0"
"1359","30","615","480","114","1963","215","0","0","4","0","0","0","3","1.43615","0","30","9","960.0","95.98561471770802","140.49238340517124","522.0","960.0"
"136","3","87","50","9","1031","17","0","0","3","0","0","0","1","2.35129","0","3","20","929.0","188.2996269574117","454.2996269574117","678.0","929.0"
"1360","30","229","151","62","841","562","0","0","4","0","0","0","3","1.37261","0","30","164","1747.0","165.09347123155706","227.09347123155706","908.0","1747.0"
"1361","30","305","73.41171","226","203","866","0","0","2","16","0","0","3","2.525","0","30","214","1304.0","106.33052298877419","193.3305229887742","717.0","1304.0"
"1362","30","328","259","69","1152","732","0","0","3","0","0","0","3","1.34392","0","30","0","1083.0","77.61896473486857","85.61896473486857","386.0","1083.0"
"1363","30","510","146","357","884","174","0","0","3","2282","5889","15613","3","1.48854","0","30","38","2140.0","223.75429135737062","898.7542913573707","1295.0","2140.0"
"1364","30","291","244","31","1258","530","0","0","3","7","0","0","3","1.2528","0","30","36","1378.0","130.2506821869108","168.2506821869108","756.0","1378.0"
"1365","30","862","673","134","1626","229","0","0","4","0","0","0","1","1.07962","0","30","52","1427.0","142.75952995236068","248.68686808185709","609.0","1427.0"
"1366","30","5217","4050.52856","556","3716","770","0","0","4","32","0","0","1","1.00796","0","30","26","2559.0","203.1286100336081","373.225095309765","968.0","2559.0"
"1367","30","3352","921","79","1977","285","0","0","5","0","0","0","1","1.03825","0","30","19","2559.0","311.0439755851703","384.0439755851703","1282.0","2559.0"
"1368","30","5122","564","2200.96899","1403","768","0","0","5","849","0","0","3","1.13344","0","30","23","2928.0","296.6303263478749","486.6303263478749","1575.0","2928.0"
"1369","30","1288","426","286","1796","118","0","0","4","0","0","0","3","1.5678","0","30","25","1009.0","103.37197205922553","153.37197205922553","536.0","1009.0"
"137","3","137","84.23708","4","1595","143","0","0","3","0","0","0","1","2.05842","0","3","6","803.0","165.85278100465416","185.85278100465416","692.0","803.0"
"1370","30","6797","6648","34","3333","487","0","0","5","1230","0","0","3","0.93398","0","30","12","2263.0","231.69440809053467","253.89003025578808","1163.0","2263.0"
"1371","30","550","501","45","1587","447","0","0","4","0","0","0","3","1.10163","0","30","7","2608.0","308.1407088729038","327.1407088729038","1721.0","2608.0"
"1372","30","418","346","20","1000","579","0","0","4","0","0","0","3","1.18644","0","30","15","3075.0","398.04974414485685","445.6525594387507","1814.0","3075.0"
"1373","30","499","296","196","963","1886","0","0","4","233","336","0","3","1.56454","0","30","79","4379.0","492.83610848697083","535.8894724232784","2439.0","4379.0"
"1374","30","617","356","252","1245","1384","0","0","4","41","0","0","3","1.51002","0","30","6","4330.0","470.1634204147715","499.1634204147715","2574.0","4330.0"
"1375","30","843","625","204","2479","390","0","0","4","0","0","0","3","1.20748","0","30","21","2313.0","241.26802129302217","318.2680212930222","1228.0","2313.0"
"1376","30","541","380","133","1450","650","0","0","4","0","0","0","3","1.41568","0","30","207","3690.0","559.439487475712","735.439487475712","2966.0","3690.0"
"1377","30","403","341","53","1356","767","0","0","4","0","0","0","3","1.2506","0","30","15","5733.0","664.7460543033606","685.7460543033606","3299.0","5733.0"
"1378","30","796","677","114","1943","754","0","0","4","574","0","0","3","1.17969","0","30","78","4625.0","605.8769794524143","640.5343010206037","3021.0","4625.0"
"1379","30","305","289","16","1266","303","0","0","4","0","0","0","3","1.24233","0","30","112","2263.0","365.0948474068573","452.0948474068573","1763.0","2263.0"
"138","3","292","120","26","2359","507","0","0","3","0","0","0","1","2.47922","0","3","62","787.0","180.79073789272778","196.84415323749954","626.0","787.0"
"1380","30","3167","1376","819","2332","310","0","0","4","1078","0","0","3","1.13624","0","30","31","1476.0","195.0347054842502","263.33418313950267","924.0","1476.0"
"1381","30","7886","3004","519","3414","630","0","0","4","0","0","0","3","1.03761","0","30","190","1968.0","254.657556531553","431.1616029633359","1224.0","1968.0"
"1382","30","6085","1694","83","2411","107","0","0","4","95","0","0","3","1.01107","0","30","17","1747.0","184.76575112946475","217.76575112946475","924.0","1747.0"
"1383","30","10243","4778","197","2599","20","0","0","5","8","0","0","1","0.93096","0","30","73","1304.0","127.95582578073596","139.12653318691332","652.0","1304.0"
"1384","30","2712","1380","332.24814","2215","686","0","0","4","1386","0","0","1","1.08053","0","30","0","1747.0","179.85065589957043","220.85065589957043","874.0","1747.0"
"1385","30","2130","1398","83","1677","267","0","0","5","0","0","0","1","0.97071","0","30","5","1525.0","155.60466933783556","155.60466933783556","689.0","1525.0"
"1386","30","2077","1286","201","1571","169","0","0","5","0","0","0","1","1.01034","0","30","15","1329.0","126.61458628801871","211.6145862880187","524.0","1329.0"
"1387","30","11005","3928","96","1959","112","0","0","5","0","0","0","1","0.9241","0","30","9","1944.0","214.46304912117893","214.46304912117893","993.0","1944.0"
"1388","30","17124","4547","39","1833","20","0","0","5","98","0","0","1","0.91872","0","30","0","3420.0","350.4329541511556","350.4329541511556","1625.0","3420.0"
"1389","31","36280","5317","554","2560","55","0","0","5","0","0","0","1","0.92449","0","31","0","1575.0","166.25497492366904","173.28014874289704","763.0","1575.0"
"139","3","161","65","18","1374","54","0","0","3","444","0","0","1","2.32573","0","3","26","1008.0","264.1078287791782","301.1078287791782","971.0","1008.0"
"1390","31","18508","2311","278","2692","227","0","0","5","0","0","0","1","0.92887","0","31","61","517.0","41.048346677242414","61.69039213178787","180.0","517.0"
"1391","31","14817","1838","450","2276","324","0","0","5","0","0","0","1","0.96634","0","31","35","2510.0","200.80261724998363","253.95935300127897","925.0","2510.0"
"1392","31","10141","3592","402","2459","78","0","0","5","0","0","0","1","0.93355","0","31","3","1845.0","181.5881670508823","181.5881670508823","759.0","1845.0"
"1393","31","11502","1896","302","1876","67","0","0","5","585","0","0","1","0.94559","0","31","28","2386.0","249.38940789626048","249.38940789626048","1279.0","2386.0"
"1394","31","7847","2745","821","3175","38","0","0","4","1791","0","0","2","0.9674","0","31","37","1181.0","155.19300523498183","199.21206003097709","767.0","1181.0"
"1395","31","1718","911","411","2720","510","0","0","4","13","0","0","3","1.16811","0","31","18","1919.0","220.98503951132582","243.67482756527573","1155.0","1919.0"
"1396","31","15393","2471","172","3668","186","0","0","4","0","0","0","3","0.99236","0","31","16","2165.0","235.0081201615437","260.8411500968188","1164.0","2165.0"
"1397","31","16208","3065","1244","2354","280","0","0","4","165","0","0","1","0.93229","0","31","135","1673.0","154.27602784696478","154.27602784696478","667.0","1673.0"
"1398","31","807","614","77","1533","272","0","0","4","0","0","0","1","1.06121","0","31","0","1624.0","148.3846928501683","148.3846928501683","699.0","1624.0"
"1399","31","791","266","499","1239","576","0","0","4","630","0","0","2","1.35177","0","31","1","1550.0","169.7999005726324","248.7999005726324","906.0","1550.0"
"14","1","30.6","1","26","0","246","265.45442","1098.01607","0","0","779","230","3","5.5959","0","1","12","8438.0","739.6661523514176","776.4362058273534","3468.0","8438.0"
"140","3","101","61","3","1225","70","0","0","3","0","0","0","1","2.06546","0","3","0","1275.0","263.5606214816002","263.5606214816002","926.0","1275.0"
"1400","31","55176","3366","1309","1546","27","0","0","4","0","0","0","1","0.9186","0","31","68","640.0","64.32577165208546","103.32577165208546","301.0","640.0"
"1401","31","142961","3682","2348","1705","78","0","0","4","73","0","0","1","0.92607","0","31","84","910.0","85.79970974198586","118.73657030907151","423.0","910.0"
"1402","31","53379","3209.50806","1688","3240","637","0","0","4","414","0","0","1","0.95515","0","31","37","1353.0","144.4618438041681","193.5264529763631","747.0","1353.0"
"1403","31","280405","12859","1278","4062","108","0","0","5","0","0","0","1","0.90647","0","31","92","812.0","62.80877085514025","79.48812157360751","240.0","812.0"
"1404","32","7265","1047","858","1156","0","0","0","5","0","0","0","1","0.93046","0","32","0","1233.0","196.90451788835617","251.87067631156182","566.0","1233.0"
"1405","32","2603","518","189","1133","13","0","0","4","0","0","0","1","1.20683","0","32","1","2219.0","412.2503794251452","447.2503794251452","1205.0","2219.0"
"1406","32","2559","205","97","701","31","0","0","3","0","0","0","3","1.30051","0","32","3","5250.0","832.4894814222109","832.4894814222109","2683.0","5250.0"
"1407","32","2370","745","506","2356","601","0","0","5","0","0","0","2","1.14226","0","32","103","1668.0","357.82048018856256","424.7944796042798","875.0","1668.0"
"1408","32","4314","824","54","1871","808","0","0","4","0","0","0","1","1.07028","0","32","7","2480.0","402.2105150122284","402.2105150122284","1202.0","2480.0"
"1409","32","1468","656","268","2681","664","0","0","4","1296","0","0","1","1.1404","0","32","31","2277.0","439.62229059659273","448.88379211327623","1366.0","2277.0"
"141","3","53","25","5","502","363","0","0","3","0","0","0","1","2.99659","0","3","88","1039.0","244.0278716643085","330.02787166430846","1028.0","1039.0"
"1410","32","529","159","69","1237","1015","0","0","3","22","0","0","2","1.60592","0","32","13","5555.0","1064.8514898577478","1093.8514898577478","3178.0","5555.0"
"1411","32","1157","867","62","2001","875","0","0","4","123","0","0","1","1.1377","0","32","187","3423.0","559.5781729530166","800.5781729530166","1384.0","3423.0"
"1412","32","1349","723","150","3250","1303","0","0","4","0","0","0","1","1.38819","0","32","100","2437.0","372.1139595665086","437.2843824811175","1018.0","2437.0"
"1413","32","2388","289","102","941","78","0","0","4","1076","0","0","1","1.39292","0","32","0","4597.0","693.8097650438012","709.4033922808156","1838.0","4597.0"
"1414","32","10312","1400","59","2969","0","0","0","4","0","0","0","1","1.01175","0","32","29","1595.0","290.7836765628223","331.7836765628223","842.0","1595.0"
"1415","33","126275","3686","2001","1847","159","0","0","5","156","0","0","1","0.92953","0","33","28","392.0","56.4263973331198","92.17071105861001","211.0","392.0"
"1416","33","74340","1673","78","1376","18","0","0","4","0","0","0","1","0.93269","0","33","6","508.0","57.69847007490295","61.69847007490295","140.0","508.0"
"1417","33","17892","274","15","142","26","0","0","5","0","0","0","1","0.95844","0","33","40","319.0","54.30785829181216","77.30785829181215","176.0","319.0"
"1418","33","6296","1443","72","1642","87","0","0","5","0","0","0","1","0.9597","0","33","17","986.0","151.00783677104405","174.9364810116149","540.0","986.0"
"1419","33","1120","241","43","1031","438","0","0","4","0","0","0","1","1.16284","0","33","6","3582.0","581.4671390661618","594.4671390661618","1829.0","3582.0"
"142","3","824","7","480.54523","9","169","0","0","1","27","0","0","3","2.38522","0","3","54","189.0","22.19365086702827","651.1936508670283","94.0","189.0"
"1420","33","2561","1120","48","2651","168","0","0","4","237","0","0","1","1.05526","0","33","66","1842.0","350.20434845709497","382.20434845709497","1055.0","1842.0"
"1421","33","1238","672","220","1723","1570","0","0","4","1117","0","0","1","1.25148","0","33","98","3959.0","604.3067714692523","729.9307913333402","1621.0","3959.0"
"1422","33","1649","648","87","2285","255","0","0","4","123","0","0","1","1.18023","0","33","33","2625.0","434.55292388459753","483.55292388459753","1352.0","2625.0"
"1423","33","4392","624","69","2399","72","0","0","4","8","0","0","1","1.1317","0","33","57","1682.0","292.81257706796816","373.0090594004036","895.0","1682.0"
"1424","33","2662","139","202","762","1493","0","0","3","38","0","0","1","1.85112","0","33","12","5178.0","840.0345060980843","1168.0345060980844","3438.0","5178.0"
"1425","33","2772","504.34985","281","1860","434","0","0","4","0","0","0","1","1.3003","0","33","77","1059.0","157.93910980463286","488.65618141588607","534.0","1059.0"
"1426","33","2250","874","344","2243","0","0","0","4","0","0","0","1","0.99333","0","33","0","1697.0","292.3267486509117","292.3267486509117","862.0","1697.0"
"1427","33","1717","671","116","1762","659","0","0","4","1287","649","459","1","1.33157","0","33","729","2524.0","600.4200869648831","1112.0973541958383","1833.0","2524.0"
"1428","33","1037","120","281","776","2187","0","0","3","0","0","0","2","2.48447","0","33","108","2364.0","714.6854322647232","773.6313112547184","2030.0","2364.0"
"1429","33","715","336","147","1271","647","0","0","4","8","0","0","1","1.47788","0","33","9","1175.0","187.4900529109172","218.4900529109172","629.0","1175.0"
"143","3","53","16","10","248","162","0","0","3","0","0","0","2","3.10028","0","3","54","472.0","94.18232685230956","180.18232685230956","291.0","472.0"
"1430","33","569","247","117","1072","1750","0","0","3","0","0","0","1","2.14794","0","33","361","2625.0","380.483826767297","483.75493355712035","1409.0","2625.0"
"1431","33","1179","590","74","2294","1369","0","0","4","411","0","0","1","1.21132","0","33","22","1798.0","277.8273813116529","303.2830936150757","924.0","1798.0"
"1432","33","672","388","72.06339","1618","506","0","0","4","0","108","354","1","1.30958","0","33","27","783.0","133.35670957776287","193.77695434026026","395.0","783.0"
"1433","33","343","235","18","1152","184","0","0","4","1077","0","0","1","1.17789","0","33","14","769.0","128.37238010874205","142.37238010874205","456.0","769.0"
"1434","33","1928","559.69971","52","2189","307","0","0","4","0","0","0","1","1.14117","0","33","7","1015.0","165.69515224341959","178.74232205474033","491.0","1015.0"
