"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"677","13","438","161.65837","154","802","953","0","0","3","0","0","0","3","1.88205","0","13","0","1800.0","273.06332650103","304.06332650103","1040.0","1800.0"
"678","13","353","210","53","905","120","0","0","4","1107","0","0","3","1.1383","0","13","18","1380.0","258.10207769637327","293.10207769637327","985.0","1380.0"
"679","13","380","224","60","1121","644","0","0","3","0","0","0","3","1.27923","0","13","29","3853.0","657.0615937801028","701.0615937801028","2463.0","3853.0"
"68","2","72","34","4","272","1304","0","0","3","0","0","0","1","3.23857","0","2","9","1606.0","217.0454095171582","248.0454095171582","833.0","1606.0"
"680","13","593","469","61","2165","50","0","0","4","0","0","0","3","1.21638","0","13","29","1060.0","199.10931749143882","236.10931749143882","764.0","1060.0"
"681","13","328","274","54","1141","187","0","0","4","0","0","0","3","1.23354","0","13","66","875.0","137.41983471272027","291.4198347127203","527.0","875.0"
"682","13","484","423","51","1828","12","0","0","4","0","0","0","3","1.15995","0","13","5","639.0","105.72443787345539","125.72443787345539","379.0","639.0"
"683","13","309","287","21","1322","10","0","0","4","0","0","0","3","1.18252","0","13","91","639.0","104.94312794237368","164.94312794237368","443.0","639.0"
"684","13","518","434","61","2082","329","0","0","4","0","0","0","3","1.25118","0","13","34","909.0","155.55199537624293","168.55199537624293","585.0","909.0"
"685","13","389","290","73","1225","438","0","0","4","1514","0","0","3","1.20028","0","13","22","2507.0","385.2059766365719","394.2059766365719","1632.0","2507.0"
"686","13","333","238","69","1231","871","0","0","4","269","0","0","3","1.34829","0","13","7","1817.0","252.10323313560875","252.10323313560875","986.0","1817.0"
"687","13","309","223","52","768","720","0","0","4","0","0","0","3","1.80228","0","13","10","2103.0","269.141069405347","271.141069405347","1296.0","2103.0"
"688","13","705","466","156","1948","1025","0","0","4","1605","0","0","3","1.21205","0","13","31","1363.0","247.39868632581116","272.7473992932711","852.0","1363.0"
"689","13","466","421","16","1457","0","0","0","4","0","0","0","1","1.10048","0","13","12","673.0","126.63698128812392","135.63698128812393","482.0","673.0"
"69","2","208","97.06412","46","571","2382","0","0","2","636","6281","1076","1","3.49157","0","2","1868","1574.0","233.15182106528007","1572.2322022038093","1692.0","1574.0"
"690","13","690","564","43","1945","10","0","0","4","0","0","0","2","1.13016","0","13","26","808.0","147.33693780361222","169.36474418878214","543.0","808.0"
"691","13","547","437","28","1057","0","0","0","4","0","0","0","1","1.04245","0","13","0","942.0","166.13456822292216","166.13456822292216","614.0","942.0"
"692","13","340","314","13","1065","11","0","0","4","0","0","0","2","1.2614","0","13","0","824.0","146.03938980550603","146.03938980550603","500.0","824.0"
"693","13","439","359","73","1350","0","0","0","4","1807","0","0","3","1.1175","0","13","0","740.0","144.7265650210404","146.53626738804297","523.0","740.0"
"694","13","595","542","29","1754","10","0","0","4","0","0","0","1","1.0748","0","13","2","1060.0","203.40548582155174","216.40548582155174","682.0","1060.0"
"695","13","5916","787.01221","29","2738","24","0","0","4","0","0","0","1","1.07757","0","13","0","1178.0","210.90563388444173","210.9507520510686","705.0","1178.0"
"696","13","9407","1700","85","1538","735","0","0","4","0","0","0","1","0.98739","0","13","11","2137.0","277.0652848940765","308.2009128010533","1159.0","2137.0"
"697","14","19547","289","112","569","17","0","0","4","0","0","0","1","1.28762","0","14","41","269.0","60.311065890677206","89.31552271518974","211.0","269.0"
"698","14","3698","1294.11377","90","2587","0","0","0","4","1096","0","0","1","1.04033","0","14","59","1161.0","209.97400177678819","255.97400177678819","765.0","1161.0"
"699","14","2213","759","18","1585","167","0","0","4","37","0","0","1","1.04319","0","14","0","2070.0","377.1961914670588","377.1961914670588","1352.0","2070.0"
"7","1","45","13","14","19","3914","284.91191","833.88851","0","13","0","0","1","5.27951","0","1","379","5762.0","493.9403321738031","1001.2997150347792","1708.0","5762.0"
"70","2","182","82","29","634","2505","0","0","1","0","0","0","1","5.04619","0","2","1","1637.0","200.4592233004081","277.77035233266616","1007.0","1637.0"
"700","14","2701","705.12","448","3248","755","0","0","4","1477","0","0","3","1.48261","0","14","46","1397.0","255.51514605865384","278.84210458399946","949.0","1397.0"
"701","14","1319","836","51","2240","199","0","0","4","154","0","0","3","1.08908","0","14","2","959.0","174.89710393092165","192.89710393092165","571.0","959.0"
"702","14","1564","913.71881","138","2296","1164","0","0","4","0","0","0","1","1.2054","0","14","107","1632.0","309.0932746327824","557.6548110136317","1142.0","1632.0"
"703","14","4088","1224","15","1463","61","0","0","4","141","0","0","1","0.96898","0","14","2","858.0","165.00218216300962","185.15396974402572","645.0","858.0"
"704","14","64673","1531","11","1679","12","0","0","5","0","0","0","1","0.96318","0","14","0","1329.0","229.41133693473492","229.41133693473492","818.0","1329.0"
"705","14","6523","717","123.17499","2850","950","0","0","4","265","1106","2599","2","1.18665","0","14","34","1397.0","270.6824036527926","302.33135175938446","976.0","1397.0"
"706","14","23979","758","982","879","54","0","0","4","0","0","0","3","1.24473","0","14","2","522.0","116.87779386320037","171.87779386320037","399.0","522.0"
"707","14","1020","445","433","1428","952","0","0","4","0","0","0","3","1.35976","0","14","97","1161.0","292.2910496612699","539.582283801985","1089.0","1161.0"
"708","14","600","525","59.33133","1852","908","0","0","4","1501","0","0","3","1.21401","0","14","40","1026.0","214.4183146226699","216.05447806773964","666.0","1026.0"
"709","14","518","266","82","1294","713","0","0","4","0","0","0","3","1.55402","0","14","487","841.0","173.0980632847478","185.96936486362534","604.0","841.0"
"71","2","145","72","11","683","1418","0","0","2","0","0","0","1","3.18377","0","2","160","1023.0","130.0038152879133","155.0038152879133","462.0","1023.0"
"710","14","652","556","33","1576","703","0","0","4","237","0","0","3","1.2065","0","14","114","1161.0","229.50268166231936","252.50268166231936","818.0","1161.0"
"711","14","3330","727","7","2849","15","0","0","4","33","0","0","1","1.14095","0","14","0","623.0","117.17750929652323","118.34403940713364","428.0","623.0"
"712","14","10176","1245","24","1453","53","0","0","4","1833","0","0","2","1.01577","0","14","153","656.0","114.945304595326","320.945304595326","398.0","656.0"
"713","14","12611","1816","115","1576","52","0","0","4","0","0","0","2","0.96407","0","14","16","841.0","174.68698271250238","220.68698271250238","602.0","841.0"
"714","14","372520","1102","276","404","26","0","0","4","0","0","0","1","0.91563","0","14","12","118.0","26.034691341287058","65.03469134128706","112.0","118.0"
"715","15","137540","4601","2964","2487","71","0","0","4","6","0","0","1","1.0275","0","15","3","1700.0","281.2653796877477","298.27008335660946","1101.0","1700.0"
"716","15","1182","970","60","1291","549","0","0","4","78","0","0","3","1.07733","0","15","27","812.0","104.11995423313626","143.19898158875935","446.0","812.0"
"717","15","677","473","151","1847","519","0","0","4","1794","0","0","3","1.18682","0","15","21","1133.0","169.06059335122922","306.84035435561583","817.0","1133.0"
"718","15","1344","817","268","2399","572","0","0","4","0","0","0","3","1.24512","0","15","8","944.0","153.98483498898094","182.24341622467887","695.0","944.0"
"719","15","911","494","37","2374","347","0","0","4","31","0","0","3","1.1727","0","15","14","1398.0","195.85310573659515","209.85310573659515","767.0","1398.0"
"72","2","59","21.06945","13","171","870","0","136.33412","1","280","0","0","1","4.56305","0","2","21","1417.0","187.27349210831363","322.27349210831363","995.0","1417.0"
"720","15","11418","1562","207","1692","123","0","0","4","0","1106","4893","3","0.9855","0","15","14","1379.0","193.094791873696","199.25850640508037","901.0","1379.0"
"721","15","1129","508","140.46074","1589","832","0","0","4","0","0","0","1","1.28754","0","15","95","1794.0","232.55541446967396","320.55541446967396","1025.0","1794.0"
"722","15","538","443","79","2284","624","0","0","4","0","0","0","3","1.21349","0","15","29","831.0","131.49937876107717","155.37978256155222","625.0","831.0"
"723","15","981","650","75","1766","296","0","0","4","132","0","0","3","1.19281","0","15","23","1454.0","223.62160775341346","288.62160775341346","853.0","1454.0"
"724","15","738","518","146","1893","1114","0","0","4","0","0","0","3","1.54034","0","15","8","1662.0","187.14867139626438","495.1486713962644","819.0","1662.0"
"725","15","1193","813","12","1395","11","0","0","4","0","0","0","2","1.00217","0","15","12","793.0","128.07278813133092","157.07278813133092","507.0","793.0"
"726","15","940","641","58","2724","401","0","0","4","0","0","0","3","1.16852","0","15","0","1020.0","159.59119915823916","164.9548781821716","652.0","1020.0"
"727","15","296","236","55","1088","28","0","0","4","2035","0","0","3","1.13268","0","15","141","869.0","137.97052627506156","154.97052627506156","623.0","869.0"
"728","15","3167","752","594.48328","2514","125","0","0","4","0","0","0","3","1.18453","0","15","2","963.0","135.9416439067847","169.2514385588751","614.0","963.0"
"729","15","7251","2183","134.90224","4724","1940","0","0","4","732","0","0","1","1.12283","0","15","0","2512.0","388.4179857448904","388.4179857448904","1633.0","2512.0"
"73","2","69","32","9","186","2413","70.11556","126.82667","1","204","0","0","1","4.35988","0","2","0","1684.0","189.29341768311562","234.9877157185732","923.0","1684.0"
"730","15","2814","516.53827","1299","1684","1792","0","0","5","0","0","0","2","1.17059","0","15","0","3173.0","463.78834575829205","2438.6259305177364","2040.0","3173.0"
"731","15","399","246.90195","21","1126","1482","0","0","4","0","0","0","1","1.31929","0","15","0","2795.0","329.8724829514115","329.8724829514115","1530.0","2795.0"
"732","15","786","371","351","1528","338","0","0","4","2308","0","0","3","1.35092","0","15","39","1700.0","243.1610217283497","279.34529778669196","1011.0","1700.0"
"733","15","785","468","291","1841","239","0","0","4","0","0","0","2","1.3118","0","15","44","2021.0","302.3095655768727","352.14565264742083","1325.0","2021.0"
"734","15","2976","767","79","2908","288","0","0","4","238","0","0","1","1.18677","0","15","8","3173.0","487.3026130039316","496.88515991189206","2134.0","3173.0"
"735","15","12420","1055","13","1240","199","0","0","5","2085","0","0","1","0.98667","0","15","0","1114.0","162.6030076711846","163.0377032985067","624.0","1114.0"
"736","15","1531","744","283","2916","703","0","0","3","0","0","0","2","1.54037","0","15","6","1435.0","210.94890933690974","271.763226761993","891.0","1435.0"
"737","15","953","515","272","1691","10","0","0","4","0","0","0","3","1.3265","0","15","25","2474.0","406.5483351203346","427.5483351203346","1832.0","2474.0"
"738","15","514","437","14","2000","144","0","0","4","0","0","0","3","1.17263","0","15","13","1435.0","223.37497111958982","236.37497111958982","870.0","1435.0"
"739","15","1205","191","273.55017","1065","1486","0","0","4","8","0","0","3","1.96169","0","15","118","1851.0","235.48897975790894","581.9346577912158","1117.0","1851.0"
"74","2","84","17","24","202","2339","49.20991","169.33997","1","0","0","0","1","4.60341","0","2","87","4219.0","428.2491169971142","684.2491169971142","1330.0","4219.0"
"740","15","441","308","87","1248","270","0","0","4","0","0","0","3","1.2516","0","15","16","1549.0","238.3621917096134","245.3621917096134","909.0","1549.0"
"741","15","528","306","81","1633","331","0","0","4","0","0","0","3","1.21513","0","15","60","1379.0","212.76326964972546","235.6884881012597","887.0","1379.0"
"742","15","1686","665.30365","734","2815","1436","0","0","3","0","0","0","3","1.68486","0","15","11","3966.0","534.753056345041","584.2157780000653","2297.0","3966.0"
"743","15","2250","656","402","2974","684","0","0","4","2628","0","0","3","1.24127","0","15","60","1983.0","300.5684649532582","311.01145288501016","1098.0","1983.0"
"744","15","523","382","94.20223","1437","583","0","0","4","134","0","0","1","1.23209","0","15","10","2436.0","356.2469252815475","472.2469252815475","1302.0","2436.0"
"745","15","1980","421","13","1788","274","0","0","4","0","0","0","1","1.12711","0","15","0","2644.0","352.36045455295096","352.49972060799684","1383.0","2644.0"
"746","15","65629","2570","117","2866","126","0","0","4","0","0","0","1","0.98364","0","15","0","2210.0","379.5631675407427","448.5631675407427","1452.0","2210.0"
"747","16","3271","523","15","1213","0","0","0","5","0","0","0","1","1.03911","0","16","0","1492.0","236.50005261763593","236.50005261763593","850.0","1492.0"
"748","16","433","312","73","1244","0","0","0","4","0","0","0","2","1.11665","0","16","0","1284.0","228.82000354216376","242.82000354216376","935.0","1284.0"
"749","16","438","270","138","1547","659","0","0","4","0","0","0","2","1.26676","0","16","7","1719.0","269.0602612845889","269.0602612845889","990.0","1719.0"
"75","2","44","10","13","17","1900","68","123","1","0","0","0","1","4.64907","0","2","90","2519.0","258.119826507334","311.119826507334","1065.0","2519.0"
"750","16","854","1","489","429","149","0","0","2","0","1517","0","3","1.65332","0","16","11","2172.0","340.8042536490326","407.8042536490326","1491.0","2172.0"
"751","16","11159.7998","1","1943.74463","47","16","0","0","4","0","0","0","3","1.47172","0","16","1","38.0","8.18150475092844","75.18150475092844","37.0","38.0"
"752","16","1585.40002","38","1461.45105","181","63","0","0","2","0","0","0","3","1.78774","0","16","5","2965.0","372.03015343620785","536.1263072823617","1811.0","2965.0"
"753","16","570","516","28","1508","14","0","0","4","1","0","0","1","1.09053","0","16","9","1794.0","279.84693418240346","291.84693418240346","1121.0","1794.0"
"754","16","3692","713","231","1283","0","0","0","4","27","2918","7507","1","1.00544","0","16","76","1983.0","330.0571256627438","405.8282100000932","1556.0","1983.0"
"755","16","1301","992","66","2962","362","0","0","4","0","0","0","1","1.11203","0","16","68","2984.0","486.2579786018588","486.6740641434673","1901.0","2984.0"
"756","16","981","786.44666","48","2151","66","0","0","4","50","0","0","2","1.25875","0","16","0","1228.0","214.58735667180852","239.58735667180852","879.0","1228.0"
"757","16","189","179","3","821","7","0","0","4","0","0","0","3","1.20225","0","16","8","888.0","147.41446137339827","177.41446137339827","651.0","888.0"
"758","16","390","335","38","1906","43","0","0","4","232","0","0","3","1.23923","0","16","22","3381.0","623.6009027998933","643.6009027998933","2704.0","3381.0"
"759","16","550","395","126","2148","278","0","0","4","0","0","0","3","1.22899","0","16","14","2115.0","363.5662354177228","390.5662354177228","1556.0","2115.0"
"76","2","41","7.37879","13","41","1913","75","123","2","1410","0","0","1","4.46759","0","2","11","3070.0","285.5167181618161","657.516718161816","1321.0","3070.0"
"760","16","400","355","35","1749","265","0","0","4","0","0","0","3","1.22435","0","16","6","1265.0","214.638127458578","249.638127458578","977.0","1265.0"
"761","16","594","411.75998","166","1900","1953","0","0","4","2283","0","0","3","1.51381","0","16","120","2739.0","417.9613050536732","510.5310511934272","1722.0","2739.0"
"762","16","222","176","9","613","714","0","0","3","0","0","0","3","1.40745","0","16","15","3097.0","440.24305060049784","459.24305060049784","2038.0","3097.0"
"763","16","249","169","72","1086","2326","0","0","3","0","0","0","3","1.9268","0","16","2","5137.0","747.669439031956","825.6844525687515","3546.0","5137.0"
"764","16","490","407","77","1825","460","0","0","4","178","0","0","3","1.32132","0","16","17","1586.0","260.596158875154","375.2925263402764","1271.0","1586.0"
"765","16","308","167","106","920","37","0","0","4","1401","0","0","3","1.32437","0","16","19","3551.0","607.2659941585355","640.2659941585355","2674.0","3551.0"
"766","16","303","193","78","868","216","0","0","4","0","0","0","3","1.18372","0","16","8","1303.0","190.6993245514442","212.6993245514442","783.0","1303.0"
"767","16","2081","531.48962","663","2763","438","0","0","4","1763","0","0","3","1.35252","0","16","12","3135.0","437.2212765866649","445.0630813748785","2198.0","3135.0"
"768","16","6223","378","687","2030","425","0","0","4","0","0","0","3","1.28475","0","16","40","1152.0","196.14924906863087","239.42511750913346","893.0","1152.0"
"769","16","5833.7998","666","244","3191","873","0","0","4","0","0","0","3","1.39127","0","16","28","1908.0","316.1762313679108","349.50302146382876","1352.0","1908.0"
"77","2","69","15","25","172","2255","101.28109","166.10098","2","0","0","0","1","3.75081","0","2","5","4250.0","522.4825348463315","835.4825348463315","2144.0","4250.0"
"770","16","514","371","106","1845","152","0","0","4","0","0","0","3","1.30198","0","16","18","1303.0","216.15058246529935","227.15863823601973","985.0","1303.0"
"771","16","740","464","155","2389","137","0","0","4","106","0","0","3","1.2073","0","16","16","2153.0","311.4071310836624","332.4071310836624","1387.0","2153.0"
"772","16","242","197","20","1221","296","0","0","4","0","0","0","3","1.39285","0","16","13","2229.0","405.6605862044739","543.6605862044739","1737.0","2229.0"
"773","16","490","232","218","1123","950","0","0","4","0","0","0","3","1.35509","0","16","46","1586.0","301.064460780573","332.5460687271817","1311.0","1586.0"
"774","16","553","318.93704","197","1855","1094","0","0","4","205","0","0","3","1.45012","0","16","139","2644.0","340.9267581277682","847.871572297933","1400.0","2644.0"
"775","16","624","568","56","2268","810","0","0","4","0","0","0","3","1.19465","0","16","142","2304.0","357.698494180474","377.098951348211","1357.0","2304.0"
"776","16","514","353","146","1741","750","0","0","4","1822","0","0","3","1.32771","0","16","25","3173.0","439.44111806110755","478.0552858740374","1851.0","3173.0"
"777","16","350","107.66513","241.02208","182","2354","0","0","2","0","0","0","3","2.42867","0","16","2","4212.0","544.8029557052544","740.8029557052544","2561.0","4212.0"
"778","16","1312","483","226","2571","3172","0","0","4","238","0","0","3","1.62805","0","16","4","3570.0","458.99072804893433","465.12046525502006","2324.0","3570.0"
"779","16","455","364","16","1679","44","0","0","4","0","0","0","3","1.23381","0","16","0","2266.0","392.5050614170487","392.5050614170487","1661.0","2266.0"
"78","2","91","22","9","225","2618","111.9403","183.58209","2","0","0","0","2","4.03936","0","2","9","3038.0","366.0068745395635","386.36023143002285","911.0","3038.0"
"780","16","1923","532","46","1048","27","0","0","4","2069","0","0","1","1.05542","0","16","12","1530.0","248.6668502886456","267.63753834788656","949.0","1530.0"
"781","16","3696","635","61","1454","223","0","0","4","0","0","0","1","1.02425","0","16","2","1643.0","224.48740932009088","389.0601445117285","938.0","1643.0"
"782","16","795","481.06281","82","2167","478","0","0","4","0","0","0","3","1.14835","0","16","35","2285.0","315.16992441253234","365.16992441253234","1396.0","2285.0"
"783","16","743","189","20","657","449","0","0","4","0","0","0","3","1.15141","0","16","6","4136.0","546.5728833744434","546.5728833744434","2516.0","4136.0"
"784","16","544","385","106","1584","340","0","0","4","2093","0","0","3","1.2005","0","16","31","4910.0","769.4044118445523","780.2828542230824","3236.0","4910.0"
"785","16","408","349","35","1512","875","0","0","4","0","0","0","3","1.31277","0","16","32","2701.0","438.611032791543","529.4543596774231","1739.0","2701.0"
"786","16","309","256","7","1384","63","0","0","4","0","0","0","3","1.26284","0","16","20","2172.0","330.53864511712084","358.53864511712084","1387.0","2172.0"
"787","16","464","423","12","2018","450","0","0","4","0","0","0","3","1.26656","0","16","23","3116.0","508.6733265548051","526.673326554805","2152.0","3116.0"
"788","16","422","406","4","1884","0","0","0","4","0","0","0","3","1.20828","0","16","10","1549.0","286.25530857794183","304.25581731119604","1083.0","1549.0"
"789","16","292","270","4","1282","5","0","0","4","0","0","0","3","1.20086","0","16","21","1832.0","323.87883885105526","331.87883885105526","1391.0","1832.0"
"79","2","68","9.60977","25.38028","111","1843","95","123","1","363","0","0","3","4.33112","0","2","33","1700.0","178.34829849969785","383.90442508882415","1050.0","1700.0"
"790","16","630","514","4","1972","94","0","0","4","0","0","0","3","1.1732","0","16","25","907.0","158.04109950596626","184.58520349853822","655.0","907.0"
"791","16","142","127","11","881","56","0","0","4","0","0","0","3","1.49256","0","16","31","2285.0","416.0336453356731","437.0336453356731","1959.0","2285.0"
"792","16","195","188","3","858","28","0","0","4","0","0","0","3","1.22043","0","16","67","850.0","175.52741416751616","244.52741416751616","732.0","850.0"
"793","16","239","200","22.3366","1154","255","0","0","4","0","0","0","3","1.43544","0","16","18","1416.0","243.06762541433983","267.95991427602894","1033.0","1416.0"
"794","16","561","103","25","904","5","0","0","4","0","0","0","3","1.39236","0","16","0","774.0","148.15376798122347","148.15376798122347","577.0","774.0"
"795","16","437","151","146","626","279","0","0","4","0","0","0","3","1.32288","0","16","0","1794.0","328.26278847783743","350.26278847783743","1541.0","1794.0"
"796","16","858","373","388.60098","2128","55","0","0","4","0","0","0","3","1.45396","0","16","63","1284.0","233.72704878587828","274.55266497051997","1035.0","1284.0"
"797","16","1055","355","654","1863","364","0","0","4","23","0","0","3","1.27001","0","16","61","1265.0","207.34572935732425","241.22881912767915","906.0","1265.0"
"798","16","334","288","12","1451","218","0","0","4","0","0","0","3","1.32707","0","16","58","2153.0","309.11715267554104","326.11715267554104","1282.0","2153.0"
"799","16","382","307","20","1557","223","0","0","4","0","0","0","3","1.22467","0","16","17","1303.0","206.75059232702492","220.75059232702492","854.0","1303.0"
"8","1","51","8.33042","15","116","4852","143.46231","547.87762","0","0","0","0","2","4.669","0","1","1718","7399.0","822.5472468689668","1700.629196229163","2502.0","7399.0"
"80","2","59","31","6","179","1981","75","116","2","0","0","0","1","3.64141","0","2","69","1747.0","208.7441798987805","266.7441798987805","1040.0","1747.0"
"800","16","433","346","82","1204","814","0","0","4","3793","0","0","3","1.3094","0","16","37","1568.0","246.6229974009349","509.6229974009349","1031.0","1568.0"
"801","16","769","501.52069","278","2344","1505","0","0","4","0","0","0","3","1.28029","0","16","38","2720.0","383.606911133512","429.6549359204989","1757.0","2720.0"
"802","16","281","220","57","1408","150","0","0","3","141","0","0","3","1.37626","0","16","25","397.0","77.75230902296057","101.16955040227091","306.0","397.0"
"803","16","6800","183","150","549","667","0","0","4","0","0","0","1","1.09341","0","16","0","2946.0","375.66914182510516","482.5115795805864","1249.0","2946.0"
"804","17","611","276","40","883","290","0","0","4","158","0","0","1","1.19938","0","17","24","1284.0","224.7452424546261","254.81869821422544","1041.0","1284.0"
"805","17","470","220","126","1910","220","0","0","4","0","0","0","3","1.29873","0","17","35","944.0","168.51113222109666","181.51113222109666","828.0","944.0"
"806","17","1677","500","1102.2467","2824","332","0","0","4","0","0","0","3","1.34137","0","17","93","1530.0","259.9436704989734","334.0205935758965","1088.0","1530.0"
"807","17","240","179","21","1211","47","0","0","4","0","0","0","3","1.45162","0","17","10","1133.0","220.27303613271073","233.27303613271073","789.0","1133.0"
"808","17","208","158","46","899","12","0","0","4","2009","0","0","3","1.29799","0","17","42","699.0","166.1135993642368","192.1135993642368","668.0","699.0"
"809","17","417","126","256","713","14","0","0","4","533","0","0","3","1.27876","0","17","7","1435.0","277.1027210801584","295.1027210801584","1095.0","1435.0"
"81","2","110","39.35723","21","248","3704","48","68","1","0","0","0","1","4.31032","0","2","170","2062.0","258.4151064418426","438.3288701446441","1395.0","2062.0"
"810","17","11815","598","2397.47974","2707","789","0","0","4","462","0","0","3","1.39313","0","17","27","3853.0","585.2051699706191","613.027007145217","2387.0","3853.0"
"811","17","640","283","343","1784","574","0","0","3","0","4216","10169","3","1.32398","0","17","60","1889.0","304.10984995450667","562.1098499545067","1296.0","1889.0"
"812","17","398","154","233","924","328","0","0","3","0","0","0","3","1.41963","0","17","35","1662.0","273.88211377457526","321.88211377457526","1235.0","1662.0"
"813","17","260","123","98","620","303","0","0","4","0","0","0","3","1.45257","0","17","13","1700.0","267.2171079557742","310.2171079557742","1093.0","1700.0"
"814","17","201","150","6","933","10","0","0","4","0","0","0","3","1.31982","0","17","6","680.0","127.02316934263627","144.02316934263627","506.0","680.0"
"815","17","156","89","67","524","656","0","0","4","0","0","0","3","1.46962","0","17","31","4646.0","1022.6781524897456","1120.6781524897456","3487.0","4646.0"
"816","17","202","118","28","643","298","0","0","3","0","0","0","3","1.51082","0","17","3","1265.0","237.8617030675766","389.8617030675766","1027.0","1265.0"
"817","17","215","143","72","662","1555","0","0","3","0","0","0","3","1.70003","0","17","32","3985.0","807.7140032018823","845.2707631780586","3544.0","3985.0"
"818","17","312","195","102","1170","210","0","0","4","1294","0","0","3","1.21745","0","17","39","1851.0","372.2167069888617","376.2167069888617","1707.0","1851.0"
"819","17","159","128","30","422","258","0","0","4","0","0","0","2","1.32686","0","17","0","888.0","159.3501764344483","177.3501764344483","620.0","888.0"
"82","2","76","29","15","171","1636","49.00196","69.41944","1","0","0","0","1","3.99784","0","2","3","2094.0","236.4050618606859","272.4050618606859","1137.0","2094.0"
"820","17","14520","1644","204","2782","1597","0","0","4","955","0","0","1","1.04005","0","17","18","2965.0","435.22550943414603","481.03933419450783","2063.0","2965.0"
"821","17","1070","450","371","1211","406","0","0","4","0","12342","3186","1","1.12305","0","17","1086","2569.0","366.8430992315209","1628.0761427097818","2199.0","2569.0"
"822","17","1079","819","9","1054","0","0","0","5","0","0","0","1","0.96236","0","17","14","2946.0","434.00738923749714","729.6423432453814","1911.0","2946.0"
"823","17","769","515","99","2018","1078","0","0","4","1580","0","0","1","1.18432","0","17","48","3418.0","495.71887210095986","531.9907180330966","2202.0","3418.0"
"824","17","437","267","162","640","1135","0","0","4","161","0","0","1","1.25867","0","17","0","1851.0","284.7614914718654","445.0332499088103","1236.0","1851.0"
"825","17","267","204","52","1323","583","0","0","4","0","0","0","3","1.39528","0","17","16","3078.0","570.6522121295166","601.6522121295166","2240.0","3078.0"
"826","17","222","102","95","365","1343","0","0","4","0","0","0","3","1.53541","0","17","8","5779.0","949.3715834190594","987.3715834190594","4246.0","5779.0"
"827","17","251","133","68","758","601","0","0","3","0","0","0","3","2.08142","0","17","12","3248.0","534.1615414212221","542.1615414212221","2510.0","3248.0"
"828","17","441","229","198","1993","783","0","0","4","439","0","0","3","1.34954","0","17","103","1473.0","231.13757680316695","283.84831891058803","1145.0","1473.0"
"829","17","195","159","24","770","301","0","0","2","0","0","0","3","1.5525","0","17","24","1379.0","216.70993747826827","236.61633876928494","929.0","1379.0"
"83","2","119","60","2","741","1633","0","0","3","0","0","0","1","2.43258","0","2","0","2582.0","287.8489625688065","308.8489625688065","1575.0","2582.0"
"830","17","290","188","98","1236","654","0","0","4","0","0","0","3","1.3961","0","17","4","1870.0","370.4179587818822","370.4179587818822","1452.0","1870.0"
"831","17","157","88","65","522","793","0","0","4","318","0","0","3","1.53668","0","17","14","3305.0","524.7034689827942","712.7034689827942","2318.0","3305.0"
"832","17","302","222","74","1521","346","0","0","4","0","0","0","3","1.35617","0","17","4","1926.0","345.3040292060993","345.4677506198207","1394.0","1926.0"
"833","17","317","246","25","1478","0","0","0","4","281","0","0","3","1.20786","0","17","26","755.0","139.07383264929516","160.07383264929516","574.0","755.0"
"834","17","589","322","210","1707","22","0","0","4","2386","0","0","3","1.19899","0","17","6","925.0","159.80612577005587","187.80612577005587","696.0","925.0"
"835","17","329","239","90","1659","65","0","0","4","0","0","0","3","1.30266","0","17","18","1171.0","221.29085409444238","242.29085409444238","941.0","1171.0"
"836","17","322","279","43","1103","375","0","0","4","0","0","0","3","1.21863","0","17","13","1171.0","203.72330592167748","227.72330592167748","782.0","1171.0"
"837","17","468","394","56","2432","997","0","0","4","0","0","0","3","1.39841","0","17","263","2266.0","383.56089613455896","554.357638216007","1535.0","2266.0"
"838","17","252","200","52","844","668","0","0","4","0","0","0","2","1.35848","0","17","37","1077.0","161.2690345831012","211.2690345831012","668.0","1077.0"
"839","17","330","149","175","852","1244","0","0","3","0","0","0","2","1.84663","0","17","110","1209.0","170.06572364279867","415.0657236427987","726.0","1209.0"
"84","2","117","42","4","450","2077","48","68","1","0","0","0","1","4.17404","0","2","61","1905.0","260.2680091072103","324.2680091072103","1526.0","1905.0"
"840","17","503","377","117","1274","1350","0","0","4","0","0","0","1","1.22047","0","17","12","2399.0","304.2328030561234","443.2328030561234","1290.0","2399.0"
"841","17","313","294","12","978","733","0","0","4","0","0","0","1","1.27254","0","17","39","3078.0","453.3456918707609","657.6364304405147","2073.0","3078.0"
"842","17","230","188","42","583","836","0","0","4","0","0","0","2","1.25906","0","17","42","3815.0","549.9207887655097","617.464860857878","2715.0","3815.0"
"843","17","558","442","6","1437","68","0","0","4","0","0","0","1","1.10705","0","17","61","3456.0","561.4032055153283","649.4032055153283","2104.0","3456.0"
"844","17","26251","1893","85","3222","62","0","0","5","0","0","0","1","1.00417","0","17","19","3645.0","551.9938955290223","562.7155154269815","2266.0","3645.0"
"845","17","1280","787","38","2481","38","0","0","4","0","0","0","1","1.06576","0","17","34","1870.0","296.80685418224306","369.71071317543306","1072.0","1870.0"
